C:\Users\manuh\Documents\sterner lab\AuthorDisambiguation\r_table\results\mesh\westnortamernatu\input.txt
41717010|Animals|C0003062|55879|CT|Coleoptera;CT Treecode Lookup: B01.050.500.131 (Coleoptera)||MM;RC
41705454|*Water|C0043047|46809|MH|RtM via: Water;checkForceMH Boosted|TI|MM;RC|3335^4^0;1663^5^0;1499^5^0;1078^5^0
41705454|*Soil|C0037592|45471|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soil|TI|MM|810^4^0
41705454|*Seasons|C0036497|42411|MH|RtM via: Seasons;Forced Leaf Node Lookup:seasons|TI|MM|1650^6^0
41705454|*Indican|C0021210|32634|MH|RtM via: Indican;Forced Leaf Node Lookup:indican;checkForceMH Boosted|TI|MM|3109^7^0
41705454|*Proto-Oncogene Proteins c-fos|C0085301|31869|MH|RtM via: Antigens, Fos-Related;Forced Leaf Node Lookup:fras;checkForceMH Boosted|TI|MM|3064^4^0
41705454|*Hydrology|C3494261|15486|MH|Forced Leaf Node Lookup:hydrologies|TI|MM|554^10^0
41705454|*Forest|C0086312|51660|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|122^6^0
41705454|*Water Table|C3178975|14691|ET|Entry Term Replacement for "Groundwater";RtM via: Water Table|TI|MM|298^11^0
41705454|*Plant Roots|C0242726|6813|MH|RtM via: Plant Roots|TI|MM|275^5^0
41705454|*Cold Temperature|C0009264|6741|MH|RtM via: Cool - action|TI|MM|1540^4^0
41705454|Nuclear Family|C0028574|1000|MH|Forced Non-Leaf Node Lookup:son||MM|3528^3^0
41705455|Animals|C0003062|36026|CT|Larva;CT Treecode Lookup: B05.500 (Larva);Larva;CT Treecode Lookup: G07.345.500.550.500 (Larva);Life Cycle;CT Treecode Lookup: B05.500 (Life Cycle);Life Cycle;CT Treecode Lookup: G07.345.500.550.500 (Life Cycle);Parasites;CT Treecode Lookup: B01.050.500.714 (Parasites);Fishes;CT Treecode Lookup: B01.050.150.900.493 (Fishes);CT Text Lookup: fish|TI|MM;RC|161^4^0
41705455|*Sodium Chloride|C0037494|35026|MH|RtM via: Sodium Chloride;Forced Leaf Node Lookup:nacl;checkForceMH Boosted|TI|MM|2471^3^0;1665^4^0;1660^3^0;103^4^0;97^4^0
41705455|*Larva|C0023047|34202|MH|RtM via: Larva;checkForceMH Boosted|TI|MM|3249^6^0;1936^6^0;1462^6^0;352^6^0
41705455|relacin|C3659731|33074|NM|RtM via: relacin;Forced SCR Leaf Node Lookup:relacin|TI|MM|3290^7^0
41705455|*Sodium Chloride, Dietary|C0206136|29515|MH|RtM via: Sodium Chloride, Dietary;Forced Leaf Node Lookup:table salt;checkForceMH Boosted|TI|MM|2471^3^0;1660^3^0;828^10^0;97^4^0
41705455|*Parasites|C0030498|20965|MH|RtM via: Protozoan parasite;RtM via: Ectozoic parasite;Forced Leaf Node Lookup:parasites;checkForceMH Boosted|TI|MM|566^19^0;152^8^1;166^9^1;576^9^0
41705455|*Salinity|C1956027|19757|MH|RtM via: Salinity;Forced Leaf Node Lookup:salinity|TI|MM|1301^8^0;1194^8^0;798^8^0;450^8^0;239^8^0;855^8^0
41705455|*Water|C0043047|16727|MH|RtM via: Water;checkForceMH Boosted|TI|MM|3015^4^0;2861^5^0;2384^4^0;1544^4^0;1138^5^0;746^5^0;21^5^0
41705455|Colorado|C0009399|8624|MH|RtM via: Colorado;Forced Leaf Node Lookup:colorado|TI|MM|3068^8^0;2874^8^0;2417^8^0;2078^8^0;1828^8^0;1558^8^0;41^8^0;270^8^0;484^8^0;777^8^0;1160^8^0;1324^8^0;1582^8^0
41705455|*Rivers|C0337050|8612|MH|Forced Leaf Node Lookup:rivers|TI|MM|50^5^0;279^5^0;493^5^0;786^5^0;1169^5^0;1333^5^0;1591^5^0
41705455|*Dipeptides|C0012512|33073|HM|RtM via: relacin|TI|MM|3290^7^0
41705455|*Life Cycle|C0023675|26568|ET|Entry Term Replacement for "Life Cycle Stages";RtM via: Life Cycle Stages|TI|MM|1408^10^0
41705455|*Deoxyguanosine|C0011503|23042|HM|RtM via: relacin|TI|MM|3290^7^0
41705455|*Cyprinidae|C0010613|3891|MH|RtM via: Gila cypha;RtM via: Gila robusta;Forced Non-Leaf Node Lookup:chub|TI|MM|3272^13^0;2699^13^0;1974^10^0;1959^13^0;1482^13^0;921^13^0;372^13^0;2776^14^0;2538^14^0;2261^12^0;2238^14^0;1067^14^0;878^14^0;630^14^0;381^4^0;640^4^0;888^4^0;930^4^0;1057^4^0;1077^4^0;1491^4^0;1968^4^0;2248^4^0;2548^4^0;2594^4^0;2708^4^0;2786^4^0;3281^4^0
41705455|Infections|C3714514|1000|MH|Forced Non-Leaf Node Lookup:infection||MM|1271^9^0
41705456|Animals|C0003062|53351|CT|Rodent;CT Treecode Lookup: B01.050.150.900.649.313.992 (Rodent)||MM;RC
41705456|*Rodent|C0035804|11620|ET|Entry Term Replacement for "Rodentia";RtM via: Rodent;checkForceMH Boosted|TI|MM|437^7^0;237^6^0;80^7^0
41705456|*Selection, Genetic|C0036576|5029|MH|RtM via: Natural Selection;Forced Leaf Node Lookup:natural selection|TI|MM|704^17^0
41705456|Nevada|C0027951|4351|MH|RtM via: Nevada <Geographic Area>;Forced Leaf Node Lookup:nevada|TI|MM|1054^6^0;194^6^0
41705456|VMBP protocol|C0078397|52351|NM|RtM via: VMBP protocol|TI|MM|855^4^0
41705456|*Antineoplastic Combined Chemotherapy Protocols|C0003393|52350|HM|RtM via: VMBP protocol|TI|MM|855^4^0
41705456|*Vincristine|C0042679|44850|HM|RtM via: VMBP protocol|TI|MM|855^4^0
41705456|*Cisplatin|C0008838|40935|HM|RtM via: VMBP protocol|TI|MM|855^4^0
41705456|*Bleomycin|C0005740|34260|HM|RtM via: VMBP protocol|TI|MM|855^4^0
41705456|*Methotrexate|C0025677|36483|HM|RtM via: VMBP protocol|TI|MM|855^4^0
41705457|Animals|C0003062|107845|CT|Gophers;CT Treecode Lookup: B01.050.150.900.649.313.992 (Gophers);Strigiformes;CT Treecode Lookup: B01.050.150.900.248 (Strigiformes);Rodents;CT Treecode Lookup: B01.050.150.900.649.313.992 (Rodents);Voles;CT Treecode Lookup: B01.050.150.900.649.313.992 (Voles);Invertebrate;CT Treecode Lookup: B01.050.500 (Invertebrate);Orthoptera;CT Treecode Lookup: B01.050.500.131 (Orthoptera);Vertebrate;CT Treecode Lookup: B01.050.150.900 (Vertebrate);CT Text Lookup: house mouse;CT Text Lookup: mouse;CT Text Lookup: mus;CT Text Lookup: mus musculus|TI|MM;RC|1166^11^0;1172^5^0;1179^3^0
41705457|Mice|C0026809|107845|CT|CT Text Lookup: house mouse;CT Text Lookup: mouse;CT Text Lookup: mus;CT Text Lookup: mus musculus|TI|MM;RC|1166^11^0;1172^5^0;1179^3^0
41705457|*Gophers|C0524713|106845|MH|RtM via: Gophers;RtM via: Thomomys bottae;Forced Leaf Node Lookup:pocket gophers;checkForceMH Boosted|TI|MM|1327^14^0;2563^15^0;947^21^0;970^15^0;955^13^0
41705457|*Strigiformes|C0326067|63273|MH|RtM via: Strigiformes;RtM via: Athene cunicularia hypugaea;Forced Leaf Node Lookup:owls;checkForceMH Boosted|TI|MM|1085^4^0;431^4^0;1471^27^0;82^27^0;902^14^0;274^14^0;66^14^0;1265^13^0;76^4^0;284^4^0;462^4^0;912^4^0;1275^3^0
41705457|*Rodents|C0035804|40484|ET|Entry Term Replacement for "Rodentia";RtM via: Rodent;checkForceMH Boosted|TI|MM|1311^7^0;769^7^0;549^7^0
41705457|*Voles|C0042947|40364|ET|Entry Term Replacement for "Arvicolinae";RtM via: Microtus;RtM via: Microtus californicus;checkForceMH Boosted|TI|MM|1346^5^0;2782^21^0;1122^15^0;1139^21^0
41705457|*Biomass|C0005535|21392|MH|RtM via: Biomass;Forced Leaf Node Lookup:biomass|TI|MM|1226^7^0;1020^7^0;812^7^0
41705457|*Orthoptera|C0029361|16676|MH|RtM via: Orthoptera;checkForceMH Boosted;Forced Non-Leaf Node Lookup:orthopteras|TI|MM|2222^10^0;681^10^0
41705457|*Grassland|C0442534|11450|MH|Forced Leaf Node Lookup:grasslands|TI|MM|305^10^0
41705457|*Diet|C0012155|31893|MH|RtM via: Diet;RtM via: Basal Diet;Forced Non-Leaf Node Lookup:diets|TI|MM;RC|411^4^0;179^5^0;50^4^0;593^4^0
41705457|*Invertebrate|C0021948|22737|ET|Entry Term Replacement for "Invertebrates";RtM via: Invertebrates;Forced Non-Leaf Node Lookup:invertebrates|TI|MM|742^12^0;612^12^0
41705457|*Vertebrate|C0042567|16212|ET|Entry Term Replacement for "Vertebrates";RtM via: Vertebrates;Forced Non-Leaf Node Lookup:vertebrates|TI|MM|628^10^0
41705457|*Habitat|C0871648|12219|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat|TI|MM|2728^8^0;2517^8^0;1279^7^0;1108^8^0;928^8^0;515^8^0;141^8^0
41705457|Nuclear Family|C0028574|1000|MH|Forced Non-Leaf Node Lookup:son||MM|2469^3^0
41705457|California|C0006754|15|MH|RtM via: California;RtM via: Santa Clara County, CA|TI|MM|1816^10^0;339^10^0;319^18^0
41705458|Male|C0086582|59354|CT|CT Text Lookup: male;CT Text Lookup: males|TI|MM;RC|395^5^0;629^4^0
41705458|Female|C0086287|59354|CT|CT Text Lookup: female;CT Text Lookup: females|TI|MM;RC|408^7^0
41705458|Adult|C0001675|59354|CT|CT Text Lookup: adult|TI|MM;RC|389^5^0
41705458|Animals|C0003062|59354|CT|CT Text Lookup: fish|TI|MM;RC|99^4^0
41705458|Adolescent|C0205653|59354|CT|RtM via: Juvenile|TI|MM|1184^9^0;421^9^0
41705458|*Sex Ratio|C0036893|12534|MH|RtM via: Sex Ratio;Forced Leaf Node Lookup:sex ratios|TI|MM|562^9^0;59^9^0
41705458|*Water|C0043047|11877|MH|RtM via: Water;checkForceMH Boosted|TI|MM|1140^4^0;810^4^0;372^5^0
41705458|Mexico|C0025885|6567|MH|RtM via: Mexico;Forced Leaf Node Lookup:mexico|TI|MM;RC|177^6^0
41705458|VMBP protocol|C0078397|58354|NM|RtM via: VMBP protocol|TI|MM|912^4^0
41705458|*Antineoplastic Combined Chemotherapy Protocols|C0003393|58353|HM|RtM via: VMBP protocol|TI|MM|912^4^0
41705458|*Vincristine|C0042679|57741|HM|RtM via: VMBP protocol;RtM via: Asparaginase/Cyclophosphamide/Doxorubicin/Methotrexate/Prednisone/Vincristine|TI|MM|912^4^0;1445^5^0;1150^6^0
41705458|*Cisplatin|C0008838|45963|HM|RtM via: VMBP protocol|TI|MM|912^4^0
41705458|*Bleomycin|C0005740|37077|HM|RtM via: VMBP protocol|TI|MM|912^4^0
41705458|*Methotrexate|C0025677|45120|HM|RtM via: VMBP protocol;RtM via: Asparaginase/Cyclophosphamide/Doxorubicin/Methotrexate/Prednisone/Vincristine|TI|MM|912^4^0;1445^5^0;1150^6^0
41705458|*Freshwater|C0016710|10569|ET|Entry Term Replacement for "Fresh Water";RtM via: Fresh Water;Forced Non-Leaf Node Lookup:freshwaters|TI|MM|75^10^0
41705458|*Probability|C0033204|2238|MH|RtM via: Probability;Forced Non-Leaf Node Lookup:probability|TI|MM|312^11^0
41705459|Female|C0086287|26470|CT|CT Text Lookup: female|TI|MM;RC|370^6^0;565^6^0;597^6^0;1658^6^0;2069^6^0
41705459|Animals|C0003062|26470|CT|Birds;CT Treecode Lookup: B01.050.150.900.248 (Birds)||MM
41705459|relacin|C3659731|25470|NM|RtM via: relacin;Forced SCR Leaf Node Lookup:relacin|TI|MM|3744^7^0
41705459|*Seasons|C0036497|15106|MH|RtM via: Seasons;Forced Leaf Node Lookup:seasons|TI|MM|1395^6^0;1262^6^0;974^6^0;1525^6^0;1585^6^0
41705459|Oregon|C0029195|12202|MH|RtM via: Oregon (geographic location);Forced Leaf Node Lookup:oregon|TI|MM|394^6^0
41705459|Nevada|C0027951|11710|MH|RtM via: Nevada <Geographic Area>;Forced Leaf Node Lookup:nevada|TI|MM|2618^6^0;405^6^0
41705459|*Confidence Intervals|C0009667|11389|MH|RtM via: Confidence Intervals;Forced Leaf Node Lookup:confidence intervals|TI|MM|1446^19^0
41705459|*Lakes|C0337049|9547|MH|RtM via: Lake (environment);Forced Leaf Node Lookup:lake|TI|MM|421^4^0;2634^4^0;2712^4^0
41705459|*Dipeptides|C0012512|25469|HM|RtM via: relacin|TI|MM|3744^7^0
41705459|*Body Weight|C0005910|15741|MH|RtM via: Body Weight|TI|MM|1174^6^0
41705459|*Deoxyguanosine|C0011503|14467|HM|RtM via: relacin|TI|MM|3744^7^0
41705459|*Breeding|C0006159|8226|MH|RtM via: Breeding;Forced Non-Leaf Node Lookup:breedings|TI|MM|1369^8^0;982^8^0;1516^8^0
41705459|Demography|C0011298|1000|MH|Forced Non-Leaf Node Lookup:demographics||MM|216^11^0
41705459|Galliformes|C0325589|1000|MH|Forced Non-Leaf Node Lookup:grouse||MM|59^6^0;382^6^0;523^6^0;609^6^0;1670^6^0;1829^6^0;1933^6^0;2081^6^0
41705459|California|C0006754|12405|MH|RtM via: California|TI|MM|2721^10^0;452^10^0
41705460|Male|C0086582|17194|CT|CT Text Lookup: male;CT Text Lookup: males|TI|MM;RC|1002^5^0
41705460|Female|C0086287|17194|CT|CT Text Lookup: female;CT Text Lookup: females|TI|MM;RC|1045^7^0
41705460|Animals|C0003062|17194|CT|CT Text Lookup: mice|TI|MM|35^4^0
41705460|Mice|C0026809|17194|CT|CT Text Lookup: mice|TI|MM|35^4^0
41705460|*Grassland|C0442534|4762|MH|Forced Leaf Node Lookup:grasslands;Forced Leaf Node Lookup:prairies|TI|MM|82^10^0;259^7^0;367^7^0;701^7^0;1264^7^0;1298^7^0
41705460|*SE-30|C0036481|3107|ET|Entry Term Replacement for "Silicone Elastomers";RtM via: SE-30;checkForceMH Boosted|TI|MM|2448^2^1;2455^2^1
41705460|Kansas|C0022497|2393|MH|RtM via: Kansas (geographic location);Forced Leaf Node Lookup:kansas|TI|MM|2231^6^0;395^6^0
41705460|*Torpor|C0235193|16194|MH|RtM via: Torpor;Forced Non-Leaf Node Lookup:torpor|TI|MM|1021^6^0;1078^6^0
41705460|ACP5 protein, human|C1566918|8443|NM|RtM via: ACP5 protein, human|TI|MM|825^4^0
41705460|*Tartrate-Resistant Acid Phosphatase|C0297331|8442|HM|RtM via: ACP5 protein, human|TI|MM|825^4^0
41705460|methyl N-acetylsibirosaminide|C0622231|7930|NM|RtM via: methyl N-acetylsibirosaminide|TI|MM|3686^4^0
41705460|*Methylglycosides|C0025774|7929|HM|RtM via: methyl N-acetylsibirosaminide|TI|MM|3686^4^0
41705460|*Mammals|C0024660|5145|MH|RtM via: Mammals;Forced Non-Leaf Node Lookup:mammals|TI|MM|536^7^0;350^7^0
41705460|*Longitudinal Studies|C0023981|4119|MH|RtM via: Longitudinal Studies;RtM via: Continuous|TI|MM|325^15^0;317^7^0
41705460|Southwestern United States|C0037728|12|MH|RtM via: Southwestern United States|TI|MM|135^26^0
41705461|Humans|C0086418|102756|CT|Patient Discharge;CT Treecode Lookup: E02.760 (Patient Discharge);Patient Discharge;CT Treecode Lookup: N02.421.585 (Patient Discharge)||MM;RC
41705461|Animals|C0003062|102756|CT|Odonata;CT Treecode Lookup: B01.050.500.131 (Odonata);Livestock;CT Treecode Lookup: B01.050.050 (Livestock)||MM;RC
41705461|*Odonata|C0998370|101756|MH|RtM via: Odonata;RtM via: Zygoptera;RtM via: Anisoptera dragonflies;Forced Lookup:dragonflies;Forced Leaf Node Lookup:damselflies;Forced Leaf Node Lookup:odonata;checkForceMH Boosted|TI|MM|1853^7^0;1878^11^0;1862^11^0
41705461|relacin|C3659731|36113|NM|RtM via: relacin;Forced SCR Leaf Node Lookup:relacin|TI|MM|2653^7^0
41705461|*Temperature|C0039476|33962|MH|RtM via: Temperature;Forced Leaf Node Lookup:temperatures|TI|MM|711^11^0
41705461|*Livestock|C2936506|29509|MH|RtM via: Livestock;Forced Leaf Node Lookup:livestocks;checkForceMH Boosted|TI|MM|1993^9^0
41705461|*Seasons|C0036497|27467|MH|RtM via: Seasons;Forced Leaf Node Lookup:seasons|TI|MM|1298^6^0
41705461|*Water|C0043047|17891|MH|RtM via: Water;checkForceMH Boosted|TI|MM|3165^4^0;643^5^0
41705461|Colorado|C0009399|15929|MH|RtM via: Colorado;Forced Leaf Node Lookup:colorado|TI|MM|2961^8^0;2807^8^0;2459^8^0;466^8^0;44^8^0
41705461|Utah|C0042124|15929|MH|RtM via: Utah;Forced Leaf Node Lookup:utah|TI|MM|2939^4^0;444^4^0
41705461|*Escherichia coli|C0014834|15455|MH|RtM via: Escherichia coli;checkForceMH Boosted;Forced Non-Leaf Node Lookup:escherichia coli|TI|MM|3461^16^0;3274^16^0;912^16^0;754^16^0
41705461|*Patient Discharge|C0030685|12131|MH|RtM via: Patient Discharge;Forced Leaf Node Lookup:discharge|TI|MM|857^9^0
41705461|*Piedra|C0031898|10034|MH|RtM via: Piedra;Forced Leaf Node Lookup:piedras|TI|MM|2906^6^0
41705461|*Dipeptides|C0012512|36112|HM|RtM via: relacin|TI|MM|2653^7^0
41705461|*Deoxyguanosine|C0011503|19889|HM|RtM via: relacin|TI|MM|2653^7^0
41705461|*Solar Energy|C0037605|14544|MH|RtM via: Solar Energy|TI|MM|1305^15^0;795^15^0
41705461|*Natural Springs|C3179043|13476|MH|RtM via: Natural Springs|TI|MM|1976^7^0;1556^7^0;521^7^0;420^7^0;348^7^0;21^7^0
41705461|*Biodiversity|C0282469|9054|MH|RtM via: Biodiversity;Forced Non-Leaf Node Lookup:biodiversity|TI|MM|600^12^0
41705461|*Nutrients|C0678695|5001|MH|RtM via: Nutrients;Forced Non-Leaf Node Lookup:nutrients|TI|MM|660^9^0
41705461|Nuclear Family|C0028574|1000|MH|Forced Non-Leaf Node Lookup:son||MM|2563^3^0
41705462|*Base Sequence|C0004793|1961|MH|RtM via: Base Sequence;Forced Leaf Node Lookup:nucleotide sequences|TI|MM|65^20^0
41705462|*Lupinus|C0330813|1585|MH|RtM via: Lupinus oreganus;RtM via: Lupinus biddlei;RtM via: Lupinus sulphureus;Forced Leaf Node Lookup:lupinus;checkForceMH Boosted|TI|MM|184^16^0;480^7^1;507^7^1;205^15^0;706^18^0;274^18^0;499^7^0
41705462|*Phylogeny|C0031797|377|MH|RtM via: Phylogeny;Forced Lookup:phylogenetic|TI|MM|31^12^0
41705462|*Survey|C0038951|906|ET|Entry Term Replacement for "Surveys and Questionnaires";RtM via: Surveys|TI|MM|92^6^0
41705462|*Publications|C0034036|546|MH|RtM via: Publications|TI|MM|123^10^0
41705463|Male|C0086582|10225|CT|CT Text Lookup: male|TI|MM;RC|646^4^0
41705463|Mexico|C0025885|7256|MH|RtM via: Mexico;RtM via: Baja California;Forced Lookup:baja california;Forced Leaf Node Lookup:mexico|TI|MM|169^6^0;1620^15^0;1357^15^0;1175^15^0;885^15^0;789^15^0;547^15^0;377^15^0;85^15^0
41705463|*Environment|C0014406|5505|MH|RtM via: Sonora (geographic area);RtM via: Para (geographic area)|TI|MM|1147^6^0;343^6^0;1034^4^0;978^4^0
41705463|*Habitat|C0871648|4842|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat|TI|MM|1480^7^0;695^7^0
41705463|California|C0006754|4545|MH|RtM via: California|TI|MM|1117^10^0;314^10^0
41705463|*Record|C0034869|4089|ET|Entry Term Replacement for "Records";RtM via: Records|TI|MM|117^6^0;50^6^0
41705463|*Longitudinal Studies|C0023981|321|MH|RtM via: Continuous|TI|MM|717^10^0
41705464|Male|C0086582|2692|CT|CT Text Lookup: male|TI|MM;RC|44^4^0
41705464|Mice|C0026809|2692|CT|CT Text Lookup: mouse|TI|MM;RC|77^5^0
41705464|Animals|C0003062|2692|CT|Sigmodontinae;CT Treecode Lookup: B01.050.150.900.649.313.992 (Sigmodontinae);CT Text Lookup: mouse|TI|MM;RC|77^5^0
41705464|Mexico|C0025885|305|MH|RtM via: Baja California;Forced Lookup:baja california|TI|MM;RC|432^15^0;165^15^0
41705464|*Record|C0034869|1692|ET|Entry Term Replacement for "Records";RtM via: Records|TI|MM|194^6^0
41705464|*Vincristine|C0042679|1038|MH|RtM via: Asparaginase/Cyclophosphamide/Doxorubicin/Methotrexate/Prednisone/Vincristine|TI|MM|326^5^0
41705464|*Sigmodontinae|C0079507|789|MH|RtM via: Onychomys torridus|TI|MM|360^18^0;83^18^0;56^26^0
41705464|*Cyclophosphamide|C0010583|762|MH|RtM via: Asparaginase/Cyclophosphamide/Doxorubicin/Methotrexate/Prednisone/Vincristine|TI|MM|326^5^0
41705464|Grasshoppers|C0018211|1000|MH|Forced Non-Leaf Node Lookup:grasshoppers||MM|65^11^0
42003917|Female|C0086287|30289|CT|CT Text Lookup: female;CT Text Lookup: females|TI|MM;RC|609^6^0;710^7^0;777^6^0;906^6^0;1333^6^0;1456^6^0
42003917|Animals|C0003062|30289|CT|Birds;CT Treecode Lookup: B01.050.150.900.248 (Birds);Anseriformes;CT Treecode Lookup: B01.050.150.900.248 (Anseriformes);Quail;CT Treecode Lookup: B01.050.150.900.248 (Quail);CT Text Lookup: anseriformes|TI|MM;RC|97^12^0
42003917|*Anseriformes|C0325486|23841|MH|RtM via: Anseriformes;checkForceMH Boosted;Forced Non-Leaf Node Lookup:anseriformes|TI|MM|1950^12^0;90^19^0;97^12^0
42003917|*Seasons|C0036497|15525|MH|RtM via: Seasons;Forced Leaf Node Lookup:seasons|TI|MM|959^7^0
42003917|*Prevalence|C0033105|13368|MH|RtM via: Statistical Prevalence;Forced Leaf Node Lookup:prevalences|TI|MM;RC|496^10^0
42003917|*Fragaria|C1080863|12723|MH|RtM via: Strawberries;RtM via: Fragaria x ananassa;Forced Leaf Node Lookup:strawberry;checkForceMH Boosted|TI|MM|2816^10^0;853^10^0
42003917|Utah|C0042124|4497|MH|RtM via: Utah;Forced Leaf Node Lookup:utah|TI|MM|2835^4^0;872^4^0
42003917|*Habitat|C0871648|10398|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat|TI|MM|3793^7^0;1717^7^0
42003917|*Environment|C0014406|6723|MH|RtM via: Valley;RtM via: Para (geographic area)|TI|MM|2827^6^0;864^6^0;3870^4^0;3301^4^0
42003917|*Quail|C0034374|5727|MH|RtM via: Centrocercus urophasianus|TI|MM|2477^25^0;1222^11^0;616^11^0;464^25^0;443^19^0;510^11^0
42003917|Probability|C0033204|1000|MH|Forced Non-Leaf Node Lookup:probability||MM|212^11^0
42003918|Pregnancy|C0032961|22900|CT|Parity;CT Treecode Lookup: G08.686.784.769.472 (Parity)||MM;RC
42003918|Female|C0086287|22900|CT|Parity;CT Treecode Lookup: G08.686.784.769.472 (Parity)||MM;RC
42003918|Animals|C0003062|22900|CT|Beaver;CT Treecode Lookup: B01.050.150.900.649.313.992 (Beaver)||MM;RC
42003918|*Geographic Information Systems|C0815319|19040|MH|RtM via: Geographic Information Systems;Forced Leaf Node Lookup:geographic information systems;Forced Leaf Node Lookup:gis|TI|MM|3009^3^0;2978^29^0;777^3^0
42003918|*Tamaricaceae|C1084540|17423|MH|RtM via: Tamarix;Forced Leaf Node Lookup:tamarix;checkForceMH Boosted|TI|MM|3759^7^0;1403^7^0
42003918|*Ecosystem|C0162358|14527|MH|RtM via: Ecosystem;Forced Lookup:ecosystem|TI|MM|445^9^0
42003918|*Rivers|C0337050|14452|MH|RtM via: Rivers;Forced Leaf Node Lookup:rivers|TI|MM|1723^5^0;439^5^0
42003918|*Bombacaceae|C1136054|10319|MH|RtM via: Ochroma;Forced Leaf Node Lookup:balsas;checkForceMH Boosted|TI|MM|3490^6^0;2514^6^0
42003918|*Cost-Benefit Analysis|C0010174|6640|MH|RtM via: Cost Effectiveness;Forced Leaf Node Lookup:cost-effective|TI|MM|1860^14^0
42003918|*Beaver|C0004900|5737|ET|Entry Term Replacement for "Rodentia";RtM via: Castor;checkForceMH Boosted|TI|MM|1543^6^0;1219^6^0;900^6^0;620^6^0;302^6^0
42003918|Colorado|C0009399|4216|MH|RtM via: Colorado;Forced Leaf Node Lookup:colorado|TI|MM|2493^8^0;430^8^0
42003918|*Resource, Natural|C0027492|21900|ET|Entry Term Replacement for "Natural Resources";RtM via: Natural Resources;Forced Non-Leaf Node Lookup:natural resources|TI|MM|194^16^0
42003918|*Probability|C0033204|5889|MH|RtM via: Probability;Forced Non-Leaf Node Lookup:probability|TI|MM|1088^11^0
42003918|*Parity|C0030563|3882|MH|RtM via: Primiparity|TI|MM|3730^4^1;3784^1^1
42003918|Membrane Microdomains|C0887868|1000|MH|Forced Non-Leaf Node Lookup:rafts||MM|464^5^0;1191^5^0
42003919|Humans|C0086418|4839|CT|Ethnic Groups;CT Treecode Lookup: M01.686 (Ethnic Groups)||MM;RC
42003919|*Erigeron|C0885305|3839|MH|RtM via: Erigeron;Forced Leaf Node Lookup:erigerons;checkForceMH Boosted|TI|MM|613^8^0;203^8^0
42003919|*Lepidium|C0949985|514|MH|RtM via: Lepidium montanum;checkForceMH Boosted;Forced Non-Leaf Node Lookup:lepidiums|TI|MM|671^17^0;261^17^0
42003919|Colorado|C0009399|343|MH|RtM via: Colorado;RtM via: Rio Blanco County, CO;Forced Leaf Node Lookup:colorado|TI|MM;RC|506^8^0;84^8^0;63^19^0
42003919|*Asteraceae|C0446228|2388|MH|RtM via: Chrysothamnus nauseosus|TI|MM|516^23^0;106^23^0
42003919|Animal Distribution|C3494412|179|MH|||RC
42003919|*Ethnic Groups|C0015031|24|MH|RtM via: Welsh population|TI|MM|790^5^0;716^5^0;643^5^0;581^5^0;382^5^0;306^5^0;233^5^0;171^5^0
42003920|*Cambium|C2339480|22963|MH|RtM via: Cambium;Forced Leaf Node Lookup:cambiums|TI|MM|2596^7^0;2491^7^0;2405^7^0;2121^7^0;965^7^0;882^7^0;790^7^0;549^7^0
42003920|*Artemisia|C0331308|9322|MH|RtM via: Artemisia (plant);RtM via: Artemisia tridentata;checkForceMH Boosted;Forced Non-Leaf Node Lookup:artemisias|TI|MM|3027^9^0;1584^9^0;1343^9^0;46^9^0;73^13^0;77^9^0
42003920|*Seasons|C0036497|8887|MH|RtM via: Seasons;Forced Leaf Node Lookup:seasons|TI|MM|413^6^0
