C:\Users\manuh\Documents\sterner lab\AuthorDisambiguation\r_table\results\mesh\wateintejwatebio\input.txt
10.2307/1521988|Animals|C0003062|30595|CT|Charadriiformes;CT Treecode Lookup: B01.050.150.900.248 (Charadriiformes);Birds;CT Treecode Lookup: B01.050.150.900.248 (Birds)||MM;RC
40660773|*Data Collection|C0010995|5790|MH|RtM via: Analytical Procedure Precision;RtM via: Analytical Procedure Accuracy|TI|MM;RC|2230^7^0;2317^9^0;239^9^0;2304^8^0;1603^8^0;253^8^0
40660773|*Charadriiformes|C0325773|5415|MH|RtM via: Uria lomvia|TI|MM;RC|858^19^0;395^19^0;415^11^0
40660810|Animals|C0003062|35523|CT|Bird;CT Treecode Lookup: B01.050.150.900.248 (Bird)||MM;RC
40660810|*Wetlands|C1721088|34523|MH|RtM via: Wetlands;Forced Leaf Node Lookup:wetlands|TI|MM;RC|593^8^0;189^8^0;617^8^0
40660810|*Bird|C0005595|27111|ET|Entry Term Replacement for "Birds";RtM via: Aves;Forced Non-Leaf Node Lookup:bird|TI|MM;RC|322^4^0
40660810|*Habitat|C0871648|21687|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat|TI|MM;RC|174^7^0
40660810|*Geography|C0017447|7533|MH|RtM via: Geography|TI|MM|293^12^0
40660810|trestolone|C0084844|5473|NM|RtM via: trestolone|TI|MM|904^4^0
40660810|*Nandrolone|C0027368|5472|HM|RtM via: trestolone|TI|MM|904^4^0
40660810|*Breeding|C0006159|5256|MH|RtM via: Breeding;Forced Non-Leaf Node Lookup:breedings|TI|MM;RC|165^8^0
40660811|Animals|C0003062|71984|CT|Birds;CT Treecode Lookup: B01.050.150.900.248 (Birds);Charadriiformes;CT Treecode Lookup: B01.050.150.900.248 (Charadriiformes)||MM;RC
40660811|Humans|C0086418|71984|CT|Forced Leaf Node Lookup:humans;CT Text Lookup: human;CT Text Lookup: individuals|TI|MM;RC|1145^5^0;434^11^0
40660811|Pacific Ocean|C0030171|70984|MH|RtM via: Pacific Ocean;Forced Leaf Node Lookup:pacific ocean|TI|MM;RC|130^13^0
40660811|*Bays|C3203003|27322|MH|RtM via: Bay (geographic);Forced Leaf Node Lookup:bays|TI|MM;RC|1185^4^0;917^4^0;729^4^0;499^4^0
40660811|Chile|C0008107|9316|MH|RtM via: Chile;Forced Leaf Node Lookup:chile|TI|MM|202^5^0
40660811|*Birds|C0005595|45204|MH|RtM via: Aves;Forced Non-Leaf Node Lookup:birds|TI|MM;RC|1032^5^0;873^5^0
40660811|*Charadriiformes|C0325773|34908|MH|RtM via: Limosa haemastica;RtM via: Numenius phaeopus|TI|MM;RC|1247^17^0;1100^17^0;689^17^0;459^17^0;47^17^0;66^17^0;1130^9^0;785^9^0;602^9^0;416^9^0;256^17^0;245^9^0
40660811|*Habitat|C0871648|27579|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat|TI|MM;RC|1007^7^0
40660811|*Islands|C0022130|23247|MH|RtM via: Islands|TI|MM|777^6^0;825^8^0;194^6^0
40660812|Animals|C0003062|123617|CT|Birds;CT Treecode Lookup: B01.050.150.900.248 (Birds)||MM;RC
40660812|*Wetlands|C1721088|122617|MH|RtM via: Wetlands;Forced Leaf Node Lookup:wetlands|TI|MM;RC|1442^7^0;1536^8^0;1116^8^0;963^8^0;663^7^0;540^7^0;389^7^0;185^7^0;133^8^0
40660812|*Seasons|C0036497|76828|MH|RtM via: Seasons;Forced Leaf Node Lookup:seasonal dynamics;Forced Leaf Node Lookup:seasons|TI|MM;RC|1402^6^0;1145^17^0
40660812|*Water|C0043047|21593|MH|RtM via: Water;checkForceMH Boosted|TI|MM|593^5^0;406^5^0
40660812|Chile|C0008107|16748|MH|RtM via: Chile;Forced Leaf Node Lookup:chile|TI|MM|1466^5^0;159^5^0
40660812|*Birds|C0005595|119718|MH|RtM via: Aves;RtM via: Family Ardeidae (organism);RtM via: Rallidae;Forced Non-Leaf Node Lookup:birds|TI|MM;RC|1591^4^0;1318^5^0;1021^4^0;475^4^0;221^4^0;303^8^0;293^8^0
40660812|*Habitat|C0871648|89241|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat|TI|MM;RC|1204^7^0
40660812|*Regression Analysis|C0034980|8853|MH|RtM via: Regression Analysis;Forced Non-Leaf Node Lookup:regression analyses|TI|MM|891^19^0;358^19^0
40660812|*Cluster Analyses|C0009085|8022|ET|Entry Term Replacement for "Cluster Analysis";RtM via: statistical cluster;Forced Non-Leaf Node Lookup:cluster analyses|TI|MM|763^16^0
40660813|Animals|C0003062|101050|CT|Birds;CT Treecode Lookup: B01.050.150.900.248 (Birds)||MM;RC
40660813|Rhode Island|C0035487|86648|MH|RtM via: Rhode Island;Forced Leaf Node Lookup:rhode island|TI|MM;RC|874^12^0
40660813|*Lakes|C0337049|85306|MH|RtM via: Lake (environment);Forced Leaf Node Lookup:lakes|TI|MM;RC|1286^4^0;1213^5^0;867^4^0;718^5^0;568^5^0;313^5^0;590^5^0
40660813|New Hampshire|C0027969|51071|MH|RtM via: New Hampshire;Forced Leaf Node Lookup:new hampshire|TI|MM|657^13^0;332^13^0
40660813|Maine|C0024497|49211|MH|RtM via: Maine (geographic location);Forced Leaf Node Lookup:maine|TI|MM|675^5^0;351^5^0;735^5^0
40660813|New York|C0027976|34076|MH|RtM via: New York (geographic location);Forced Leaf Node Lookup:new york|TI|MM;RC|1178^8^0;793^8^0;322^8^0
40660813|New Jersey|C0027971|24527|MH|RtM via: New Jersey;Forced Leaf Node Lookup:new jersey|TI|MM|910^10^0
40660813|Northeastern United States|C0027965|100050|ET|Entry Term Replacement for "New England";RtM via: New England;Forced Non-Leaf Node Lookup:northeastern united states|TI|MM;RC|185^26^0
40660813|*Birds|C0005595|50205|MH|RtM via: Aves;RtM via: Gavia immer;RtM via: Genus Gavia (organism);Forced Non-Leaf Node Lookup:birds|TI|MM;RC|1168^4^0;430^5^0;1515^11^0;142^12^0;156^11^0;943^5^0;754^5^0;641^5^0;520^5^0;247^5^0
40660813|Massachusetts|C0024874|33288|MH|RtM via: Massachusetts (geographic location);Forced Non-Leaf Node Lookup:massachusetts|TI|MM|831^13^0
40660813|*Seasons|C0036497|13116|MH|RtM via: Summer;RtM via: Winter;RtM via: spring (season)|TI|MM;RC|368^7^0;995^6^0;1030^9^0;802^8^0;681^8^0;492^9^0;119^9^0;1391^6^0
40660813|*Breeding|C0006159|11538|MH|RtM via: Breeding;Forced Non-Leaf Node Lookup:breedings|TI|MM;RC|1277^8^0;858^8^0;709^8^0;559^8^0;304^8^0;169^8^0
40660813|*Telemetry|C0039451|10164|MH|RtM via: Telemetry;Forced Non-Leaf Node Lookup:telemetry|TI|MM;RC|46^9^0
40660813|*Probability|C0033204|1575|MH|RtM via: Probability;Forced Non-Leaf Node Lookup:probability|TI|MM|1145^11^0
40660814|Animals|C0003062|189265|CT|Birds;CT Treecode Lookup: B01.050.150.900.248 (Birds)||MM;RC
40660814|*Ponds|C0337048|88897|MH|RtM via: Natural pond;Forced Leaf Node Lookup:ponds|TI|MM;RC|1809^5^0;1690^4^0;1265^5^0;1174^5^0;1032^5^0;786^5^0;615^5^0;1645^5^0
40660814|*Seasons|C0036497|72242|MH|RtM via: Seasons;Forced Leaf Node Lookup:seasons|TI|MM;RC|1058^6^0;670^6^0;1397^6^0
40660814|*Water|C0043047|32987|MH|RtM via: Water;checkForceMH Boosted|TI|MM;RC|1673^5^0;1120^5^0;532^5^0
40660814|Ecuador|C0013593|21800|MH|RtM via: Ecuador;Forced Leaf Node Lookup:ecuador|TI|MM|2043^7^0;271^7^0
40660814|*Birds|C0005595|188265|MH|RtM via: Aves;RtM via: Ardea alba;RtM via: Butorides virescens;RtM via: Egretta caerulea;RtM via: Egretta tricolor;RtM via: Nyctanassa violacea;RtM via: Egretta thula;RtM via: Egret (organism);RtM via: Family Ardeidae (organism);RtM via: Heron (bird);Forced Non-Leaf Node Lookup:birds|TI|MM;RC|1895^4^0;1429^4^0;579^4^0;310^5^0;48^5^0;395^10^0;1587^18^0;1499^16^0;1480^17^0;1461^16^0;1443^16^0;1546^19^0;1518^26^0;1788^12^0;1320^12^0;829^12^0;418^13^0;433^6^0;1580^5^0;458^5^0
40660814|*Habitats|C0871648|67182|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat|TI|MM;RC|1858^7^0;1298^7^0;291^7^0;126^8^0
40660814|*Snow|C0037386|43851|MH|RtM via: snow - weather;RtM via: Snow (substance)|TI|MM|411^5^0
40660814|Weyers acrofacial dysostosis|C0457013|29896|NM|RtM via: Weyers acrofacial dysostosis|TI|MM|1888^6^0;1422^6^0;572^6^0;303^6^0;41^6^0
40660814|*Abnormalities, Multiple|C0000772|21045|HM|RtM via: Weyers acrofacial dysostosis|TI|MM|1888^6^0;1422^6^0;572^6^0;303^6^0;41^6^0
40660814|*Tooth Abnormalities|C0040427|27150|HM|RtM via: Weyers acrofacial dysostosis|TI|MM|1888^6^0;1422^6^0;572^6^0;303^6^0;41^6^0
40660814|*Limb Deformities, Congenital|C0206762|29895|HM|RtM via: Weyers acrofacial dysostosis|TI|MM|1888^6^0;1422^6^0;572^6^0;303^6^0;41^6^0
40660814|*Breeding|C0006159|22149|MH|RtM via: Breeding;Forced Non-Leaf Node Lookup:breedings|TI|MM;RC|1388^8^0;1049^8^0;661^8^0
40660814|*Diet|C0012155|10506|MH|RtM via: Diet;RtM via: Basal Diet;Forced Non-Leaf Node Lookup:diet|TI|MM|367^4^0
40660814|Aquaculture|C0206225|1000|MH|Forced Non-Leaf Node Lookup:shrimp farms||MM;RC|210^12^0
40660815|Animals|C0003062|152021|CT|Esocidae;CT Treecode Lookup: B01.050.150.900.493 (Esocidae);Crows;CT Treecode Lookup: B01.050.150.900.248 (Crows);Birds;CT Treecode Lookup: B01.050.150.900.248 (Birds);Fishes;CT Treecode Lookup: B01.050.150.900.493 (Fishes);Mustelidae;CT Treecode Lookup: B01.050.150.900.649.313.750 (Mustelidae);CT Text Lookup: fish|TI|MM;RC|494^4^0
40660815|*Esocidae|C0014878|151021|MH|RtM via: Esocidae;RtM via: Exox lucius;Forced Leaf Node Lookup:esox lucius;checkForceMH Boosted|TI|MM;RC|1066^4^0;508^4^0;514^11^0
40660815|*Crows|C0326391|105215|MH|RtM via: Crow;RtM via: Corvus;Forced Leaf Node Lookup:corvus;Forced Leaf Node Lookup:crows;checkForceMH Boosted|TI|MM|1075^5^0;754^5^0;386^4^0;392^6^0
40660815|*Introduced Species|C2936532|62690|MH|RtM via: Introduced Species;checkForceMH Boosted|TI|MM|483^10^1;499^7^1
40660815|*Lakes|C0337049|61334|MH|RtM via: Lake (environment);Forced Leaf Node Lookup:lakes|TI|MM;RC|1135^5^0;863^5^0
40660815|*Water|C0043047|23609|MH|RtM via: Water;checkForceMH Boosted|TI|MM|560^5^0;434^5^0
40660815|*Birds|C0005595|83028|MH|RtM via: Aves;RtM via: Family Podicipedidae (organism);RtM via: Podiceps auritus;Forced Non-Leaf Node Lookup:birds|TI|MM;RC|838^5^0;322^5^0;804^6^0;76^6^0;84^16^0
40660815|*Fishes|C0016163|73905|MH|RtM via: Fishes|TI|MM;RC|494^4^0
40660815|*Habitat|C0871648|45492|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat|TI|MM;RC|1106^7^0
40660815|*Mustelidae|C0325034|14574|MH|RtM via: Mustelidae|TI|MM|951^8^0
40660815|*Breeding|C0006159|12192|MH|RtM via: Breeding;Forced Non-Leaf Node Lookup:breedings|TI|MM;RC|1097^8^0;232^8^0;48^8^0;143^8^0
40660815|Scotland|C0036453|9|MH|RtM via: Scotland|TI|MM|105^8^0
40660816|Animals|C0003062|42069|CT|Forced Lookup:population decline;Birds;CT Treecode Lookup: B01.050.150.900.248 (Birds);Chickens;CT Treecode Lookup: B01.050.150.900.248 (Chickens)|TI|MM;RC|47^18^0
40660816|South Carolina|C0037716|41069|MH|RtM via: South Carolina;Forced Leaf Node Lookup:south carolina|TI|MM;RC|421^14^0
40660816|*Aggression|C0001807|9995|MH|RtM via: Aggressive behavior;Forced Leaf Node Lookup:aggressions|TI|MM|562^10^0
40660816|*Breeding|C0006159|9405|MH|RtM via: Breeding;Forced Non-Leaf Node Lookup:breedings|TI|MM;RC|264^8^0
40660816|*Chickens|C0008051|6162|MH|RtM via: Young chicken|TI|MM;RC|1166^5^0;1265^6^0;950^5^0;1024^6^0;700^6^0;538^5^0;589^6^0;459^5^0;359^5^0
40660817|Animals|C0003062|81049|CT|Birds;CT Treecode Lookup: B01.050.150.900.248 (Birds);Charadriiformes;CT Treecode Lookup: B01.050.150.900.248 (Charadriiformes);Mammals;CT Treecode Lookup: B01.050.150.900.649 (Mammals);CT Text Lookup: mammalian|TI|MM;RC|1192^9^0
40660817|*Charadriiformes|C0325773|57942|MH|RtM via: Sterna hirundo;RtM via: Tern (organism);Forced Leaf Node Lookup:terns;checkForceMH Boosted|TI|MM;RC|1087^11^0;170^12^0;184^14^0;983^4^0;1156^5^0;142^4^0;177^5^0;1094^4^0
40660817|*Seasons|C0036497|34205|MH|RtM via: Seasons;Forced Leaf Node Lookup:seasons|TI|MM;RC|723^6^0
40660817|*Islands|C0022130|29519|MH|RtM via: Islands;Forced Leaf Node Lookup:islands|TI|MM|988^7^0;1140^7^0;126^6^0;147^7^0
40660817|New Brunswick|C0027963|27755|MH|RtM via: New Brunswick;Forced Leaf Node Lookup:new brunswick|TI|MM;RC|211^13^0
40660817|*Grass|C0018210|25118|ET|Entry Term Replacement for "Poaceae";RtM via: Poaceae;RtM via: Ammophila breviligulata;checkForceMH Boosted;Forced Non-Leaf Node Lookup:grass|TI|MM|378^5^0;385^23^0
40660817|*Birds|C0005595|80049|MH|RtM via: Aves|TI|MM;RC|1056^5^0
40660817|*Mammals|C0024660|50406|MH|RtM via: Mammals|TI|MM;RC|1192^9^0
40660817|*Breeding|C0006159|14640|MH|RtM via: Breeding;Forced Non-Leaf Node Lookup:breedings|TI|MM;RC|104^8^0
40660817|Canada|C0006823|8313|MH|RtM via: Canada;Forced Non-Leaf Node Lookup:canada|TI|MM|226^6^0
40660818|Animals|C0003062|41089|CT|Birds;CT Treecode Lookup: B01.050.150.900.248 (Birds);Ducks;CT Treecode Lookup: B01.050.150.900.248 (Ducks);Amphipoda;CT Treecode Lookup: B01.050.500.131 (Amphipoda);Fishes;CT Treecode Lookup: B01.050.150.900.493 (Fishes);CT Text Lookup: fish;CT Text Lookup: mammal|TI|MM;RC|846^4^0;862^7^0
40660818|United States|C0041703|41089|CT|Forced Leaf Node Lookup:american|TI|MM;RC|73^8^0
40660818|*Ducks|C0013268|28720|MH|RtM via: Clangula hyemalis;Forced Leaf Node Lookup:ducks;checkForceMH Boosted|TI|MM;RC|464^17^0;123^17^0;105^16^0;116^5^0;476^5^0
40660818|*Amphipoda|C0598804|25945|MH|RtM via: Amphipoda;RtM via: Gammarus annulatus;Forced Leaf Node Lookup:amphipods;checkForceMH Boosted|TI|MM|762^8^0;732^18^0
40660818|*Petroleum Pollution|C0337182|14333|MH|RtM via: Petroleum Pollution;Forced Leaf Node Lookup:oil spills|TI|MM|971^10^0
40660818|*Birds|C0005595|40089|MH|RtM via: Aves;Forced Non-Leaf Node Lookup:birds|TI|MM;RC|600^5^0;207^5^0
40660818|*Fishes|C0016163|17829|MH|RtM via: Fishes|TI|MM|846^4^0
40660818|*Aquatic Organisms|C0596121|10233|MH|RtM via: Clangula hyemalis|TI|MM;RC|464^17^0;123^17^0;105^16^0
40660818|*Islands|C0022130|9444|MH|RtM via: Islands|TI|MM|178^6^0
40660818|*Breeding|C0006159|8550|MH|RtM via: Breeding;Forced Non-Leaf Node Lookup:breedings|TI|MM;RC|82^8^0
40660818|*Diet|C0012155|6246|MH|RtM via: Diet;RtM via: Basal Diet;Forced Non-Leaf Node Lookup:diet|TI|MM;RC|579^4^0
40660818|Accidents|C0000924|1000|MH|Forced Non-Leaf Node Lookup:accidents||MM|1011^9^0
40660818|Mammals|C0024660|1000|MH|Forced Non-Leaf Node Lookup:mammals||MM|862^7^0
40660818|Massachusetts|C0024874|357|MH|RtM via: Massachusetts (geographic location)|TI|MM|186^13^0
40660819|Animals|C0003062|28599|CT|Charadriiformes;CT Treecode Lookup: B01.050.150.900.248 (Charadriiformes);Feathers;CT Treecode Lookup: A13.370 (Feathers);CT Text Lookup: feathers|TI|MM;RC|353^8^0
40660819|Humans|C0086418|1000|CT|Forced Humans: Transients and Migrants||MM
40660819|*Molting|C0282576|27599|MH|RtM via: Molting;Forced Leaf Node Lookup:moltings|TI|MM;RC|1736^7^0;369^7^0
40660819|*Feathers|C0015731|20066|MH|RtM via: Feathers;Forced Leaf Node Lookup:feathers|TI|MM;RC|353^8^0
40660819|*Sympatry|C3179134|12626|MH|RtM via: Sympatric Species;Forced Leaf Node Lookup:sympatric species|TI|MM|1562^17^0
40660819|*Transients and Migrants|C0040705|5327|MH|RtM via: Migrants;Forced Leaf Node Lookup:migrants|TI|MM|386^7^0
40660819|Argentina|C0003761|4991|MH|RtM via: Country of Argentina;Forced Leaf Node Lookup:argentina|TI|MM|438^9^0
40660819|*Goals|C0018017|4982|MH|Forced Leaf Node Lookup:goal|TI|MM|239^4^0
40660819|*Charadriiformes|C0325773|20790|MH|RtM via: Calidris fuscicollis;RtM via: Plover|TI|MM;RC|1003^22^0;1165^6^0
40660819|*Isotopes|C0022262|12486|MH|RtM via: Isotopes;RtM via: Stable isotope;Forced Non-Leaf Node Lookup:isotopes|TI|MM;RC|1809^8^0;1648^15^0;910^14^0;877^15^0;290^15^0;21^14^0;297^8^0;884^8^0;1655^8^0
40660819|*Habitat|C0871648|10995|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat|TI|MM;RC|1399^7^0;604^7^0
40660819|*Breeding|C0006159|9570|MH|RtM via: Breeding;Forced Non-Leaf Node Lookup:breedings|TI|MM;RC|426^8^0
40660820|Animals|C0003062|279117|CT|Feathers;CT Treecode Lookup: A13.370 (Feathers);Birds;CT Treecode Lookup: B01.050.150.900.248 (Birds);Charadriiformes;CT Treecode Lookup: B01.050.150.900.248 (Charadriiformes);CT Text Lookup: cattle;CT Text Lookup: feathers|TI|MM;RC|985^6^0;1021^8^0
40660820|Cattle|C0007452|279117|CT|Forced Leaf Node Lookup:cattle;CT Text Lookup: cattle|TI|MM|985^6^0
40660820|*Feathers|C0015731|278117|MH|RtM via: Feathers;RtM via: Entire feather;Forced Leaf Node Lookup:feathers|TI|MM;RC|1631^7^0;1505^7^0;1371^7^0;1251^7^0;1021^8^0
40660820|*Food Chain|C0596583|237763|MH|RtM via: Food Web;Forced Leaf Node Lookup:food webs|TI|MM;RC|1206^9^0;448^9^0
40660820|*Mercury|C0025424|154363|MH|RtM via: Mercury;checkForceMH Boosted;Forced Non-Leaf Node Lookup:mercury|TI|MM;RC|1297^7^0;1193^7^0;21^7^0;503^7^0;1272^7^0;1639^7^0;1734^7^0
40660820|*Bioaccumulation|C0311432|117149|MH|RtM via: Biomagnification;RtM via: Bioaccumulation;Forced New Lookup:bioaccumulation;Forced New Lookup:biomagnification|TI|MM|1325^16^0;1305^15^0
40660820|*Seasons|C0036497|101695|MH|RtM via: Seasons;Forced Leaf Node Lookup:seasons|TI|MM;RC|704^6^0
40660820|*Nitrogen|C0028158|88270|MH|RtM via: Nitrogen;checkForceMH Boosted|TI|MM|285^8^0
40660820|*Carbon|C0007009|85699|MH|RtM via: Carbon;checkForceMH Boosted;Forced Non-Leaf Node Lookup:carbon|TI|MM|364^6^0;405^6^0
40660820|*Grassland|C0442534|58561|MH|Forced Leaf Node Lookup:steppes|TI|MM|845^7^0
40660820|*Nitrogen Isotopes|C0028162|201684|MH|RtM via: Nitrogen Isotopes;Forced Non-Leaf Node Lookup:nitrogen isotopes|TI|MM;RC|285^16^0
40660820|*Birds|C0005595|141954|MH|RtM via: Aves;RtM via: Bubulcus ibis;RtM via: Ibis (organism);Forced Non-Leaf Node Lookup:birds|TI|MM;RC|149^5^0;985^12^0;1008^4^0
40660820|*Charadriiformes|C0325773|133350|MH|RtM via: Charadrius alexandrinus;RtM via: Himantopus himantopus;RtM via: Recurvirostra avosetta|TI|MM;RC|942^14^0;897^18^0;917^21^0;872^22^0;1616^6^0;864^6^0
40660820|*Carbon Isotopes|C0007017|111939|MH|RtM via: Carbon Isotopes;Forced Non-Leaf Node Lookup:carbon isotopes|TI|MM;RC|364^14^0
40660820|*Freshwater|C0016710|86319|ET|Entry Term Replacement for "Fresh Water";RtM via: Fresh Water;Forced Non-Leaf Node Lookup:freshwaters|TI|MM;RC|774^10^0
40660820|*Brackish Water|C0337056|36204|ET|Entry Term Replacement for "Saline Waters";RtM via: Brackish Water;Forced Non-Leaf Node Lookup:brackish waters|TI|MM|722^14^0;759^14^0
40660820|*Breeding|C0006159|6369|MH|RtM via: Breeding;Forced Non-Leaf Node Lookup:breedings|TI|MM|695^8^0
40660820|*Habits|C0018464|1098|MH|RtM via: Behaviorial Habits;Forced Non-Leaf Node Lookup:habits|TI|MM|164^6^0
40660821|Animals|C0003062|109881|CT|Feathers;CT Treecode Lookup: A13.370 (Feathers);Birds;CT Treecode Lookup: B01.050.150.900.248 (Birds);CT Text Lookup: feathers|TI|MM;RC|317^8^0
40660821|*Feathers|C0015731|108881|MH|RtM via: Feathers;RtM via: Entire feather;Forced Leaf Node Lookup:feathers|TI|MM;RC|635^7^0;731^8^0;456^8^0;317^8^0
40660821|*Feasibility Studies|C0015730|12790|MH|Forced Leaf Node Lookup:feasibility|TI|MM|425^11^0
40660821|*Microsatellite|C1519302|88860|ET|Entry Term Replacement for "Microsatellite Repeats";RtM via: Short Tandem Repeat;Forced Non-Leaf Node Lookup:microsatellites|TI|MM;RC|851^14^0
40660821|*Birds|C0005595|50325|MH|RtM via: Aves;RtM via: Roseate spoonbill;RtM via: Jabiru mycteria;RtM via: Genus Jabiru (organism);Forced Non-Leaf Node Lookup:birds|TI|MM;RC|759^5^0;972^17^0;507^17^0;571^6^0;557^12^0
40660821|*Breeding|C0006159|27342|MH|RtM via: Breeding|TI|MM;RC|158^5^0
40660821|*Molting|C0282576|13338|MH|RtM via: Molting|TI|MM|449^6^0;310^6^0
40660821|*DNA|C0012854|8079|MH|RtM via: DNA;Forced Non-Leaf Node Lookup:dna|TI|MM;RC|664^3^0
40660821|Brazil|C0006137|6|MH|RtM via: brazilian|TI|MM|478^9^0
40660822|Cats|C0007450|134850|CT|RtM via: Felis catus;RtM via: Feral housecat;Forced Leaf Node Lookup:felis catus;Forced Leaf Node Lookup:cats;RtM via: Felis catus;RtM via: Feral housecat;Forced Leaf Node Lookup:felis catus;Forced Leaf Node LoRtM via: Felis catus;CT Text Lookup: cat;CT Text Lookup: felis;CT Text Lookup: felis catus|TI|MM;RC|953^4^0;594^4^0;21^4^0;27^11^0;485^10^0;226^10^0;232^4^0;491^4^0
40660822|Animals|C0003062|134850|CT|RtM via: Felis catus;Birds;CT Treecode Lookup: B01.050.150.900.248 (Birds);Rodents;CT Treecode Lookup: B01.050.150.900.649.313.992 (Rodents);Animals, Wild;CT Treecode Lookup: B01.050.050 (Animals, Wild);CT Text Lookup: cat;CT Text Lookup: felis;CT Text Lookup: felis catus|TI|MM;RC|953^4^0;594^4^0;21^4^0;27^11^0
40660822|*Rodents|C0035804|31441|ET|Entry Term Replacement for "Rodentia";RtM via: Rodent;checkForceMH Boosted|TI|MM|520^7^0
40660822|*Population Growth|C0032671|26896|MH|RtM via: Population Growth;Forced Leaf Node Lookup:population growth|TI|MM|675^17^0
40660822|Indian Ocean|C0376441|11446|MH|RtM via: Indian Ocean;Forced Leaf Node Lookup:indian ocean|TI|MM;RC|92^12^0
40660822|Reunion|C0035373|11152|MH|RtM via: Reunion Island;Forced Leaf Node Lookup:reunion island|TI|MM;RC|344^14^0;68^14^0
40660822|*Birds|C0005595|69093|MH|RtM via: Aves;RtM via: Pterodroma baraui;Forced Non-Leaf Node Lookup:seabirds|TI|MM;RC|543^5^0;441^14^0;271^14^0;287^17^0;333^7^0;714^7^0;279^6^0;449^6^0;622^5^0
40660822|*Animals, Wild|C0003070|28695|MH|RtM via: Feral housecat|TI|MM;RC|485^10^0;226^10^0
40660822|*Habitats|C0871648|25596|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat|TI|MM;RC|260^7^0;204^8^0
40660822|*Breeding|C0006159|13980|MH|RtM via: Breeding;Forced Non-Leaf Node Lookup:breedings|TI|MM;RC|961^8^0;552^8^0;251^8^0
40660822|*Diet|C0012155|9540|MH|RtM via: Diet;RtM via: Basal Diet;Forced Non-Leaf Node Lookup:diet|TI|MM;RC|218^4^0
40660823|Animals|C0003062|120613|CT|Charadriiformes;CT Treecode Lookup: B01.050.150.900.248 (Charadriiformes);Birds;CT Treecode Lookup: B01.050.150.900.248 (Birds);Animals, Wild;CT Treecode Lookup: B01.050.050 (Animals, Wild)||MM;RC
40660823|*Rivers|C0337050|38386|MH|RtM via: Rivers;Forced Leaf Node Lookup:rivers|TI|MM;RC|338^5^0;220^5^0
40660823|Guatemala|C0018367|15976|MH|RtM via: Guatemala;Forced Leaf Node Lookup:guatemala|TI|MM|91^9^0
40660823|Honduras|C0019905|15976|MH|RtM via: Honduras;Forced Leaf Node Lookup:honduras|TI|MM|81^8^0
40660823|*Charadriiformes|C0325773|119613|MH|RtM via: Actitis;RtM via: Actitis Illiger;RtM via: Actitis macularia;RtM via: Calidris alba;RtM via: Calidris minutilla;RtM via: Charadrius semipalmatus;RtM via: Numenius phaeopus;RtM via: Pluvialis squatarola;RtM via: Plover|TI|MM;RC|499^17^0;518^18^0;551^13^0;539^10^0;649^15^0;720^19^0;686^8^0;567^20^0;589^20^0;621^6^0
40660823|*Birds|C0005595|71343|MH|RtM via: Aves;Forced Non-Leaf Node Lookup:birds|TI|MM;RC|923^5^0
40660823|*Animals, Wild|C0003070|37725|MH|RtM via: Animals, Wild|TI|MM;RC|44^8^0
40660823|*Seasons|C0036497|13962|MH|RtM via: Autumn;RtM via: spring (season)|TI|MM;RC|803^6^0;814^6^0
40660823|*Survey|C0038951|6339|ET|Entry Term Replacement for "Surveys and Questionnaires";RtM via: Surveys;Forced Non-Leaf Node Lookup:surveys|TI|MM|837^7^0;106^8^0
40660824|Animals|C0003062|116883|CT|Birds;CT Treecode Lookup: B01.050.150.900.248 (Birds)||MM;RC
40660824|*Clutch Size|C1568397|115883|MH|RtM via: Clutch Size;Forced Leaf Node Lookup:clutch sizes|TI|MM;RC|637^11^0
40660824|*Lakes|C0337049|21746|MH|RtM via: Lake (environment);Forced Leaf Node Lookup:lake|TI|MM|304^4^0;365^4^0
