C:\Users\manuh\Documents\sterner lab\AuthorDisambiguation\r_table\results\mesh\zeitpflapflapfla\input.txt
43230740|Animals|C0003062|13594|CT|Aphids;CT Treecode Lookup: B01.050.500.131 (Aphids)|TI|MM
43233344|*Malus|C0003625|113421|MH|RtM via: Apple;RtM via: Genus Malus;Forced Leaf Node Lookup:apples;checkForceMH Boosted|TI|MM|2115^5^0;1814^5^0
43233344|*Fruit|C0016767|36306|MH|RtM via: Fruit;Forced Leaf Node Lookup:fruits|TI|MM|2732^5^0;2613^5^0;2281^5^0;1938^5^0;2786^5^0;2829^5^0
43233344|*Fungicides, Industrial|C0392419|34683|MH|RtM via: Industrial fungicide;Forced Leaf Node Lookup:fungicides;checkForceMH Boosted|TI|MM|3387^10^0;3165^10^0
43233344|*Copper|C0009968|21063|MH|RtM via: Copper;Forced Leaf Node Lookup:copper;checkForceMH Boosted|TI|MM|3187^6^0;1451^6^0
43233344|*Trees|C0040811|19575|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:tree;checkForceMH Boosted|TI|MM|2532^4^0;2307^4^0
43233344|*Nectria|C0997465|16896|MH|Forced Leaf Node Lookup:nectrias;checkForceMH Boosted|TI|MM|306^7^0;2078^7^0;2634^7^0
43233344|*Orange|C0440277|15510|ET|Entry Term Replacement for "Citrus sinensis";RtM via: Orange (fruit);checkForceMH Boosted|TI|MM|1848^6^0;76^6^0
43233344|*Mercury|C0025424|12756|MH|RtM via: Mercury;checkForceMH Boosted;Forced Non-Leaf Node Lookup:mercury|TI|MM|3198^7^0
43233344|*Cancer|C0006826|2637|ET|Entry Term Replacement for "Neoplasms";RtM via: Malignant Neoplasms;RtM via: Primary malignant neoplasm;Cancer/Neoplasm in Title, none specified|TI|MM;RC|2121^6^0
43233344|*Vaccines|C0042210|9834|MH|RtM via: Apple extract|TI|MM|2115^5^0;1814^5^0
43233344|*Vaccination|C0042196|5937|MH|RtM via: Vaccination|TI|MM|2872^11^0;2160^12^0;2032^11^0
43233344|*Ascomycota|C0003965|5661|MH|RtM via: Gloeosporium;RtM via: Phlyctema vagabunda|TI|MM|2662^12^0;961^12^1;991^5^1
43233344|Infections|C3714514|1000|MH|Forced Non-Leaf Node Lookup:infections||MM|2406^10^0
43233345|Animals|C0003062|3532|CT|Lepidoptera;CT Treecode Lookup: B01.050.500.131 (Lepidoptera)|TI|MM
43233345|*Lepidoptera|C0023338|2532|MH|RtM via: Plutella|TI|MM|708^8^0;296^8^0
43233345|*Poliomyelitis|C0032371|612|MH|RtM via: Poliomyelitis|TI|MM|666^5^0;256^5^0
43233345|*Gamma Rays|C0017011|531|MH|RtM via: Gamma Rays|TI|MM|695^5^0;286^5^0
43233345|*Population Dynamics|C0032667|327|MH|RtM via: Population Dynamics;Forced Non-Leaf Node Lookup:population dynamics|TI|MM|459^19^0
43233457|Animals|C0003062|593128|CT|Brachyura;CT Treecode Lookup: B01.050.500.131 (Brachyura)||MM;RC
43233457|crataegus extract|C3255598|592128|NM|RtM via: Hawthorn leaf with flower extract|TI|MM|3896^9^0
43233457|*Crataegus|C0010283|592127|MH|RtM via: Crataegus monogyna;RtM via: Hawthorn leaf with flower extract;Forced Leaf Node Lookup:crataegus monogynas|TI|MM|1663^18^0;3896^9^0
43233457|*Prunus persica|C0330659|347945|MH|RtM via: Peach;RtM via: Prunus persica;Forced Leaf Node Lookup:peach;checkForceMH Boosted|TI|MM|4597^5^0;4218^5^0;4105^5^0;4275^5^0
43233457|*Chaenomeles|C1006303|288058|ET|Entry Term Replacement for "Rosaceae";RtM via: Chaenomeles;RtM via: Amelanchier canadensis;RtM via: Quince (plant);checkForceMH Boosted|TI|MM|3844^11^0;3802^22^0;1636^22^0;3329^6^0
43233457|*Prunus avium|C0946748|239675|MH|RtM via: Prunus avium;Forced Leaf Node Lookup:prunus avium;checkForceMH Boosted|TI|MM|4607^7^0;3760^12^0;1292^12^0
43233457|*Trees, Apple|C0330653|200461|ET|Entry Term Replacement for "Malus";RtM via: Malus domestica;RtM via: Malus floribunda;checkForceMH Boosted|TI|MM|4026^11^0;1372^16^0
43233457|*Cornus|C0950010|193688|MH|RtM via: Cornus;Forced Leaf Node Lookup:cornus;checkForceMH Boosted|TI|MM|3881^6^0
43233457|ivory wave|C3252086|161382|NM|RtM via: ivory wave;Forced SCR Leaf Node Lookup:purple wave|TI|MM|4947^11^0;4483^11^0
43233457|*Pyrus|C0330663|160865|MH|RtM via: Pyrus communis;RtM via: Pear (Dietary);Forced Leaf Node Lookup:pear;checkForceMH Boosted|TI|MM|3634^10^0;3270^4^0;3356^10^0;3299^4^0;3388^4^0
43233457|*Forsythia|C1018538|128897|MH|RtM via: Forsythia x intermedia;Forced Leaf Node Lookup:forsythias;checkForceMH Boosted|TI|MM|3925^20^0
43233457|*Seedlings|C0242437|123275|MH|RtM via: Seedlings;Forced Leaf Node Lookup:seedlings;checkForceMH Boosted|TI|MM|4224^9^0
43233457|*Brachyura|C0010260|122546|MH|RtM via: Crabs;Forced Leaf Node Lookup:crab;checkForceMH Boosted|TI|MM|4202^4^0;3146^4^0;2135^4^0;1591^4^0
43233457|*Methyl Green|C0025701|119882|MH|RtM via: Methyl Green;Forced Leaf Node Lookup:light green;checkForceMH Boosted|TI|MM|4394^11^0
43233457|*Fruit|C0016767|98905|MH|RtM via: Fruit;RtM via: Quince - dietary;Forced Leaf Node Lookup:fruits|TI|MM|5008^5^0;3329^6^0
43233457|*Wood|C0043217|63409|MH|RtM via: Wood material;Forced Leaf Node Lookup:wood|TI|MM|2294^4^0
43233457|Virginia|C0042753|59623|MH|RtM via: Virginia;Forced Leaf Node Lookup:virginia|TI|MM|4193^8^0;3562^8^0;3137^8^0;2126^8^0;1582^8^0
43233457|*Benzodioxoles|C1567756|161381|HM|RtM via: ivory wave|TI|MM|4947^11^0;4483^11^0
43233457|*Pyrrolidines|C0034326|155942|HM|RtM via: ivory wave|TI|MM|4947^11^0;4483^11^0
43233458|*Triticum|C0087114|148600|MH|RtM via: Triticum aestivum;RtM via: Wheat (Dietary);RtM via: Wheat - grass (plant);Forced Leaf Node Lookup:wheat;checkForceMH Boosted|TI|MM|1154^5^0;986^5^0;1069^12^0;674^5^0
43233458|*Zea mays|C0010028|146479|MH|RtM via: Maize;RtM via: Zea mays;Forced Leaf Node Lookup:maize;checkForceMH Boosted|TI|MM|959^5^0;801^5^0;1054^5^0
43233458|*Spores, Fungal|C0038029|36652|MH|RtM via: Conidia;Forced Leaf Node Lookup:conidia;checkForceMH Boosted|TI|MM|946^7^0
43233458|*Incidence|C0021149|13475|MH|RtM via: Incidence;Forced Leaf Node Lookup:incidences|TI|MM|633^9^0
43233458|Hungary|C0020174|12236|MH|RtM via: Hungary;Forced Leaf Node Lookup:hungary|TI|MM|683^7^0
43233458|*Ascomycota|C0003965|15612|MH|RtM via: Khuskia oryzae;RtM via: Nigrospora oryzae|TI|MM|705^14^0;131^14^0;727^17^0;153^17^0
43233458|*Mitosporic Fungi|C0011746|5676|MH|RtM via: Nigrospora oryzae|TI|MM|727^17^0;153^17^0
43233458|*Phenotype|C0031437|1785|MH|RtM via: Phenotype;Forced Non-Leaf Node Lookup:phenotypes|TI|MM|1100^9^0
43233459|*Zea mays|C0010028|106125|MH|RtM via: Maize;RtM via: Zea mays;Forced Leaf Node Lookup:maize;checkForceMH Boosted|TI|MM;RC|302^5^0;178^5^0
43233459|*Fusarium|C0016871|79836|MH|RtM via: Fusarium culmorum;Forced Leaf Node Lookup:fusariums;checkForceMH Boosted|TI|MM;RC|224^17^0
43233459|*Soil|C0037592|32118|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soil|TI|MM;RC|53^4^0;76^4^0
43233459|*Fungi|C0016832|10377|MH|RtM via: Fungi;Forced Non-Leaf Node Lookup:fungi|TI|MM;RC|121^5^0
43233459|Plant Diseases|C0032080|2075|MH|||RC
43233459|Germany|C0017480|351|MH|RtM via: Germany;Forced Non-Leaf Node Lookup:germany|TI|MM|311^7^0
43233459|Crop Production|C4042899|1000|MH|Forced Non-Leaf Node Lookup:crop rotation||MM|191^13^0
43233460|Animals|C0003062|16602|CT|CT Text Lookup: animal|TI|MM;RC|1351^6^0
43233460|*Antidotes|C0003295|15602|MH|RtM via: Antidote;Forced Leaf Node Lookup:antidotes;checkForceMH Boosted|TI|MM|1382^8^0
43233460|*Charcoal|C0007955|11414|MH|RtM via: Charcoal;Forced Leaf Node Lookup:charcoal;checkForceMH Boosted|TI|MM|1358^8^0
43233460|*Herbicides|C0019236|8146|MH|RtM via: Herbicides;checkForceMH Boosted;Forced Non-Leaf Node Lookup:herbicides|TI|MM|1372^9^0;1127^10^0;1002^10^0;913^10^0
43233460|*Cauliflower|C0446302|5737|ET|Entry Term Replacement for "Brassica";RtM via: Cauliflower (dietary);RtM via: Cabbage - dietary;checkForceMH Boosted|TI|MM|1314^11^0;1205^11^0;1174^7^0
43233460|semeron|C0074307|4527|NM|Forced SCR Leaf Node Lookup:desmetryne|TI|MM|1038^10^0;127^9^0;1413^9^0
43233460|*Plant Leaves|C0242724|3987|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves|TI|MM|1241^6^0
43233460|*Health Services|C0018747|2964|MH|RtM via: Test Method|TI|MM|1617^6^0
43233460|*Toxins, Biological|C0040549|1659|MH|RtM via: Phytotoxin|TI|MM|1248^10^0
43233461|Animals|C0003062|132220|CT|Tylenchoidea;CT Treecode Lookup: B01.050.500.500 (Tylenchoidea)|TI|MM
43233461|*Solanum tuberosum|C1145678|59076|MH|RtM via: Potato;RtM via: Solanum tuberosum;Forced Leaf Node Lookup:potatoes;checkForceMH Boosted|TI|MM|921^6^0;891^8^0
43233461|*Rhizoctonia|C0035476|36227|MH|RtM via: Rhizoctonia;RtM via: Rhizoctonia solani;Forced Leaf Node Lookup:rhizoctonias;checkForceMH Boosted|TI|MM|1355^11^0;1197^11^0;428^11^0;129^11^0;1009^18^0;844^18^0
43233461|*Plant Tubers|C1136058|131220|MH|RtM via: Plant Tubers|TI|MM|1510^6^0;1382^5^0
43233461|CCL4 protein, human|C1429582|11575|NM|RtM via: CCL4 protein, human|TI|MM|599^1^1;628^3^1
43233461|*Chemokine CCL4|C0209338|11574|HM|RtM via: CCL4 protein, human|TI|MM|599^1^1;628^3^1
43233461|*Tylenchoidea|C0041439|5367|MH|RtM via: Heterodera|TI|MM|1663^10^0;980^10^0;815^10^0;749^10^0;100^10^0
43233461|Infections|C3714514|1000|MH|Forced Non-Leaf Node Lookup:infection||MM|800^9^0;1101^9^0;1259^9^0;1437^9^0
43233462|Animals|C0003062|3820|CT|Charadriiformes;CT Treecode Lookup: B01.050.150.900.248 (Charadriiformes)|TI|MM
43233462|*Plant Breeding|C4042898|387|MH|Forced Leaf Node Lookup:plant breeding|TI|MM|917^14^0
43233462|*Breeding|C0006159|2820|MH|RtM via: Breeding|TI|MM|923^8^0
43233462|*Sports|C0038039|510|MH|RtM via: Bowling (activity)|TI|MM|971^4^0;812^4^0;773^4^0;710^4^0
43233462|*Charadriiformes|C0325773|348|MH|RtM via: Alle|TI|MM|100^4^0
43233462|*Plant Tubers|C1136058|333|MH|RtM via: Plant Tubers|TI|MM|734^6^0;683^5^0
43233463|Rats|C0034721|184630|CT|RtM via: Rattus;RtM via: Rattus norvegicus|TI|MM|1304^4^0
43233463|Mice|C0026809|184630|CT|RtM via: Mus;CT Text Lookup: mice|TI|MM|1351^4^0
43233463|Animals|C0003062|184630|CT|RtM via: Mus;RtM via: Rattus;RtM via: Rattus norvegicus;Houseflies;CT Treecode Lookup: B01.050.500.131 (Houseflies);Drosophila melanogaster;CT Treecode Lookup: B01.050.500.131 (Drosophila melanogaster);Drosophila;CT Treecode Lookup: B01.050.500.131 (Drosophila);Vertebrate;CT Treecode Lookup: B01.050.150.900 (Vertebrate);Aedes;CT Treecode Lookup: B01.050.500.131 (Aedes);Insects;CT Treecode Lookup: B01.050.500.131 (Insects);Fishes;CT Treecode Lookup: B01.050.150.900.493 (Fishes);CT Text Lookup: animal;CT Text Lookup: animals;CT Text Lookup: fish;CT Text Lookup: mice|TI|MM;RC|1351^4^0;1304^4^0;1524^7^0;1406^4^0
43233463|*Houseflies|C0020045|90244|MH|RtM via: Musca domestica (invertebrate);Forced Leaf Node Lookup:musca domesticas;checkForceMH Boosted|TI|MM|1193^15^0
43233463|*Drosophila melanogaster|C0013139|54367|MH|RtM via: Drosophila melanogaster;Forced Lookup:drosophila melanogaster;checkForceMH Boosted|TI|MM|1256^23^0
43233463|*Drosophila|C0013138|47738|MH|RtM via: Drosophila <fruit fly, genus>;RtM via: Drosophila <fruit fly, subgenus>;checkForceMH Boosted;Forced Non-Leaf Node Lookup:drosophilas|TI|MM|452^10^0
43233463|*Insecticides|C0021576|32995|MH|RtM via: Insecticides;Forced Leaf Node Lookup:insecticides;checkForceMH Boosted|TI|MM|927^12^0
43233463|*Aedes|C0001692|24457|MH|RtM via: Aedes aegypti;Forced Leaf Node Lookup:aedes;checkForceMH Boosted|TI|MM|1225^13^0
43233463|*Chlormequat|C0008216|19663|MH|RtM via: Cycocel;Forced Leaf Node Lookup:cycocel;checkForceMH Boosted|TI|MM|586^7^0
43233463|*Vertebrate|C0042567|32508|ET|Entry Term Replacement for "Vertebrates";RtM via: Vertebrates;Forced Non-Leaf Node Lookup:vertebrates|TI|MM|1093^10^0
43233463|*LD50|C0023378|19431|ET|Entry Term Replacement for "Lethal Dose 50";RtM via: Lethal Dose 50|TI|MM|1358^5^0;1311^5^0;487^5^0
43233463|*Insects|C0021585|13557|ET|Entry Term Replacement for "Insecta";RtM via: Insecta;Forced Non-Leaf Node Lookup:insects|TI|MM|1073^7^0;975^7^0
43233463|*Fishes|C0016163|8823|MH|RtM via: Fishes|TI|MM|1406^4^0
43233242|*Prunus avium|C0946748|530|MH|Forced Leaf Node Lookup:sour cherries;checkForceMH Boosted|TI|MM|397^13^0;851^13^0
43233242|*Humidity|C0020167|439|MH|RtM via: High humidity;Forced Leaf Node Lookup:humidity|TI|MM|738^4^1;751^8^1
43233242|*Blossoms|C0330090|1224|ET|Entry Term Replacement for "Flowers";RtM via: Flowers;RtM via: Pistil;Forced Non-Leaf Node Lookup:blossoms|TI|MM|385^8^0;535^6^0
43233242|*Social Stigma|C0277787|1218|MH|RtM via: Social stigmata|TI|MM|841^6^0;490^6^0
43233242|Infections|C3714514|1000|MH|Forced Non-Leaf Node Lookup:infections||MM|697^10^0;658^9^0
43233242|Germany|C0017480|15|MH|RtM via: Germany|TI|MM|435^7^0
43233243|*Fragaria|C1080863|64789|MH|RtM via: Strawberries;Forced Leaf Node Lookup:strawberries;checkForceMH Boosted|TI|MM|742^12^0
43233243|*Botrytis|C0006040|20368|MH|RtM via: Botrytis;Forced Leaf Node Lookup:botrytis;checkForceMH Boosted|TI|MM|176^8^0;29^8^0
43233243|*Fruit|C0016767|9011|MH|RtM via: Fruit;Forced Leaf Node Lookup:fruits|TI|MM|1036^5^0;729^5^0
43233243|*Phytophthora|C0031864|7787|MH|RtM via: Phytophthora;checkForceMH Boosted;Forced Non-Leaf Node Lookup:phytophthoras|TI|MM|43^12^0
43233243|*Blossom|C0330090|3174|ET|Entry Term Replacement for "Flowers";RtM via: Flowers;Forced Non-Leaf Node Lookup:blossoms|TI|MM|1285^7^0
43233243|*Communicable Diseases|C0009450|1431|MH|RtM via: Direct Contact Transmission Infection|TI|MM|967^18^0
43233243|*Household Articles|C0020046|915|MH|RtM via: Electrical outlet|TI|MM|932^10^0
43233244|Female|C0086287|61143|CT|Ovary;CT Treecode Lookup: A05.360.319 (Ovary);CT Text Lookup: ovary|TI|MM;RC|699^5^0
43233244|*Malus|C0003625|60143|MH|RtM via: Apple;Forced Leaf Node Lookup:apples;checkForceMH Boosted|TI|MM|791^6^0
43233244|*Pyrus|C0330663|26597|MH|RtM via: Pear (Dietary);Forced Leaf Node Lookup:pears;checkForceMH Boosted|TI|MM|802^5^0
43233244|*Fruit|C0016767|19213|MH|RtM via: Fruit;Forced Leaf Node Lookup:fruits|TI|MM|502^6^0;520^6^0
43233244|*Prunus avium|C0946748|7814|MH|Forced Leaf Node Lookup:sour cherries;checkForceMH Boosted|TI|MM|709^13^0
43233244|*Ovary|C0029939|4144|MH|RtM via: Ovary;RtM via: Both ovaries;Forced Leaf Node Lookup:ovary|TI|MM|854^5^0;699^5^0
43233244|*Blossoms|C0330090|4617|ET|Entry Term Replacement for "Flowers";RtM via: Flowers;Forced Non-Leaf Node Lookup:blossoms|TI|MM|837^7^0;484^8^0
43233244|*Sclerotinia|C0036437|2511|ET|Entry Term Replacement for "Ascomycota";RtM via: Sclerotinia|TI|MM|723^11^0;548^11^0;446^11^0;43^11^0
43233244|*Social Stigma|C0277787|678|MH|RtM via: Social stigmata|TI|MM|766^6^0;609^6^0
43233244|*Household Products|C0020050|651|MH|RtM via: Electrical outlet|TI|MM|679^10^0
43233244|Infections|C3714514|1000|MH|Forced Non-Leaf Node Lookup:infection||MM|433^9^0;653^9^0
43233245|Male|C0086582|15022|CT|CT Text Lookup: man|TI|MM;RC|2960^3^0
43233245|Humans|C0086418|15022|CT|CT Text Lookup: man|TI|MM;RC|2960^3^0
43233245|Animals|C0003062|15022|CT|Life Cycle;CT Treecode Lookup: B05.500 (Life Cycle);Life Cycle;CT Treecode Lookup: G07.345.500.550.500 (Life Cycle)||MM;RC
43233245|*Hyphae|C0521057|14022|MH|RtM via: Hyphae;Forced Leaf Node Lookup:hyphae|TI|MM|1522^6^0;1424^6^0;1189^6^0;732^6^0;1559^6^0
43233245|*Oogonia|C0029048|13074|MH|RtM via: Oogonia;Forced Leaf Node Lookup:oogonia|TI|MM|1360^7^0;1021^8^0;1480^7^0
43233245|*Spores, Fungal|C0038029|12915|MH|RtM via: Conidia;Forced Leaf Node Lookup:conidia;checkForceMH Boosted|TI|MM|558^7^0;432^8^0
43233245|*Sporangia|C0521047|10716|MH|RtM via: Sporangia;Forced Leaf Node Lookup:sporangium;Forced Leaf Node Lookup:sporangia|TI|MM|2502^10^0;873^9^0;760^9^0;442^10^0
43233245|*Humidity|C0020167|4992|MH|RtM via: High humidity;Forced Leaf Node Lookup:humidity|TI|MM|817^13^0;822^8^0
43233245|*Extracellular Space|C0015352|4698|MH|RtM via: Extracellular Space;Forced Leaf Node Lookup:intercellular spaces|TI|MM|1614^20^0;296^20^0
43233245|*Mycelium|C0949695|8781|MH|RtM via: Mycelium;Forced Non-Leaf Node Lookup:myceliums|TI|MM|155^8^0
43233245|*Life Cycle|C0023675|8337|ET|Entry Term Replacement for "Life Cycle Stages";RtM via: Life Cycle Stages|TI|MM|108^10^0
43233245|*Reproduction|C0035150|7896|MH|RtM via: Reproduction|TI|MM|910^12^0
43233245|*Fungus|C0016832|5454|ET|Entry Term Replacement for "Fungi";RtM via: Fungi;Forced Non-Leaf Node Lookup:fungus|TI|MM|1117^6^0;256^6^0
43233254|*Plant Pathology|C3179054|23353|MH|RtM via: Plant Pathology;Forced Leaf Node Lookup:phytopathologies;Forced Leaf Node Lookup:phytopathology|TI|MM|1249^14^0;1191^14^0;212^15^0;418^15^0
43233254|*Universities|C0041740|4469|MH|RtM via: Universities;Forced Leaf Node Lookup:university|TI|MM|1577^10^0;1086^10^0
43233254|*Specialization|C0037776|3323|MH|RtM via: Hospital specialist;Forced Leaf Node Lookup:specialists|TI|MM|1114^11^0
43233254|*Botany|C0006038|20208|MH|RtM via: Botany;Forced Non-Leaf Node Lookup:botany|TI|MM|1375^6^0
43233254|*Academy|C0000876|6444|ET|Entry Term Replacement for "Academies and Institutes";RtM via: Institutes;RtM via: Academies|TI|MM|1976^9^0;1826^9^0;1036^9^0;1734^7^0
43233254|*Empirical Research|C0376367|2235|MH|RtM via: experimentation|TI|MM|1480^15^0
43233254|*Data Collection|C0010995|1653|MH|RtM via: Analytical Procedure Range|TI|MM|1991^5^0
43233255|monolinuron|C0066762|246180|NM|RtM via: monolinuron;Forced SCR Leaf Node Lookup:monolinuron|TI|MM|1114^11^0;875^11^0;213^11^0;542^11^0
43233255|*Linuron|C0023755|246179|MH|RtM via: Linuron;RtM via: monolinuron;Forced Leaf Node Lookup:linuron|TI|MM|1102^7^0;863^7^0;201^7^0;1114^11^0;875^11^0;213^11^0;529^7^0
43233255|*Herbicides|C0019236|48070|MH|RtM via: Herbicides;RtM via: Urea herbicide;checkForceMH Boosted;Forced Non-Leaf Node Lookup:herbicides|TI|MM|1173^10^0;812^15^0;817^10^0
43233255|*Ammonia|C0002607|29384|MH|RtM via: Ammonia;Forced Leaf Node Lookup:ammonia;checkForceMH Boosted|TI|MM|1303^7^0
43233255|*Soils|C0037592|16903|ET|Entry Term Replacement for "Soil";RtM via: Soil;checkForceMH Boosted|TI|MM|1374^5^0
43233255|N-phenylurea|C3657591|22033|NM|RtM via: N-phenylurea|TI|MM|1259^6^1;1273^4^1
43233255|*Phenylurea Compounds|C0031506|22032|HM|RtM via: N-phenylurea|TI|MM|1259^6^1;1273^4^1
43233255|*Urea|C0041942|9138|MH|RtM via: Urea;Forced Non-Leaf Node Lookup:urea|TI|MM|181^9^0;93^9^0;812^4^0;1273^4^0
43233255|*Organic Chemicals|C0029224|2838|MH|RtM via: Urea herbicide|TI|MM|812^15^0
43233256|Animals|C0003062|73103|CT|Parasites;CT Treecode Lookup: B01.050.500.714 (Parasites);Tylenchoidea;CT Treecode Lookup: B01.050.500.500 (Tylenchoidea)||MM;RC
43233256|*Triticum|C0087114|72103|MH|RtM via: Triticum;RtM via: Triticum aestivum;RtM via: Wheat (Dietary);RtM via: Wheat - grass (plant);Forced Leaf Node Lookup:wheat;checkForceMH Boosted|TI|MM|1399^5^0;1068^5^0
43233256|*Helianthus|C0018874|46339|MH|RtM via: Helianthus annuus;Forced Leaf Node Lookup:sunflowers;checkForceMH Boosted|TI|MM|1711^9^0
43233256|*Germination|C0242735|37190|MH|RtM via: Germination;Forced Leaf Node Lookup:germinations|TI|MM|1465^11^0
43233256|*Manure|C0024765|31414|MH|RtM via: Manure;Forced Leaf Node Lookup:manure;checkForceMH Boosted|TI|MM|1581^8^0;1501^6^0;943^6^0
43233256|*Soil|C0037592|24017|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soil|TI|MM|970^4^0
43233256|*Parasites|C0030498|21778|MH|RtM via: Parasites;Forced Leaf Node Lookup:parasites;checkForceMH Boosted|TI|MM|1623^9^0
43233256|*Fusarium|C0016871|18640|MH|Forced Leaf Node Lookup:fusariums;checkForceMH Boosted|TI|MM|231^8^0;1116^8^0
43233256|Spores, Fungal|C0038029|15437|MH|Spores Specifics:Spores||MM
43233256|*Plant Diseases|C0032080|23493|MH|RtM via: Plant Diseases;Forced Non-Leaf Node Lookup:plant diseases|TI|MM|981^14^0
43233256|*Ascomycota|C0003965|14019|MH|RtM via: Gaeumannomyces graminis|TI|MM|1075^19^0;187^19^0
43233256|*Tylenchoidea|C0041439|6330|MH|RtM via: Pratylenchus|TI|MM|1682^12^0;874^12^0
43233256|*Asteraceae|C0446228|5808|MH|RtM via: Helianthus species|TI|MM|1711^9^0
43233257|*Polygalacturonase|C0032491|65604|MH|RtM via: Polygalacturonase;Forced Leaf Node Lookup:polygalacturonase;checkForceMH Boosted|TI|MM|992^17^0;366^17^0
43233257|polygalacturonic acid|C0071574|63142|NM|RtM via: polygalacturonic acid;Forced SCR Leaf Node Lookup:polygalacturonic acid|TI|MM|1065^21^0
43233257|*Pectins|C0030744|63141|MH|RtM via: Pectins;RtM via: polygalacturonic acid;RtM via: pectin;Forced Leaf Node Lookup:pectins|TI|MM|908^6^0;1065^21^0
43233257|pectinesterase|C0070205|31126|NM|RtM via: Pectinesterase;Forced SCR Leaf Node Lookup:pectinesterase|TI|MM|976^14^0
43233257|*Carboxymethylcellulose Sodium|C0037487|20724|MH|RtM via: Carboxymethylcellulose;Forced Leaf Node Lookup:carboxymethylcellulose;checkForceMH Boosted|TI|MM|919^22^0;310^22^0
43233257|*Virulence|C0042765|19899|MH|RtM via: Pathogenicity;RtM via: Virulence;Forced Leaf Node Lookup:pathogenicity;Forced Leaf Node Lookup:virulence|TI|MM|1259^13^0;1276^9^0
43233257|*Cellulase|C0007641|14442|MH|RtM via: CELLULASE;checkForceMH Boosted|TI|MM|1027^9^0;403^9^0
43233257|*Erwinia|C0014727|13338|MH|RtM via: Genus Erwinia;checkForceMH Boosted;Forced Non-Leaf Node Lookup:erwinia|TI|MM|728^14^0;80^7^0;735^7^0
43233257|*Xanthomonas|C0043327|11151|MH|RtM via: Xanthomonas;checkForceMH Boosted;Forced Non-Leaf Node Lookup:xanthomonas|TI|MM|760^11^0;105^11^0
43233257|*Pseudomonas|C0033808|8886|MH|RtM via: Pseudomonas;checkForceMH Boosted;Forced Non-Leaf Node Lookup:pseudomonas|TI|MM|744^11^0;89^11^0
43233257|*Tics|C0278076|6276|MH|Forced Leaf Node Lookup:tic|TI|MM|813^3^0
43233257|*Carboxylic Ester Hydrolases|C0007067|31125|HM|RtM via: Pectinesterase|TI|MM|976^14^0
43233257|*Bacteria|C0004611|2247|MH|RtM via: Bacteria;Forced Non-Leaf Node Lookup:bacteria|TI|MM;RC|863^8^0
43233257|*Enterobacteriaceae|C0014346|1968|MH|RtM via: Genus Dickeya|TI|MM|80^7^0
43233257|*Lyophilizations|C0016698|1839|ET|Entry Term Replacement for "Freeze Drying";RtM via: Freeze Drying|TI|MM|826^11^0
43233257|Electrophoresis|C0013855|1000|MH|Forced Non-Leaf Node Lookup:electrophoresis||MM|1142^15^0
43233257|Starch|C0038179|1000|MH|Forced Non-Leaf Node Lookup:starch||MM|1131^6^0
43233258|*Hordeum|C0004755|441750|MH|RtM via: Hordeum;RtM via: Hordeum vulgare;RtM via: Barley (Dietary);Forced Leaf Node Lookup:barley;checkForceMH Boosted|TI|MM|3277^6^0
43233258|*Triticum|C0087114|296937|MH|RtM via: Triticum;RtM via: Triticum aestivum;RtM via: Wheat (Dietary);RtM via: Wheat - grass (plant);Forced Leaf Node Lookup:wheat;checkForceMH Boosted|TI|MM|3236^5^0;2883^5^0;3267^5^0
43233258|*Fusarium|C0016871|116385|MH|RtM via: Fusarium culmorum;RtM via: Fusarium nivale;Forced Leaf Node Lookup:fusariums;checkForceMH Boosted|TI|MM|2148^17^0;329^17^0;3111^15^0;2016^15^0;1393^15^0;177^15^0
43233258|*Helminthosporium|C0018892|113025|MH|RtM via: Helminthosporium;Forced Leaf Node Lookup:helminthosporiums;checkForceMH Boosted|TI|MM|1985^16^0;146^16^0;396^16^0;2201^16^0
43233258|*Mercury Compounds, Ethyl|C0015105|86985|ET|Entry Term Replacement for "Ethylmercury Compounds";RtM via: Ethylmercury Compounds;checkForceMH Boosted|TI|MM|2940^13^1;2967^9^1
43233258|*Humidity|C0020167|86787|MH|RtM via: Humidity;RtM via: Exposure to Humidity;Forced Leaf Node Lookup:humidity|TI|MM|2750^8^0
