C:\Users\manuh\Documents\sterner lab\AuthorDisambiguation\r_table\results\mesh\tranamermicrsoci\input.txt
10.2307/3224628|Animals|C0003062|68320|CT|Animal Shells;CT Treecode Lookup: A13.080 (Animal Shells);Crustacea;CT Treecode Lookup: B01.050.500.131 (Crustacea)||MM;RC
10.2307/3226444|*Reagents|C0034760|4006|ET|Entry Term Replacement for "Indicators and Reagents";RtM via: Reagents;checkForceMH Boosted|TI|MM;RC|216^8^0
10.2307/3226444|*Silver Proteins|C0382507|24197|HM|RtM via: strong silver protein|TI|MM;RC|363^9^0
10.2307/3226444|*Staining|C0487602|996|ET|Entry Term Replacement for "Staining and Labeling";RtM via: Staining method|TI|MM;RC|300^8^0
10.2307/3226444|*Health Services|C0018747|408|MH|RtM via: Test Method|TI|MM|373^6^0;73^6^0
10.2307/3226444|*Employment|C0014003|186|MH|RtM via: Employment;RtM via: Employed|TI|MM|383^8^0
10.2307/3226484|Animals|C0003062|220296|CT|Anthozoa;CT Treecode Lookup: B01.050.500.308 (Anthozoa);Sea Anemones;CT Treecode Lookup: B01.050.500.308 (Sea Anemones);Cnidarians;CT Treecode Lookup: B01.050.500.308 (Cnidarians);Copepoda;CT Treecode Lookup: B01.050.500.131 (Copepoda);Nematocyst;CT Treecode Lookup: A13.655 (Nematocyst)||MM;RC
10.2307/3226484|*Anthozoa|C0596106|219296|MH|RtM via: Anthozoa;RtM via: Coral;RtM via: Order Alcyonacea;checkForceMH Boosted;Forced Non-Leaf Node Lookup:anthozoas|TI|MM;RC|246^8^0;281^6^0;313^11^0;318^6^0
10.2307/3226484|*Sea Anemones|C0036483|171985|MH|RtM via: Sea Anemones;Forced Leaf Node Lookup:sea anemones;checkForceMH Boosted|TI|MM;RC|342^12^0
10.2307/3226484|*Copepoda|C0323853|67744|MH|RtM via: Copepoda;RtM via: Poecilostomatoida;Forced Leaf Node Lookup:copepods;checkForceMH Boosted|TI|MM;RC|605^8^0;293^8^0;121^8^0;28^8^0;425^17^0;405^8^0;815^8^0
10.2307/3226484|*Nematocyst|C1166662|49016|MH|RtM via: Nematocyst;Forced Leaf Node Lookup:nematocysts|TI|MM|635^10^0
10.2307/3226484|*Host Specificity|C2936412|33071|MH|RtM via: Host Specificity;Forced Leaf Node Lookup:host specificity|TI|MM;RC|653^16^0
10.2307/3226484|*Ecosystem|C0162358|28625|MH|RtM via: Ecosystem;Forced Lookup:ecosystems|TI|MM|833^10^0
10.2307/3226484|*Aquatic Organisms|C0596121|6234|MH|RtM via: Invertebrates, Marine|TI|MM|74^20^0
10.2307/3226484|Symbiosis|C0039029|1507|MH|||RC
10.2307/3226484|*Toxins, Biological|C0040549|1431|MH|RtM via: Toxin|TI|MM|646^5^0
10.2307/3226484|*Biological Phenomena|C0005520|792|MH|RtM via: larval development|TI|MM|701^18^0
10.2307/3226485|Animals|C0003062|46572|CT|Copepoda;CT Treecode Lookup: B01.050.500.131 (Copepoda)||MM;RC
10.2307/3226485|*Wetlands|C1721088|45572|MH|RtM via: Marshes;Forced Leaf Node Lookup:marsh|TI|MM;RC|358^5^0;287^5^0
10.2307/3226485|*Copepoda|C0323853|18970|MH|RtM via: Copepoda;Forced Leaf Node Lookup:copepods;checkForceMH Boosted|TI|MM;RC|166^7^0
10.2307/3226485|Gulf of Mexico|C3179028|3125|MH|RtM via: Gulf of Mexico;Forced Leaf Node Lookup:gulf of mexico|TI|MM;RC|69^14^0
10.2307/3226485|*Poaceae|C0018210|14355|MH|RtM via: Sporobolus alterniflorus|TI|MM;RC|264^21^0
10.2307/3226485|Geologic Sediments|C0282590|1053|MH|||RC
10.2307/3226486|Animals|C0003062|27603|CT|Proteidae;CT Treecode Lookup: B01.050.150.900.090 (Proteidae)||MM;RC
10.2307/3226486|*Tetrahymena pyriformis|C0039680|26603|MH|RtM via: Tetrahymena pyriformis;Forced Leaf Node Lookup:tetrahymena pyriformis;checkForceMH Boosted|TI|MM;RC|509^22^0
10.2307/3226486|*Microscopy, Electron, Scanning|C0026020|16000|MH|RtM via: Scanning Electron Microscopy;Forced Leaf Node Lookup:scanning electron microscopy|TI|MM;RC|698^28^0
10.2307/3226486|*Cilia|C0008778|10264|MH|RtM via: Cilia;Forced Leaf Node Lookup:cilia|TI|MM;RC|963^5^0
10.2307/3226486|*Proteus vulgaris|C0033702|6476|MH|Forced Leaf Node Lookup:proteus vulgaris;checkForceMH Boosted|TI|MM|473^16^0
10.2307/3226486|*Particle Size|C0030608|3748|MH|RtM via: Particle Size;Forced Leaf Node Lookup:particle sizes|TI|MM|1034^13^0;53^13^0
10.2307/3226486|*Ciliophora|C0085330|17874|MH|RtM via: Ciliata;RtM via: Blepharisma;RtM via: Blepharisma japonicum|TI|MM;RC|501^7^0;123^7^0;1051^11^0;319^21^0
10.2307/3226486|*Proteidae|C0033614|6774|MH|RtM via: Proteus mudpuppy|TI|MM|473^7^0
10.2307/3226486|*Body Size|C0005901|2112|MH|RtM via: Body Size;Forced Non-Leaf Node Lookup:body sizes|TI|MM;RC|1020^9^0;106^9^0
10.2307/3226487|coenzyme Q10|C0056077|42201|NM|RtM via: ubidecarenone|TI|MM|85^10^0
10.2307/3226487|*Ubiquinone|C0041536|42200|MH|RtM via: Ubiquinone;RtM via: ubidecarenone;Forced Leaf Node Lookup:coenzyme q|TI|MM;RC|85^10^0
10.2307/3226487|*Vitamin K 1|C0031862|25735|MH|RtM via: Vitamin K 1;Forced Leaf Node Lookup:phylloquinone;checkForceMH Boosted|TI|MM|70^13^0
10.2307/3226487|*alpha-Tocopherol|C0969677|36990|MH|RtM via: alpha-Tocopherol Succinate|TI|MM;RC|42^26^0
10.2307/3226487|Vitamin E|C0042874|2191|MH|||RC
10.2307/3226487|*Diagnostic Tests, Routine|C0011930|21|MH|RtM via: Vitamin K1 Measurement|TI|MM|70^13^0
10.2307/3226487|Succinates|C0038617|1000|MH|Forced Non-Leaf Node Lookup:succinates||MM|59^9^0
10.2307/3226488|*Fixatives|C0016184|34586|MH|RtM via: Fixatives;Forced Leaf Node Lookup:fixatives;checkForceMH Boosted|TI|MM|398^8^0;318^9^0
10.2307/3226488|*Cilia|C0008778|34027|MH|RtM via: Cilia;Forced Leaf Node Lookup:cilia|TI|MM|772^5^0;562^5^0
10.2307/3226488|*Electrons|C0013852|17551|MH|RtM via: Electrons;Forced Leaf Node Lookup:electrons|TI|MM|182^8^0
10.2307/3226488|*Phylogeny|C0031797|17038|MH|RtM via: Phylogeny;Forced Leaf Node Lookup:phylogeny|TI|MM|825^9^0
10.2307/3226488|*Hypotrichida|C0085341|243189|MH|RtM via: Hypotrichida|TI|MM;RC|699^10^0
10.2307/3226488|*Cytoplasm|C0010834|37809|MH|RtM via: Cytoplasm;Forced Non-Leaf Node Lookup:cytoplasms|TI|MM;RC|741^9^0
10.2307/3226488|*Transmission Electron Microscopy|C0678118|31737|ET|Entry Term Replacement for "Microscopy, Electron, Transmission";RtM via: Transmission Electron Microscopy;Forced Non-Leaf Node Lookup:transmission electron microscopy|TI|MM;RC|196^32^0
10.2307/3226488|*Ciliophora|C0085330|15792|MH|RtM via: Pseudourostyla cristata|TI|MM;RC|64^23^0
10.2307/3226488|*Organelles|C0029219|32010|MH|RtM via: Organelles;RtM via: Cytoplasmic organelle;Forced Non-Leaf Node Lookup:organelles|TI|MM|126^10^0;629^11^1;665^9^1
10.2307/3226488|Cysts|C0010709|1000|MH|Forced Non-Leaf Node Lookup:cyst||MM;RC|529^4^0
10.2307/3226489|Animals|C0003062|71350|CT|Mussel;CT Treecode Lookup: B01.050.500.644 (Mussel);Mytilus edulis;CT Treecode Lookup: B01.050.500.644 (Mytilus edulis);Mytilus;CT Treecode Lookup: B01.050.500.644 (Mytilus)||MM;RC
10.2307/3226489|*Mytilus|C0027144|27489|MH|RtM via: Mytilus californianus;RtM via: Mytilus trossulus;checkForceMH Boosted;Forced Non-Leaf Node Lookup:mussel mytilus|TI|MM;RC|172^21^0;631^10^0;165^14^0;635^14^0
10.2307/3226489|*Bays|C3203003|9099|MH|Forced Leaf Node Lookup:bay|TI|MM|631^3^0
10.2307/3226489|*Oligohymenophorea|C0085334|70350|MH|RtM via: Peniculistoma mytili;RtM via: Peniculistomatidae;RtM via: Scuticociliatida;RtM via: Mytilophilus pacificae|TI|MM;RC|551^20^0;813^18^0;443^15^0;28^22^0;960^12^0;973^13^0
10.2307/3226489|*Ciliophora|C0085330|44157|MH|RtM via: Ciliata|TI|MM;RC|1087^7^0;495^9^0
10.2307/3226489|*Mytilus edulis|C0446373|29895|MH|RtM via: Mytilus edulis|TI|MM;RC|642^14^0
10.2307/3226489|*Habitat|C0871648|6279|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;RtM via: Niche, Ecological;Forced Non-Leaf Node Lookup:ecological niche;Forced Non-Leaf Node Lookup:habitats|TI|MM|748^7^0;607^16^0
10.2307/3226489|Body Size|C0005901|1000|MH|Forced Non-Leaf Node Lookup:size, body||MM|472^10^0
10.2307/3226490|*Ponds|C0337048|42815|MH|RtM via: Natural pond;Forced Leaf Node Lookup:pond|TI|MM;RC|184^4^0
10.2307/3226490|*Diatoms|C0162769|35574|MH|RtM via: Diatoms;Forced Leaf Node Lookup:diatoms;checkForceMH Boosted|TI|MM;RC|1092^7^0;968^6^0;905^6^0;787^6^0;295^6^0;102^7^0
10.2307/3226490|*Lakes|C0337049|28568|MH|RtM via: Lake (environment);Forced Leaf Node Lookup:lakes|TI|MM|515^5^0;150^5^0
10.2307/3226490|polyurethane foam|C0071696|25394|NM|RtM via: polyurethane foam;Forced SCR Leaf Node Lookup:polyurethane foam|TI|MM|994^17^0;444^17^0
10.2307/3226490|*Water|C0043047|9092|MH|RtM via: Water;checkForceMH Boosted|TI|MM|1119^5^0;927^5^0
10.2307/3226490|*Least-Squares Analysis|C0023189|6230|MH|RtM via: Least-Squares Analysis;Forced Leaf Node Lookup:least squares|TI|MM|693^13^0
10.2307/3226490|Michigan|C0025939|4577|MH|RtM via: Michigan (geographic location);Forced Leaf Node Lookup:michigan|TI|MM|141^8^0
10.2307/3226490|Virginia|C0042753|4577|MH|RtM via: Virginia;Forced Leaf Node Lookup:virginia|TI|MM|175^8^0
10.2307/3226490|*Polyurethanes|C0032616|25393|HM|RtM via: polyurethane foam|TI|MM;RC|994^17^0;444^17^0
10.2307/3226490|*Monitoring, Physiologic|C0026429|1392|MH|RtM via: Patient Monitoring|TI|MM|546^9^0
10.2307/3226491|Animals|C0003062|20674|CT|Birds;CT Treecode Lookup: B01.050.150.900.248 (Birds)||MM;RC
10.2307/3226491|*Plankton|C0032071|18661|MH|RtM via: Plankton;checkForceMH Boosted;Forced Non-Leaf Node Lookup:plankton|TI|MM|1382^8^0
10.2307/3226491|*Microscopy|C0026018|9460|MH|RtM via: Light Microscopy;Forced Leaf Node Lookup:light microscopy|TI|MM|306^16^0
10.2307/3226491|*Electrons|C0013852|4210|MH|RtM via: Electrons;Forced Leaf Node Lookup:electrons|TI|MM|293^8^0
10.2307/3226491|*Diatoms|C0162769|19674|MH|RtM via: Surirella splendida;RtM via: Synedra|TI|MM;RC|1328^9^1;1351^9^1;88^9^1;111^9^1;1499^9^0;1220^9^0;988^9^0;808^9^0;664^9^0;374^9^0;1416^7^0;1270^7^0;953^7^0;840^7^0;642^7^0;396^7^0;387^7^0;65^7^0
10.2307/3226491|*Habitats|C0871648|14088|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat|TI|MM;RC|1460^7^0;1313^8^0;558^8^0;136^7^0
10.2307/3226491|*Radionuclide Imaging|C0034606|5295|MH|RtM via: Radionuclide Imaging|TI|MM|284^8^0
10.2307/3226491|*Birds|C0005595|4686|MH|RtM via: Apus apus;RtM via: Family Apodidae|TI|MM|601^5^0
10.2307/3226491|*Habit|C0018464|2004|ET|Entry Term Replacement for "Habits";RtM via: Behaviorial Habits;Forced Non-Leaf Node Lookup:habits|TI|MM|347^5^0
10.2307/3226492|Humans|C0086418|1000|CT|Forced Humans: Investigators||MM
10.2307/3226492|*Dinoflagellate|C0012470|9526|ET|Entry Term Replacement for "Dinoflagellida";RtM via: Dinophyceae;RtM via: Peridinium balticum;checkForceMH Boosted;Forced Non-Leaf Node Lookup:dinoflagellates|TI|MM;RC|837^15^0;89^14^0;104^19^0
10.2307/3226492|*Microscopy, Electron, Scanning|C0026020|5803|MH|RtM via: Scanning Electron Microscopy;Forced Leaf Node Lookup:scanning electron microscopy|TI|MM;RC|144^28^0
10.2307/3226492|*Cell Membrane|C0007603|1530|MH|RtM via: dinoflagellate sulcus|TI|MM|448^6^0
10.2307/3226492|*Investigators|C0035173|270|ET|Entry Term Replacement for "Research Personnel";RtM via: Research Personnel|TI|MM|769^13^0
10.2307/3226492|*Awareness|C0004448|249|MH|RtM via: Awareness|TI|MM|863^5^0
10.2307/3226492|*Environment|C0014406|228|MH|RtM via: Geographic canal|TI|MM|312^5^0
10.2307/3226493|*Germination|C0242735|131347|MH|RtM via: Germination;Forced Leaf Node Lookup:germinations|TI|MM;RC|105^11^0
10.2307/3226493|*Dactylis|C0997161|20123|MH|RtM via: Dactylis glomerata;Forced Leaf Node Lookup:dactylis;checkForceMH Boosted|TI|MM|135^18^0
10.2307/3226493|*Seeds|C0036563|37329|MH|RtM via: Plant seeds;Forced Non-Leaf Node Lookup:seeds|TI|MM;RC|875^5^0;733^4^0
10.2307/3226493|*Zygotes|C0043544|27009|ET|Entry Term Replacement for "Zygote";RtM via: Structure of zygote|TI|MM|422^7^0
10.2307/3226493|*Embryogenesis|C0013936|16929|ET|Entry Term Replacement for "Embryonic Development";RtM via: Embryonic Development;RtM via: somatic embryogenesis|TI|MM|565^11^0;684^21^0
10.2307/3226493|*Plant Leaves|C0242724|12189|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves|TI|MM;RC|648^4^0;247^4^0;194^6^0
10.2307/3226493|*Documentation|C0920316|426|MH|RtM via: Documentation;Forced Non-Leaf Node Lookup:documentations|TI|MM|747^13^0
10.2307/3226544|Animals|C0003062|73538|CT|Forced Non-Leaf Node Lookup:animalia||MM;RC|252^8^0;1102^8^0
10.2307/3226544|*Eukaryotes|C0684063|72538|ET|Entry Term Replacement for "Eukaryota";RtM via: Protista;RtM via: Eukaryota;checkForceMH Boosted;Forced Non-Leaf Node Lookup:eukaryotas|TI|MM;RC|1132^8^0;645^8^0;428^8^0;961^10^0;1074^22^0;757^10^0;528^10^0;1087^9^0
10.2307/3226544|*Territoriality|C0039564|11470|MH|RtM via: Territoriality;Forced Leaf Node Lookup:territoriality|TI|MM|171^14^0
10.2307/3226544|*Authoritarianism|C0004350|9088|MH|RtM via: Authoritarianism;Forced Leaf Node Lookup:authoritarianisms|TI|MM|153^16^0
10.2307/3226544|*Eukaryotic Cells|C0015161|45234|MH|RtM via: Eukaryotic Cells|TI|MM;RC|961^10^0;528^10^0
10.2307/3226544|*Fungi|C0016832|39573|MH|RtM via: Fungi;Forced Non-Leaf Node Lookup:fungi|TI|MM;RC|1121^5^0
10.2307/3226544|*Plants|C0032098|31443|MH|RtM via: Plants|TI|MM;RC|1112^7^0;269^7^0
10.2307/3226544|*Prokaryotic Cells|C0686817|19251|MH|RtM via: Prokaryote|TI|MM|516^11^0
10.2307/3226545|Animals|C0003062|20095|CT|Porifera;CT Treecode Lookup: B01.050.500.802 (Porifera)||MM;RC
10.2307/3226545|*Escherichia coli|C0014834|13131|MH|RtM via: Escherichia coli;checkForceMH Boosted;Forced Non-Leaf Node Lookup:escherichia coli|TI|MM|144^9^1;166^4^1;154^16^0
10.2307/3226545|*Microspheres|C0026032|2417|MH|Forced Leaf Node Lookup:latex beads|TI|MM;RC|1032^11^0
10.2307/3226545|Spores, Bacterial|C0038028|2901|MH|Spores Specifics:Spores||MM
10.2307/3226545|*Eating|C0013470|8052|MH|RtM via: Ingestion|TI|MM;RC|771^8^0;580^8^0
10.2307/3226545|*Porifera|C0032699|5319|MH|RtM via: Ephydatia fluviatilis;RtM via: Spongilla|TI|MM|28^21^0;54^9^0
10.2307/3226545|*Bacteria|C0004611|3051|MH|RtM via: bacterial cell;RtM via: Bacteria|TI|MM;RC|999^15^0;370^15^0;144^9^0
10.2307/3226545|*Biological Transport|C0005528|2805|MH|RtM via: Import into cell;RtM via: import across plasma membrane|TI|MM;RC|1178^6^0;925^6^0;530^6^0
10.2307/3226545|*Longitudinal Studies|C0023981|204|MH|RtM via: Continuous|TI|MM|72^10^0
10.2307/3226546|Animals|C0003062|25292|CT|Sensilla;CT Treecode Lookup: A13.093 (Sensilla);Leeches;CT Treecode Lookup: B01.050.500.091 (Leeches)||MM;RC
10.2307/3226546|*Sensilla|C2936471|24292|MH|RtM via: Sensilla;Forced Leaf Node Lookup:sensillum;Forced Leaf Node Lookup:sensilla|TI|MM;RC|462^8^0;171^8^0;202^9^0;28^8^0
10.2307/3226546|*Cilia|C0008778|4082|MH|RtM via: Cilia;Forced Leaf Node Lookup:cilia|TI|MM|184^5^0
10.2307/3226546|*Transmission Electron Microscopy|C0678118|20412|ET|Entry Term Replacement for "Microscopy, Electron, Transmission";RtM via: Transmission Electron Microscopy;Forced Non-Leaf Node Lookup:transmission electron microscopy|TI|MM;RC|124^32^0
10.2307/3226546|Microscopy, Electron, Scanning|C0026020|2213|MH|||RC
10.2307/3226546|*Leeches|C0023209|324|MH|RtM via: Erpobdella montezuma|TI|MM;RC|73^20^0
10.2307/3226546|*Spindle Apparatus|C0260013|93|MH|RtM via: midbody|TI|MM|404^7^0
10.2307/3226547|Animals|C0003062|38644|CT|Copepoda;CT Treecode Lookup: B01.050.500.131 (Copepoda)||MM;RC
10.2307/3226547|*Copepoda|C0323853|37644|MH|RtM via: Copepoda;RtM via: Harpacticoida;Forced Leaf Node Lookup:harpacticoidas;Forced Leaf Node Lookup:copepodas;checkForceMH Boosted|TI|MM;RC|68^8^0;78^13^0
10.2307/3226547|*Hydrocharitaceae|C1001360|10157|MH|RtM via: Thalassia testudinum;Forced Leaf Node Lookup:thalassias;checkForceMH Boosted|TI|MM;RC|207^20^0
10.2307/3226547|*Swimming|C0039003|4873|MH|RtM via: Swimming;Forced Leaf Node Lookup:swimming|TI|MM|322^8^0
10.2307/3226547|Florida|C0016253|1849|MH|RtM via: Florida;Forced Leaf Node Lookup:florida|TI|MM;RC|123^7^0
10.2307/3226547|Ecosystem|C0162358|426|MH|||RC
10.2307/3226547|Seawater|C0036499|379|MH|||RC
10.2307/3226547|*Biological Phenomena|C0005520|189|MH|RtM via: biologic segmentation|TI|MM|335^12^0
10.2307/3226548|Animals|C0003062|51982|CT|Trematoda;CT Treecode Lookup: B01.050.500.500 (Trematoda);Gills;CT Treecode Lookup: A13.421 (Gills);Larvae;CT Treecode Lookup: B05.500 (Larvae);Larvae;CT Treecode Lookup: G07.345.500.550.500 (Larvae);CT Text Lookup: gills|TI|MM;RC|759^5^0
10.2307/3226548|*Gills|C0017558|23719|MH|RtM via: Gill structure;Forced Leaf Node Lookup:gills|TI|MM;RC|759^5^0
10.2307/3226548|*Larvae|C0023047|11332|ET|Entry Term Replacement for "Larva";RtM via: Larva;checkForceMH Boosted;Forced Non-Leaf Node Lookup:larvae|TI|MM;RC|736^6^0;382^6^0;323^6^0
10.2307/3226548|*Phylogeny|C0031797|6331|MH|RtM via: Phylogeny;Forced Lookup:phylogenetic|TI|MM;RC|423^12^0
10.2307/3226548|*Cilia|C0008778|5908|MH|RtM via: Cilia;Forced Leaf Node Lookup:cilia|TI|MM;RC|491^5^0
10.2307/3226548|*Trematoda|C0040818|50982|MH|RtM via: Microcotyle sebastis|TI|MM;RC|53^20^0
10.2307/3226548|Trematode Infections|C0040820|5317|MH|||RC
10.2307/3226548|*Acclimatization|C0000934|2769|MH|RtM via: Acclimatization|TI|MM|555^11^0
10.2307/3226550|Animals|C0003062|58131|CT|Hemocytes;CT Treecode Lookup: A11.118.480 (Hemocytes);Hemocytes;CT Treecode Lookup: A15.145.229.480 (Hemocytes);Mercenaria;CT Treecode Lookup: B01.050.500.644 (Mercenaria)||MM;RC
10.2307/3226550|*gamma-Glutamyltransferase|C0017040|57131|MH|RtM via: Gamma-glutamyl transferase;Forced Leaf Node Lookup:gamma-glutamyltransferase;checkForceMH Boosted|TI|MM;RC|530^25^0;98^25^0
10.2307/3226550|*Alkaline Phosphatase|C0002059|38744|MH|RtM via: Alkaline Phosphatase;Forced Leaf Node Lookup:alkaline phosphatase;checkForceMH Boosted|TI|MM;RC|505^20^0;72^20^0
10.2307/3226550|*Peroxidase|C0027021|26306|MH|RtM via: Peroxidase;Forced Leaf Node Lookup:myeloperoxidase;checkForceMH Boosted|TI|MM|434^15^0;423^10^0;39^15^0;28^10^0
10.2307/3226550|*Hemocytes|C0019000|20368|MH|RtM via: Hemocytes (cell);Forced Leaf Node Lookup:hemocytes|TI|MM;RC|267^9^0;160^9^0;229^9^0
10.2307/3226550|*Mercenaria|C0998165|7417|MH|RtM via: Mercenaria mercenaria;Forced Leaf Node Lookup:mercenarias|TI|MM|173^21^0;184^10^0
10.2307/3226550|*Arylsulfatases|C0003940|29538|MH|RtM via: Arylsulfatases|TI|MM|404^14^0;56^14^0
10.2307/3226550|*Sulfatases|C0038717|19446|MH|RtM via: Sulfatases;Forced Non-Leaf Node Lookup:sulfatases|TI|MM|404^14^0;56^14^0;61^9^0;409^9^0
10.2307/3226550|*Peroxidases|C0031179|13842|MH|RtM via: Peroxidases;Forced Non-Leaf Node Lookup:peroxidases|TI|MM|423^10^0;28^10^0
10.2307/3226550|*Cytoplasm|C0010834|6267|MH|RtM via: Cytoplasm;Forced Non-Leaf Node Lookup:cytoplasms|TI|MM|577^9^0
10.2307/3226551|Humans|C0086418|1000|CT|Forced Humans: Siblings||MM
10.2307/3226551|*Diatoms|C0162769|36486|MH|RtM via: Diatoms;RtM via: Asteromphalus;RtM via: Coscinodiscus;Forced Leaf Node Lookup:diatoms;checkForceMH Boosted|TI|MM;RC|189^6^0;1050^13^0;210^13^0;1128^13^0;725^13^0;196^13^0
10.2307/3226551|*Siblings|C0037047|22044|MH|RtM via: Sibling;Forced Leaf Node Lookup:siblings|TI|MM|487^7^0;263^7^0
10.2307/3226551|*Silica|C0037098|16206|ET|Entry Term Replacement for "Silicon Dioxide";RtM via: Silicon Dioxide;checkForceMH Boosted;Forced Non-Leaf Node Lookup:silica|TI|MM;RC|976^6^0;694^6^0;150^6^0
10.2307/3226551|*Marital Status|C0024819|6225|MH|RtM via: Legally Separated|TI|MM|446^9^0
10.2307/3226551|*Cell Wall|C0007623|4161|MH|RtM via: Cell Wall;Forced Non-Leaf Node Lookup:cell walls|TI|MM;RC|1020^9^0;837^9^0;157^9^0
10.2307/3226551|*Morphogenesis|C0026559|3951|MH|RtM via: Morphogenesis;RtM via: cell morphogenesis;Forced Non-Leaf Node Lookup:morphogenesis|TI|MM;RC|1030^13^0;1020^4^1
10.2307/3226551|*Social Problems|C0037431|2049|MH|RtM via: Legally Separated|TI|MM|446^9^0
10.2307/3226552|*Diatoms|C0162769|20359|MH|RtM via: Diatoms;Forced Leaf Node Lookup:diatoms;checkForceMH Boosted|TI|MM;RC|334^6^0
10.2307/3226552|*Chrysophyceae|C0996288|14987|ET|Entry Term Replacement for "Chrysophyta";RtM via: Chrysophyta;checkForceMH Boosted;Forced Non-Leaf Node Lookup:chrysophyceae|TI|MM|305^13^0
10.2307/3226552|*Sodium Hypochlorite|C0037518|9004|MH|RtM via: Sodium Hypochlorite;Forced Leaf Node Lookup:sodium hypochlorite;checkForceMH Boosted|TI|MM;RC|230^19^0
10.2307/3226552|*Silica|C0037098|8738|ET|Entry Term Replacement for "Silicon Dioxide";RtM via: Silicon Dioxide;checkForceMH Boosted;Forced Non-Leaf Node Lookup:silica|TI|MM;RC|291^6^0
10.2307/3226552|*Health Services|C0018747|2952|MH|RtM via: Test Method|TI|MM|32^6^0
10.2307/3226552|*Data Collection|C0010995|2277|MH|RtM via: Analytical Procedure Precision|TI|MM|383^9^0
10.2307/3226552|*Physical Phenomena|C2350446|624|MH|RtM via: Sedimentation process|TI|MM|94^13^0
10.2307/3226552|*Research Design|C0035171|399|MH|RtM via: Test Method;RtM via: Sedimentation procedure|TI|MM|32^6^0;94^13^0
10.2307/3226553|Male|C0086582|19620|CT|CT Text Lookup: spermatogenesis|TI|MM;RC|169^15^0
10.2307/3226553|*Rivers|C0337050|18620|MH|RtM via: Rivers;Forced Leaf Node Lookup:rivers|TI|MM;RC|113^5^0
10.2307/3226553|Maryland|C0024858|2243|MH|RtM via: Maryland (geographic location);Forced Leaf Node Lookup:maryland|TI|MM|122^8^0
10.2307/3226553|*Chromosomes|C0008633|16134|MH|RtM via: Chromosomes;Forced Non-Leaf Node Lookup:chromosomes|TI|MM;RC|267^11^0
10.2307/3226553|*Freshwater|C0016710|7980|ET|Entry Term Replacement for "Fresh Water";RtM via: Fresh Water|TI|MM|45^11^0
10.2307/3226553|*Spermatogenesis|C0037864|1992|MH|RtM via: Spermatogenesis;Forced Non-Leaf Node Lookup:spermatogenesis|TI|MM|169^15^0
10.2307/3226554|Animals|C0003062|61246|CT|Lorisidae;CT Treecode Lookup: B01.050.150.900.649.313.988.700 (Lorisidae);Trematoda;CT Treecode Lookup: B01.050.500.500 (Trematoda)||MM;RC
10.2307/3226554|*Lorisidae|C0024010|60246|MH|RtM via: Perodicticus potto;RtM via: Loris tardigradus;Forced Leaf Node Lookup:perodicticus potto;Forced Leaf Node Lookup:pottos;checkForceMH Boosted|TI|MM;RC|32^18^0;187^13^0;38^18^0
10.2307/3226554|Africa South of the Sahara|C0001738|4168|MH|RtM via: Africa South of the Sahara;Forced Leaf Node Lookup:sub-saharan|TI|MM|321^11^1;338^6^1
10.2307/3226554|Uganda|C0041573|4144|MH|RtM via: Uganda;Forced Leaf Node Lookup:uganda;Geo Lookup:kampalas|TI;AB|MM|71^6^0
10.2307/3226554|*Trematoda|C0040818|22866|MH|RtM via: Genus Phaneropsolus;Forced Non-Leaf Node Lookup:trematodes|TI|MM;RC|512^13^0;376^13^0;202^13^0;124^19^0;106^10^0
10.2307/3226554|*Trematode Infections|C0040820|20586|MH|RtM via: Intestinal trematode|TI|MM;RC|95^21^0
10.2307/3226554|*Phylogeny|C0031797|2148|MH|RtM via: Phylogeny|TI|MM;RC|498^12^0
10.2307/3226554|*Record|C0034869|258|ET|Entry Term Replacement for "Records";RtM via: Records|TI|MM|248^6^0
10.2307/3226555|Animals|C0003062|109183|CT|Cestodes;CT Treecode Lookup: B01.050.500.500 (Cestodes);Tick;CT Treecode Lookup: B01.050.500.131 (Tick);Parasites;CT Treecode Lookup: B01.050.500.714 (Parasites);Mite;CT Treecode Lookup: B01.050.500.131 (Mite);Trematoda;CT Treecode Lookup: B01.050.500.500 (Trematoda)||MM;RC
