C:\Users\manuh\Documents\sterner lab\AuthorDisambiguation\r_table\results\mesh\systgeogplan\input.txt
10.2307/3668585|Botany|C0006038|655|MH|||RC
10.2307/3668586|Humans|C0086418|1000|CT|Forced Humans: Students||MM
3668515|Abdominal Injuries|C0848377|41266|MH|||RC
3668515|*Bryopsida|C0996526|19023|MH|RtM via: Macrocoma lycopodioides;RtM via: Blindia magellanica;RtM via: Daltonia moss;RtM via: Macromitrium;RtM via: Weissia;RtM via: Dicranoloma|TI|MM|631^23^0;528^19^0;260^8^0;95^8^0;568^12^0;689^7^0;408^11^0
3668574|*Psychotria|C1001324|31058|MH|RtM via: Psychotria;Forced Leaf Node Lookup:psychotrias;checkForceMH Boosted|TI|MM|439^10^0;307^10^0;287^10^0;322^10^0
3668574|*Pyrenes|C0034243|15118|MH|RtM via: Pyrenes;checkForceMH Boosted;Forced Non-Leaf Node Lookup:pyrenes|TI|MM|588^7^0
3668574|*Fruit|C0016767|11533|MH|RtM via: Fruit;Forced Leaf Node Lookup:fruits|TI|MM|572^6^0
3668574|Cuba|C0010435|10975|MH|RtM via: Cuba;Forced Leaf Node Lookup:cuba|TI|MM|245^4^0
3668574|Cerebellar Ataxia|C0007758|29912|MH|||RC
3668574|Intellectual Disability|C3714756|27506|MH|||RC
3668574|*Confusion|C0009676|24405|MH|RtM via: Confusion;RtM via: Clouded consciousness|TI|MM|933^8^0
3668575|*Chromolaena|C1000685|36730|MH|RtM via: Chromolaena odorata;Forced Leaf Node Lookup:chromolaena odoratas;checkForceMH Boosted|TI|MM|2057^19^0;1707^19^0;1439^19^0;1147^19^0;832^19^0;438^19^0;213^19^0
3668575|*Soil|C0037592|26456|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soils|TI|MM|952^4^0;581^5^0;286^4^0;326^5^0;675^5^0;788^5^0
3668575|Benin|C0005005|16835|MH|RtM via: Benin Republic;Forced Leaf Node Lookup:benin|TI|MM|143^5^0
3668575|Hepatolenticular Degeneration|C0019202|200688|MH|||RC
3668575|Ceruloplasmin|C0007841|96129|MH|||RC
3668575|*Forest|C0086312|13605|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|1101^6^0;97^6^0
3668575|*Probability|C0033204|3504|MH|RtM via: Probability;Forced Non-Leaf Node Lookup:probability|TI|MM|342^11^0
3668575|*Surveys|C0038951|777|ET|Entry Term Replacement for "Surveys and Questionnaires";RtM via: Surveys;Forced Non-Leaf Node Lookup:surveys|TI|MM|67^7^0
3668576|*Hypericum|C1256259|12415|MH|RtM via: Hypericum;RtM via: Hypericum erectum;Forced Leaf Node Lookup:hypericums;checkForceMH Boosted|TI|MM|653^9^0
3668576|*Ribes|C1080864|10234|MH|RtM via: Ribes alpinum;Forced Leaf Node Lookup:ribes;checkForceMH Boosted|TI|MM|675^13^0
3668576|*Dryopteris|C0004047|9946|MH|RtM via: Dryopteris affinis;Forced Leaf Node Lookup:dryopteris;checkForceMH Boosted|TI|MM|596^18^0
3668576|Greece|C0018226|4979|MH|RtM via: Greece;Forced Leaf Node Lookup:greece|TI|MM|503^6^0;355^6^0
3668576|Leukocyte Count|C0023508|28808|MH|||RC
3668576|*Marital Status|C0024819|4860|MH|RtM via: Legally Separated|TI|MM|717^9^0
3668576|*Social Problems|C0037431|1788|MH|RtM via: Legally Separated|TI|MM|717^9^0
3668576|*Publications|C0034036|843|MH|RtM via: Publications;RtM via: Scientific Publication|TI|MM|799^10^0;461^9^0;42^9^0
3668577|*Dactylis|C0997161|41259|MH|RtM via: Dactylis;Forced Leaf Node Lookup:dactylis;checkForceMH Boosted|TI|MM|1129^7^0
3668577|*Lakes|C0337049|34734|MH|RtM via: Lake (environment);Forced Leaf Node Lookup:lakes|TI|MM|441^5^0;358^5^0;29^5^0
3668577|*Wetlands|C1721088|30387|MH|RtM via: Wetlands;Forced Leaf Node Lookup:wetlands|TI|MM|910^7^0
3668577|Burkina Faso|C0006409|27858|MH|RtM via: Burkina Faso;Forced Leaf Node Lookup:burkina faso|TI|MM|274^12^0
3668577|*Water|C0043047|26733|MH|RtM via: Water;checkForceMH Boosted|TI|MM|198^5^0
3668577|*Sand|C4759711|19572|MH|RtM via: Sand;checkForceMH Boosted|TI|MM|1154^5^0
3668577|*Seasons|C0036497|19563|MH|Forced Leaf Node Lookup:seasonal|TI|MM|20^8^0;338^8^0
3668577|Influenza B virus|C0029348|248321|MH|||RC
3668577|Influenza, Human|C0021400|34761|MH|||RC
3668577|*Eutrophication|C0015191|27582|MH|RtM via: Eutrophication;Forced Non-Leaf Node Lookup:eutrophications|TI|MM|1180^14^0
3668577|*Nutrient|C0678695|6090|ET|Entry Term Replacement for "Nutrients";RtM via: Nutrients;Forced Non-Leaf Node Lookup:nutrients|TI|MM|1047^8^0
3668577|Surveys and Questionnaires|C4042892|1000|MH|Forced Non-Leaf Node Lookup:surveys||MM|383^6^0
3668578|*Gardenia|C1010793|29838|MH|RtM via: Gardenia;Forced Leaf Node Lookup:gardenias;checkForceMH Boosted|TI|MM|20^8^0
3668578|*Rubiaceae|C0524885|22236|MH|RtM via: Rubiaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:rubiaceae|TI|MM|185^9^0;41^9^0
3668578|Cameroon|C0006802|12528|MH|RtM via: Cameroon;Forced Leaf Node Lookup:cameroons|TI|MM|82^8^0
3668578|Gabon|C0016910|12528|MH|RtM via: Gabon;Forced Leaf Node Lookup:gabon|TI|MM|72^5^0
3668578|Adrenoleukodystrophy|C0162309|44906|MH|||RC
3668578|Adrenal Cortex|C0001613|16525|MH|||RC
3668578|*Epiphyses|C0014570|2262|MH|RtM via: Epiphysis of bone|TI|MM|151^9^0
3668578|*Forests|C0086312|396|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|61^7^0
3668579|*Copper|C0009968|32653|MH|RtM via: Copper;Forced Leaf Node Lookup:copper;checkForceMH Boosted|TI|MM|63^6^0
3668579|Democratic Republic of the Congo|C0043444|16115|MH|RtM via: Katanga -- geographic area;Forced Leaf Node Lookup:katanga;Geo Lookup:katangas|TI;AB|MM|116^7^0
3668579|Voice Disorders|C0042940|63725|MH|||RC
3668579|Dysarthria|C0013362|63520|MH|||RC
3668579|*Plant Leaves|C0242724|306|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves|TI|MM|168^6^0
20649699|Cameroon|C0006802|58008|MH|RtM via: Cameroon;Forced Leaf Node Lookup:cameroons|TI|MM|1194^8^0;921^8^0;873^8^0;547^8^0;392^8^0;89^8^0;1034^8^0
20649699|*Orchidaceae|C0949956|51960|MH|RtM via: Orchidaceae;RtM via: Tridactyle;RtM via: Ancistrorhynchus crystalensis;RtM via: Polystachya;RtM via: Cyrtorchis;RtM via: Ossiculum;checkForceMH Boosted;Forced Non-Leaf Node Lookup:orchidaceae|TI|MM|431^11^0;675^10^0;750^29^0;801^11^0;569^11^0;596^16^0;637^10^0;504^9^0
20649699|Antihypertensive Agents|C0003364|454625|MH|||RC
20649699|Hypertension|C0020538|275846|MH|||RC
20649699|*Forest|C0086312|1152|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|286^6^0
20649700|*Phylogeny|C0031797|83382|MH|RtM via: Phylogeny;Forced Leaf Node Lookup:phylogenies;Forced Leaf Node Lookup:phylogeny|TI|MM|774^11^0;78^9^0
20649700|*Rubiaceae|C0524885|80106|MH|RtM via: Rubiaceae;RtM via: Bertiereae;RtM via: Calycosiphonia;RtM via: Cinchoneae;RtM via: Cinchonoideae;RtM via: Coffeeae;RtM via: Coptosapelta;RtM via: Coussareeae;RtM via: Cremaspora;RtM via: Crossopteryx;RtM via: Isertieae;RtM via: Lasiantheae;RtM via: Luculia;RtM via: Morelia <angiosperm>;RtM via: Ophiorrhizeae;RtM via: Palicoureeae;RtM via: Sabiceeae;RtM via: Aulacocalyx;RtM via: Colletoecema;RtM via: Spermacoceae;RtM via: Urophylleae;RtM via: Rubioideae;RtM via: Henriquezieae;RtM via: Rondeletieae;RtM via: Rubieae;RtM via: Calycophylleae;RtM via: Chiococceae;RtM via: Condamineeae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:rubiaceae|TI|MM|1798^9^0;206^9^0;112^16^0;119^9^0;2297^10^0;2428^14^0;2358^10^0;1035^13^0;837^13^0;2321^8^0;981^12^0;158^12^0;1404^11^0;2444^10^0;2456^12^0;2335^9^0;1388^11^0;969^7^0;146^7^0;2473^7^0;1373^13^0;2155^12^0;2285^9^0;2415^11^0;1332^12^0;1758^12^0;1360^11^0;1157^10^0;918^10^0;2122^13^0;1715^12^0;2176^7^0;1633^14^0;1687^11^0;1648^12^0;348^9^0
20649700|*Angiosperm|C0330209|68481|ET|Entry Term Replacement for "Magnoliopsida";RtM via: Angiosperm;RtM via: Magnoliopsida;checkForceMH Boosted;Forced Non-Leaf Node Lookup:angiosperms|TI|MM|101^10^0
20649700|*Genetic Speciation|C1563692|60789|MH|RtM via: Genetic Speciation;Forced Leaf Node Lookup:cladogenesis|TI|MM|1782^12^0
20649700|*Base Sequence|C0004793|54069|MH|RtM via: Base Sequence;RtM via: RNA Sequence;Forced Leaf Node Lookup:dna sequences|TI|MM|325^9^0;2061^13^0
20649700|*Accidental Falls|C0000921|50994|MH|RtM via: Accidental Falls;RtM via: Falls;Forced Leaf Node Lookup:falling|TI|MM|1437^7^0
20649700|Overweight|C0497406|178457|MH|||RC
20649700|Obesity|C0028754|110049|MH|||RC
20649700|*Plastid|C0206524|21531|ET|Entry Term Replacement for "Plastids";RtM via: Plastids;Forced Non-Leaf Node Lookup:plastids|TI|MM|287^7^0
20649700|*Pollen|C0032385|11655|MH|RtM via: Pollen;Forced Non-Leaf Node Lookup:pollen|TI|MM|886^6^0
20649700|*DNA|C0012854|1272|MH|RtM via: Nuclear deoxyribonucleic acid;Forced Non-Leaf Node Lookup:dna|TI|MM|305^11^0;313^3^0
20649708|Benin|C0005005|24503|MH|RtM via: Benin Republic;Forced Leaf Node Lookup:republic of benin;Forced Leaf Node Lookup:benin|TI|MM|1110^5^0;391^5^0;159^5^0;147^17^0
20649708|*Water|C0043047|15625|MH|RtM via: Water;checkForceMH Boosted|TI|MM|827^5^0
20649708|Interstitial Cells of Cajal|C1512901|105405|MH|||RC
20649708|Muscle, Smooth|C1267092|43058|MH|||RC
20649708|*Climate|C0008946|10650|MH|RtM via: Climate|TI|MM|912^7^0
20649708|*Forest|C0086312|9315|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|1437^6^0;212^6^0
20649708|*Survey|C0038951|714|ET|Entry Term Replacement for "Surveys and Questionnaires";RtM via: Surveys;Forced Non-Leaf Node Lookup:surveys|TI|MM|133^6^0
20649709|*Ferns|C0331729|10153|MH|RtM via: Ferns;checkForceMH Boosted;Forced Non-Leaf Node Lookup:ferns|TI|MM|204^5^0
20649709|Berlin|C0005125|9895|MH|RtM via: City of Berlin;Forced Leaf Node Lookup:berlin|TI|MM|391^6^0
20649709|Paris|C0030561|9895|MH|RtM via: Paris, France;Forced Leaf Node Lookup:paris|TI|MM|420^5^0
20649709|Dermatitis, Atopic|C0011615|26979|MH|||RC
20649709|Skin|C1123023|24145|MH|||RC
20649709|*Names|C0027365|4653|MH|RtM via: Name;RtM via: Person Name|TI|MM|172^5^0;155^5^0;29^5^0
20649709|*Melanthiaceae|C1015282|2577|MH|RtM via: Genus Paris|TI|MM|420^5^0
20649710|*Introduced Species|C2936532|100298|MH|RtM via: Invasive Species;Forced Leaf Node Lookup:invasive species;checkForceMH Boosted|TI|MM|198^16^0
20649710|*Verbena|C1001150|98813|MH|RtM via: Verbena brasiliensis;Forced Leaf Node Lookup:verbenas;checkForceMH Boosted|TI|MM|21^20^0
20649710|Georgia|C0017452|49417|MH|RtM via: Georgia, USA;Forced Leaf Node Lookup:georgia|TI|MM|114^7^0
20649710|Fluconazole|C0016277|351500|MH|||RC
20649710|Tinea Versicolor|C0040262|167458|MH|||RC
20649711|*Trees|C0040811|131226|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM|672^5^0;195^4^0;42^4^0
20649711|*Acacia|C0000869|104223|MH|RtM via: Acacia;RtM via: Acacia mangium;RtM via: Acacia auriculiformis;Forced Leaf Node Lookup:acacias;checkForceMH Boosted|TI|MM|2452^6^0;2110^6^0;780^6^0;2019^14^0;702^14^0;2698^21^0;1996^21^0;1196^21^0;679^21^0;826^6^0;2227^6^0
20649711|*Eucalyptus|C0015148|86580|MH|RtM via: Eucalyptus camaldulensis;Forced Leaf Node Lookup:eucalyptus;checkForceMH Boosted|TI|MM|2503^24^0;2060^24^0;1024^24^0;746^24^0
20649711|*Allelopathy|C3658358|49689|MH|RtM via: Allelopathy;Forced Leaf Node Lookup:allelopathy|TI|MM|1130^11^0;635^11^0
20649711|*Soil|C0037592|44850|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soil|TI|MM|1107^4^0;608^4^0
20649711|Benin|C0005005|41532|MH|RtM via: Benin Republic;Forced Leaf Node Lookup:benin|TI|MM|137^5^0
20649711|Mycosis Fungoides|C0026948|540251|MH|||RC
20649711|Skin Neoplasms|C0037286|46728|MH|||RC
20649711|*Cyclophosphamide|C0010583|6888|MH|RtM via: cisplatin/cyclophosphamide/doxorubicin/teniposide protocol|TI|MM|2693^4^0
20649711|Hydrogen-Ion Concentration|C0020283|1000|MH|Forced Non-Leaf Node Lookup:acidification;Forced Non-Leaf Node Lookup:ph||MM|1112^13^0;2577^13^0;1888^2^0
20649712|*Rubiaceae|C0524885|45847|MH|RtM via: Rubiaceae;RtM via: Bertiera bicarpellata;checkForceMH Boosted;Forced Non-Leaf Node Lookup:rubiaceae|TI|MM|48^9^0;240^21^0;263^8^0;194^8^0;38^8^0
20649712|Cameroon|C0006802|37354|MH|RtM via: Cameroon;Forced Leaf Node Lookup:cameroons|TI|MM|64^8^0
20649712|Gabon|C0016910|37354|MH|RtM via: Gabon;Forced Leaf Node Lookup:gabon|TI|MM|77^5^0
20649712|*Inflorescence|C2697680|33709|MH|RtM via: Inflorescence;Forced Leaf Node Lookup:inflorescences|TI|MM|355^14^0;398^14^0
20649712|Infliximab|C0666743|178505|MH|||RC
20649712|Dermatologic Agents|C0011625|164454|MH|||RC
20649713|*Asteraceae|C0446228|34818|MH|RtM via: Asteraceae;RtM via: Helenium;checkForceMH Boosted;Forced Non-Leaf Node Lookup:asteraceae|TI|MM|275^10^0;255^8^0
20649713|*Chenopodiaceae|C0446248|32676|MH|RtM via: Chenopodiaceae;RtM via: Amaranthaceae <Dysphania>;checkForceMH Boosted;Forced Non-Leaf Node Lookup:chenopodiaceae|TI|MM|403^14^0;375^9^0
20649713|Belgium|C0004950|25149|MH|RtM via: Belgium;RtM via: Belgians;Forced Leaf Node Lookup:belgians;Forced Leaf Node Lookup:belgium|TI|MM|86^7^0;103^7^0
20649713|*Medicago|C0086598|12882|MH|RtM via: Medicago monantha;checkForceMH Boosted|TI|MM|446^17^0
20649713|Pyoderma|C0034212|62878|MH|||RC
20649713|Stomatitis|C0038362|38298|MH|||RC
20649714|*Peperomia|C1000588|13130|MH|RtM via: Peperomia;Forced Leaf Node Lookup:peperomias;checkForceMH Boosted|TI|MM|373^9^0;268^9^0;153^9^0;45^9^0;177^9^0;205^9^0;397^9^0;424^9^0
20649714|*Expeditions|C0015315|9706|MH|RtM via: Expeditions;Forced Leaf Node Lookup:expeditions|TI|MM|55^10^0
20649714|Darier Disease|C0022595|87842|MH|||RC
20649714|Sarcoplasmic Reticulum Calcium-Transporting ATPases|C0916181|14347|MH|||RC
20649715|*Arisaema|C0331461|87612|MH|RtM via: Arisaema;Forced Leaf Node Lookup:arisaemas;checkForceMH Boosted|TI|MM|21^8^0
20649715|Angiomatosis, Bacillary|C0085434|302331|MH|||RC
20649715|Bartonella henselae|C0242631|106215|MH|||RC
20649715|India|C0021201|16518|MH|RtM via: India;Forced Non-Leaf Node Lookup:india|TI|MM|95^5^0
20649716|*Rubiaceae|C0524885|31283|MH|RtM via: Rubiaceae;RtM via: Mantalania;checkForceMH Boosted;Forced Non-Leaf Node Lookup:rubiaceae|TI|MM|71^9^0;21^10^0
20649716|*Fruit|C0016767|15845|MH|RtM via: Fruit;Forced Leaf Node Lookup:fruits|TI|MM|172^5^0
20649716|Madagascar|C0024443|12554|MH|RtM via: Madagascar;Forced Leaf Node Lookup:madagascar|TI|MM|128^10^0
20649716|Acrodermatitis|C0001197|219742|MH|||RC
20649716|Zinc|C0043481|14862|MH|||RC
20649716|*Flower|C0330090|3246|ET|Entry Term Replacement for "Flowers";RtM via: Flowers;Forced Non-Leaf Node Lookup:flowers|TI|MM|485^6^0
20649716|*Forest|C0086312|1488|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|224^6^0
20649717|*Aframomum|C1136306|27318|ET|Entry Term Replacement for "Zingiberaceae";RtM via: Aframomum;checkForceMH Boosted|TI|MM|21^9^0
20649717|*Parks, Recreational|C0237771|25452|MH|RtM via: National Parks;Forced Leaf Node Lookup:national parks|TI|MM|53^13^0
20649717|Rwanda|C0035978|24204|MH|RtM via: Rwanda;Forced Leaf Node Lookup:rwanda|TI|MM|123^6^0
20649717|Melanoma, Amelanotic|C0206735|279089|MH|||RC
20649717|Skin Neoplasms|C0037286|37333|MH|Neoplasm Coordination Rule: Melanoma, Amelanotic||MM;RC
20649717|carmin protein, Carthamus tinctorius|C0209298|9226|NM|RtM via: carmin protein, Carthamus tinctorius|TI|MM|184^6^0
20649717|*Plant Proteins|C0032089|9225|HM|RtM via: carmin protein, Carthamus tinctorius|TI|MM|184^6^0
20649718|*Leguminosae|C0023263|77569|ET|Entry Term Replacement for "Fabaceae";RtM via: Fabaceae;RtM via: mimosoid clade;RtM via: Inga edulis;RtM via: Inga <plant>;checkForceMH Boosted;Forced Non-Leaf Node Lookup:leguminosae|TI|MM|357^11^0;370^11^0;306^11^0;56^11^0;344^4^0;44^4^0
20649718|Brazil|C0006137|75904|MH|RtM via: Brazil;Forced Leaf Node Lookup:brazil|TI|MM|84^6^0
20649718|Congo|C0009738|75904|MH|RtM via: Congo;Forced Leaf Node Lookup:congo|TI|MM|398^5^0;116^5^0;506^5^0
20649718|Pilomatrixoma|C0206711|1068803|MH|||RC
20649718|Hair Diseases|C0018500|381564|MH|Neoplasm Coordination Rule: Pilomatrixoma||MM;RC
20649718|Skin Neoplasms|C0037286|65194|MH|Neoplasm Coordination Rule: Pilomatrixoma||MM;RC
20649719|*Psychotria|C1001324|76079|MH|RtM via: Psychotria;Forced Leaf Node Lookup:psychotrias;checkForceMH Boosted|TI|MM|21^10^0
20649719|*Rubiaceae|C0524885|42394|MH|RtM via: Rubiaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:rubiaceae|TI|MM|42^9^0
20649719|Ghana|C0017516|26965|MH|RtM via: Ghana;Forced Leaf Node Lookup:ghana|TI|MM|99^5^0
20649719|Liberia|C0023617|26965|MH|RtM via: Liberia;Forced Leaf Node Lookup:liberia|TI|MM|73^7^0
20649719|Genetic Predisposition to Disease|C0314657|66645|MH|||RC
20649719|Gene Frequency|C0017270|56687|MH|||RC
20649719|*Forests|C0086312|1602|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|62^7^0
20649728|*Closterium|C1004909|26088|MH|RtM via: Closterium;Forced Leaf Node Lookup:closterium;checkForceMH Boosted|TI|MM|210^10^0
20649728|*Incus|C0021181|9399|MH|RtM via: Incus structure;Forced Leaf Node Lookup:incus|TI|MM|412^5^0
20649728|Netherlands|C0027778|9072|MH|RtM via: Netherlands;Forced Leaf Node Lookup:netherlands|TI|MM|30^11^0
20649728|Adenocarcinoma, Mucinous|C0007130|22973|MH|||RC
20649728|Skin Neoplasms|C0037286|22529|MH|||RC
20649728|*Calculus|C0006736|264|ET|Entry Term Replacement for "Calculi";RtM via: Calculi;Forced Non-Leaf Node Lookup:calculus|TI|MM|93^8^0
20649728|*Habitat|C0871648|120|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM|457^7^0
20649729|*Quercus|C0330302|121587|MH|RtM via: Quercus petraea;Forced Leaf Node Lookup:quercus;Forced Leaf Node Lookup:oak;checkForceMH Boosted|TI|MM|76^15^0;71^3^0
20649729|*Picea|C0949850|96878|MH|RtM via: Picea;Forced Leaf Node Lookup:piceas;checkForceMH Boosted|TI|MM|118^6^0;126^5^0
20649729|*Diatoms|C0162769|89399|MH|RtM via: Diatoms;Forced Leaf Node Lookup:bacillariophytas;checkForceMH Boosted|TI|MM|308^15^0
20649729|*Abies|C0330195|79574|MH|Forced Leaf Node Lookup:abies;checkForceMH Boosted|TI|MM|132^5^0
20649729|*Euglenophyta|C0085353|50368|ET|Entry Term Replacement for "Euglenida";RtM via: Euglenida;checkForceMH Boosted;Forced Non-Leaf Node Lookup:euglenophytas|TI|MM|364^12^0
20649729|*Soil|C0037592|42007|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soil|TI|MM|25^4^0
20649729|Belgium|C0004950|39787|MH|RtM via: Belgians;Forced Leaf Node Lookup:belgians|TI|MM|180^7^0
20649729|Melanoma|C0025202|374136|MH|||RC
20649729|Skin Neoplasms|C0037286|271034|MH|||RC
20649729|lime|C0064990|50431|NM|RtM via: Calcium oxide|TI|MM|45^5^0
20649729|*Oxides|C0030015|29115|HM|RtM via: Calcium oxide|TI|MM|45^5^0
20649729|*Calcium Compounds|C0206106|50430|HM|RtM via: Calcium oxide|TI|MM|45^5^0
20649729|*Chlorophyta|C0002032|17085|MH|RtM via: Chlorophyta;RtM via: Elliptochloris perforata;Forced Non-Leaf Node Lookup:chlorophyta|TI|MM|214^11^0;440^24^0;390^14^0
20649729|Norway|C0028423|9|MH|RtM via: Norway|TI|MM|111^6^0
20649730|Exell|C0535987|116790|NM|RtM via: Exell;Forced SCR Leaf Node Lookup:exell|TI|MM|501^5^0
20649730|*Antimalarials|C0003374|93482|MH|RtM via: Antimalarials;Forced Leaf Node Lookup:anti-malarials;checkForceMH Boosted|TI|MM|606^13^0
20649730|*Annonaceae|C0949899|72007|MH|RtM via: Annonaceae;RtM via: Annickia;checkForceMH Boosted;Forced Non-Leaf Node Lookup:annonaceae|TI|MM|130^10^0;781^8^0;147^8^0
20649730|*Phylogeny|C0031797|45475|MH|RtM via: Phylogeny;Forced Lookup:phylogenetic|TI|MM|209^12^0
20649730|Cameroon|C0006802|45124|MH|RtM via: Cameroon;Forced Leaf Node Lookup:cameroons|TI|MM|692^8^0
20649730|Nigeria|C0028075|45121|MH|RtM via: Nigeria;Forced Leaf Node Lookup:nigeria|TI|MM|680^7^0
20649730|*Plant Bark|C0949119|45112|MH|Forced Leaf Node Lookup:bark|TI|MM|573^4^0
20649730|Melanoma|C0025202|328589|MH|||RC
20649730|Skin Neoplasms|C0037286|243148|MH|||RC
20649730|*Fatty Acids|C0015684|116789|HM|RtM via: Exell|TI|MM|501^5^0
20649730|*Ethanol|C0001962|115727|HM|RtM via: Exell|TI|MM|501^5^0
20649730|*Ethylene Glycols|C0015086|116627|HM|RtM via: Exell|TI|MM|501^5^0
20649731|*Rivers|C0337050|10790|MH|RtM via: Rivers;Forced Leaf Node Lookup:rivers|TI|MM|81^5^0
20649731|Gabon|C0016910|10091|MH|RtM via: Gabon;Forced Leaf Node Lookup:gabon|TI|MM|95^5^0
20649731|Guinea|C0018381|10091|MH|RtM via: Guinea (geographic area);Forced Leaf Node Lookup:guinea|TI|MM|321^6^0;203^6^0
20649731|Endoscopes, Gastrointestinal|C0752152|114560|MH|||RC
20649731|Endoscopy, Gastrointestinal|C0079278|31064|MH|||RC
20649731|*Flowers|C0330090|5640|MH|RtM via: Flowers;Forced Non-Leaf Node Lookup:flowers|TI|MM|271^7^0
20649731|*Plant Leaves|C0242724|4698|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves|TI|MM|217^6^0
20649732|*Rubiaceae|C0524885|54058|MH|RtM via: Rubiaceae;RtM via: Enterospermum;RtM via: Ixora;checkForceMH Boosted;Forced Non-Leaf Node Lookup:rubiaceae|TI|MM|199^9^0;410^11^0;286^13^0;69^11^0;423^5^0;240^5^0
20649732|Madagascar|C0024443|53122|MH|RtM via: Madagascar;Forced Leaf Node Lookup:madagascar|TI|MM|212^10^0
20649732|Colonic Polyps|C0009376|389059|MH|||RC
20649732|Colonoscopy|C0009378|299470|MH|||RC
20649738|*Crotalaria|C0330703|406862|MH|RtM via: Crotalaria;Forced Leaf Node Lookup:crotalarias;checkForceMH Boosted|TI|MM|489^10^0
20649738|*Indigofera|C0330764|395825|MH|RtM via: Indigofera;Forced Leaf Node Lookup:indigoferas;checkForceMH Boosted|TI|MM|504^10^0
20649738|*Leguminosae|C0023263|218869|ET|Entry Term Replacement for "Fabaceae";RtM via: Fabaceae;RtM via: Caesalpinioideae;RtM via: Papilionoideae;RtM via: mimosoid clade;checkForceMH Boosted;Forced Non-Leaf Node Lookup:leguminosae|TI|MM|260^11^0;25^11^0;38^16^0;72^14^0;56^11^0
20649738|Angola|C0003023|159916|MH|RtM via: Angola;Forced Leaf Node Lookup:angola|TI|MM|417^6^0;308^6^0;91^6^0
20649738|Helicobacter Infections|C0079487|616226|MH|||RC
20649738|Helicobacter pylori|C0079488|522464|MH|||RC
20649739|*Diatoms|C0162769|69648|MH|RtM via: Diatoms;RtM via: Surirella;Forced Leaf Node Lookup:diatoms;checkForceMH Boosted|TI|MM|326^6^0;274^6^0;1021^9^0;928^9^0;754^9^0;501^9^0;21^9^0
20649739|*Lakes|C0337049|36168|MH|RtM via: Lake (environment);Forced Leaf Node Lookup:lakes|TI|MM|436^5^0
20649739|Klebsiella Infections|C0022729|333951|MH|||RC
20649739|Klebsiella pneumoniae|C0001699|231726|MH|||RC
