41971826|Animals|D000818|2410|CT|Coleoptera;CT Treecode Lookup: B01.050.500.131 (Coleoptera)||MM;RC
41972461|*Wetlands|D053833|644038|MH|RtM via: Wetlands;Forced Leaf Node Lookup:wetlands|TI|MM|2323^7^0;1261^7^0;1090^7^0;1025^7^0;924^7^0
41972461|*Limestone|D002119|644014|ET|Entry Term Replacement for "Calcium Carbonate";RtM via: Limestone;checkForceMH Boosted;Forced Non-Leaf Node Lookup:limestone|TI|MM|1184^9^0;252^9^0;111^9^0
41972461|*Allium|D000490|643849|MH|RtM via: Allium stellatum;checkForceMH Boosted;Forced Non-Leaf Node Lookup:allium|TI|MM|1920^6^1;1932^9^1;621^6^1;633^9^1
41972461|*Seasons|D012621|643630|MH|Forced Leaf Node Lookup:seasonal|TI|MM|1252^8^0
41972461|*Dietary Supplements|D019587|1047|MH|RtM via: Dietary Supplements|TI|MM|1077^11^0
41972461|Southeastern United States|D015144|855|MH|RtM via: Southeastern United States;Forced Non-Leaf Node Lookup:southeastern united states|TI|MM|148^26^0
41972461|*Personal Satisfaction|D010549|528|MH|RtM via: Satisfaction|TI|MM|1126^9^0
41972461|*Plantaginaceae|D000068377|516|MH|RtM via: Gratiola quartermaniae|TI|MM|2097^22^0;800^22^0
41972461|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|2137^3^0
41972002|Humans|D006801|2731447|CT|Forced Humans: university;Forced Humans: students|TI|MM
41972002|Japan|D007564|221218|MH|RtM via: Japan;Forced Leaf Node Lookup:japanese|TI|MM;RC|84^5^0;1003^8^0
41972002|China|D002681|113675|MH|RtM via: China;Forced Leaf Node Lookup:chinese|TI|MM;RC|623^5^0;115^5^0;977^7^0
41972002|*Universities|D014495|113072|MH|RtM via: Universities;Forced Leaf Node Lookup:university|TI|MM|890^10^0;460^10^0;507^10^0
41972002|North Carolina|D009657|109895|MH|RtM via: North Carolina;Forced Leaf Node Lookup:north carolina|TI|MM|486^14^0;528^14^0
41972002|*Hybridization, Genetic|D006824|2001|MH|RtM via: Crossbreeding|TI|MM;RC|1116^13^0
41972002|*Students|D013334|1029|MH|RtM via: student;Forced Non-Leaf Node Lookup:students|TI|MM|437^8^0
41972002|*Ascomycota|D001203|975|MH|RtM via: Lanceolata (fungus)|TI|MM;RC|1276^10^0;1015^10^0
41972002|*Geography|D005843|786|MH|RtM via: Geography;Forced Non-Leaf Node Lookup:geography|TI|MM|342^9^0
41971478|*Typhaceae|D032401|5852|MH|RtM via: Sparganium americanum;RtM via: Typha angustifolia;Forced Leaf Node Lookup:typhas;checkForceMH Boosted|TI|MM|1783^21^0;608^21^0;1457^18^0;286^18^0
41971478|*Carex Plant|D031255|3482|MH|RtM via: Carex intumescens;Forced Leaf Node Lookup:carex;checkForceMH Boosted|TI|MM|1954^17^0;768^17^0
41971478|*Carya|D031325|2873|MH|RtM via: Carya glabra;RtM via: Carya laciniosa;Forced Leaf Node Lookup:caryas;checkForceMH Boosted|TI|MM|1571^12^0;397^12^0;2226^15^0;1973^15^0;1026^15^0;787^15^0;1552^5^0;378^5^0
41971478|*Eichhornia|D031806|2543|MH|RtM via: Eichhornia crassipes;Forced Leaf Node Lookup:eichhornias;checkForceMH Boosted|TI|MM|2112^20^0;1611^20^0;930^20^0;437^20^0
41971478|*Menispermum|D031603|2069|MH|RtM via: Menispermum canadense;Forced Leaf Node Lookup:menispermum canadenses;checkForceMH Boosted|TI|MM|2264^21^0;1994^21^0;1065^21^0;808^21^0
41971478|*Senecio|D012674|2060|MH|RtM via: Senecio vulgaris (organism);Forced Leaf Node Lookup:senecios;checkForceMH Boosted|TI|MM|2136^16^0;1765^16^0;956^16^0;590^16^0
41971478|*Callicarpa|D032408|1976|MH|RtM via: Callicarpa americana;Forced Leaf Node Lookup:callicarpa;checkForceMH Boosted|TI|MM|1932^20^0;746^20^0
41971478|*Podophyllum peltatum|D028144|1901|MH|RtM via: Podophyllum peltatum;Forced Leaf Node Lookup:podophyllum peltatum;checkForceMH Boosted|TI|MM|1671^20^0;496^20^0
41971478|*Polystichum|D032493|1901|MH|RtM via: Polystichum acrostichoides;Forced Leaf Node Lookup:polystichums;checkForceMH Boosted|TI|MM|1693^26^0;518^26^0
41971478|*Checklist|D057189|1888|MH|RtM via: Checklist;Forced Leaf Node Lookup:checklists|TI|MM|101^9^0
41971478|*Chenopodium|D027462|1456|MH|RtM via: Chenopodium standleyanum;checkForceMH Boosted;Forced Non-Leaf Node Lookup:chenopodiums|TI|MM|1585^24^0;411^24^0
41971478|Mississippi|D008922|949|MH|RtM via: Mississippi (geographic location);Forced Leaf Node Lookup:mississippi|TI|MM|2041^11^0;1500^11^0;1227^11^0;847^11^0;324^11^0;44^11^0;114^11^0;686^11^0;1292^11^0;1883^11^0
41971478|*Cyperaceae|D029785|2886|MH|RtM via: Scirpus atrovirens|TI|MM|1745^18^0;570^18^0
41971478|*Saxifragales|D000076607|1761|MH|RtM via: Proserpinaca palustris|TI|MM|1721^22^0;546^22^0
41971478|*Poaceae|D006109|1539|MH|RtM via: Oplismenus|TI|MM|1650^10^0;475^10^0
41971478|*Apiaceae|D019661|1245|MH|RtM via: Bowlesia incana|TI|MM|2074^15^0;1514^15^0;892^15^0;340^15^0
41971478|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|2153^3^0;2286^3^0
41971453|disalicylaldehyde ethylenediamine|C011452|772|NM|RtM via: salen;Forced SCR Leaf Node Lookup:salen|TI|MM|1481^5^0
41971453|variacin|C099477|727|NM|RtM via: variacin;Forced SCR Leaf Node Lookup:variacin|TI|MM|1632^8^0
41971453|relacin|C580565|703|NM|Forced SCR Leaf Node Lookup:relacin|TI|MM|1816^7^0
41971453|*Soil|D012987|588|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soil|TI|MM|783^4^0;578^4^0
41971453|*Cluster Analysis|D016000|1011|MH|RtM via: statistical cluster;Forced Non-Leaf Node Lookup:cluster analysis|TI|MM|299^16^0;210^16^0
41971453|*Ethylenediamines|D005029|771|HM|RtM via: salen|TI|MM|1481^5^0
41971453|*Bacteriocins|D001430|726|HM|RtM via: variacin|TI|MM|1632^8^0
41971453|*Dipeptides|D004151|702|HM|RtM via: relacin|TI|MM|1816^7^0
41971453|*Deoxyguanosine|D003849|414|HM|RtM via: relacin|TI|MM|1816^7^0
41972139|Venezuela|D014687|979|MH|RtM via: Venezuela;Forced Leaf Node Lookup:venezuela|TI|MM;RC|550^9^0;476^9^0;329^9^0;276^9^0;139^9^0;84^9^0
41971601|Costa Rica|D003364|910|MH|RtM via: Costa Rica;Forced Leaf Node Lookup:costa rica|TI|MM;RC|200^10^0;64^10^0
41971601|*Solanaceae|D019657|48|MH|RtM via: Cuatresia|TI|MM|162^9^0;21^9^0
41971601|*Environment|D004777|42|MH|RtM via: Para (geographic area)|TI|MM|195^4^0
24621087|Carbon-14|C000615234|111538|NM|Forced SCR Leaf Node Lookup:carbon-14|TI|MM|388^9^0
24621087|*Carbon Radioisotopes|D002250|111537|MH|RtM via: Carbon-14;Forced Lookup:carbon-14|TI|MM|388^9^0
24621087|variacin|C099477|75663|NM|RtM via: variacin;Forced SCR Leaf Node Lookup:variacin|TI|MM|803^8^0
24621087|*Fossils|D005580|75155|MH|RtM via: Fossils;Forced Leaf Node Lookup:fossils|TI|MM|539^7^0;26^6^0
24621087|*Hippocrateaceae|D031320|74228|MH|RtM via: Hippocratea volubilis;Forced Leaf Node Lookup:hippocrateas;checkForceMH Boosted|TI|MM|655^21^0;44^21^0
24621087|*Sulindac|D013467|74228|MH|RtM via: Copal;Forced Leaf Node Lookup:copal;checkForceMH Boosted|TI|MM|893^5^0;707^5^0;282^5^0;90^5^0
24621087|*Proton Magnetic Resonance Spectroscopy|D066244|38203|MH|RtM via: Proton Magnetic Resonance Spectroscopy;Forced Leaf Node Lookup:proton magnetic resonance spectroscopy|TI|MM|479^38^0
24621087|*Laboratories|D007753|37717|MH|RtM via: Laboratory;Forced Leaf Node Lookup:laboratories|TI|MM|412^12^0
24621087|Antigua and Barbuda|D000958|37396|MH|RtM via: Antigua;Forced Leaf Node Lookup:antigua|TI|MM|1092^7^0
24621087|Dominican Republic|D004293|37396|MH|RtM via: Dominican Republic;Forced Leaf Node Lookup:dominican republic|TI|MM|129^18^0
24621087|Taste Perception|D055697|186336|MH|||RC
24621087|Taste|D013649|129025|MH|||RC
24621087|*Bacteriocins|D001430|75662|HM|RtM via: variacin|TI|MM|803^8^0
24621087|*Flowers|D035264|1398|MH|RtM via: Flowers;Forced Non-Leaf Node Lookup:flowers|TI|MM|33^7^0
41971460|Humans|D006801|38531248|CT|Forced Humans: university;Forced Humans: families|TI|MM;RC
41971460|*Introduced Species|D058865|3087156|MH|RtM via: Invasive Species;Forced Leaf Node Lookup:invasive pest;checkForceMH Boosted|TI|MM|859^8^1;879^7^1
41971460|*Seasons|D012621|3085722|MH|RtM via: Seasons;Forced Leaf Node Lookup:seasons|TI|MM|552^6^0;136^7^0
41971460|*Quercus|D029963|3084894|MH|Forced Leaf Node Lookup:oak;checkForceMH Boosted|TI|MM|520^3^0
41971460|*Pinophyta|D064028|1550907|ET|Entry Term Replacement for "Tracheophyta";RtM via: Division Equisetophyta;RtM via: Equisetidae;RtM via: Tracheophyta;RtM via: Lycopodiidae;RtM via: Lycopodiophyta;checkForceMH Boosted;Forced Non-Leaf Node Lookup:pinophyta|TI|MM|2078^13^0;942^13^0;2121^9^0;984^9^0;677^15^0;2058^14^0;922^14^0
41971460|*Wetlands|D053833|1543836|MH|RtM via: Wetlands;Forced Leaf Node Lookup:wetlands|TI|MM|635^7^0
41971460|*Lakes|D060106|1543248|MH|RtM via: Lake (environment);Forced Leaf Node Lookup:lake|TI|MM|363^4^0
41971460|*Universities|D014495|1542861|MH|RtM via: Universities;Forced Leaf Node Lookup:university|TI|MM|88^10^0
41971460|Kentucky|D007629|1542450|MH|RtM via: Calloway County, KY;RtM via: Kentucky (geographic area);Forced Leaf Node Lookup:kentucky|TI|MM|269^15^0;2012^8^0;1535^8^0;1272^8^0;850^8^0;457^8^0;243^8^0;354^8^0;1425^8^0
41971460|*Grassland|D065948|1542447|MH|Forced Leaf Node Lookup:grasslands|TI|MM|559^9^0
41971460|*Forest|D065928|2205|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|532^6^0
41971460|*Habitats|D017753|1680|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM|1781^8^0;667^8^0
41971460|*Magnoliopsida|D019684|1644|MH|RtM via: Angiosperm|TI|MM|2137^13^0;1003^13^0
41971460|*Biological Phenomena|D001686|837|MH|RtM via: Tissue Growth|TI|MM|128^7^0
41971460|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|1764^3^0;1814^3^0;1916^3^0;1934^3^0;1975^3^0;2050^3^0
24621172|*Angiosperms|D019684|3376|ET|Entry Term Replacement for "Magnoliopsida";RtM via: Angiosperm;RtM via: Magnoliopsida;checkForceMH Boosted;Forced Non-Leaf Node Lookup:angiosperma|TI|MM|391^11^0;1256^11^0
24621172|*Oxalis|D065825|2518|ET|Entry Term Replacement for "Oxalidaceae";RtM via: Oxalis debilis;RtM via: Oxalis articulata;checkForceMH Boosted;Forced Non-Leaf Node Lookup:oxalis|TI|MM|1398^14^0;1292^14^0;532^14^0;426^14^0;1469^17^0;604^17^0;1665^6^0;1520^6^0;805^6^0;661^6^0
24621172|*Rosa|D027826|1877|MH|RtM via: Rosa;Forced Leaf Node Lookup:rosa;checkForceMH Boosted|TI|MM|1697^4^0
24621172|*Lavandula|D027523|1694|MH|RtM via: Lavandula;RtM via: Lavandula angustifolia;Forced Leaf Node Lookup:lavenders;checkForceMH Boosted|TI|MM|833^8^0
24621172|*Persea|D027421|1151|MH|RtM via: Persea borbonia;Forced Leaf Node Lookup:perseas;checkForceMH Boosted|TI|MM|1068^15^0;892^15^0;194^15^0;21^15^0
24621172|*Prosopis|D029862|1091|MH|RtM via: Prosopis glandulosa;Forced Leaf Node Lookup:prosopis;checkForceMH Boosted|TI|MM|1145^19^0;936^19^0;272^19^0;65^19^0
24621172|*Introduced Species|D058865|980|MH|Forced Leaf Node Lookup:non-native species;checkForceMH Boosted|TI|MM|639^18^0
24621172|*Pinus|D028223|613|MH|RtM via: Pinus palustris;checkForceMH Boosted;Forced Non-Leaf Node Lookup:pinus|TI|MM|1195^15^0;981^15^0;328^15^0;112^15^0
24621172|Arkansas|D001131|541|MH|RtM via: Arkansas;Forced Leaf Node Lookup:arkansas|TI|MM|1738^8^0;1579^8^0;1388^8^0;1124^8^0;1058^8^0;876^8^0;728^8^0;522^8^0;251^8^0;178^8^0
24621172|*Confusion|D003221|1170|MH|RtM via: Clouded consciousness;RtM via: Confusion|TI|MM|589^8^0
24621172|*Flowers|D035264|768|MH|RtM via: Flowers;Forced Non-Leaf Node Lookup:flowers|TI|MM|850^7^0
24621172|*Amaranthaceae|D027703|342|MH|RtM via: Gomphrena globosa|TI|MM|1270^17^0;404^17^0
24621172|*Acanthaceae|D027901|147|MH|RtM via: Ruellia nudiflora;Forced Non-Leaf Node Lookup:ruellia|TI|MM|1316^17^0;452^17^0
24621114|Humans|D006801|1000|CT|Forced Humans:D Students, Medical||MM
24621114|*Clover|D029902|34011|ET|Entry Term Replacement for "Medicago";RtM via: Clover;checkForceMH Boosted;Forced Non-Leaf Node Lookup:clovers|TI|MM|690^6^0;94^6^0
24621114|Texas|D013781|33195|MH|RtM via: Tarrant County, TX;RtM via: Texas;Forced Leaf Node Lookup:texas|TI|MM|208^16^0;862^5^0;748^5^0;264^5^0;162^5^0
24621114|*Grassland|D065948|33192|MH|Forced Leaf Node Lookup:prairies|TI|MM|86^7^0;682^7^0
24621114|Interprofessional Relations|D007400|166444|MH|||RC
24621114|Students, Medical|D013337|94734|MH|||RC
41971983|Brazil|D001938|1670|MH|RtM via: Brazil;RtM via: brazilian;Forced Leaf Node Lookup:brazil|TI|MM|1776^6^0;1247^6^0;629^6^0;370^6^0;2464^9^0
41971983|*Fruit|D005638|1211|MH|RtM via: Fruit;Forced Leaf Node Lookup:fruits|TI|MM|2099^5^0
41971983|relacin|C580565|632|NM|Forced SCR Leaf Node Lookup:relacin|TI|MM|1269^7^0
41971983|Mexico|D008800|293|MH|RtM via: Mexico;Forced Leaf Node Lookup:mexico|TI|MM;RC|1748^6^0
41971983|*Dipeptides|D004151|631|HM|RtM via: relacin|TI|MM|1269^7^0
41971983|*Social Segregation|D000072699|486|MH|RtM via: Racial Segregation|TI|MM|2374^10^0
41971983|*Rubiaceae|D019666|462|MH|RtM via: Spermacoceae;RtM via: Staelia|TI|MM|2544^12^0;1452^12^0;2278^7^0;2212^7^0;1826^7^0;1625^7^0;1485^7^0;962^7^0;892^7^0;418^7^0;159^7^0;44^7^0
41971983|*Deoxyguanosine|D003849|407|HM|RtM via: relacin|TI|MM|1269^7^0
41971983|*Pollen|D011058|150|MH|RtM via: Pollen;Forced Non-Leaf Node Lookup:pollen|TI|MM|2091^6^0
41971983|Seeds|D012639|1000|MH|Forced Non-Leaf Node Lookup:seed||MM|2110^4^0
41971983|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|1337^3^0
41972403|*Myxomycetes|D009235|4855|MH|RtM via: Myxomycetes;RtM via: Arcyria;checkForceMH Boosted;Forced Non-Leaf Node Lookup:plasmodial slime molds|TI|MM|48^11^0;61^22^0;841^7^0;333^7^0
41972403|*Physarum|D010804|4609|MH|RtM via: Physarum bogoriense;checkForceMH Boosted;Forced Non-Leaf Node Lookup:physarums|TI|MM|953^19^0;454^19^0
41972403|*Checklist|D057189|961|MH|RtM via: Checklist;Forced Leaf Node Lookup:checklists|TI|MM|31^9^0
41972403|Texas|D013781|610|MH|RtM via: Texas;Forced Leaf Node Lookup:texas|TI|MM|821^5^0;783^5^0;309^5^0;276^5^0
41972403|*Physarida|D016838|1461|MH|RtM via: Physarella oblonga;RtM via: Craterium|TI|MM|931^18^0;430^18^0;907^9^0;406^9^0
41972403|*Environment|D004777|804|MH|RtM via: Para (geographic area)|TI|MM|816^4^0;729^4^0
41972403|*Habitats|D017753|633|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM|1001^8^0;544^8^0
41972403|*Preservation, Biological|D011309|324|MH|RtM via: Biologic Preservation|TI|MM|625^8^0;323^8^0;234^8^0;113^8^0
41972403|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|712^3^0;761^3^0
41972294|*Salvia|D027544|778|MH|RtM via: Salvia;checkForceMH Boosted;Forced Non-Leaf Node Lookup:salvias|TI|MM|297^6^0;21^6^0
41972294|*Saliva|D012463|622|MH|RtM via: saliva;Forced Leaf Node Lookup:salivas|TI|MM|394^6^0
41972294|basic fuchsin|C025485|560|NM|RtM via: rosaniline hydrochloride|TI|MM|497^7^0;181^7^0
41972294|*Rosaniline Dyes|D012394|559|MH|RtM via: Rosaniline Dyes;RtM via: rosaniline hydrochloride;Forced Leaf Node Lookup:magentas|TI|MM|497^7^0;181^7^0
41972294|Guatemala|D006166|280|MH|RtM via: Guatemala;Forced Leaf Node Lookup:guatemala|TI|MM|353^9^0;106^9^0
41972294|*Flowers|D035264|129|MH|RtM via: Flowers;Forced Non-Leaf Node Lookup:flowers|TI|MM|259^7^0
41972302|Animals|D000818|1729|CT|Orthoptera;CT Treecode Lookup: B01.050.500.131 (Orthoptera)||MM;RC
41972302|Colombia|D003105|729|MH|RtM via: Colombia;Forced Leaf Node Lookup:colombia|TI|MM;RC|571^8^0;98^8^0
41972302|aluminoborate cement|C036916|505|NM|RtM via: Albo;Forced SCR Leaf Node Lookup:albo|TI|MM|860^4^0
41972302|Montana|D009009|204|MH|RtM via: Montana (geographic location);Forced Leaf Node Lookup:montana|TI|MM|937^7^0;435^7^0
41972302|*Apocynaceae|D029062|723|MH|RtM via: Apocynoideae;RtM via: Mesechiteae;RtM via: Mandevilla|TI|MM|541^12^0;68^12^0;555^11^0;82^11^0;529^10^0;56^10^0
41972302|*Glass Ionomer Cements|D005899|504|HM|RtM via: Albo|TI|MM|860^4^0
41972302|*Serogroup|D065288|390|MH|RtM via: Peruviana|TI|MM|966^9^0;464^9^0
41972302|*Orthoptera|D009987|228|MH|RtM via: Montana <invertebrate>|TI|MM|937^7^0;435^7^0
41972302|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|131^3^0
41971978|United States|D014481|8424|CT|RtM via: Americas Ethnicity;Forced Leaf Node Lookup:american|TI|MM|79^8^0
41971978|*Capparaceae|D031483|7424|MH|RtM via: Capparaceae;RtM via: Quadrella angustifolia;RtM via: Quadrella indica;RtM via: Quadrella <plant>;checkForceMH Boosted;Forced Non-Leaf Node Lookup:capparaceae|TI|MM|1989^11^0;47^11^0;3039^22^0;1076^22^0;2689^16^0;726^16^0;3632^9^0;3585^9^0;3491^9^0;3302^9^0;3167^9^0;3099^9^0;2977^9^0;2857^9^0;2799^9^0;2740^9^0;2626^9^0;2433^9^0;2368^9^0;1963^9^0;1920^9^0;1692^9^0;1650^9^0;1542^9^0;1339^9^0;1204^9^0;1136^9^0;1014^9^0;894^9^0;836^9^0;777^9^0;663^9^0;470^9^0;405^9^0;21^9^0
41971978|*Capparis|D031484|3610|MH|RtM via: Capparis;Forced Leaf Node Lookup:capparis;checkForceMH Boosted|TI|MM|3542^8^0;2333^8^0;1595^8^0;385^8^0
41971978|*Haploidy|D006238|2414|MH|RtM via: Haploidy;Forced Leaf Node Lookup:haploids|TI|MM|269^7^0
41971978|*Diploidy|D004171|2135|MH|RtM via: Diploidy;Forced Leaf Node Lookup:diploids|TI|MM|311^7^0
41971978|suberoylbisphosphonic acid|C074668|1646|NM|RtM via: suberoylbisphosphonic acid;Forced SCR Leaf Node Lookup:subp|TI|MM|3323^4^0;1360^4^0
41971978|Colombia|D003105|1037|MH|RtM via: Colombia;Forced Leaf Node Lookup:colombia|TI|MM|3770^8^0;1822^8^0
41971978|Venezuela|D014687|1037|MH|RtM via: Venezuela;Forced Leaf Node Lookup:venezuela|TI|MM|3781^9^0;1835^9^0
41971978|Florida|D005431|1007|MH|RtM via: Florida;Forced Leaf Node Lookup:florida|TI|MM|3711^7^0;1769^7^0
41971978|Texas|D013781|1001|MH|RtM via: Texas;Forced Leaf Node Lookup:texas|TI|MM|3703^5^0;1759^5^0
41971978|*Fruit|D005638|821|MH|Forced Leaf Node Lookup:fruits|TI|MM|210^6^0
41971978|*Diphosphonates|D004164|1645|HM|RtM via: suberoylbisphosphonic acid|TI|MM|3323^4^0;1360^4^0
41971978|Central America|D002489|1317|MH|RtM via: Central America;Forced Non-Leaf Node Lookup:central america|TI|MM;RC|1779^15^0
41971978|*Flowers|D035264|942|MH|RtM via: Flowers;RtM via: Plant Calyx;Forced Non-Leaf Node Lookup:flowers|TI|MM|170^7^0;191^7^0
41971978|West Indies|D014900|885|MH|RtM via: Caribbean Islands;Forced Non-Leaf Node Lookup:west indies|TI|MM|1854^11^0
41971978|*Seeds|D012639|672|MH|RtM via: Plant seeds;Forced Non-Leaf Node Lookup:seeds|TI|MM|225^5^0
41971978|*Chromosomes|D002875|420|MH|RtM via: Chromosome number;Forced Non-Leaf Node Lookup:chromosome|TI|MM|277^17^0
41971978|Indonesia|D007214|858|MH|RtM via: Flores|TI|MM|2129^6^0
24621079|Animals|D000818|235498|CT|Butterflies;CT Treecode Lookup: B01.050.500.131 (Butterflies)||MM;RC
24621079|*Butterflies|D002080|44928|MH|RtM via: Butterflies;RtM via: Danaus genutia;Forced Leaf Node Lookup:butterfly;checkForceMH Boosted|TI|MM|435^9^0;918^14^0;446^14^0
24621079|Electrochemotherapy|D053672|234498|MH|||RC
24621079|Skin Neoplasms|D012878|69931|MH|||RC
24621079|*Apocynaceae|D029062|2382|MH|RtM via: Ceropegia manoharii|TI|MM|747^19^0;631^19^0;291^19^0;169^19^0;856^9^0;528^9^0;375^9^0;53^9^0
24621079|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|876^3^0
41972068|Humans|D006801|1522|CT|Hispanic Americans;CT Treecode Lookup: M01.686 (Hispanic Americans)||MM;RC
41972068|Bolivia|D001838|152|MH|Forced Leaf Node Lookup:bolivian|TI|MM|36^8^0
41972068|Missouri|D008923|152|MH|RtM via: Missouri;Forced Leaf Node Lookup:missouri|TI|MM|333^8^0;82^8^0
41972068|*Gardening|D051639|522|MH|RtM via: Gardening|TI|MM|352^6^0;101^6^0
41972068|*Diagnostic Tests, Routine|D003955|327|MH|RtM via: Examination|TI|MM|21^11^0
41972068|*Hispanic Americans|D006630|276|MH|RtM via: bolivian|TI|MM|36^8^0
41972068|*Environment|D004777|171|MH|RtM via: Para (geographic area)|TI|MM|359^4^0
41971883|Animals|D000818|1274|CT|Heteroptera;CT Treecode Lookup: B01.050.500.131 (Heteroptera)||MM;RC
41971883|*Thymelaeaceae|D029645|274|MH|RtM via: Thymelaea passerina;RtM via: Thymelaeaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:thymelaeaceae|TI|MM|222^19^0;21^19^0;268^13^0;67^13^0
41971883|*Acetyldigitoxins|D000112|188|MH|RtM via: Adicin;Forced Leaf Node Lookup:adicin;checkForceMH Boosted|TI|MM|300^6^0
41971883|South Dakota|D013023|97|MH|RtM via: South Dakota;Forced Leaf Node Lookup:south dakota|TI|MM|125^12^0
41971883|*Serogroup|D065288|162|MH|RtM via: Dakota Serotype|TI|MM|321^6^0
41971883|*Heteroptera|D020062|126|MH|RtM via: Dacota|TI|MM|321^6^0
41972465|Humans|D006801|17928778|CT|Forced Humans: families|TI|MM;RC
41972465|*Carex Plant|D031255|1434888|MH|RtM via: Carex arcta;Forced Leaf Node Lookup:carex;checkForceMH Boosted|TI|MM|2116^11^0;936^11^0
41972465|*Plant Weeds|D057685|1434855|MH|RtM via: Noxious Weeds;Forced Leaf Node Lookup:noxious weeds;checkForceMH Boosted|TI|MM|1030^13^0
41972465|*Alchemilla|D031982|1434780|MH|RtM via: Alchemilla filicaulis;Forced Leaf Node Lookup:alchemillas;checkForceMH Boosted|TI|MM|2076^21^0
41972465|Wyoming|D014959|717342|MH|RtM via: Wyoming;Forced Leaf Node Lookup:wyoming|TI|MM|2153^7^0;1650^7^0;1276^7^0;967^7^0;495^7^0;159^7^0
41972465|*Tracheophyta|D064028|882|MH|RtM via: Tracheophyta|TI|MM|308^15^0
41972465|*Diagnostic Tests, Routine|D003955|351|MH|RtM via: Yeast One/Two-Hybrid System|TI|MM|639^3^1;660^7^1
41972465|*Forest|D065928|318|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|1542^6^0;1221^6^0;548^6^0;394^6^0;172^6^0;120^6^0
41972465|*Seasons|D012621|249|MH|RtM via: Summer|TI|MM|576^7^0
41972465|Conservation of Natural Resources|D003247|1000|MH|Forced Non-Leaf Node Lookup:land management||MM|463^15^0;1618^15^0
41972465|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|1912^3^0;2128^3^0
41972154|Humans|D006801|2146|CT|Alaskan Natives;CT Treecode Lookup: M01.686 (Alaskan Natives)||MM;RC
41972154|*Alaskan Natives|D000072957|1146|MH|RtM via: Douglas Alaska Indian|TI|MM|1160^7^0;236^7^0
41972154|*Astragalus Plant|D027883|402|MH|RtM via: Astragalus lentiginosus;RtM via: Astragalus Plant|TI|MM;RC|1284^23^0;361^23^0;1229^10^0;1066^10^0;306^10^0;135^10^0
41972154|*Microsurgery|D008866|324|MH|RtM via: Hook|TI|MM|1171^4^0;247^4^0
41972154|*Environment|D004777|237|MH|RtM via: Para (geographic area)|TI|MM|1139^4^0;1044^4^0
41972154|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|1479^3^0
41971444|*Soil|D012987|1387|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soil|TI|MM|478^4^0
41971444|Mexico|D008800|1166|MH|RtM via: Baja California;Forced Lookup:baja california;Forced Leaf Node Lookup:baja california|TI|MM|97^15^0;698^15^0
41971444|*Environment|D004777|1113|MH|RtM via: Baja California Sur|TI|MM|676^3^1;698^15^1
