10.2307/2963520|Animals|D000818|38668|CT|Predatory Behavior;CT Treecode Lookup: F01.145.113.111 (Predatory Behavior);Predatory Behavior;CT Treecode Lookup: F01.145.113.252 (Predatory Behavior);Thoracica;CT Treecode Lookup: B01.050.500.131 (Thoracica);Gastropoda;CT Treecode Lookup: B01.050.500.644 (Gastropoda);Mussel;CT Treecode Lookup: B01.050.500.644 (Mussel);Mytilus;CT Treecode Lookup: B01.050.500.644 (Mytilus);Invertebrate;CT Treecode Lookup: B01.050.500 (Invertebrate);Mollusca;CT Treecode Lookup: B01.050.500.644 (Mollusca)||MM;RC
10.2307/2937313|United States|D014481|15484|CT|Forced Leaf Node Lookup:american|TI|MM|2283^8^0
10.2307/2937313|*Ecosystem|D017753|14484|MH|RtM via: Ecosystem;RtM via: Habitat;Forced Lookup:ecosystems|TI|MM|6309^9^0;5968^9^0;2582^9^0;2211^10^0;2085^10^0;1217^10^0;419^10^0;128^10^0;4648^7^0;3590^7^0;2034^7^0;1651^7^0
10.2307/2937313|*Herbivory|D060434|12099|MH|RtM via: Herbivory;Forced Leaf Node Lookup:herbivores|TI|MM|5471^10^0;3416^10^0;2640^10^0;1431^9^0
10.2307/2937313|*Grassland|D065948|8262|MH|Forced Leaf Node Lookup:grasslands;Forced Leaf Node Lookup:prairies|TI|MM|1273^9^0;1011^7^0;1949^7^0
10.2307/2937313|*Homing Behavior|D006702|7425|MH|RtM via: Home Range;Forced Leaf Node Lookup:home ranges|TI|MM|4003^10^0;3300^10^0;3132^11^0
10.2307/2937313|*Soil|D012987|6282|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soil|TI|MM|4840^4^0
10.2307/2937313|*Fractals|D017709|6003|MH|RtM via: Fractals;Forced Leaf Node Lookup:fractals|TI|MM;RC|4098^7^0
10.2307/2937313|*Calibration|D002138|4131|MH|Forced Leaf Node Lookup:calibrations|TI|MM|3039^11^0
10.2307/2937313|*Mammals|D008322|13059|MH|RtM via: Mammals;Forced Non-Leaf Node Lookup:mammals|TI|MM;RC|3938^7^0;3468^7^0;3379^9^0;3063^6^0;2764^7^0;2846^7^0;2603^9^0;1378^7^0;955^7^0;2955^7^0
10.2307/2937313|*Birds|D001717|12648|MH|RtM via: Aves;Forced Non-Leaf Node Lookup:birds|TI|MM;RC|3928^5^0;3458^5^0;3435^5^0;3074^4^0;2776^5^0;2292^5^0;1368^5^0;945^5^0;2891^5^0;3002^5^0
10.2307/2937313|*Forest|D065928|6714|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|1265^6^0;984^6^0
10.2307/2937313|*Forest, Boreal|D066188|6090|ET|Entry Term Replacement for "Taiga";RtM via: Taiga|TI|MM|970^6^1;984^6^1
10.2307/2937313|*Activities, Human|D006802|5508|ET|Entry Term Replacement for "Human Activities";RtM via: Human Activities;Forced Non-Leaf Node Lookup:human activities|TI|MM|5489^16^0
10.2307/2937313|*Insect|D007313|2556|ET|Entry Term Replacement for "Insecta";RtM via: Insecta;Forced Non-Leaf Node Lookup:insects|TI|MM|5268^6^0
10.2307/2937313|*Disease Outbreaks|D004196|1350|MH|RtM via: Disease Outbreaks;Forced Non-Leaf Node Lookup:outbreaks|TI|MM|5275^8^0
10.2307/2937313|*Plant Disease|D010935|1071|ET|Entry Term Replacement for "Plant Diseases";RtM via: Plant Diseases;Forced Non-Leaf Node Lookup:plant disease|TI|MM|5285^13^0
10.2307/2937313|*Habits|D006184|738|MH|RtM via: Behaviorial Habits;Forced Non-Leaf Node Lookup:habits|TI|MM|1398^6^0
10.2307/2937313|*Bioassay|D001681|528|ET|Entry Term Replacement for "Biological Assay";RtM via: Biological Assay;Forced Non-Leaf Node Lookup:bioassays|TI|MM|3079^9^0;2556^8^0;6259^8^0
10.2307/2937313|Oceans and Seas|D009792|1000|MH|Forced Non-Leaf Node Lookup:oceans||MM|2492^5^0
10.2307/2937313|Poaceae|D006109|1000|MH|Forced Non-Leaf Node Lookup:grass||MM|1005^5^0
10.2307/2937313|Water|D014867|1000|MH|Forced Non-Leaf Node Lookup:water||MM|5304^5^0
4539046|Animals|D000818|70045|CT|Forced Lookup:population decline;checkForceMH Boosted|TI|MM|3683^18^0
4539046|*Eryngium|D031049|29038|MH|RtM via: Eryngium cuneifolium;Forced Leaf Node Lookup:eryngiums;checkForceMH Boosted|TI|MM|1196^20^0;62^20^0
4539046|*Hypericum|D020902|28504|MH|RtM via: Hypericum cumulicola;Forced Leaf Node Lookup:hypericums;checkForceMH Boosted|TI|MM|4618^20^0
4539046|*Rosmarinus|D027542|27556|MH|RtM via: Rosemary;Forced Leaf Node Lookup:rosemary;checkForceMH Boosted|TI|MM|4584^8^0;4457^8^0;4420^8^0
4539046|*Population Density|D011156|27220|MH|RtM via: Population Size;Forced Leaf Node Lookup:population sizes|TI|MM|3605^16^0;2305^15^0
4539046|*Seedlings|D036226|26041|MH|RtM via: Seedlings;Forced Leaf Node Lookup:seedlings;checkForceMH Boosted|TI|MM|558^8^0
4539046|*Seed Bank|D000068098|14450|MH|RtM via: Seed Bank;Forced Leaf Node Lookup:seed banks|TI|MM|2779^9^0;2174^9^0;1991^9^0;1471^9^0
4539046|*Germination|D018525|13772|MH|RtM via: Germination;Forced Leaf Node Lookup:germinations|TI|MM|2758^11^0;2207^11^0
4539046|*Censuses|D019352|13634|MH|RtM via: Censuses;Forced Leaf Node Lookup:censuses|TI|MM|163^8^0
4539046|*Specialization|D013038|12716|MH|RtM via: Hospital specialist;Forced Leaf Node Lookup:specialists|TI|MM|4961^11^0;4599^11^0
4539046|Joint Diseases|D007592|69045|MH|||RC
4539046|Rheumatic Diseases|D012216|46415|MH|||RC
4539046|*Stage, Life History|D008018|3852|ET|Entry Term Replacement for "Life Cycle Stages";RtM via: Life History Stages;Forced Non-Leaf Node Lookup:life history stages|TI|MM|341^18^0;3283^19^0;459^18^0
4539046|*Fertility|D005298|3021|MH|RtM via: Fertility;Forced Non-Leaf Node Lookup:fecundity;Forced Non-Leaf Node Lookup:fertility|TI|MM|2865^9^0;1977^9^0;647^9^0;406^9^0
4539046|*Probability|D011336|2424|MH|RtM via: Probability;RtM via: Chance;Forced Non-Leaf Node Lookup:probability|TI|MM|3668^11^0;4143^7^0
4539046|*Habitat|D017753|888|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM|4472^7^0
4539046|*Burns|D002056|882|MH|RtM via: Burn injury;Forced Non-Leaf Node Lookup:burns|TI|MM|4480^5^0;601^6^0
4539046|*Risk Assessment|D018570|453|MH|RtM via: Health Risk Assessment;Forced Non-Leaf Node Lookup:risk assessments|TI|MM|3393^15^0
10.2307/2963468|*Nitrogen|D009584|32862|MH|RtM via: nitrogen;checkForceMH Boosted;Forced Non-Leaf Node Lookup:nitrogen|TI|MM;RC|666^8^0
10.2307/2963468|*Carbon|D002244|26229|MH|RtM via: Carbon;checkForceMH Boosted;Forced Non-Leaf Node Lookup:carbon|TI|MM;RC|730^6^0;237^6^0
10.2307/2963468|*Ecosystem|D017753|12603|MH|RtM via: Ecosystem;Forced Lookup:ecosystem|TI|MM;RC|854^3^0;611^9^0
10.2307/2963468|*Estuaries|D063366|10908|MH|RtM via: Estuaries;Forced Leaf Node Lookup:estuary|TI|MM|109^7^0
10.2307/2963468|*Bays|D061006|4293|MH|Forced Leaf Node Lookup:bay|TI|MM|84^3^0;149^3^0;203^3^0
10.2307/2963468|*Denitrification|D058440|4293|MH|Forced Leaf Node Lookup:denitrifications|TI|MM|686^15^0
10.2307/2963468|*Heterotrophy|D052836|10284|ET|Entry Term Replacement for "Heterotrophic Processes";RtM via: Heterotrophy|TI|MM;RC|170^13^0
10.2307/2963468|*Organic Chemicals|D009930|7962|MH|RtM via: Organic Oxide|TI|MM;RC|381^17^0
10.2307/2963468|*Nutrients|D000078622|3021|MH|RtM via: Nutrients;Forced Non-Leaf Node Lookup:nutrients|TI|MM;RC|428^9^0;292^9^0
10.2307/2963468|Phosphorus|D010758|3373|MH|Forced Non-Leaf Node Lookup:phosphorus||MM;RC|518^10^0
10.2307/2963468|Sulfates|D013431|1000|MH|Forced Non-Leaf Node Lookup:sulfates||MM|822^7^0
10.2307/2963468|California|D002140|0|MH|RtM via: California|TI|MM|129^10^0
10.2307/2657192|Humans|D006801|1000|CT|Forced Humans:D Researchers||MM
10.2307/2657192|*Linear Models|D016014|2644|MH|RtM via: Linear Models;Forced Leaf Node Lookup:linear model|TI|MM|1103^12^0;473^12^0
10.2307/2657192|*Research Design|D012107|2377|MH|RtM via: Test Method;RtM via: Experimental Design;RtM via: hypothesis testing;Forced Leaf Node Lookup:experimental designs|TI|MM|1367^6^0;1430^18^0;519^6^0;411^6^0;386^18^0;1780^20^0;375^18^0
10.2307/2657192|*Preservation, Biological|D011309|1527|MH|RtM via: Biologic Preservation|TI|MM|961^8^0
10.2307/2657192|*Researchers|D012108|1188|ET|Entry Term Replacement for "Research Personnel";RtM via: Research Personnel|TI|MM|226^11^0
10.2307/2657192|*Health Services|D006296|549|MH|RtM via: Test Method|TI|MM|1367^6^0;1430^18^0;519^6^0;411^6^0;386^18^0
10.2307/2657192|Ecology|D004463|1000|MH|Forced Non-Leaf Node Lookup:ecologists||MM;RC|1707^10^0
10.2307/2937307|Animals|D000818|90086|CT|Lepidoptera;CT Treecode Lookup: B01.050.500.131 (Lepidoptera);Coleoptera;CT Treecode Lookup: B01.050.500.131 (Coleoptera);Butterflies;CT Treecode Lookup: B01.050.500.131 (Butterflies);Larvae;CT Treecode Lookup: B05.500 (Larvae);Larvae;CT Treecode Lookup: G07.345.500.550.500 (Larvae);Moths;CT Treecode Lookup: B01.050.500.131 (Moths);Insect;CT Treecode Lookup: B01.050.500.131 (Insect)||MM;RC
10.2307/2937307|*Heliconiaceae|D032427|82959|MH|RtM via: Heliconiaceae;RtM via: Heliconia imbricata;Forced Leaf Node Lookup:heliconiaceae;Forced Leaf Node Lookup:heliconias;checkForceMH Boosted|TI|MM;RC|216^13^0;730^19^0;2010^9^0;383^9^0;183^9^0
10.2307/2937307|*Herbivory|D060434|51533|MH|RtM via: Herbivory;Forced Leaf Node Lookup:herbivores;Forced Leaf Node Lookup:herbivory|TI|MM;RC|2923^9^0;2839^10^0
10.2307/2937307|*Musa|D028521|45561|MH|RtM via: Banana;RtM via: Musa sp.;Forced Leaf Node Lookup:bananas;Forced Leaf Node Lookup:musa;checkForceMH Boosted|TI|MM|2631^6^0;995^7^0;817^7^0;235^7^0
10.2307/2937307|*Larvae|D007814|38824|ET|Entry Term Replacement for "Larva";RtM via: Larva;checkForceMH Boosted;Forced Non-Leaf Node Lookup:larvae|TI|MM;RC|2454^6^0;2319^6^0;2278^6^0;2154^6^0;1983^6^0;1405^6^0;108^6^0;2532^6^0
10.2307/2937307|*Zingiberales|D019862|29035|MH|RtM via: Zingiberales;checkForceMH Boosted;Forced Non-Leaf Node Lookup:zingiberales|TI|MM;RC|514^12^0;245^12^0;202^12^0
10.2307/2937307|*Musaceae|D028522|21013|MH|RtM via: Musaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:musaceae|TI|MM|259^8^0
10.2307/2937307|*Rainforest|D065947|17734|MH|RtM via: Tropical Rainforest;Forced Leaf Node Lookup:rain forests|TI|MM|2500^20^0;2509^11^0
10.2307/2937307|*Nitrogen|D009584|16705|MH|RtM via: nitrogen;checkForceMH Boosted;Forced Non-Leaf Node Lookup:nitrogen|TI|MM;RC|2865^8^0;2729^8^0;1538^8^0;1262^8^0;1147^8^0;943^8^0;702^8^0;1307^8^0
10.2307/2937307|Costa Rica|D003364|14248|MH|RtM via: Costa Rica;Forced Leaf Node Lookup:costa rica|TI|MM|272^10^0
10.2307/2937307|*Coleoptera|D001517|43689|MH|RtM via: Cassidinae;RtM via: Cephaloleia consanguinea;RtM via: Chelobasis perplexa;RtM via: Chrysomelidae|TI|MM;RC|360^8^0;284^24^0;313^19^0;345^13^0
10.2307/2937307|*Butterflies|D002080|41319|MH|RtM via: Caligo memnon;RtM via: Opsiphanes tamarindi|TI|MM;RC|394^13^0;412^20^0
10.2307/2937307|*Moths|D009036|29451|MH|RtM via: Sibine;RtM via: Megalopyge|TI|MM;RC|528^6^0;604^10^0
10.2307/2937307|*Insect|D007313|20535|ET|Entry Term Replacement for "Insecta";RtM via: Insecta;Forced Non-Leaf Node Lookup:insects|TI|MM;RC|133^6^0
10.2307/2937307|*Plant Leaves|D018515|3012|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves;Forced Non-Leaf Node Lookup:leaf|TI|MM;RC|2301^4^0;2020^6^0;2241^4^0
10.2307/2937307|*Adaptation, Physiological|D000222|1545|MH|RtM via: Adaptation, Physiological;Forced Non-Leaf Node Lookup:physiological adaptations|TI|MM|1931^24^0
10.2307/2937307|*Fertilization|D005306|330|MH|RtM via: fertilized;Forced Non-Leaf Node Lookup:fertilizations|TI|MM|172^10^0;1231^13^0
10.2307/1942527|Animals|D000818|8014|CT|Copepoda;CT Treecode Lookup: B01.050.500.131 (Copepoda)||MM;RC
10.2307/1942527|*Copepoda|D033342|3176|MH|RtM via: Copepoda;Forced Leaf Node Lookup:copepods;checkForceMH Boosted|TI|MM|583^7^0
10.2307/1942527|*Seasons|D012621|1192|MH|Forced Leaf Node Lookup:seasonal|TI|MM|1029^8^0
10.2307/1942527|*Psychomotor Disorders|D011596|7014|MH|RtM via: Dysequilibrium syndrome|TI|MM|94^14^0
10.2307/1942527|*Perceptual Disorders|D010468|4290|MH|RtM via: Dysequilibrium syndrome|TI|MM|94^14^0
10.2307/1942527|*Muscle Hypotonia|D009123|3069|MH|RtM via: Dysequilibrium syndrome|TI|MM|94^14^0
10.2307/1942527|*Sensation Disorders|D012678|1983|MH|RtM via: Dysequilibrium syndrome|TI|MM|94^14^0
10.2307/1942527|Ecosystem|D017753|1268|MH|Forced Non-Leaf Node Lookup:marine system||MM;RC|444^13^0
10.2307/1942228|*Lakes|D060106|12780|MH|RtM via: Lake (environment);Forced Leaf Node Lookup:lakes|TI|MM;RC|418^5^0;558^5^0
10.2307/1942228|*Phosphorus|D010758|12762|MH|RtM via: phosphorus;checkForceMH Boosted;Forced Non-Leaf Node Lookup:phosphorus|TI|MM;RC|1935^10^0;1142^10^0;1033^10^0;951^10^0;701^10^0;365^10^0;265^10^0;47^10^0
10.2307/1942228|*Plankton|D010933|6978|MH|RtM via: Plankton;checkForceMH Boosted|TI|MM;RC|870^10^0
10.2307/1942228|*Water|D014867|4806|MH|RtM via: Tap water;RtM via: water;checkForceMH Boosted;Forced Non-Leaf Node Lookup:water|TI|MM;RC|107^9^0;1179^5^0;1070^5^0;111^5^0
10.2307/1942228|*Biological Phenomena|D001686|2745|MH|RtM via: Tissue Growth|TI|MM|1362^6^0
10.2307/1942228|*Physiological Phenomena|D010829|2208|MH|RtM via: Circulatory Process|TI|MM|1804^11^0;1468^11^0;712^11^0;376^11^0;32^11^0
10.2307/1942228|*Nutrient|D000078622|1884|ET|Entry Term Replacement for "Nutrients";RtM via: Nutrients;Forced Non-Leaf Node Lookup:nutrients|TI|MM;RC|1795^8^0;1459^8^0
10.2307/1942228|*Physical Phenomena|D055585|1698|MH|RtM via: Steady-State|TI|MM|1865^12^0;223^12^0
10.2307/1942228|*Longitudinal Studies|D008137|57|MH|RtM via: Continuous|TI|MM|1925^9^0;80^12^0
10.2307/2937240|Animals|D000818|25762|CT|Birds;CT Treecode Lookup: B01.050.150.900.248 (Birds);Arthropod;CT Treecode Lookup: B01.050.500.131 (Arthropod)||MM;RC
10.2307/2937240|*Trees|D014197|24762|MH|RtM via: Trees (plant);checkForceMH Boosted|TI|MM;RC|648^8^0
10.2307/2937240|*Biomass|D018533|7818|MH|RtM via: Biomass;Forced Leaf Node Lookup:biomass|TI|MM|2845^7^0
10.2307/2937240|*Seasons|D012621|7695|MH|RtM via: Winter;Forced Leaf Node Lookup:seasonal|TI|MM;RC|3444^6^0;2730^6^0;2488^8^0;2867^8^0;3317^8^0;3666^8^0
10.2307/2937240|*Arthropod|D001181|7467|ET|Entry Term Replacement for "Arthropods";RtM via: Arthropods;checkForceMH Boosted;Forced Non-Leaf Node Lookup:arthropods|TI|MM|2682^9^0
10.2307/2937240|*Censuses|D019352|6036|MH|RtM via: Censuses;Forced Leaf Node Lookup:censuses|TI|MM|184^8^0
10.2307/2937240|North Carolina|D009657|4842|MH|RtM via: North Carolina;Forced Leaf Node Lookup:north carolina|TI|MM|754^14^0
10.2307/2937240|Maine|D008281|4560|MH|RtM via: Maine (geographic location);Forced Leaf Node Lookup:maine|TI|MM|789^5^0
10.2307/2937240|*Motivation|D009042|4560|MH|Forced Leaf Node Lookup:expectations|TI|MM|2323^11^0
10.2307/2937240|Plant Breeding|D000069600|3367|MH|Replacement of Breeding Plants Found||MM
10.2307/2937240|*Forests|D065928|23922|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM;RC|2919^7^0;2548^7^0;328^7^0;68^7^0;175^7^0
10.2307/2937240|*Habitat|D017753|20214|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM;RC|1034^7^0
10.2307/2937240|*Birds|D001717|9105|MH|RtM via: Aves;Forced Non-Leaf Node Lookup:avifauna|TI|MM;RC|671^5^0;407^4^0;37^4^0;1542^8^0
10.2307/2937240|*Islands|D062312|4710|MH|RtM via: Islands|TI|MM|1909^6^0
10.2307/2937240|Appalachia|D001061|282|ET|Entry Term Replacement for "Appalachian Region";RtM via: Appalachian Region|TI|MM|92^11^0
10.2307/2937154|Animals|D000818|40168|CT|Ants;CT Treecode Lookup: B01.050.500.131 (Ants);Pupa;CT Treecode Lookup: B05.500 (Pupa);Pupa;CT Treecode Lookup: G07.345.500.550.500 (Pupa);Insects;CT Treecode Lookup: B01.050.500.131 (Insects)||MM;RC
10.2307/2937154|Humans|D006801|40168|CT|CT Text Lookup: workers|TI|MM|1216^7^0
10.2307/2937154|Adult|D000328|40168|CT|Forced Leaf Node Lookup:adults|TI|MM|448^6^0;1878^6^0;1694^5^0
10.2307/2937154|Female|D005260|40168|CT|Forced Lookup:female;CT Text Lookup: female;CT Text Lookup: females;Forced Non-Leaf Node Lookup:females|TI|MM;RC|1588^6^0;1717^6^0;1738^6^0;1864^6^0
10.2307/2937154|Male|D008297|40168|CT|Forced Lookup:male;CT Text Lookup: male;CT Text Lookup: males;Forced Non-Leaf Node Lookup:males|TI|MM;RC|1579^4^0;1855^4^0;1666^5^0
10.2307/2937154|*Ants|D001000|39168|MH|RtM via: Ants;RtM via: Solenopsis <ant>;RtM via: Solenopsis invicta (invertebrate);Forced Leaf Node Lookup:ants;checkForceMH Boosted|TI|MM;RC|1107^4^0;257^8^0;267^18^0;1174^4^0;262^3^0
10.2307/2937154|*Seasons|D012621|18136|MH|RtM via: Summer;RtM via: Winter;RtM via: spring (season);RtM via: Seasons;Forced Leaf Node Lookup:seasons|TI|MM;RC|2324^6^0;2216^6^0;1431^6^0;2002^6^0;1541^6^0;2091^6^0;2024^6^0;1552^6^0;745^6^0;726^6^0;1143^6^0
10.2307/2937154|*Pupa|D011679|12353|MH|RtM via: Pupa;Forced Leaf Node Lookup:pupae;checkForceMH Boosted|TI|MM;RC|1595^5^0;573^5^0
10.2307/2937154|*Population Density|D011156|10285|MH|RtM via: Population Size;Forced Leaf Node Lookup:population sizes|TI|MM;RC|668^15^0
10.2307/2937154|*Temperature|D013696|7756|MH|RtM via: Temperature;Forced Leaf Node Lookup:temperatures|TI|MM;RC|486^12^0
10.2307/2937154|*Birth Rate|D001723|5851|MH|RtM via: Birth Rate;Forced Leaf Node Lookup:natality|TI|MM|2540^13^0;948^8^0;1011^8^0
10.2307/2937154|*Biomass|D018533|4630|MH|RtM via: Biomass;Forced Leaf Node Lookup:biomass|TI|MM|715^7^0
10.2307/2937154|*Respiratory Rate|D056152|4291|MH|RtM via: Respiratory rate;Forced Leaf Node Lookup:respiration rates|TI|MM|591^17^0
10.2307/2937154|*Reproduction|D012098|10983|MH|RtM via: Reproduction|TI|MM;RC|2792^12^0
10.2307/2937154|*Insects|D007313|5829|ET|Entry Term Replacement for "Insecta";RtM via: Insecta;Forced Non-Leaf Node Lookup:insects|TI|MM;RC|3401^6^0;164^6^0;38^7^0
10.2307/2937154|*Census|D019352|1677|ET|Entry Term Replacement for "Censuses";RtM via: Censuses|TI|MM|316^8^0
10.2307/2937154|*Biological Phenomena|D001686|1644|MH|RtM via: Tissue Growth|TI|MM|3436^6^0;3051^6^0;2845^4^0;2730^6^0;1042^6^0
10.2307/2937154|*Ergonomic|D006804|378|ET|Entry Term Replacement for "Ergonomics";RtM via: science of ergonomics;Forced Non-Leaf Node Lookup:ergonomics|TI|MM|2775^9^0
10.2307/1942285|Humans|D006801|75583|CT|African Americans;CT Treecode Lookup: M01.686 (African Americans)|TI|MM
10.2307/1942285|*Quercus|D029963|74583|MH|RtM via: Quercus;RtM via: Quercus alba;RtM via: Quercus velutina;Forced Leaf Node Lookup:oaks;checkForceMH Boosted|TI|MM;RC|1664^4^0;476^9^0;256^9^0;1762^9^0;436^9^0;245^9^0;251^3^0;262^3^0;442^3^0;482^3^0;1768^3^0
10.2307/1942285|*Trees|D014197|50229|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM;RC|1679^4^0;1603^4^0;1468^4^0;28^4^0;76^5^0;1611^4^0;1687^4^0
10.2307/1942285|*Clay|D000077215|14238|MH|RtM via: clay;Forced Leaf Node Lookup:clay;checkForceMH Boosted|TI|MM|1631^4^0
10.2307/1942285|*Soil|D012987|9909|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soils|TI|MM|1714^5^0;1636^5^0;945^4^0;1657^5^0
10.2307/1942285|*African Americans|D001741|6534|MH|Forced Leaf Node Lookup:blacks|TI|MM|245^5^0;436^5^0;1762^5^0
10.2307/1942285|Mississippi|D008922|6534|MH|RtM via: Mississippi (geographic location);Forced Leaf Node Lookup:mississippi|TI|MM|797^11^0
10.2307/1942285|*Pinus|D028223|33447|MH|RtM via: Pinus <genus>;RtM via: Pinus echinata|TI|MM;RC|1586^4^0;489^4^0;271^14^0
10.2307/1942285|*Forest|D065928|26886|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM;RC|98^6^0
10.2307/1942285|*Biological Phenomena|D001686|732|MH|RtM via: Tissue Growth|TI|MM|1473^6^0;235^6^0
10.2307/1942285|*Skeleton|D012863|366|MH|RtM via: Skeleton;Forced Non-Leaf Node Lookup:skeletons|TI|MM|644^8^0;573^8^0;357^8^0;134^8^0
10.2307/1942285|*Computer|D003201|258|ET|Entry Term Replacement for "Computers";RtM via: Processor Core;RtM via: Computers;Forced Non-Leaf Node Lookup:computers|TI|MM|1197^5^0;291^5^0;57^5^0;495^8^0;161^8^0
10.2307/2937176|Animals|D000818|46333|CT|Trematoda;CT Treecode Lookup: B01.050.500.500 (Trematoda);Parasites;CT Treecode Lookup: B01.050.500.714 (Parasites);Echinostomatidae;CT Treecode Lookup: B01.050.500.500 (Echinostomatidae);Sporocysts;CT Treecode Lookup: B05.500 (Sporocysts);Sporocysts;CT Treecode Lookup: G07.345.500.550.500 (Sporocysts);Larvae;CT Treecode Lookup: B05.500 (Larvae);Larvae;CT Treecode Lookup: G07.345.500.550.500 (Larvae);Gastropoda;CT Treecode Lookup: B01.050.500.644 (Gastropoda)||MM;RC
10.2307/2937176|*Parasites|D010271|16929|MH|RtM via: Parasites;Forced Leaf Node Lookup:parasites;checkForceMH Boosted|TI|MM;RC|3704^8^0;3431^8^0;1607^8^0;1527^8^0;375^8^0;138^9^0;1574^8^0
10.2307/2937176|*Sporocysts|D033661|8465|ET|Entry Term Replacement for "Oocysts";RtM via: Sporocysts;checkForceMH Boosted;Forced Non-Leaf Node Lookup:sporocysts|TI|MM;RC|1288^9^0;1177^9^0;1078^10^0;919^9^0
10.2307/2937176|*Larvae|D007814|5723|ET|Entry Term Replacement for "Larva";RtM via: Larva;checkForceMH Boosted;Forced Non-Leaf Node Lookup:larvae|TI|MM;RC|3541^6^0;2176^6^0;929^6^0
10.2307/2937176|*Monte Carlo Method|D009010|4694|MH|RtM via: Monte Carlo Method;Forced Leaf Node Lookup:monte carlo simulation|TI|MM|594^11^0
10.2307/2937176|*Prevalence|D015995|4196|MH|RtM via: Statistical Prevalence;Forced Leaf Node Lookup:prevalences|TI|MM|754^10^0
10.2307/2937176|*Acanthus|D027901|4094|ET|Entry Term Replacement for "Acanthaceae";RtM via: Acanthus;checkForceMH Boosted;Forced Non-Leaf Node Lookup:acanthus|TI|MM;RC|2012^8^0;1750^8^0
10.2307/2937176|*Wetlands|D053833|3986|MH|RtM via: Marshes;Forced Leaf Node Lookup:marsh|TI|MM|37^5^0
10.2307/2937176|*Trematoda|D014200|45333|MH|RtM via: Himasthla rhigedana;RtM via: Class Trematoda larva;RtM via: Trematoda;Forced Non-Leaf Node Lookup:himasthlas|TI|MM;RC|2025^19^0;2778^17^0;121^16^0;3325^9^0;2442^9^0;238^10^0;2785^10^0;128^9^0
10.2307/2937176|*Echinostomatidae|D004450|15024|MH|RtM via: Parorchis acanthus;RtM via: Echinoparyphium|TI|MM|1740^18^0;2228^15^0
10.2307/2937176|*Gastropoda|D049851|1329|MH|RtM via: Cerithideopsis californica|TI|MM|49^22^0
10.2307/2937176|*Probability|D011336|864|MH|RtM via: Chance|TI|MM|718^6^0
10.2307/2937176|*Freshwater|D005618|423|ET|Entry Term Replacement for "Fresh Water";RtM via: Fresh Water;Forced Non-Leaf Node Lookup:freshwaters|TI|MM|2425^10^0
10.2307/2937176|*Aging|D000375|129|MH|RtM via: Aging;Forced Non-Leaf Node Lookup:aging|TI|MM|2982^5^0
10.2307/2937176|California|D002140|0|MH|RtM via: California|TI|MM|179^10^0
10.2307/2937309|Animals|D000818|46348|CT|Songbirds;CT Treecode Lookup: B01.050.150.900.248 (Songbirds);Birds;CT Treecode Lookup: B01.050.150.900.248 (Birds)||MM;RC
10.2307/2937309|*Sympatry|D061350|20468|MH|RtM via: Sympatry;Forced Leaf Node Lookup:sympatry|TI|MM;RC|2878^9^0;1196^8^0;1102^9^0;575^9^0
10.2307/2937309|*Songbirds|D020308|45348|MH|RtM via: Catharus minimus;RtM via: Catharus ustulatus;RtM via: Hermit thrush;RtM via: Hylocichla mustelina;RtM via: Veery;RtM via: Family Turdidae (organism)|TI|MM;RC|525^19^0;489^17^0;459^13^0;381^20^0;403^11^0;417^19^0;438^5^0;977^6^0;556^6^0
10.2307/2937309|*Habitats|D017753|19026|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM;RC|2846^7^0;2539^7^0;2433^7^0;1928^7^0;1778^7^0;1683^8^0;1439^7^0;1155^7^0;209^7^0;1543^7^0;1984^7^0
