43519415|Humans|D006801|10474417|CT|Forced Humans: man|TI|MM;RC
43519148|*Multivariate Analyses|D015999|324|ET|Entry Term Replacement for "Multivariate Analysis";RtM via: Multivariate Analysis;Forced Non-Leaf Node Lookup:multivariate analyses|TI|MM|438^21^0
43519507|Animals|D000818|47042|CT|Orthoptera;CT Treecode Lookup: B01.050.500.131 (Orthoptera)||MM;RC
43519507|*Bazzania|D035926|46042|ET|Entry Term Replacement for "Hepatophyta";RtM via: Calypogeia suecica;RtM via: Herbertus aduncus;RtM via: Mesoptychia sahlbergii;RtM via: Porella chinensis;RtM via: Bazzania;RtM via: Macrodiplophyllum;RtM via: Scapania;checkForceMH Boosted;Forced Non-Leaf Node Lookup:bazzanias|TI|MM;RC|320^18^0;510^17^0;598^22^0;646^17^0;284^8^0;549^17^0;701^8^0
43519507|*Frullania|D037961|13490|MH|RtM via: Frullania davurica;Forced Leaf Node Lookup:frullanias;checkForceMH Boosted|TI|MM;RC|429^18^0
43519507|*Lakes|D060106|4162|MH|RtM via: Lake (environment);Forced Leaf Node Lookup:lake|TI|MM|164^4^0
43519507|*Bryophyta|D044002|24876|MH|RtM via: Mosses|TI|MM;RC|36^9^0
43519507|*Bryopsida|D019068|10257|MH|RtM via: Lindbergia brachyptera;RtM via: Didymodon perobtusus;RtM via: Trichostomum crispulum;RtM via: Encalypta <moss>|TI|MM;RC|876^22^0;810^20^0;918^22^0;839^9^0
43519507|*Orthoptera|D009987|231|MH|RtM via: Encalypta (katydid)|TI|MM|839^9^0
43519306|Animals|D000818|9148|CT|Endangered Species;CT Treecode Lookup: B01.050.050 (Endangered Species);Gastropoda;CT Treecode Lookup: B01.050.500.644 (Gastropoda)||MM;RC
43519306|*Endangered Species|D056727|8148|MH|RtM via: Endangered Species;Forced Leaf Node Lookup:endangered species;checkForceMH Boosted|TI|MM;RC|312^18^0
43519306|*Freshwater|D005618|1812|ET|Entry Term Replacement for "Fresh Water";RtM via: Fresh Water;Forced Non-Leaf Node Lookup:freshwaters|TI|MM;RC|83^10^0
43519306|*Gastropoda|D049851|690|MH|RtM via: Sadleriana|TI|MM|59^10^0
43519306|*Phenotype|D010641|372|MH|RtM via: Trait|TI|MM|193^6^0
43519179|*Myxomycetes|D009235|8635|MH|RtM via: Myxomycetes;checkForceMH Boosted;Forced Non-Leaf Node Lookup:myxomycetes|TI|MM;RC|170^11^0
43519179|Hungary|D006814|1843|MH|RtM via: Hungary;Forced Leaf Node Lookup:hungary|TI|MM|135^7^0
43519179|*Basidiomycetes|D001487|20760|ET|Entry Term Replacement for "Basidiomycota";RtM via: Basidiomycete (organism);RtM via: Basidiomycota;Forced Non-Leaf Node Lookup:basidiomycetes|TI|MM;RC|210^14^0
43519179|*Ascomycetes|D001203|15816|ET|Entry Term Replacement for "Ascomycota";RtM via: Ascomycota (fungus);RtM via: Class Ascomycetes (fungus);Forced Non-Leaf Node Lookup:ascomycetes|TI|MM;RC|197^11^0
43518937|*Information Theory|D007257|1681|MH|RtM via: Information Theory;Forced Leaf Node Lookup:information theory|TI|MM|348^18^0
43518937|*Ecology|D004463|14436|MH|RtM via: plant ecology|TI|MM;RC|64^13^0
43518937|*Plant|D010944|3588|ET|Entry Term Replacement for "Plants";RtM via: Plants|TI|MM;RC|587^5^0
43518937|*Spatial Analysis|D062206|1632|MH|RtM via: Spatial Autocorrelation|TI|MM|451^18^0
43519419|||||||
43519087|Humans|D006801|4051|CT|African Americans;CT Treecode Lookup: M01.686 (African Americans);African Continental Ancestry Group;CT Treecode Lookup: M01.686 (African Continental Ancestry Group);Hispanic Americans;CT Treecode Lookup: M01.686 (Hispanic Americans)||MM;RC
43519087|*African Americans|D001741|1449|MH|RtM via: African American;Forced Leaf Node Lookup:afro-americans|TI|MM|342^13^0
43519087|*Hepatophyta|D035926|1812|MH|RtM via: Riccardia amazonica;RtM via: Aneura|TI|MM;RC|281^19^0;95^6^0;202^9^0;106^9^0
43519087|*Ecology|D004463|1788|MH|RtM via: Ecology|TI|MM;RC|54^7^0
43519087|*African Continental Ancestry Group|D044383|1326|MH|RtM via: AFRICAN, EAST|TI|MM;RC|82^12^0
43519087|*Hispanic Americans|D006630|1236|MH|RtM via: South American|TI|MM|266^14^0
43519364|*Bryopsida|D019068|246|MH|RtM via: Orthotrichum|TI|MM;RC|375^12^0;273^12^0
43519535|Animals|D000818|80041|CT|Passeriformes;CT Treecode Lookup: B01.050.150.900.248 (Passeriformes);Flycatcher;CT Treecode Lookup: B01.050.150.900.248 (Flycatcher);Bird;CT Treecode Lookup: B01.050.150.900.248 (Bird)||MM;RC
43519535|*Clutch Size|D052284|79041|MH|RtM via: Clutch Size;Forced Leaf Node Lookup:clutch sizes|TI|MM;RC|809^11^0;263^11^0
43519535|*Flycatcher|D020308|56688|ET|Entry Term Replacement for "Songbirds";RtM via: Blue tit;RtM via: Flycatchers (bird);checkForceMH Boosted;Forced Non-Leaf Node Lookup:flycatchers|TI|MM;RC|981^9^0;784^9^0;368^8^0;303^8^0;82^8^0;92^15^0;868^10^0;611^10^0;573^10^0;122^10^0
43519535|*Quercus|D029963|19032|MH|Forced Leaf Node Lookup:oak;checkForceMH Boosted|TI|MM|193^3^0
43519535|Plant Breeding|D000069600|6949|MH|Replacement of Breeding Plants Found||MM
43519535|*Passeriformes|D046109|70920|MH|RtM via: Parus major;RtM via: White-collared flycatcher;RtM via: Order Passeriformes (organism)|TI|MM;RC|732^9^0;717^9^0;404^9^0;316^9^0;57^9^0;68^11^0;134^19^0;868^10^0;611^10^0;573^10^0;122^10^0
43519535|*Forest|D065928|8616|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM;RC|197^6^0
43519180|*Cause of Death|D002423|575|MH|Forced Leaf Node Lookup:death causes|TI|MM|309^11^0
43519180|*Ecology|D004463|6399|MH|RtM via: Ecology|TI|MM;RC|135^7^0;59^7^0
43519180|*Medicine|D008511|1719|MH|RtM via: Medicine|TI|MM|271^15^0
43519180|*Research|D012106|1647|MH|RtM via: Study;RtM via: Population Based Study|TI|MM|377^7^0;43^7^0;504^10^1;525^7^1
43519180|*Publications|D011642|1317|MH|RtM via: Publications|TI|MM|693^10^0
43519180|*Linguistics|D008037|174|MH|RtM via: Linguistics;Forced Non-Leaf Node Lookup:linguistics|TI|MM|333^11^0
43519508|*Soil|D012987|5701|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soil|TI|MM;RC|48^4^0
43519508|*Sand|D000080463|3382|MH|RtM via: Sand;checkForceMH Boosted|TI|MM|42^5^0
43519508|*Grassland|D065948|1809|MH|Forced Leaf Node Lookup:grasslands|TI|MM;RC|223^9^0;737^9^0
43519508|*Chalk|D002119|1288|ET|Entry Term Replacement for "Calcium Carbonate";RtM via: Chalk;checkForceMH Boosted;Forced Non-Leaf Node Lookup:chalk|TI|MM|217^5^0
43519508|*Plants|D010944|3348|MH|RtM via: Plants|TI|MM;RC|559^6^0
43519508|*Forest|D065928|3195|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|806^6^0;32^6^0
43519508|*Reproduction, Asexual|D012100|2973|MH|RtM via: Reproduction, Asexual;Forced Non-Leaf Node Lookup:asexual reproductions|TI|MM;RC|493^20^0
43519508|*Reproduction|D012098|1410|MH|RtM via: Reproduction;Forced Non-Leaf Node Lookup:reproduction|TI|MM;RC|582^12^0
43519475|*Habitats|D017753|10578|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM;RC|477^8^0
43519475|*Resource, Natural|D000067936|3333|ET|Entry Term Replacement for "Natural Resources";RtM via: Natural Resources;Forced Non-Leaf Node Lookup:natural resources|TI|MM|976^16^0
43519475|*Clones|D002999|627|ET|Entry Term Replacement for "Clone Cells";RtM via: Clone Cells;Forced Non-Leaf Node Lookup:clones|TI|MM;RC|418^6^0
43519545|Animals|D000818|6289|CT|Bivalvia;CT Treecode Lookup: B01.050.500.644 (Bivalvia)|TI|MM
43519545|*Brachypodium|D058431|2129|MH|RtM via: Brachypodium pinnatum;Forced Leaf Node Lookup:brachypodium;checkForceMH Boosted|TI|MM|424^21^0;368^12^0
43519545|*Trifolium|D029921|2108|MH|RtM via: Trifolium alpestre;Forced Leaf Node Lookup:trifoliums;checkForceMH Boosted|TI|MM|348^18^0
43519545|*Galium|D032061|1631|MH|RtM via: Galium mollugo;Forced Leaf Node Lookup:galium;checkForceMH Boosted|TI|MM|261^14^0
43519545|*Inula|D038143|1613|MH|RtM via: Inula genus;RtM via: Inula helenium;Forced Leaf Node Lookup:inula;checkForceMH Boosted|TI|MM|307^5^0
43519545|*Geranium|D031315|1541|MH|RtM via: Geranium sanguineum;Forced Leaf Node Lookup:geraniums;checkForceMH Boosted|TI|MM|276^19^0
43519545|*Origanum|D031341|1523|MH|RtM via: Origanum vulgare;Forced Leaf Node Lookup:origanum vulgare;checkForceMH Boosted|TI|MM|324^16^0
43519545|*Molluginaceae|D035704|1262|MH|Forced Leaf Node Lookup:mollugos;checkForceMH Boosted|TI|MM|268^7^0
43519545|Czechoslovakia|D003604|814|MH|RtM via: Czechoslovakia;Forced Leaf Node Lookup:czechoslovakia|TI|MM|161^14^0
43519545|Slovakia|D018154|814|MH|RtM via: Slovak (ethnic group);Forced Leaf Node Lookup:slovaks|TI|MM|145^6^0
43519545|*Habitats|D017753|5289|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM;RC|646^8^0
43519545|*Principal Component Analysis|D025341|825|MH|RtM via: Principal Component Analysis|TI|MM|555^29^0
43519545|*Lotus|D000070116|774|MH|RtM via: Dorycnium herbaceum|TI|MM|403^19^0
43519545|*Bivalvia|D049872|720|MH|RtM via: Pinna <invertebrate>|TI|MM|381^5^0
43519545|*Cluster Analysis|D016000|699|MH|RtM via: statistical cluster;Forced Non-Leaf Node Lookup:cluster analysis|TI|MM|534^16^0
43519440|*Cluster Analysis|D016000|23652|MH|RtM via: Hierarchical Clustering;Forced Non-Leaf Node Lookup:clusterings|TI|MM;RC|106^23^0;119^10^0
43519440|*Algorithm|D000465|3585|ET|Entry Term Replacement for "Algorithms";RtM via: algorithm;Forced Non-Leaf Node Lookup:algorithms|TI|MM;RC|320^9^0
43519440|*Research Design|D012107|411|MH|RtM via: Test Method|TI|MM|308^6^0;45^6^0
43519440|*Name|D009275|348|ET|Entry Term Replacement for "Names";RtM via: Name;RtM via: Person Name|TI|MM|366^4^0
43519520|*Lycopodium|D032502|41502|MH|RtM via: Lycopodium Clavatum;Forced Leaf Node Lookup:lycopodiums;checkForceMH Boosted|TI|MM;RC|98^19^0;145^10^0
43519520|*Moss, Club|D029542|14202|ET|Entry Term Replacement for "Lycopodiaceae";RtM via: Dendrolycopodium obscurum;RtM via: Lycopodiaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:club moss|TI|MM|145^20^0;548^9^0;79^9^0;637^9^0
43519520|*Trees|D014197|13716|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM;RC|1422^5^0
43519520|*Soils|D012987|4053|ET|Entry Term Replacement for "Soil";RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soils|TI|MM|1151^5^0
43519520|Hungary|D006814|2757|MH|RtM via: Hungary;Forced Leaf Node Lookup:hungary|TI|MM|212^7^0
43519520|*Habitat|D017753|5457|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM;RC|1361^8^0;1061^8^0;838^7^0;558^8^0;440^7^0;273^7^0;373^7^0
43519520|*Goals|D006040|84|MH|RtM via: Clinical Trial Objective|TI|MM|236^9^0
43519520|Pinus|D028223|1000|MH|Forced Non-Leaf Node Lookup:pine wood||MM|1307^9^0
43519450|Humans|D006801|5612832|CT|Forced Humans: human;Forced Leaf Node Lookup:humans;checkForceMH Boosted|TI|MM;RC|149^5^0
43519450|*Cause of Death|D002423|208229|MH|Forced Leaf Node Lookup:death causes|TI|MM;RC|86^11^0;155^11^0
43519450|*Psychotherapy|D011613|621|MH|RtM via: Structural analysis|TI|MM|230^18^0
43519450|*Research Design|D012107|351|MH|RtM via: Test Method|TI|MM|355^10^0
43519450|*Health Services|D006296|345|MH|RtM via: Test Method|TI|MM|355^10^0
43519450|*Abstracting and Indexing|D000043|216|MH|RtM via: Index|TI|MM|422^5^0
43519450|*Attention|D001288|45|MH|RtM via: Attention;Forced Non-Leaf Node Lookup:attention|TI|MM|173^9^0
43519450|*Diversity, Biological|D044822|30|ET|Entry Term Replacement for "Biodiversity";RtM via: Biodiversity;Forced Non-Leaf Node Lookup:biological diversity|TI|MM|495^20^0
43519223|*Phytoplankton|D010839|84221|MH|RtM via: Phytoplankton;checkForceMH Boosted;Forced Non-Leaf Node Lookup:phytoplankton|TI|MM;RC|953^13^0;710^13^0;25^13^0
43519223|*Diatoms|D017377|43393|MH|RtM via: Diatoms;Forced Leaf Node Lookup:diatoms;checkForceMH Boosted|TI|MM;RC|48^6^0
43519223|*Dinoflagellates|D004141|31373|ET|Entry Term Replacement for "Dinoflagellida";RtM via: Dinophyceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:dinoflagellates|TI|MM;RC|82^15^0
43519223|*Seasons|D012621|25439|MH|RtM via: Seasonal Variation;RtM via: Summer;RtM via: spring (season);Forced Leaf Node Lookup:seasonal variations|TI|MM;RC|333^19^0;829^6^0;442^6^0
43519223|*Plankton|D010933|21359|MH|RtM via: Plankton;checkForceMH Boosted;Forced Non-Leaf Node Lookup:plankton|TI|MM;RC|150^8^0
43519223|*Biomass|D018533|14495|MH|RtM via: Biomass;Forced Leaf Node Lookup:biomass|TI|MM;RC|967^7^0
43519223|*Water|D014867|8624|MH|RtM via: water;checkForceMH Boosted;Forced Non-Leaf Node Lookup:water|TI|MM|848^5^0;883^5^0
43519223|*Temperature|D013696|7923|MH|Forced Leaf Node Lookup:temperatures|TI|MM;RC|889^11^0
43519223|Lebanon|D007861|7427|MH|RtM via: Lebanon;Forced Leaf Node Lookup:lebanon|TI|MM|296^7^0
43519223|*Surgical Mesh|D013526|7424|MH|Forced Leaf Node Lookup:mesh|TI|MM|140^4^0
43519223|Seawater|D012623|1468|MH|||RC
43519223|Environmental Monitoring|D004784|1291|MH|||RC
43519223|*Hot Temperature|D006358|1248|MH|RtM via: High temperature of physical object|TI|MM|870^4^1;889^11^1
43519223|*Nutrient|D000078622|858|ET|Entry Term Replacement for "Nutrients";RtM via: Nutrients;Forced Non-Leaf Node Lookup:nutrients|TI|MM|929^8^0
43519481|*Potentilla|D031987|7500|MH|RtM via: Potentilla erecta;RtM via: Potentilla reptans;RtM via: Potentilla anglica;Forced Leaf Node Lookup:potentillas;checkForceMH Boosted|TI|MM;RC|472^17^0;873^18^0;494^18^0;1293^18^0;415^18^0
43519481|*Biomass|D018533|4008|MH|RtM via: Biomass;Forced Leaf Node Lookup:biomass|TI|MM;RC|1614^7^0
43519481|*Meristem|D018519|3621|MH|RtM via: Meristem;Forced Leaf Node Lookup:meristems|TI|MM;RC|1507^8^0;1355^8^0;1187^8^0;767^8^0;142^8^0
43519481|*Reproduction|D012098|1926|MH|RtM via: sexual reproduction;Forced Non-Leaf Node Lookup:reproduction|TI|MM;RC|1625^19^0;1632^12^0
43519481|*Climate|D002980|1560|MH|RtM via: Climate|TI|MM|864^7^0
43519481|*Biological Phenomena|D001686|1053|MH|RtM via: Tissue Growth|TI|MM|927^6^0;723^6^0;537^6^0
43519481|*Relatedness, Phylogenetic|D010802|573|ET|Entry Term Replacement for "Phylogeny";RtM via: Phylogeny|TI|MM|21^16^1;46^7^1
43519481|*Habit|D006184|117|ET|Entry Term Replacement for "Habits";RtM via: Behaviorial Habits;Forced Non-Leaf Node Lookup:habits|TI|MM|934^5^0
43519135|*Sample Size|D018401|8150|MH|RtM via: Sample Size;Forced Leaf Node Lookup:sample sizes|TI|MM|1732^11^0
43519135|*Monte Carlo Method|D009010|7811|MH|RtM via: Monte Carlo Method;Forced Leaf Node Lookup:monte carlo simulation|TI|MM|1554^11^0;797^11^0
43519135|*Incidence|D015994|4805|MH|RtM via: Incidence;Forced Leaf Node Lookup:incidences|TI|MM|268^9^0
43519135|*Benchmarking|D019985|4388|MH|RtM via: Benchmarks;Forced Leaf Node Lookup:metrics|TI|MM|337^7^0
43519135|*Consensus|D032921|3719|MH|RtM via: Consensus;Forced Leaf Node Lookup:consensus|TI|MM|565^9^0
43519135|*Grassland|D065948|3425|MH|Forced Leaf Node Lookup:grasslands|TI|MM|1847^9^0
43519135|*Clustering|D016000|30879|ET|Entry Term Replacement for "Cluster Analysis";RtM via: statistical cluster;Forced Non-Leaf Node Lookup:clusterings|TI|MM;RC|2573^10^0;1762^10^0
43519135|*Algorithm|D000465|14682|ET|Entry Term Replacement for "Algorithms";RtM via: algorithm;Forced Non-Leaf Node Lookup:algorithms|TI|MM;RC|1773^9^0
43519135|*Computer Simulation|D003198|11388|MH|RtM via: Computer simulation|TI|MM;RC|1566^10^0;809^10^0
43519135|*Computer Programs|D012984|4983|ET|Entry Term Replacement for "Software";RtM via: Computer software;Forced Non-Leaf Node Lookup:computer programs|TI|MM|1443^17^0
43519215|*Lichens|D008011|114612|MH|RtM via: Lichen - organism;Forced Leaf Node Lookup:lichens;checkForceMH Boosted|TI|MM;RC|1800^7^0;1770^7^0;1555^6^0;920^6^0;498^7^0;269^7^0;46^7^0;181^7^0
43519215|*Trees|D014197|71556|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM;RC|896^5^0;772^4^0;705^5^0;587^5^0;321^5^0;196^5^0;89^5^0
43519215|*Host Specificity|D058507|11000|MH|RtM via: Host Specificity;Forced Leaf Node Lookup:host specificity|TI|MM|1405^16^0
43519215|Guyana|D006172|8798|MH|RtM via: Guyana;Forced Leaf Node Lookup:guyana|TI|MM|143^6^0
43519215|Aspidothelium fugiens|C000662775|8751|NM|Forced New Lookup:aspidothelium fugiens|TI|MM|1119^21^0
43519215|Aulaxina quadrangula|C000662965|8751|NM|Forced New Lookup:aulaxina quadrangula|TI|MM|1142^20^0
43519215|Lasioloma arachnoideum|C000673199|8751|NM|Forced New Lookup:lasioloma arachnoideum|TI|MM|1070^22^0
43519215|Strigula antillarum|C000702840|8751|NM|Forced New Lookup:strigula antillarum|TI|MM|1167^19^0
43519215|*Forest|D065928|25623|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM;RC|1235^6^0;994^6^0;453^6^0;234^6^0;124^6^0
43519215|*Bryophyta|D044002|22020|MH|RtM via: Mosses|TI|MM;RC|1665^10^0;58^10^0
43519215|*Ascomycota|D001203|16734|MH|RtM via: Arthonia;RtM via: Aspidothelium fugiens;RtM via: Asterothyrium;RtM via: Aulaxina quadrangula;RtM via: Badimia;RtM via: Lasioloma arachnoideum;RtM via: Porina;RtM via: Strigula antillarum;RtM via: Echinoplaca|TI|MM|1271^8^0;1119^21^0;1350^13^0;1142^20^0;1281^7^0;1070^22^0;1293^6^0;1167^19^0;1368^11^0;1044^11^0
43519215|*Plant Leaves|D018515|5424|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves|TI|MM;RC|1703^6^0
43519530|*Fractals|D017709|1388|MH|RtM via: Fractals;Forced Leaf Node Lookup:fractals|TI|MM|931^7^0;632^7^0;475^7^0;370^7^0;295^7^0;34^7^0
43519530|*Dust|D004391|920|MH|RtM via: Dust;checkForceMH Boosted;Forced Non-Leaf Node Lookup:dust|TI|MM|787^4^0;289^4^0
43519530|*Clustering|D016000|3048|ET|Entry Term Replacement for "Cluster Analysis";RtM via: statistical cluster;Forced Non-Leaf Node Lookup:clusterings|TI|MM;RC|552^10^0;106^10^0
43519530|*Embryophyta|D019669|1611|MH|RtM via: Embryophyta|TI|MM|864^13^0
43519530|*Acclimatization|D000064|801|MH|RtM via: Acclimatization|TI|MM|1293^11^0
43519530|Biology|D001695|1000|MH|Forced Non-Leaf Node Lookup:biology||MM|200^7^0
43519542|*Thylakoids|D020524|33259|MH|RtM via: Grana;RtM via: Chloroplast thylakoids;Forced Leaf Node Lookup:thylakoids;Forced Leaf Node Lookup:grana|TI|MM;RC|1003^5^0;1048^6^0;556^5^0;425^5^0;1027^9^0
43519542|*Pulmonaria|D029685|11113|MH|RtM via: Pulmonaria officinalis;Forced Leaf Node Lookup:pulmonarias;checkForceMH Boosted|TI|MM|798^22^0;137^22^0;307^10^0
43519542|*Sunlight|D013472|9386|MH|RtM via: Sunlight;Forced Leaf Node Lookup:sunlight|TI|MM;RC|371^3^0;348^8^0
43519542|*Corydalis|D031311|7618|MH|RtM via: Corydalis solida;Forced Leaf Node Lookup:corydalis;checkForceMH Boosted|TI|MM;RC|1186^16^0;249^16^0;100^16^0
43519542|*Seasons|D012621|7037|MH|RtM via: Summer;RtM via: spring (season);Forced Leaf Node Lookup:seasonal|TI|MM;RC|781^6^0;125^6^0;281^6^0;83^6^0;165^8^0
43519542|*Starch|D013213|4445|MH|RtM via: starch;checkForceMH Boosted;Forced Non-Leaf Node Lookup:starch|TI|MM|646^6^0;483^6^0
43519542|*Chloroplasts|D002736|18900|MH|RtM via: Chloroplasts;Forced Non-Leaf Node Lookup:chloroplasts|TI|MM;RC|1156^11^0;891^12^0;732^11^0;380^12^0;21^11^0
43519542|*Plant Leaves|D018515|7827|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves|TI|MM;RC|788^6^0;288^4^0;266^6^0;185^4^0;51^6^0
43519542|*Light|D008027|6303|MH|RtM via: Light intensity|TI|MM;RC|1101^15^0;539^15^0;230^17^0
43519542|*Forest|D065928|1317|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|65^6^0
43519542|Lipids|D008055|1000|MH|Forced Non-Leaf Node Lookup:lipids||MM|494^5^0;657^5^0
43519372|Animals|D000818|1594|CT|Bivalvia;CT Treecode Lookup: B01.050.500.644 (Bivalvia)||MM;RC
43519372|*Rubiaceae|D019666|594|MH|RtM via: Coccocypselum;RtM via: Rubiaceae;RtM via: Portlandia <angiosperm>;RtM via: Isidorea;RtM via: Casasia clusiifolia;RtM via: Isidorea ophiticola;RtM via: Antirhea;RtM via: Schmidtottia;Forced Non-Leaf Node Lookup:rubiaceae|TI|MM|666^13^0;98^16^0;617^10^0;632^8^0;183^8^0;419^19^0;127^21^0;333^8^0;212^12^0;105^9^0
43519372|*Bivalvia|D049872|222|MH|RtM via: Portlandia <clam>|TI|MM|617^10^0
43519250|*Carbon|D002244|10777|MH|RtM via: Carbon;checkForceMH Boosted;Forced Non-Leaf Node Lookup:carbon|TI|MM;RC|838^6^0
43519250|*Festuca|D031751|9578|MH|RtM via: Festuca rupicola;Forced Leaf Node Lookup:festucas;checkForceMH Boosted|TI|MM|322^16^0
43519250|*Gluconeogenesis|D005943|9070|MH|RtM via: Gluconeogenesis;Forced Leaf Node Lookup:gluconeogenesis|TI|MM|1158^15^0;210^15^0
43519250|*Filipendula|D031984|8687|MH|RtM via: Filipendula vulgaris;Forced Leaf Node Lookup:filipendulas;checkForceMH Boosted|TI|MM|285^20^0
43519250|*Starch|D013213|8476|MH|RtM via: starch;checkForceMH Boosted;Forced Non-Leaf Node Lookup:starch|TI|MM;RC|1357^6^0;493^6^0
43519250|*Sugar|D000073893|7312|ET|Entry Term Replacement for "Sugars";RtM via: Sugars;RtM via: raw sugar;checkForceMH Boosted;Forced Non-Leaf Node Lookup:sugars|TI|MM|515^5^0;1070^5^0
43519250|*Grassland|D065948|4309|MH|Forced Leaf Node Lookup:grasslands|TI|MM|256^9^0
43519250|*Photosynthesis|D010788|31377|MH|RtM via: Photosynthesis;Forced Non-Leaf Node Lookup:photosynthesis|TI|MM;RC|1259^14^0;373^14^0
43519250|*Glycolysis|D006019|7290|MH|RtM via: Glycolysis;Forced Non-Leaf Node Lookup:glycolysis|TI|MM;RC|1107^10^0;195^10^0
43519250|*Acclimation|D000064|5514|ET|Entry Term Replacement for "Acclimatization";RtM via: Acclimatization;Forced Non-Leaf Node Lookup:acclimation|TI|MM;RC|1240^11^0;358^11^0;1306^11^0
43519250|Plant Extracts|D010936|1000|MH|Forced Non-Leaf Node Lookup:extracts||MM|889^8^0
43519178|*Allergens|D000485|50645|MH|RtM via: ALLERGENS IDENTIFIED:PRESENCE OR IDENTITY:POINT IN TIME:SERUM:NOMINAL;RtM via: Allergens;RtM via: Food allergenic extracts;RtM via: Allergen [APC];checkForceMH Boosted;Forced Non-Leaf Node Lookup:allergens|TI|MM;RC|73^9^0;486^8^0;306^4^0;365^8^0
43519178|Hungary|D006814|5045|MH|RtM via: Hungary;Forced Leaf Node Lookup:hungary|TI|MM|330^7^0
