10.2307/2484573|Female|D005260|5409|CT|Ovary;CT Treecode Lookup: A05.360.319 (Ovary);Genitalia, Female;CT Treecode Lookup: A05.360.319 (Genitalia, Female)|TI|MM
10.2307/2482595|*Sporangia|D058432|2148|MH|RtM via: Sporangia;Forced Leaf Node Lookup:sporangia|TI|MM;RC|292^9^0;195^10^0;349^9^0
10.2307/2482595|*Host Specificity|D058507|681|MH|RtM via: Host Range;Forced Leaf Node Lookup:host ranges|TI|MM|473^10^0
10.2307/2482595|Argentina|D001118|339|MH|RtM via: Country of Argentina;Forced Leaf Node Lookup:argentina|TI|MM|126^9^0
10.2307/2482595|*Blastocladiomycota|D055133|2973|MH|RtM via: Physoderma|TI|MM;RC|60^10^0
10.2307/2482595|Canada|D002170|429|MH|RtM via: Canada;Forced Non-Leaf Node Lookup:canada|TI|MM|115^6^0
10.2307/2482502|*Pollination|D054817|9840|MH|RtM via: Pollination;Forced Leaf Node Lookup:pollination|TI|MM;RC|710^11^0
10.2307/2482502|*Gametogenesis, Plant|D056130|4836|MH|RtM via: Microsporogenesis;Forced Leaf Node Lookup:microsporogenesis|TI|MM|157^17^0
10.2307/2482502|*Chromosomes|D002875|5880|MH|RtM via: Chromosome number;RtM via: Chromosomes;Forced Non-Leaf Node Lookup:chromosomes|TI|MM;RC|47^17^0;237^18^0;865^11^0;635^11^0;545^11^0;291^10^0
10.2307/2482502|*Seeds|D012639|3465|MH|RtM via: Plant seeds;Forced Non-Leaf Node Lookup:seeds|TI|MM;RC|478^5^0
10.2307/2482502|*Plants|D010944|2097|MH|RtM via: Plants|TI|MM;RC|896^5^0;592^6^0;501^5^0;80^5^0
10.2307/2482502|*Flower|D035264|2088|ET|Entry Term Replacement for "Flowers";RtM via: Flowers;Forced Non-Leaf Node Lookup:flowers|TI|MM|316^6^0
10.2307/2483793|Humans|D006801|1000|CT|Forced Humans:D Bisexual||MM
10.2307/2483793|*Germ Cells, Plant|D055993|7190|MH|RtM via: Gametophytes;Forced Leaf Node Lookup:gametophytes|TI|MM;RC|501^12^0;316^12^0;32^12^0
10.2307/2483793|*Meristem|D018519|2798|MH|RtM via: Meristem;Forced Leaf Node Lookup:meristems|TI|MM;RC|223^8^0
10.2307/2483793|*Equisetum|D020829|2350|MH|RtM via: Equisetum;Forced Leaf Node Lookup:equisetums;checkForceMH Boosted|TI|MM|84^9^0
10.2307/2483793|*Plastic|D010969|692|ET|Entry Term Replacement for "Plastics";RtM via: Plastics;checkForceMH Boosted;Forced Non-Leaf Node Lookup:plastics|TI|MM|731^7^0
10.2307/2483793|Latin America|D007843|671|MH|Forced Leaf Node Lookup:latin american|TI|MM|58^14^0
10.2307/2483793|*Bisexuality|D001727|1308|MH|RtM via: Bisexuality|TI|MM|656^8^0;140^8^0
10.2307/2483793|*Bisexual|D000072339|1224|ET|Entry Term Replacement for "Sexual and Gender Minorities";RtM via: Bisexuals;Forced Non-Leaf Node Lookup:bisexuals|TI|MM|656^8^0;140^8^0
10.2307/2483793|*Tracheophyta|D064028|852|MH|RtM via: Tracheophyta|TI|MM|836^15^0
10.2307/2483793|*Seeds|D012639|795|MH|RtM via: Plant seeds;Forced Non-Leaf Node Lookup:seed|TI|MM|856^11^0
10.2307/2483793|Fertilization|D005306|1000|MH|Forced Non-Leaf Node Lookup:fertilizations||MM|373^13^0
10.2307/2482562|*Fucus|D044645|8671|MH|RtM via: Fucus;Forced Leaf Node Lookup:fucus;checkForceMH Boosted|TI|MM;RC|1038^5^0;918^5^0;747^5^0;681^5^0
10.2307/2482562|*Salinity|D054712|5015|MH|RtM via: Salinity;Forced Leaf Node Lookup:salinity|TI|MM;RC|313^8^0
10.2307/2482562|*Chondrus|D044723|4507|MH|RtM via: Chondrus crispus;Forced Leaf Node Lookup:chondrus crispus;checkForceMH Boosted|TI|MM|956^16^0
10.2307/2482562|*Temperature|D013696|1691|MH|RtM via: Temperature;Forced Leaf Node Lookup:temperatures|TI|MM|147^11^0
10.2307/2482562|*Cyanobacteria|D000458|2463|MH|RtM via: Calothrix|TI|MM;RC|638^9^0
10.2307/2482562|*Ulva|D044445|1809|MH|RtM via: Ulva linza|TI|MM|850^18^0;652^18^0
10.2307/2482562|*Environmental Pollution|D004787|1260|MH|RtM via: Pollution|TI|MM|323^9^0
10.2307/2482562|*Transportation Facilities|D000072436|603|MH|RtM via: Harbor|TI|MM|239^6^0
10.2307/2482562|Hydrogen-Ion Concentration|D006863|1000|MH|Forced Non-Leaf Node Lookup:ph||MM|364^2^0
10.2307/2484680|Humans|D006801|1412|CT|CT Text Lookup: workers|TI|MM|537^7^0
10.2307/2484680|*Nitella|D044443|412|MH|RtM via: Nitella;Forced Leaf Node Lookup:nitellas;checkForceMH Boosted|TI|MM|771^7^0;613^7^0
10.2307/2484680|*Oogonia|D009867|119|MH|RtM via: Oogonia;Forced Leaf Node Lookup:oogonia|TI|MM;RC|423^7^0;336^7^0
10.2307/2484680|*Characeae|D044522|282|MH|RtM via: Tolypella|TI|MM|659^9^0;131^9^0
10.2307/2484680|DNA, Ribosomal Spacer|D021903|232|MH|||RC
10.2307/2484680|*Histological Techniques|D006652|63|MH|RtM via: Sectioning technique|TI|MM|760^7^0
10.2307/2483610|*Cucurbitaceae|D019662|70308|MH|RtM via: Cucurbitaceae;RtM via: Gymnopetalum cochinchinense;RtM via: Herpetospermum darjeelingense;RtM via: Sechium edule;RtM via: Coccinia;RtM via: Blastania;RtM via: Cyclanthera;RtM via: Echinocystis;RtM via: Melothria;checkForceMH Boosted;Forced Non-Leaf Node Lookup:cucurbitaceae|TI|MM;RC|130^13^0;663^27^0;453^23^0;571^13^0;642^8^0;328^9^0;382^11^0;430^12^0;478^14^0;710^9^0
10.2307/2483610|*Passifloraceae|D031683|39822|MH|RtM via: Passifloraceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:passifloraceae|TI|MM;RC|169^14^0
10.2307/2483610|*Momordica charantia|D029777|26169|MH|RtM via: Momordica charantia;Forced Leaf Node Lookup:momordica charantias;checkForceMH Boosted|TI|MM;RC|547^19^0
10.2307/2483610|*Luffa|D029776|20742|MH|RtM via: Luffa acutangula;RtM via: Luffa graveolens;Forced Leaf Node Lookup:luffas;checkForceMH Boosted|TI|MM|508^16^0;692^16^0
10.2307/2483610|*Passiflora|D029598|14754|MH|RtM via: Passiflora foetida;Forced Leaf Node Lookup:passiflora;checkForceMH Boosted|TI|MM|308^18^0
10.2307/2483610|*Viola|D032413|14418|MH|RtM via: Viola tricolor;Forced Leaf Node Lookup:violas;checkForceMH Boosted|TI|MM|762^14^0
10.2307/2483610|*Carica|D029441|14217|MH|RtM via: Carica papaya;Forced Leaf Node Lookup:carica papayas;checkForceMH Boosted|TI|MM|257^13^0
10.2307/2483610|*Caricaceae|D031241|12780|MH|RtM via: Caricaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:caricaceae|TI|MM|157^10^0
10.2307/2483610|*Cucumis melo|D028463|12572|MH|Forced Leaf Node Lookup:cucumis melos;checkForceMH Boosted|TI|MM;RC|353^12^0
10.2307/2483610|*Endosperm|D056625|10104|MH|RtM via: Endosperm;Forced Leaf Node Lookup:endosperms|TI|MM;RC|1041^9^0;629^9^0;32^9^0
10.2307/2483610|*Violaceae|D029649|9732|MH|RtM via: Violaceae;RtM via: Ionidium;checkForceMH Boosted;Forced Non-Leaf Node Lookup:violaceae|TI|MM|196^9^0;735^8^0
10.2307/2483610|*Cucumis|D028462|9459|MH|RtM via: Cucumis pubescens;checkForceMH Boosted|TI|MM|353^7^1;371^9^1
10.2307/2483610|*Vacuoles|D014617|7614|MH|RtM via: central vacuole;Forced Leaf Node Lookup:vacuoles|TI|MM|1112^15^0;83^15^0;91^7^0;1120^7^0
10.2307/2483610|*Altitude|D000531|6231|MH|Forced Leaf Node Lookup:altitudes|TI|MM|857^9^0
10.2307/2483610|*Cytoplasm|D003593|1563|MH|RtM via: Cytoplasm;Forced Non-Leaf Node Lookup:cytoplasms|TI|MM|1024^9^0;589^11^0;221^11^0
10.2307/2483610|*Cytosol|D003600|1083|MH|RtM via: Cytoplasmic|TI|MM|589^11^0;221^11^0
10.2307/2483610|*Research Design|D012107|840|MH|RtM via: Test Method|TI|MM|58^6^0
10.2307/2483873|Humans|D006801|1000|CT|Forced Humans:D Educational Personnel||MM
10.2307/2483873|*Filtration|D005374|777|MH|RtM via: filter papers|TI|MM;RC|267^12^0
10.2307/2483873|*Water|D014867|108|MH|RtM via: Aqueous|TI|MM|228^7^0;123^7^0
10.2307/2483873|*Educational Personnel|D000071195|48|MH|RtM via: Teaching principal|TI|MM|438^9^0
10.2307/2484465|*Ectomycorrhizae|D038821|39887|ET|Entry Term Replacement for "Mycorrhizae";RtM via: Ectomycorrhizae;checkForceMH Boosted|TI|MM;RC|215^15^0
10.2307/2484465|*Trees|D014197|21627|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM;RC|784^4^0;604^4^0;641^5^0;547^5^0;407^4^0;454^4^0
10.2307/2484465|*Pinus|D028223|21104|MH|RtM via: Pinus strobus;checkForceMH Boosted;Forced Non-Leaf Node Lookup:pinus|TI|MM;RC|533^13^0
10.2307/2484465|*Picea|D028222|16375|MH|RtM via: Picea glauca;Forced Leaf Node Lookup:piceas;checkForceMH Boosted|TI|MM|348^12^0
10.2307/2484465|*Larix|D028221|14806|MH|RtM via: Larix kaempferi;Forced Leaf Node Lookup:larix;checkForceMH Boosted|TI|MM|327^16^0
10.2307/2484465|*Sand|D000080463|10264|MH|RtM via: Sand;Forced Leaf Node Lookup:sand;checkForceMH Boosted|TI|MM|917^4^0
10.2307/2484465|*Legumes|D007887|7943|ET|Entry Term Replacement for "Fabaceae";RtM via: Fabaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:legumes|TI|MM|986^7^0
10.2307/2484465|*Conifers|D064028|7109|ET|Entry Term Replacement for "Tracheophyta";RtM via: Tracheophyta;checkForceMH Boosted;Forced Non-Leaf Node Lookup:conifers|TI|MM|270^8^0;84^8^0
10.2307/2484465|*Grasses|D006109|7082|ET|Entry Term Replacement for "Poaceae";RtM via: Poaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:grasses|TI|MM|974^7^0
10.2307/2484465|*Bituminous Coal|D003031|5258|ET|Entry Term Replacement for "Coal";RtM via: Bituminous Coal;checkForceMH Boosted;Forced Non-Leaf Node Lookup:bituminous coals|TI|MM|44^15^0
10.2307/2484465|*Limestone|D002119|5111|ET|Entry Term Replacement for "Calcium Carbonate";RtM via: Limestone;checkForceMH Boosted;Forced Non-Leaf Node Lookup:limestone|TI|MM|904^9^0
10.2307/2484465|Pisolithus tinctorius|C000684301|4896|NM|Forced New Lookup:pisolithus tinctorius|TI|MM|163^21^0
10.2307/2484465|*Basidiomycota|D001487|24003|MH|RtM via: Pisolithus tinctorius|TI|MM;RC|163^21^0;866^10^0;663^10^0;574^10^0;384^10^0
10.2307/2484465|*Basidiocarp|D048690|4974|ET|Entry Term Replacement for "Fruiting Bodies, Fungal";RtM via: Basidiocarp;Forced Non-Leaf Node Lookup:basidiocarps|TI|MM|877^12^0;713^12^0;674^12^0;585^12^0;475^11^0;437^12^0
10.2307/2484465|*Cycadopsida|D032462|1563|MH|RtM via: Division Coniferophyta (organism)|TI|MM|270^8^0;84^8^0
10.2307/2996227|Animals|D000818|9682|CT|Bird;CT Treecode Lookup: B01.050.150.900.248 (Bird)||MM;RC
10.2307/2996227|*Fraxinus|D031661|8682|MH|RtM via: Fraxinus americana;Forced Leaf Node Lookup:fraxinus;checkForceMH Boosted|TI|MM;RC|157^18^0;146^9^0
10.2307/2996227|New Jersey|D009515|705|MH|RtM via: New Jersey;Forced Leaf Node Lookup:new jersey|TI|MM|302^10^0
10.2307/2996227|*Plants|D010944|2322|MH|RtM via: Plants|TI|MM;RC|138^6^0
10.2307/2996227|*Bird|D001717|1740|ET|Entry Term Replacement for "Birds";RtM via: Aves;Forced Non-Leaf Node Lookup:bird|TI|MM;RC|120^4^0
10.2307/2996227|*Seeds|D012639|1596|MH|RtM via: Plant seeds;Forced Non-Leaf Node Lookup:seeds|TI|MM;RC|365^5^0
10.2307/2996227|*Woods|D014934|1533|ET|Entry Term Replacement for "Wood";RtM via: Wood material|TI|MM;RC|68^5^0
10.2307/2995902|*Droughts|D055864|13778|MH|RtM via: Droughts;Forced Leaf Node Lookup:droughts|TI|MM;RC|347^7^0
10.2307/2995902|*Quercus|D029963|7727|MH|Forced Leaf Node Lookup:oak;checkForceMH Boosted|TI|MM;RC|103^3^0
10.2307/2995902|Maryland|D008396|3221|MH|RtM via: Maryland (geographic location);Forced Leaf Node Lookup:maryland|TI|MM|120^8^0
10.2307/2995902|*Forests|D065928|23946|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM;RC|107^7^0
10.2307/2995902|*Fire|D005390|17130|ET|Entry Term Replacement for "Fires";RtM via: Fire - disasters|TI|MM;RC|339^4^0
10.2307/2995902|*Pinus|D028223|14928|MH|RtM via: Pinus <genus>|TI|MM;RC|94^4^0
10.2307/2995902|*Woods|D014934|2511|ET|Entry Term Replacement for "Wood";RtM via: Wood material|TI|MM|55^6^0
10.2307/2484697|New Jersey|D009515|571|MH|RtM via: New Jersey;Forced Leaf Node Lookup:new jersey|TI|MM;RC|178^10^0
10.2307/2484697|*Venus|D018536|568|MH|RtM via: Venus (Planet);Forced Leaf Node Lookup:venus|TI|MM|89^5^0
10.2307/2484697|*Wetlands|D053833|568|MH|Forced Leaf Node Lookup:bog|TI|MM|207^3^0
10.2307/2484697|*Droseraceae|D031257|12153|MH|RtM via: Dionaea muscipula;Forced Non-Leaf Node Lookup:dionaeas|TI|MM;RC|70^17^0
10.2307/2484697|*Pinus|D028223|570|MH|RtM via: Pinus <genus>|TI|MM|189^4^0
10.2307/2484697|*Seed|D012639|351|ET|Entry Term Replacement for "Seeds";RtM via: Plant seeds;Forced Non-Leaf Node Lookup:seed|TI|MM|166^4^0
10.2307/2996519|*Inflorescence|D056626|1607|MH|RtM via: Inflorescence;Forced Leaf Node Lookup:inflorescences|TI|MM;RC|138^13^0
10.2307/2996519|*Malpighiales|D000076622|969|MH|RtM via: Tapura|TI|MM|45^6^0
10.2307/2996519|*Plant Leaves|D018515|540|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaf|TI|MM;RC|183^4^0
10.2307/2996916|*Quercus|D029963|42816|MH|RtM via: Quercus alba;Forced Leaf Node Lookup:quercus;Forced Leaf Node Lookup:oak;checkForceMH Boosted|TI|MM;RC|561^12^0;1055^7^0;695^7^0;390^7^0;131^3^0;136^7^0
10.2307/2996916|*Wildfires|D000075923|38190|MH|RtM via: Wildfires;Forced Leaf Node Lookup:wildfires|TI|MM;RC|833^8^0
10.2307/2996916|*Pinus|D028223|27456|MH|RtM via: Pinus strobus;RtM via: Pinus <genus>;checkForceMH Boosted;Forced Non-Leaf Node Lookup:pinus|TI|MM;RC|578^13^0;717^5^0
10.2307/2996916|*Acer|D031002|17595|MH|RtM via: Acer;Forced Leaf Node Lookup:acer;checkForceMH Boosted|TI|MM|1028^4^0
10.2307/2996916|*Charcoal|D002606|14988|MH|RtM via: activated charcoal;Forced Leaf Node Lookup:charcoal;checkForceMH Boosted|TI|MM|654^8^1;676^8^1
10.2307/2996916|*Saccharum|D031786|14763|MH|RtM via: Saccharum;Forced Leaf Node Lookup:saccharum;checkForceMH Boosted|TI|MM|1198^9^0
10.2307/2996916|*Prunus|D027861|7473|MH|RtM via: Prunus;checkForceMH Boosted;Forced Non-Leaf Node Lookup:prunus|TI|MM|1037^6^0
10.2307/2996916|*Iron|D007501|7254|MH|RtM via: iron;checkForceMH Boosted;Forced Non-Leaf Node Lookup:iron|TI|MM|663^4^0
10.2307/2996916|Pennsylvania|D010414|7239|MH|RtM via: Pennsylvania;Forced Leaf Node Lookup:pennsylvania|TI|MM|853^12^0;238^12^0
10.2307/2996916|*Forests|D065928|41493|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM;RC|1341^6^0;1095^7^0;1063^6^0;750^7^0;517^7^0;306^6^0;159^7^0;182^7^0;1232^7^0
10.2307/2996916|*Fire|D005390|33357|ET|Entry Term Replacement for "Fires";RtM via: Fire - disasters|TI|MM;RC|964^4^0;615^4^0;340^4^0
10.2307/2483685|*Triploidy|D057885|19128|MH|RtM via: Triploidy syndrome;Forced Leaf Node Lookup:triploids|TI|MM;RC|38^8^0
10.2307/2483685|*Diploidy|D004171|18024|MH|RtM via: Diploidy;Forced Leaf Node Lookup:diploids|TI|MM;RC|128^7^0
10.2307/2483685|*Agropyron|D031702|5232|MH|RtM via: Genus Agropyron;Forced Leaf Node Lookup:agropyrons;checkForceMH Boosted|TI|MM|88^9^0
10.2307/2483685|Ploidies|D011003|769|MH|||RC
10.2307/2483791|*Droughts|D055864|15077|MH|RtM via: Droughts;Forced Leaf Node Lookup:droughts|TI|MM;RC|153^7^0
10.2307/2483791|*Water|D014867|5408|MH|RtM via: water;checkForceMH Boosted;Forced Non-Leaf Node Lookup:water|TI|MM;RC|112^5^0
10.2307/2483791|*Seasons|D012621|6996|MH|RtM via: Winter|TI|MM;RC|179^6^0
10.2307/2483791|*Desert Climate|D003889|4140|MH|RtM via: Desert Climate|TI|MM|65^13^0
10.2307/2997150|Animals|D000818|5994|CT|Life Cycle;CT Treecode Lookup: B05.500 (Life Cycle);Life Cycle;CT Treecode Lookup: G07.345.500.550.500 (Life Cycle);Parasites;CT Treecode Lookup: B01.050.500.714 (Parasites)||MM;RC
10.2307/2997150|*Sporangia|D058432|4994|MH|RtM via: Sporangia;Forced Leaf Node Lookup:sporangia|TI|MM;RC|605^9^0;452^9^0
10.2307/2997150|*Phylogeny|D010802|3716|MH|RtM via: Phylogeny;Forced Leaf Node Lookup:phylogeny|TI|MM;RC|361^9^0;53^9^0
10.2307/2997150|*Mirabilis|D039282|2266|MH|RtM via: Mirabilis;Forced Leaf Node Lookup:mirabilis;checkForceMH Boosted|TI|MM|711^9^0
10.2307/2997150|*Parasites|D010271|1520|MH|RtM via: Parasites;checkForceMH Boosted|TI|MM|1214^10^0
10.2307/2997150|*Chytridiomycota|D008411|3984|MH|RtM via: Synchytrium;RtM via: Synchytriaceae|TI|MM;RC|1119^11^0;764^11^0;66^11^0;309^14^0
10.2307/2997150|*Plants, Land|D019669|2322|ET|Entry Term Replacement for "Embryophyta";RtM via: Embryophyta;Forced Non-Leaf Node Lookup:land plants|TI|MM|1225^11^0
10.2307/2997150|*Life Cycle|D008018|2004|ET|Entry Term Replacement for "Life Cycle Stages";RtM via: Life Cycle Stages;Forced Non-Leaf Node Lookup:life cycles|TI|MM;RC|1186^10^0
10.2307/2997150|*Environment|D004777|225|MH|RtM via: Geographic canal|TI|MM|812^6^0
10.2307/2995901|Florida|D005431|190|MH|RtM via: Florida;Forced Leaf Node Lookup:florida|TI|MM;RC|91^7^0
10.2307/2995901|*Islands|D062312|213|MH|RtM via: Islands|TI|MM|42^6^0
10.2307/2483214|*Lichens|D008011|34064|MH|RtM via: Lichen - organism;Forced Leaf Node Lookup:lichens;checkForceMH Boosted|TI|MM;RC|183^6^0;46^6^0;358^6^0
10.2307/2483214|*Spores, Fungal|D013172|12611|MH|RtM via: Kingdom Fungi ascospore;Forced Leaf Node Lookup:conidia;checkForceMH Boosted|TI|MM;RC|224^10^0;430^7^0
10.2307/2483214|*Agar|D000362|11273|MH|RtM via: agar;Forced Leaf Node Lookup:agar;checkForceMH Boosted|TI|MM;RC|306^4^0
10.2307/2483214|Acarospora fuscata|C000659333|2735|NM|Forced New Lookup:acarospora fuscata|TI|MM|60^18^0
10.2307/2483214|Buellia stillingiana|C000658881|2735|NM|Forced New Lookup:buellia stillingiana|TI|MM|92^20^0;402^20^0
10.2307/2483214|Sarcogyne similis|C000678639|2735|NM|Forced New Lookup:sarcogyne similis|TI|MM|126^17^0
10.2307/2483214|*Ascomycota|D001203|12183|MH|RtM via: Acarospora fuscata;RtM via: Ascoma;RtM via: Sarcogyne similis;RtM via: Buellia stillingiana|TI|MM;RC|60^18^0;345^9^0;126^17^0;402^20^0;92^20^0
10.2307/2483214|*Culture Media|D003470|3363|MH|RtM via: Culture Media|TI|MM;RC|335^5^0
10.2307/2483214|*Biological Phenomena|D001686|861|MH|RtM via: Tissue Growth|TI|MM|249^4^0
10.2307/2996402|United States|D014481|8303|CT|Forced Leaf Node Lookup:american|TI|MM|66^8^0;548^8^0;1593^8^0
10.2307/2996402|*Trees|D014197|7303|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM;RC|1298^5^0;801^5^0;566^5^0;393^5^0;300^5^0;172^5^0;84^5^0;333^5^0;494^5^0
10.2307/2996402|*Sand|D000080463|2198|MH|RtM via: Sand;checkForceMH Boosted|TI|MM|1627^5^0;1318^5^0
10.2307/2996402|*Soil|D012987|1895|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soils|TI|MM|1531^4^0;1633^5^0;1324^5^0;1123^4^0;1423^5^0;1692^5^0;1772^5^0
10.2307/2996402|Michigan|D008824|1208|MH|RtM via: Michigan (geographic location);Forced Leaf Node Lookup:michigan|TI|MM|538^8^0;107^8^0
10.2307/2996402|chestnut blight|C000657704|1206|NM|Forced New Lookup:chestnut blight|TI|MM|183^15^0;633^15^0
10.2307/2996402|Ascomycota|D001203|5830|MH|||RC
10.2307/2996402|Fagaceae|D029962|4606|MH|||RC
10.2307/2483686|*Metaphase|D008677|54228|MH|RtM via: Metaphase;RtM via: Mitotic Metaphase;Forced Leaf Node Lookup:metaphase|TI|MM;RC|342^9^0;399^9^0;476^9^0;551^9^0
10.2307/2483686|*Chromatids|D002842|43599|MH|RtM via: Sister Chromatid;Forced Leaf Node Lookup:chromatids|TI|MM;RC|281^17^0;288^10^0;328^10^0
10.2307/2483686|*Ornithogalum|D031442|18702|MH|Forced Leaf Node Lookup:ornithogalums;checkForceMH Boosted|TI|MM|109^12^0
10.2307/2483686|*Germination|D018525|9813|MH|RtM via: Germination;Forced Leaf Node Lookup:germinations|TI|MM|148^11^0
10.2307/2483686|*Meiosis|D008540|40050|MH|RtM via: Meiosis;Forced Non-Leaf Node Lookup:meiosis|TI|MM;RC|897^7^0
10.2307/2483686|*Mitosis|D008938|24231|MH|RtM via: Mitosis;Forced Non-Leaf Node Lookup:mitosis|TI|MM;RC|98^7^0
10.2307/2483686|*Chromosome Segregation|D020090|23271|MH|RtM via: chromosome separation|TI|MM;RC|447^21^0
10.2307/2996843|*Soil|D012987|10863|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soil|TI|MM;RC|214^4^0;57^4^0
10.2307/2996843|*Maianthemum|D031401|3207|MH|RtM via: Maianthemum canadense;Forced Leaf Node Lookup:maianthemum;checkForceMH Boosted|TI|MM|513^21^0
10.2307/2996843|*Viburnum|D027925|2964|MH|RtM via: Viburnum acerifolium;Forced Leaf Node Lookup:viburnums;checkForceMH Boosted|TI|MM|536^20^0
10.2307/2996843|*Geranium|D031315|2754|MH|RtM via: Geranium maculatum;Forced Leaf Node Lookup:geraniums;checkForceMH Boosted|TI|MM|608^18^0
10.2307/2996843|*Sanguinaria|D031681|2265|MH|RtM via: Sanguinaria canadensis;Forced Leaf Node Lookup:sanguinaria canadensis;checkForceMH Boosted|TI|MM|628^22^0
10.2307/2996843|New York|D009518|1134|MH|RtM via: New York (geographic location);Forced Leaf Node Lookup:new york|TI|MM|159^8^0
10.2307/2996843|*Habitats|D017753|9492|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM;RC|462^8^0
10.2307/2996843|*Acid|D000143|1332|ET|Entry Term Replacement for "Acids";RtM via: Acids|TI|MM;RC|693^6^0;486^4^0;330^6^0
10.2307/2996843|*Asteraceae|D019659|801|MH|RtM via: Eurybia divaricata|TI|MM|562^17^0
10.2307/2996843|Hydrogen-Ion Concentration|D006863|106|MH|Forced Non-Leaf Node Lookup:ph||MM;RC|62^2^0;219^2^0;259^2^0
10.2307/2997166|Bees|D001516|42811|CT|RtM via: Apis mellifera;RtM via: Bombus pensylvanicus;RtM via: Solitary bee;Forced Leaf Node Lookup:apis;Forced Leaf Node Lookup:bee|TI|MM;RC|299^14^0;273^21^0;405^10^0;412^3^0
10.2307/2997166|Animals|D000818|42811|CT|RtM via: Apis mellifera;RtM via: Bombus pensylvanicus;RtM via: Solitary bee;Fireflies;CT Treecode Lookup: B01.050.500.131 (Fireflies)|TI|MM;RC|299^14^0;273^21^0;405^10^0
10.2307/2997166|*Scrophulariaceae|D028083|5997|MH|RtM via: Scrophulariaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:scrophulariaceae|TI|MM|66^16^0
10.2307/2997166|*Fireflies|D048888|4998|MH|RtM via: Firefly Family;Forced Leaf Node Lookup:firefly;checkForceMH Boosted|TI|MM|488^7^0
10.2307/2997166|*Isoenzymes|D007527|2496|MH|RtM via: Isoenzymes;Forced Leaf Node Lookup:isozymes|TI|MM|546^7^0
10.2307/2997166|Mexico|D008800|2430|MH|RtM via: Mexico;Forced Leaf Node Lookup:mexico|TI|MM|165^6^0
10.2307/2997166|*Grassland|D065948|2397|MH|Forced Leaf Node Lookup:meadows|TI|MM|496^6^0
10.2307/2997166|Texas|D013781|2397|MH|RtM via: Texas;Forced Leaf Node Lookup:texas|TI|MM|184^5^0;139^5^0
10.2307/2997166|*Pollination|D054817|41811|MH|RtM via: Pollination|TI|MM;RC|257^11^0
10.2307/2997166|*Orobanchaceae|D031670|2826|MH|RtM via: Agalinis strictifolia|TI|MM|28^21^0
10.2307/2997166|*Reproduction|D012098|2526|MH|RtM via: flowering|TI|MM;RC|191^9^0
10.2307/2997166|*Seed|D012639|1479|ET|Entry Term Replacement for "Seeds";RtM via: Plant seeds;Forced Non-Leaf Node Lookup:seed|TI|MM;RC|715^4^0;384^4^0;468^4^0;525^4^0
10.2307/2997166|*Structure, Genetic|D040342|2244|ET|Entry Term Replacement for "Genetic Structures";RtM via: Genetic Structures;Forced Non-Leaf Node Lookup:genetic structures|TI|MM|613^17^0
