41941381|Humans|D006801|1606|CT|Hispanic Americans;CT Treecode Lookup: M01.686 (Hispanic Americans)||MM;RC
41941141|*Malvaceae|D019660|58362|MH|RtM via: Abutilon;RtM via: Ayenia;RtM via: Byttneria;RtM via: Dirhamphis;RtM via: Gaya;RtM via: Helicteres;RtM via: Herissantia;RtM via: Malvaceae;RtM via: Malvastrum;RtM via: Pavonia;checkForceMH Boosted;Forced Non-Leaf Node Lookup:sterculiaceae|TI|MM;RC|365^8^0;217^8^0;176^6^0;187^9^0;227^10^0;239^4^0;164^10^0;245^11^0;88^9^0;58^13^0;392^10^0;258^10^0;270^7^0;198^13^0;288^9^0
41941141|*Sida Plant|D000076248|7461|MH|RtM via: Sida <angiosperm>|TI|MM|422^4^0;282^4^0
41941141|*Malvales|D000077142|6495|MH|RtM via: Family Sterculiaceae|TI|MM|58^13^0
41941141|*Cladocera|D033361|198|MH|RtM via: Sida <Cladocera>|TI|MM|422^4^0;282^4^0
41941141|*Chromosomes|D002875|315|MH|RtM via: Chromosome number;Forced Non-Leaf Node Lookup:chromosome|TI|MM|21^18^0
41941136|Female|D005260|1249|CT|Forced Lookup:female;CT Text Lookup: female;Forced Non-Leaf Node Lookup:females|TI|MM;RC|46^6^0
41941136|Ecuador|D004484|151|MH|RtM via: Ecuador;Forced Leaf Node Lookup:ecuador|TI|MM;RC|140^7^0
41941136|*Geography|D005843|249|MH|RtM via: Geography|TI|MM;RC|106^12^0
41941161|Animals|D000818|3175|CT|Salmoniformes;CT Treecode Lookup: B01.050.150.900.493 (Salmoniformes)||MM;RC
41941161|Argentina|D001118|302|MH|RtM via: Country of Argentina;Forced Leaf Node Lookup:argentina|TI|MM;RC|127^9^0
41941161|*Rubiaceae|D019666|2175|MH|RtM via: Borreria;RtM via: Mitracarpus|TI|MM;RC|139^8^0;64^8^0;207^11^0
41941161|*Salmoniformes|D017858|240|MH|RtM via: Argentina sphyraena|TI|MM|348^9^0
41941161|*Serogroup|D065288|69|MH|RtM via: Brasiliensis|TI|MM|219^12^0
41941396|Argentina|D001118|1639|MH|RtM via: Country of Argentina;Forced Leaf Node Lookup:argentina|TI|MM;RC|974^9^0;194^9^0
41941396|relacin|C580565|1203|NM|Forced SCR Leaf Node Lookup:relacin|TI|MM|989^7^0
41941396|*Dietary Supplements|D019587|2871|MH|RtM via: Dietary Supplements|TI|MM|754^10^0
41941396|*Dipeptides|D004151|1202|HM|RtM via: relacin|TI|MM|989^7^0
41941396|*Deoxyguanosine|D003849|709|HM|RtM via: relacin|TI|MM|989^7^0
41941396|*Record|D011996|633|ET|Entry Term Replacement for "Records";RtM via: Records|TI|MM|627^8^0
41941396|*Marketing|D040541|567|MH|RtM via: Marketing;Forced Non-Leaf Node Lookup:marketing|TI|MM|738^9^0
41941396|*Islands|D062312|339|MH|RtM via: Islands|TI|MM|172^6^0
43574296|Argentina|D001118|515|MH|RtM via: Country of Argentina;Forced Leaf Node Lookup:argentina|TI|MM;RC|63^9^0
43574296|*Apocynaceae|D029062|6837|MH|RtM via: Blepharodon lineare;RtM via: Oxypetalum pannosum;RtM via: Funastrum;RtM via: Oxypetalum appendiculatum|TI|MM;RC|395^19^0;300^19^0;357^9^0;163^25^0;205^10^0;102^10^0
43574296|*Record|D011996|21|ET|Entry Term Replacement for "Records";RtM via: Records|TI|MM|439^8^0
41941398|*Morinda|D032066|2115|MH|RtM via: Morinda citrifolia;Forced Leaf Node Lookup:morinda citrifolias;checkForceMH Boosted|TI|MM|1124^4^0;1088^18^0;220^4^0;184^18^0
41941398|*Phytolaccaceae|D029602|1878|MH|RtM via: Phytolaccaceae;RtM via: Petiveria alliacea;checkForceMH Boosted;Forced Non-Leaf Node Lookup:phytolaccaceae|TI|MM|1156^14^0;254^14^0;1133^18^0;231^18^0
41941398|*Ethnobotany|D019448|1707|MH|RtM via: Ethnobotany;Forced Leaf Node Lookup:ethnobotany|TI|MM|307^11^0
41941398|*Rubiaceae|D019666|1317|MH|RtM via: Rubiaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:rubiaceae|TI|MM|1111^9^0;207^9^0
41941398|*Lepidium meyenii|D029686|1245|ET|Entry Term Replacement for "Lepidium";RtM via: Maca;checkForceMH Boosted;Forced Non-Leaf Node Lookup:lepidium meyenii|TI|MM|1081^4^0;1041^16^0;177^4^0;137^16^0
41941398|*Brassicaceae|D019607|1236|MH|RtM via: Brassicaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:brassicaceae|TI|MM|1065^12^0;161^12^0
41941398|*Dietary Supplements|D019587|3168|MH|RtM via: Dietary Supplements;Forced Non-Leaf Node Lookup:dietary supplements|TI|MM|458^19^0
41941398|*Marketing|D040541|1074|MH|RtM via: Marketing;Forced Non-Leaf Node Lookup:marketing|TI|MM|431^9^0
41941398|*Biological Products|D001688|912|MH|RtM via: Morinda citrifolia fruit extract|TI|MM|1124^4^0;220^4^0
41941398|*Globalization|D038622|429|ET|Entry Term Replacement for "Internationality";RtM via: Globalization;Forced Non-Leaf Node Lookup:globalization|TI|MM|736^13^0
41941093|*Sorghum|D045868|12585|MH|RtM via: Sorghum bicolor;Forced Leaf Node Lookup:sorghums;checkForceMH Boosted|TI|MM;RC|617^13^0;486^4^0;91^13^0;97^7^0;623^7^0
41941093|*Edible Grain|D002523|8202|MH|RtM via: Cereals|TI|MM;RC|366^5^0;244^5^0
41941093|*Adaptation, Physiological|D000222|2529|MH|RtM via: Adaptation|TI|MM;RC|173^10^0
41941093|*Acclimatization|D000064|1779|MH|RtM via: Acclimatization|TI|MM|173^10^0
41941093|*Plant Structures|D018514|1329|MH|RtM via: Grains|TI|MM|366^5^0;244^5^0
41941338|Argentina|D001118|912|MH|RtM via: Country of Argentina;Forced Leaf Node Lookup:argentina|TI|MM;RC|502^9^0;117^9^0
41941338|hydroquinone|C031927|475|NM|RtM via: Lustra;Forced SCR Leaf Node Lookup:lustra|TI|MM|731^6^0
41941338|*Hydroquinones|D006873|474|HM|RtM via: Lustra|TI|MM|731^6^0
41941338|*Textiles|D013784|177|MH|RtM via: Textiles;Forced Non-Leaf Node Lookup:textiles|TI|MM|419^8^0;39^7^0
41941105|*Temperature|D013696|3055|MH|RtM via: Temperature;Forced Leaf Node Lookup:temperatures|TI|MM|1189^11^0;1507^11^0;1553^11^0;1588^11^0;1843^11^0
41941105|*Manihot|D002365|2114|MH|RtM via: Manihot esculenta;Forced Leaf Node Lookup:manihot esculentas;checkForceMH Boosted|TI|MM|1116^17^0;69^17^0
41941105|*Chlorophyll|D002734|1573|MH|RtM via: chlorophyll;checkForceMH Boosted;Forced Non-Leaf Node Lookup:chlorophyll|TI|MM|2031^11^0
41941105|*Darkness|D003624|1327|MH|RtM via: Darkness;Forced Leaf Node Lookup:darkness|TI|MM|1429^8^0;1415^8^0
41941105|*Cold Temperature|D003080|2901|MH|RtM via: Cold Temperature|TI|MM|1584^15^0
41941105|*Household Articles|D006794|1899|MH|RtM via: Stove;RtM via: Light source|TI|MM|1308^5^0;1632^13^0
41941105|*Hot Temperature|D006358|1782|MH|RtM via: High temperature of physical object|TI|MM|1838^16^0;1548^16^0;1502^16^0
41941105|*Household Products|D006795|1644|MH|RtM via: Stove|TI|MM|1308^5^0
41941105|*Nutrient|D000078622|507|ET|Entry Term Replacement for "Nutrients";RtM via: Nutrients;Forced Non-Leaf Node Lookup:nutrients|TI|MM|1719^8^0
41941113|Argentina|D001118|362|MH|RtM via: Country of Argentina;Forced Leaf Node Lookup:argentina|TI|MM|411^9^0
41941113|*Iridaceae|D027621|5043|MH|RtM via: Nemastylis;RtM via: Tigridia <angiosperm>;RtM via: Trimezia;RtM via: Libertia;RtM via: Sisyrinchium|TI|MM;RC|125^10^0;92^8^0;102^8^0;386^8^0;332^12^0
41941113|*Plants|D010944|816|MH|RtM via: Plants|TI|MM;RC|487^6^0
41941208|*Sapindaceae|D029631|4089|MH|RtM via: Paullinieae;RtM via: Sapindaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:sapindaceae|TI|MM;RC|88^11^0;76^11^0
41941208|*Paullinia|D032126|2478|MH|RtM via: Paullinia;Forced Leaf Node Lookup:paullinias;checkForceMH Boosted|TI|MM;RC|37^9^0
41941208|Brazil|D001938|261|MH|RtM via: Brazil;Forced Leaf Node Lookup:brazil|TI|MM;RC|119^6^0
43574294|*Sapindaceae|D029631|6057|MH|RtM via: Sapindaceae;RtM via: Cardiospermum;RtM via: Diplokeleba;checkForceMH Boosted;Forced Non-Leaf Node Lookup:cardiospermum|TI|MM;RC|307^11^0;65^13^0;678^11^0
43574294|*Haploidy|D006238|3474|MH|RtM via: Haploidy;Forced Leaf Node Lookup:haploids|TI|MM|273^7^0
43574294|*Karyotype|D059785|15861|MH|RtM via: Karyotype (cell structure);Forced Non-Leaf Node Lookup:karyotypes|TI|MM;RC|366^10^0;25^9^0
43574294|*Karyotyping|D007621|13659|MH|RtM via: Karyotype determination procedure|TI|MM;RC|366^10^0;25^9^0
43574294|*Biological Evolution|D005075|3879|MH|RtM via: Biological Evolution|TI|MM;RC|479^12^0
43574294|*Magnoliopsida|D019684|2346|MH|RtM via: Order Sapindales|TI|MM|323^10^0
41941170|Animals|D000818|5686|CT|Charadriiformes;CT Treecode Lookup: B01.050.150.900.248 (Charadriiformes)||MM;RC
41941170|Brazil|D001938|4686|MH|RtM via: Brazil;Forced Leaf Node Lookup:brazil|TI|MM|126^6^0
41941170|*Turnera|D029647|2796|MH|RtM via: Turnera (plant);Forced Leaf Node Lookup:turnera;checkForceMH Boosted|TI|MM;RC|84^7^0
41941170|*Candida|D002175|1059|MH|RtM via: Candida (fungus);checkForceMH Boosted;Forced Non-Leaf Node Lookup:candida|TI|MM;RC|238^7^0
41941170|*Arenaria Plant|D031243|459|MH|RtM via: Arenaria <Caryophyllaceae>|TI|MM|373^8^0
41941170|*Charadriiformes|D046091|108|MH|RtM via: Arenaria <Aves>|TI|MM|373^8^0
41941401|Humans|D006801|86362294|CT|Forced Humans: individuals;Forced Humans: families|TI|MM;RC
41941401|Colombia|D003105|6917624|MH|RtM via: Colombia;Forced Leaf Node Lookup:colombian|TI|MM;RC|1252^8^0;131^8^0;286^9^0
41941401|*Cocos|D003059|6917513|MH|RtM via: Cocos (plant);Forced Leaf Node Lookup:cocos;checkForceMH Boosted|TI|MM|2104^5^0;880^5^0
41941401|*Trees|D014197|6917495|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:tree;checkForceMH Boosted|TI|MM|518^4^0;364^4^0
41941401|relacin|C580565|6917052|NM|Forced SCR Leaf Node Lookup:relacin|TI|MM|2177^7^0
41941401|*Rural Population|D012424|3460492|MH|RtM via: Rural Communities;Forced Leaf Node Lookup:rural communities|TI|MM|246^17^0
41941401|*Arecaceae|D028023|3459700|MH|RtM via: Arecaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:arecaceae|TI|MM|1925^9^0;685^9^0
41941401|*Leguminosae|D007887|3459205|ET|Entry Term Replacement for "Fabaceae";RtM via: Fabaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:leguminosae|TI|MM|1843^11^0;581^18^0;588^11^0
41941401|*Annonaceae|D029061|3459112|MH|RtM via: Annonaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:annonaceae|TI|MM|1913^10^0;673^10^0
41941401|*Wetlands|D053833|3459010|MH|RtM via: Mangrove Swamps;Forced Leaf Node Lookup:mangrove forests|TI|MM|100^15^0
41941401|*Moraceae|D029586|3458686|MH|RtM via: Moraceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:moraceae|TI|MM|1937^8^0;699^8^0
41941401|*Bays|D061006|3458497|MH|Forced Leaf Node Lookup:bay|TI|MM|271^3^0
41941401|*Dipeptides|D004151|6917051|HM|RtM via: relacin|TI|MM|2177^7^0
41941401|*Deoxyguanosine|D003849|3458578|HM|RtM via: relacin|TI|MM|2177^7^0
41941401|*Hand|D006225|83979|MH|RtM via: Palm of hand;RtM via: Palmar surface|TI|MM|527^4^0
41941401|*Food|D005502|2076|MH|RtM via: Food|TI|MM|713^4^0
41941401|*Truck|D018986|393|ET|Entry Term Replacement for "Motor Vehicles";RtM via: Truck (physical object);Forced Non-Leaf Node Lookup:trucks|TI|MM|1069^5^0
41941401|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|1261^3^0
41941401|Caribbean|D017691|690|ET|Entry Term Replacement for "Caribbean Region";RtM via: Caribbean region|TI|MM|296^9^0
41941222|Humans|D006801|3344|CT|Hispanic Americans;CT Treecode Lookup: M01.686 (Hispanic Americans)||MM;RC
41941222|Brazil|D001938|2344|MH|RtM via: Brazil;Forced Leaf Node Lookup:brazil|TI|MM;RC|1357^6^0;278^6^0
41941222|Peru|D010568|814|MH|RtM via: Peru;Forced Leaf Node Lookup:peru|TI|MM|199^4^0
41941222|*Pfaffia|D027703|1137|ET|Entry Term Replacement for "Amaranthaceae";RtM via: Hebanthe eriantha;RtM via: Iresine herbstii;RtM via: Guilleminea;RtM via: Pedersenia;RtM via: Gomphrena;RtM via: Alternanthera kurtzii;RtM via: Pfaffia fruticulosa;Forced Non-Leaf Node Lookup:pfaffias|TI|MM|1905^17^0;819^17^0;1941^7^1;1963^8^1;855^7^1;877^8^1;2076^11^0;1548^11^0;988^11^0;449^11^0;1991^10^0;908^10^0;1492^9^0;393^9^0;1672^21^0;573^21^0;1821^19^0;738^19^0;1624^7^0;527^7^0;1742^13^0;359^13^0
41941222|*Hispanic Americans|D006630|258|MH|RtM via: South American|TI|MM|73^14^0
41941222|*Environment|D004777|192|MH|RtM via: Para (geographic area)|TI|MM|2055^4^0
41941222|*Serogroup|D065288|189|MH|RtM via: Peruviana|TI|MM|1291^9^0;208^9^0
41941244|*Malvaceae|D019660|1122|MH|RtM via: Modiola;RtM via: Malvaceae;RtM via: Modiola caroliniana;RtM via: Modiolastrum;checkForceMH Boosted;Forced Non-Leaf Node Lookup:malvaceae|TI|MM|1954^7^0;146^7^0;1943^9^0;71^9^0;3560^19^0;1711^19^0;3398^12^0;3325^12^0;2911^12^0;1991^12^0;1557^12^0;1482^12^0;1104^12^0;183^12^0
41941244|Ecuador|D004484|558|MH|RtM via: Ecuador;Forced Leaf Node Lookup:ecuador|TI|MM|3669^7^0
41941244|*Phylogeny|D010802|453|MH|RtM via: Phylogenetic Analysis;Forced Lookup:phylogenetic|TI|MM|554^12^0
41941244|*Culture Media|D003470|1047|MH|RtM via: Culture Media|TI|MM|650^6^0
41941244|*Social Segregation|D000072699|978|MH|RtM via: Racial Segregation|TI|MM|1077^11^0
41941244|*Research|D012106|435|MH|RtM via: Study|TI|MM|85^7^0
41941244|*Chromosomes|D002875|138|MH|RtM via: Chromosome number;Forced Non-Leaf Node Lookup:chromosomes|TI|MM|1177^18^0;1293^11^0
41941244|*Pollen|D011058|102|MH|RtM via: Pollen;Forced Non-Leaf Node Lookup:pollen grains|TI|MM|1366^13^0;950^6^0;586^13^0;567^6^0;21^13^0
41941244|Microscopy, Confocal|D018613|1000|MH|Forced Non-Leaf Node Lookup:scanning microscopy||MM|125^19^0
41941244|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|2423^3^0;2564^3^0;2633^3^0
41941285|*Diploidy|D004171|3774|MH|RtM via: Diploidy;Forced Leaf Node Lookup:diploids|TI|MM|1085^7^0;358^7^0
41941285|*Tetraploidy|D057891|3750|MH|RtM via: Tetraploidy;Forced Leaf Node Lookup:tetraploids|TI|MM|1183^10^0
41941285|*Censuses|D019352|3243|MH|RtM via: Censuses;Forced Leaf Node Lookup:census|TI|MM|827^6^0
41941285|*Hibiscus|D031584|3108|MH|RtM via: Hibiscus;Forced Leaf Node Lookup:hibiscus;checkForceMH Boosted|TI|MM|1871^8^0;1277^8^0;584^8^0;21^8^0
41941285|South America|D013020|5646|MH|RtM via: South America;Forced Non-Leaf Node Lookup:south america|TI|MM;RC|269^13^0
41941285|Caribbean|D017691|3285|ET|Entry Term Replacement for "Caribbean Region";RtM via: Caribbean region;Forced Non-Leaf Node Lookup:caribbean|TI|MM;RC|238^9^0
41941285|*Islands|D062312|2652|MH|RtM via: Islands|TI|MM|204^7^0
41941285|Asia|D001208|2484|MH|RtM via: Asia;Forced Non-Leaf Node Lookup:asia|TI|MM|1448^4^0
41941285|*Chromosomes|D002875|1317|MH|RtM via: Chromosome number;Forced Non-Leaf Node Lookup:chromosome|TI|MM|919^18^0;733^18^0;294^17^0
41941285|Asia, Southeastern|D001210|1020|MH|RtM via: Asia, Southeastern;Forced Non-Leaf Node Lookup:southeastern asia|TI|MM|165^17^0
41941285|Subsaharan Africa|D017954|294|ET|Entry Term Replacement for "Africa South of the Sahara";RtM via: Africa South of the Sahara;Forced Non-Leaf Node Lookup:subsaharan africa|TI|MM|139^17^0
41941285|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|1959^3^0
41941285|India|D007194|1668|MH|RtM via: India|TI|MM|1430^5^0;158^5^0
41941285|Australia|D001315|1662|MH|RtM via: Australia|TI|MM|1463^9^0;193^9^0
41941285|Sahara|D000352|294|ET|Entry Term Replacement for "Africa, Northern";RtM via: Sahara|TI|MM|1422^6^0
41941207|*Sapindaceae|D029631|2711|MH|RtM via: Paullinieae;RtM via: Sapindaceae;RtM via: Urvillea;checkForceMH Boosted;Forced Non-Leaf Node Lookup:sapindaceae|TI|MM;RC|106^11^0;94^11^0;65^8^0
41941207|Peru|D010568|257|MH|Forced Leaf Node Lookup:peruvian|TI|MM;RC|49^8^0
41941207|*Chromosomes|D002875|1797|MH|RtM via: Chromosome number;Forced Non-Leaf Node Lookup:chromosome|TI|MM;RC|165^17^0
41941207|*Diploidy|D004171|642|MH|RtM via: Diploid Cell|TI|MM|157^7^0
41941207|*Serogroup|D065288|162|MH|RtM via: Peruviana|TI|MM|74^9^0
41941186|Brazil|D001938|53|MH|RtM via: Brazil;Forced Leaf Node Lookup:brazil|TI|MM;RC|63^6^0
41941186|*Rubiaceae|D019666|477|MH|RtM via: Borreria|TI|MM;RC|41^8^0
41941437|*Dyes|D004396|542|ET|Entry Term Replacement for "Coloring Agents";RtM via: Dyes;checkForceMH Boosted;Forced Non-Leaf Node Lookup:dyes|TI|MM|247^4^0
41941437|*Textiles|D013784|1260|MH|RtM via: Textiles|TI|MM|266^6^0
41941437|*Natural Resources|D000067936|834|MH|RtM via: Natural Resources;Forced Non-Leaf Node Lookup:natural resources|TI|MM|35^17^0
41941437|*Paint|D010150|798|MH|RtM via: Paint;Forced Non-Leaf Node Lookup:paints|TI|MM|463^5^0
41941437|*Environment|D004777|525|MH|RtM via: Para (geographic area)|TI|MM|691^4^0
41941437|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|805^3^0
41941364|Argentina|D001118|339|MH|RtM via: Country of Argentina;Forced Leaf Node Lookup:argentina|TI|MM|182^9^0;79^9^0;308^9^0
41941364|*Gentianaceae|D029965|204|MH|RtM via: Helia oblongifolia;RtM via: Helia <angiosperm>|TI|MM|39^18^0;168^5^0
41941364|*Environment|D004777|99|MH|RtM via: Para (geographic area)|TI|MM|174^4^0
41941118|*Environment|D004777|144|MH|RtM via: Tamaulipas|TI|MM|117^10^0
41941118|*Malvaceae|D019660|90|MH|RtM via: Ayenia|TI|MM|53^6^0
41941118|*Histological Techniques|D006652|18|MH|RtM via: Sectioning technique|TI|MM|45^7^0
43574275|Humans|D006801|25469578|CT|Forced Humans: individuals|TI|MM
43574275|*Turnera|D029647|2058196|MH|RtM via: Turnera (plant);Forced Leaf Node Lookup:turnera;checkForceMH Boosted|TI|MM;RC|69^7^0
43574275|*Diploidy|D004171|1036109|MH|RtM via: Diploidy;Forced Leaf Node Lookup:diploids|TI|MM;RC|860^7^0;293^7^0
43574275|*Tetraploidy|D057891|1030823|MH|RtM via: Tetraploidy;Forced Leaf Node Lookup:tetraploids|TI|MM|305^10^0
43574275|Crosses, Genetic|D003433|59355|MH|||RC
43574275|*Ploidies|D011003|7917|MH|RtM via: Ploidies|TI|MM;RC|1725^23^0
43574275|*Germinations|D018525|4488|ET|Entry Term Replacement for "Germination";RtM via: Germination|TI|MM|557^9^0
43574275|*Seeds|D012639|3075|MH|RtM via: Plant seeds;Forced Non-Leaf Node Lookup:seeds|TI|MM;RC|538^5^0;574^5^0
43574275|*Flowers|D035264|2232|MH|RtM via: Flowers;Forced Non-Leaf Node Lookup:flowers|TI|MM;RC|1149^7^0;919^7^0;1054^7^0;1220^7^0
41941404|Humans|D006801|1000|CT|Forced Humans:D Farmers||MM
41941404|Brazil|D001938|2863|MH|RtM via: Brazil;RtM via: Santa Catarina;Forced Leaf Node Lookup:brazil|TI|MM;RC|1310^6^0;144^6^0;1656^14^0;422^14^0
41941404|*Zea mays|D003313|1646|MH|RtM via: Maize;RtM via: Zea;RtM via: Zea mays;Forced Leaf Node Lookup:corn;checkForceMH Boosted|TI|MM|1900^4^0
41941404|*Foraminifera|D056908|1385|MH|RtM via: Foraminifera;Forced Leaf Node Lookup:forams;checkForceMH Boosted|TI|MM|2124^5^0;2032^5^0;1802^5^0
41941404|*Farmers|D000067565|1096|MH|RtM via: Farmers;Forced Leaf Node Lookup:farmers|TI|MM|1045^7^0;799^7^0;579^7^0;222^7^0
41941404|nas|C015378|656|NM|Forced SCR Leaf Node Lookup:nas|TI|MM|2167^3^0
41941404|*Goals|D006040|655|MH|Forced Leaf Node Lookup:goal|TI|MM|325^4^0
41941404|*Seasons|D012621|655|MH|Forced Leaf Node Lookup:seasonal|TI|MM|640^8^0
41941404|*Data Management|D000079803|3735|MH|RtM via: Databases|TI|MM|532^8^0
41941404|*Income|D007182|1611|MH|RtM via: Income|TI|MM|313^6^0
41941404|*Databases, Factual|D016208|1065|MH|RtM via: Databases|TI|MM;RC|532^8^0
41941404|*Food|D005502|840|MH|RtM via: Food|TI|MM|978^4^0
41941404|*Occupation|D009790|1233|ET|Entry Term Replacement for "Occupations";RtM via: Occupations;Forced Non-Leaf Node Lookup:occupations|TI|MM|101^10^0
41941404|*Forest|D065928|201|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|921^3^0;907^3^0;899^3^0;659^6^0;613^6^0;520^6^0;39^6^0;692^6^0;725^6^0
43574291|*Araliaceae|D027481|2531|MH|RtM via: Raukaua laetevirens;RtM via: Araliaceae;RtM via: Oreopanax;checkForceMH Boosted;Forced Non-Leaf Node Lookup:araliaceae|TI|MM|345^23^0;617^10^0;52^10^0;238^9^0
43574291|*Pollen Grains|D011058|1749|ET|Entry Term Replacement for "Pollen";RtM via: Pollen;Forced Non-Leaf Node Lookup:pollen grains|TI|MM;RC|21^13^0
43574291|*Plant Structures|D018514|759|MH|RtM via: Grains|TI|MM|190^6^0
43574291|vinyl polysiloxane|C034183|742|NM|RtM via: affinis|TI|MM|209^7^0
43574291|*Siloxanes|D012833|741|HM|RtM via: affinis|TI|MM|209^7^0
43574291|*Polyvinyls|D011145|237|HM|RtM via: affinis|TI|MM|209^7^0
41941182|Animals|D000818|29674|CT|Birds;CT Treecode Lookup: B01.050.150.900.248 (Birds);CT Text Lookup: animal;CT Text Lookup: animals|TI|MM;RC|771^7^0
41941182|*Eucalyptus|D005052|22414|MH|RtM via: Eucalyptus grandis;Forced Leaf Node Lookup:eucalyptus;checkForceMH Boosted|TI|MM;RC|1313^18^0;65^18^0
41941182|*Myrtaceae|D027822|16703|MH|RtM via: Myrtaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:myrtaceae|TI|MM;RC|495^9^0
41941182|*Soil|D012987|14261|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soil|TI|MM;RC|658^4^0;222^4^0
41941182|*Sand|D000080463|13093|MH|RtM via: Sand;Forced Leaf Node Lookup:sand;checkForceMH Boosted|TI|MM|237^5^0;269^4^0
41941182|*Tabebuia|D029663|10651|MH|RtM via: Tabebuia;Forced Leaf Node Lookup:tabebuia;checkForceMH Boosted|TI|MM|1066^8^0
41941182|*Leguminosae|D007887|10130|ET|Entry Term Replacement for "Fabaceae";RtM via: Fabaceae;RtM via: Holocalyx balansae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:leguminosae|TI|MM|482^11^0;1046^18^0
41941182|*Wind|D014919|8321|MH|RtM via: Environmental Wind;Forced Leaf Node Lookup:wind|TI|MM|812^4^0
41941182|*Compositae|D019659|8156|ET|Entry Term Replacement for "Asteraceae";RtM via: Asteraceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:compositae|TI|MM|518^10^0
41941182|*Rivers|D045483|7148|MH|RtM via: Rivers;Forced Leaf Node Lookup:rivers|TI|MM|293^5^0;243^5^0
41941182|*Fossils|D005580|6566|MH|RtM via: Fossils;Forced Leaf Node Lookup:fossils|TI|MM|262^6^0
41941182|*Solanaceae|D019657|6425|MH|RtM via: Solanaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:solanaceae|TI|MM|506^10^0
41941182|*Euphorbiaceae|D019665|5522|MH|RtM via: Euphorbiaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:euphorbiaceae|TI|MM|533^13^0
41941182|*Grassland|D065948|4919|MH|Forced Leaf Node Lookup:grasslands|TI|MM|1528^10^0
41941182|*Forest|D065928|28674|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM;RC|1371^6^0;948^6^0;909^6^0;1500^6^0
41941182|*Birds|D001717|7227|MH|RtM via: Aves;Forced Non-Leaf Node Lookup:birds|TI|MM;RC|793^5^0
41941182|*Woods|D014934|6198|ET|Entry Term Replacement for "Wood";RtM via: Wood material|TI|MM;RC|432^5^0
43574287|*Diploidy|D004171|4860|MH|RtM via: Diploidy;Forced Leaf Node Lookup:diploids|TI|MM|103^7^0
43574287|*Color|D003116|2031|MH|Forced Leaf Node Lookup:colours|TI|MM|268^6^0
43574287|*Chromosomes|D002875|11055|MH|RtM via: Chromosomes;Forced Non-Leaf Node Lookup:chromosomes|TI|MM;RC|997^11^0
43574287|*Meiosis|D008540|7533|MH|RtM via: Meiosis;Forced Non-Leaf Node Lookup:meiosis|TI|MM;RC|476^7^0
