10.2307/2395210|Animals|D000818|8867|CT|Spiders;CT Treecode Lookup: B01.050.500.131 (Spiders)||MM;RC
40035057|*Solanaceae|D019657|28724|MH|RtM via: Nicotianeae;RtM via: Solanaceae;RtM via: Nierembergia;RtM via: Bouchetia <angiosperm>;RtM via: Leptoglossis;RtM via: Fabiana;checkForceMH Boosted;Forced Non-Leaf Node Lookup:solanaceae|TI|MM;RC|118^11^0;131^10^0;1844^12^0;1643^12^0;1533^12^0;259^12^0;1609^9^0;175^9^0;1663^12^0;229^12^0;1690^7^0;200^7^0
40035057|*Diploidy|D004171|14804|MH|RtM via: Diploidy;Forced Leaf Node Lookup:diploids|TI|MM;RC|900^8^0
40035057|*Petunia|D032306|13756|MH|RtM via: Petunia;Forced Leaf Node Lookup:petunias;checkForceMH Boosted|TI|MM;RC|1677^7^0;300^7^0
40035057|*Phylogeny|D010802|13378|MH|RtM via: Molecular Phylogenetics;Forced Lookup:phylogenetic;Forced Leaf Node Lookup:molecular phylogenetics|TI|MM;RC|1792^22^0;1802^12^0
40035057|*Tobacco|D014026|12013|MH|RtM via: Nicotiana;Forced Leaf Node Lookup:nicotianas;checkForceMH Boosted|TI|MM|2093^9^0
40035057|*Karyotype|D059785|19380|MH|RtM via: Karyotype (cell structure);Forced Non-Leaf Node Lookup:karyotypes|TI|MM;RC|1989^10^0;1547^9^0;1113^10^0;43^9^0
40035057|*Karyotyping|D007621|13404|MH|RtM via: Karyotype determination procedure|TI|MM;RC|1989^10^0;1547^9^0;1113^10^0;43^9^0
40035057|*Polyploidy|D011123|3624|MH|RtM via: Polyploidy;Forced Non-Leaf Node Lookup:polyploidy|TI|MM|2060^10^0;960^10^0
40035057|South America|D013020|372|MH|RtM via: South America|TI|MM|148^13^0
41238120|Humans|D006801|116090572|CT|Forced Humans: individuals;Forced Humans: families|TI|MM;RC
41238120|origen|C009784|9297296|NM|RtM via: origen;Forced SCR Leaf Node Lookup:origen|TI|MM|2638^6^0
41238120|*Angiosperm|D019684|4650266|ET|Entry Term Replacement for "Magnoliopsida";RtM via: Angiosperm;RtM via: Magnoliopsida;checkForceMH Boosted;Forced Non-Leaf Node Lookup:angiosperma|TI|MM|1270^10^0;866^10^0;588^10^0;35^10^0;1341^11^0;1945^11^0;2249^11^0;2699^11^0
41238120|*Phylogeny|D010802|4650014|MH|RtM via: Phylogenetic Analysis;Forced Lookup:phylogenetic|TI|MM|722^12^0;630^12^0;554^16^0
41238120|*Functional Laterality|D007839|4649624|MH|RtM via: Handedness;Forced Leaf Node Lookup:handedness|TI|MM|305^10^0
41238120|Peru|D010568|4649093|MH|RtM via: Peru;Forced Leaf Node Lookup:peru|TI|MM;RC|413^4^0
41238120|*Azocines|D001392|9297295|HM|RtM via: origen|TI|MM|2638^6^0
41238120|*Hand|D006225|62736|MH|RtM via: Structure of right hand|TI|MM|238^12^0
41238120|*Biological Evolution|D005075|40332|MH|RtM via: Biological Evolution|TI|MM|701^12^0
41238120|*Confusion|D003221|2394|MH|RtM via: Clouded consciousness;RtM via: Confusion|TI|MM|947^9^0
41238120|*Forest|D065928|957|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|393^6^0
41238113|*Lobelia|D029746|12445|MH|RtM via: Lobelia chinensis;Forced Leaf Node Lookup:lobelia;checkForceMH Boosted|TI|MM;RC|79^9^0;1042^7^0;998^7^0;946^7^0;906^7^0;849^7^0;804^7^0;764^7^0;727^7^0;681^7^0;630^7^0;578^7^0;517^7^0;503^7^0;453^7^0;399^7^0;350^7^0;313^7^0;261^7^0;531^7^0
41238113|*Campanulaceae|D029422|20949|MH|RtM via: Campanulaceae;RtM via: Colensoa;RtM via: Hypsela;RtM via: Monopsis;Forced Non-Leaf Node Lookup:campanulaceae|TI|MM;RC|91^13^0;364^8^0;545^7^0;1206^8^0;1094^8^0
41238113|*Microsurgery|D008866|339|MH|RtM via: Hook|TI|MM|873^4^0;374^4^0
3298646|Humans|D006801|32314|CT|Parovarian Cyst;CT Treecode Lookup: C04.182.668 (Parovarian Cyst);Parovarian Cyst;CT Treecode Lookup: C23.300.306.500 (Parovarian Cyst)||RC
3298646|Female|D005260|32314|CT|Parovarian Cyst;CT Treecode Lookup: C04.182.668 (Parovarian Cyst);Parovarian Cyst;CT Treecode Lookup: C23.300.306.500 (Parovarian Cyst);Adnexa Uteri;CT Treecode Lookup: A05.360.319 (Adnexa Uteri)||RC
3298646|*Introduced Species|D058865|11102|MH|RtM via: Introduced Species;Forced Leaf Node Lookup:alien species;checkForceMH Boosted|TI|MM|623^13^0
3298646|Hawaii|D006254|4792|MH|RtM via: Hawaiian population;Forced Leaf Node Lookup:hawaiian|TI|MM|24^8^0
3298646|Parovarian Cyst|D010310|31314|MH|||RC
3298646|Adnexa Uteri|D000290|28162|MH|||RC
3298646|*Biota|D058448|729|MH|RtM via: Biological Community|TI|MM|559^6^0
3298646|*Reproduction|D012098|384|MH|RtM via: Reproduction|TI|MM|317^12^0
3298646|*Regulatory Gene|D005809|117|ET|Entry Term Replacement for "Genes, Regulator";RtM via: Genes, Regulator;Forced Non-Leaf Node Lookup:regulatory genes|TI|MM|432^15^0
3298646|Evolution, Molecular|D019143|1000|MH|Forced Non-Leaf Node Lookup:genome evolution||MM|741^16^0
40982865|Animals|D000818|20863|CT|Tribolium;CT Treecode Lookup: B01.050.500.131 (Tribolium);Gastropoda;CT Treecode Lookup: B01.050.500.644 (Gastropoda)|TI|MM
40982865|*Avena|D018554|11038|MH|RtM via: Avena (plant);Forced Leaf Node Lookup:avenas;checkForceMH Boosted|TI|MM|7193^5^0
40982865|*Phylogeny|D010802|6271|MH|RtM via: Molecular Phylogenetics;RtM via: Phylogenetic Analysis;Forced Lookup:phylogenetic;Forced Leaf Node Lookup:phylogeny|TI|MM|1915^19^0;207^19^0;1876^12^0;217^9^0;1925^9^0
40982865|*Tribolium|D014231|4348|MH|RtM via: Tribolium <beetle>;Forced Leaf Node Lookup:triboliums;checkForceMH Boosted|TI|MM|1568^9^0;6509^9^0
40982865|*Globus Pallidus|D005917|1850|MH|RtM via: Globus Pallidus;Forced Leaf Node Lookup:pallidums|TI|MM|6933^8^0
40982865|Montana|D009009|1850|MH|RtM via: Montana (geographic location);Forced Leaf Node Lookup:montana|TI|MM|4373^7^0
40982865|New Zealand|D009520|1850|MH|RtM via: New Zealand;Forced Leaf Node Lookup:new zealand|TI|MM|1225^11^0
40982865|*Hybridization, Genetic|D006824|4560|MH|RtM via: Crossbreeding|TI|MM|372^13^0
40982865|*Basidiomycota|D001487|1980|MH|RtM via: Tomentella|TI|MM|5309^10^0
40982865|*Gastropoda|D049851|1641|MH|RtM via: Velutina|TI|MM|5497^8^0
10.2307/2399834|*Trees|D014197|14045|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM;RC|621^5^0
10.2307/2399834|*Combretaceae|D029764|2893|MH|RtM via: Combretaceae;RtM via: Strephonema;checkForceMH Boosted;Forced Non-Leaf Node Lookup:combretaceae|TI|MM|559^12^0;573^11^0;38^11^0
10.2307/2399834|*Fruit|D005638|1732|MH|RtM via: Fruit;Forced Leaf Node Lookup:fruits|TI|MM|416^5^0
10.2307/2399834|*Forests|D065928|14715|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM;RC|675^7^0;119^7^0
10.2307/2399834|Africa, Central|D000350|2163|MH|RtM via: Africa, Central;Forced Non-Leaf Node Lookup:central africa|TI|MM;RC|237^14^0;162^14^0
10.2307/2399834|Africa, West|D000354|1974|ET|Entry Term Replacement for "Africa, Western";RtM via: Africa, Western;Forced Non-Leaf Node Lookup:west africa|TI|MM;RC|130^11^0
10.2307/2399834|*Flowers|D035264|1221|MH|RtM via: Flowers;Forced Non-Leaf Node Lookup:flowers|TI|MM;RC|447^6^0;295^7^0
25488218|Animals|D000818|381266|CT|Insects;CT Treecode Lookup: B01.050.500.131 (Insects)|TI|MM
25488218|*Sympatry|D061350|97646|MH|RtM via: Sympatric Species;RtM via: Sympatry;Forced Leaf Node Lookup:sympatric species;Forced Leaf Node Lookup:sympatry|TI|MM|950^17^0;1363^8^0;1242^9^0;283^8^0
25488218|*Pollination|D054817|51148|MH|RtM via: Pollination;Forced Leaf Node Lookup:pollination|TI|MM|1076^10^0;1176^11^0;900^10^0;741^10^0;627^10^0;317^10^0;407^11^0;150^11^0;214^10^0
25488218|*Reproductive Isolation|D060047|49516|MH|RtM via: Reproductive Isolation;Forced Leaf Node Lookup:reproductive isolations|TI|MM|1216^22^0
25488218|*Acnistus|D019657|48448|ET|Entry Term Replacement for "Solanaceae";RtM via: Iochroma;RtM via: Acnistus;checkForceMH Boosted;Forced Non-Leaf Node Lookup:acnistus|TI|MM|551^8^0;68^8^0;105^8^0
25488218|*Color|D003116|46618|MH|Forced Leaf Node Lookup:colors|TI|MM|592^6^0
25488218|Computer Communication Networks|D003195|380266|MH|||RC
25488218|Wireless Technology|D059015|259416|MH|||RC
25488218|*Pollen|D011058|2904|MH|RtM via: Pollen;Forced Non-Leaf Node Lookup:pollen|TI|MM|1298^6^0;343^6^0
25488218|*Insects|D007313|1614|ET|Entry Term Replacement for "Insecta";RtM via: Insecta;Forced Non-Leaf Node Lookup:insects|TI|MM|781^7^0;821^7^0
25488218|*Flower|D035264|1074|ET|Entry Term Replacement for "Flowers";RtM via: Flowers;Forced Non-Leaf Node Lookup:flowers|TI|MM|585^6^0
10.2307/2666135|*Bauhinia|D036481|4503|MH|RtM via: Bauhinia;Forced Leaf Node Lookup:bauhinias;checkForceMH Boosted|TI|MM;RC|43^8^0
10.2307/2666135|*Microscopy, Electron, Scanning|D008855|3231|MH|RtM via: Scanning Electron Microscopy;Forced Leaf Node Lookup:scanning electron microscopy|TI|MM;RC|276^28^0
10.2307/2666135|*Fruit|D005638|1737|MH|RtM via: Fruit;Forced Leaf Node Lookup:fruits|TI|MM;RC|104^5^0
10.2307/2666135|*Pollen|D011058|4122|MH|RtM via: Pollen;Forced Non-Leaf Node Lookup:pollen|TI|MM;RC|1229^6^0;394^6^0;310^6^0;92^6^0
10.2307/2666135|*Flower|D035264|3033|ET|Entry Term Replacement for "Flowers";RtM via: Flowers;Forced Non-Leaf Node Lookup:flowers|TI|MM;RC|84^6^0
10.2307/2666135|vinyl polysiloxane|C034183|757|NM|RtM via: affinis|TI|MM|1160^7^0
10.2307/2666135|*Siloxanes|D012833|756|HM|RtM via: affinis|TI|MM|1160^7^0
10.2307/2666135|*Polyvinyls|D011145|258|HM|RtM via: affinis|TI|MM|1160^7^0
10.2307/2666135|*Habit|D006184|54|ET|Entry Term Replacement for "Habits";RtM via: Behaviorial Habits;Forced Non-Leaf Node Lookup:habits|TI|MM|77^5^0
10.2307/2666135|Diabetes Mellitus, Type 2|D003924|1000|MH|Forced Non-Leaf Node Lookup:type 2||MM|604^6^0
10.2307/2398835|Animals|D000818|103421|CT|Ants;CT Treecode Lookup: B01.050.500.131 (Ants);Passeriformes;CT Treecode Lookup: B01.050.150.900.248 (Passeriformes);CT Text Lookup: wing|TI|MM;RC|264^5^0
10.2307/2398835|*Plant Nectar|D057048|102421|MH|RtM via: Plant Nectar;Forced Leaf Node Lookup:nectars;checkForceMH Boosted|TI|MM;RC|1203^6^0;873^6^0;440^6^0;1235^6^0
10.2307/2398835|*Erythrina|D004895|30244|MH|RtM via: Erythrina;Forced Leaf Node Lookup:erythrina;checkForceMH Boosted|TI|MM;RC|1469^9^0;1135^9^0;950^9^0;164^9^0;75^9^0
10.2307/2398835|*Ants|D001000|22834|MH|RtM via: Ants;Forced Leaf Node Lookup:ants;checkForceMH Boosted|TI|MM|1211^4^0
10.2307/2398835|*Herbivory|D060434|14030|MH|RtM via: Herbivory;Forced Leaf Node Lookup:herbivores|TI|MM|1291^10^0
10.2307/2398835|*Sucrose|D013395|13715|MH|RtM via: sucrose;checkForceMH Boosted;Forced Non-Leaf Node Lookup:sucrose|TI|MM;RC|842^7^0;409^7^0
10.2307/2398835|*Fabaceae|D007887|13682|MH|RtM via: Fabaceae;RtM via: Papilionoideae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:fabaceae|TI|MM|86^8^0;96^9^0
10.2307/2398835|*Amino Acids|D000596|13271|MH|RtM via: Amino Acids;checkForceMH Boosted;Forced Non-Leaf Node Lookup:amino acids|TI|MM;RC|822^11^0;388^11^0
10.2307/2398835|*Pollination|D054817|78441|MH|RtM via: Pollination|TI|MM;RC|1055^10^0;1026^10^0;711^10^0;308^10^0
10.2307/2398835|*Flowers|D035264|29868|MH|RtM via: Plant Calyx;RtM via: Flowers;Forced Non-Leaf Node Lookup:flowers|TI|MM;RC|1183^5^0;1328^7^0;775^7^0;551^7^0;204^7^0
10.2307/2398835|*Passeriformes|D046109|8901|MH|RtM via: Zosteropidae;RtM via: Sunbird;Forced Non-Leaf Node Lookup:passerines|TI|MM;RC|1088^10^0;1075^8^0;752^9^0
10.2307/2398835|*Hexose|D006601|3117|ET|Entry Term Replacement for "Hexoses";RtM via: Hexoses;Forced Non-Leaf Node Lookup:hexoses|TI|MM;RC|850^6^0;417^6^0
10.2307/2398835|*Alkaloids|D000470|747|MH|RtM via: Alkaloids;Forced Non-Leaf Node Lookup:alkaloids|TI|MM|1420^9^0
10.2307/2395091|*Gramineae|D006109|3662|ET|Entry Term Replacement for "Poaceae";RtM via: Poaceae;RtM via: Zeugites;RtM via: Zeugites sylvaticus;checkForceMH Boosted;Forced Non-Leaf Node Lookup:gramineae|TI|MM;RC|266^7^0;77^9^0;218^12^0;284^8^0;53^22^0
10.2307/2395091|*Rainforest|D065947|1472|MH|RtM via: Rainforest;Forced Leaf Node Lookup:rain forests|TI|MM|111^12^0
10.2307/2395091|*Plant Leaves|D018515|1095|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaf|TI|MM;RC|175^4^0
10.2307/2395091|Panama|D010176|144|MH|RtM via: Panama;Forced Non-Leaf Node Lookup:panama|TI|MM;RC|127^6^0
10.2307/2394822|Panama|D010176|66|MH|RtM via: Panama;Forced Non-Leaf Node Lookup:panama|TI|MM;RC|62^6^0
10.2307/2991999|*Alleles|D000483|4281|MH|RtM via: Alleles;Forced Leaf Node Lookup:alleles|TI|MM;RC|239^7^0
10.2307/2991999|*Fabaceae|D007887|2409|MH|RtM via: Fabaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:fabaceae|TI|MM;RC|80^8^0
10.2307/2991999|*Isoenzymes|D007527|1473|MH|RtM via: Isoenzymes;Forced Leaf Node Lookup:isozymes|TI|MM;RC|197^7^0
10.2307/2991999|*Heterozygote|D006579|2211|MH|RtM via: Heterozygote|TI|MM;RC|305^14^0
10.2307/2991999|*Astragalus Plant|D027883|1482|MH|RtM via: Astragalus bibullatus|TI|MM;RC|57^21^0
10.2307/2666131|Animals|D000818|21478|CT|Insect;CT Treecode Lookup: B01.050.500.131 (Insect)||MM;RC
10.2307/2666131|*Phylogeny|D010802|19087|MH|RtM via: Phylogeny;RtM via: Phylogenetic Analysis;Forced Lookup:phylogenetic;Forced Leaf Node Lookup:phylogenetic relationships|TI|MM;RC|662^26^0;433^12^0
10.2307/2666131|*Herbivory|D060434|18910|MH|RtM via: Herbivory;Forced Leaf Node Lookup:herbivores|TI|MM;RC|1007^11^0;829^9^0;295^10^0
10.2307/2666131|*Apiaceae|D019661|3728|MH|RtM via: Apiaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:apiaceae|TI|MM|473^8^0;265^8^0;58^8^0
10.2307/2666131|*Insect|D007313|20478|ET|Entry Term Replacement for "Insecta";RtM via: Insecta;Forced Non-Leaf Node Lookup:insects|TI|MM;RC|1019^7^0;236^6^0;138^6^0
10.2307/2666131|*Ecologies|D004463|13029|ET|Entry Term Replacement for "Ecology";RtM via: Ecology|TI|MM;RC|757^9^0
10.2307/2399545|*Germ Cells, Plant|D055993|14810|MH|RtM via: Gametophytes;Forced Leaf Node Lookup:gametophytes|TI|MM;RC|413^12^0
10.2307/2399545|*Tetraploidy|D057891|13013|MH|RtM via: Tetraploidy;Forced Leaf Node Lookup:tetraploids|TI|MM;RC|433^10^0;163^10^0;67^10^0
10.2307/2399545|*Alleles|D000483|7847|MH|RtM via: Alleles;Forced Leaf Node Lookup:alleles|TI|MM;RC|477^7^0
10.2307/2399545|*Ferns|D029624|5111|MH|RtM via: Ferns;checkForceMH Boosted;Forced Non-Leaf Node Lookup:ferns|TI|MM|174^5^0
10.2307/2399545|*Motivation|D009042|3212|MH|Forced Leaf Node Lookup:expectations|TI|MM|720^12^0
10.2307/2399545|*Meiosis|D008540|10719|MH|RtM via: Meiosis;Forced Non-Leaf Node Lookup:meiosis|TI|MM;RC|127^7^0
10.2307/2399545|*Pteridaceae|D029625|4824|MH|RtM via: Pellaea rufa|TI|MM|28^12^0
10.2307/2399545|*Spores|D013170|4707|MH|RtM via: Plant spore;RtM via: Reproduction spores;Forced Non-Leaf Node Lookup:spores|TI|MM|1004^6^0;1072^6^0
10.2307/2399545|*Gametes|D005854|4377|ET|Entry Term Replacement for "Germ Cells";RtM via: Gametes;RtM via: Germ Cells;Forced Non-Leaf Node Lookup:gametes|TI|MM|981^7^0
10.2307/2399545|*Chromosomes|D002875|3162|MH|RtM via: Chromosome number;Forced Non-Leaf Node Lookup:chromosome|TI|MM|93^17^0
10.2307/2399545|*Phenotypes|D010641|2652|ET|Entry Term Replacement for "Phenotype";RtM via: Phenotype;Forced Non-Leaf Node Lookup:phenotypes|TI|MM|290^10^0;333^10^0
10.2307/2399545|*Electrophoresis|D004586|162|MH|RtM via: Electrophoresis;Forced Non-Leaf Node Lookup:electrophoresis|TI|MM|1173^15^0;522^15^0;242^15^0
10.2307/2399249|Humans|D006801|9247|CT|American Natives;CT Treecode Lookup: M01.686 (American Natives)|TI|MM
10.2307/2399249|Animals|D000818|1000|CT|Forced Treecode Turn Back On: B01.050.150.900.248 (Birds)||MM
10.2307/2399249|Argentina|D001118|2700|MH|RtM via: Country of Argentina;Forced Leaf Node Lookup:argentina|TI|MM|1978^9^0
10.2307/2399249|*American Natives|D000086562|1899|MH|Forced New Lookup:american indian|TI|MM|2437^15^0
10.2307/2399249|South America|D013020|7404|MH|RtM via: South America;Forced Non-Leaf Node Lookup:south america|TI|MM;RC|916^13^0;852^13^0
10.2307/2399249|Asia|D001208|4785|MH|RtM via: Asia;Forced Non-Leaf Node Lookup:asia|TI|MM;RC|831^4^0;133^4^0
10.2307/2399249|*Apiaceae|D019661|3567|MH|RtM via: Osmorhiza|TI|MM;RC|2264^9^0;1831^9^0;1321^9^0;1305^9^0;744^9^0;319^9^0;38^9^0
10.2307/2399249|*Woodland|D065928|1635|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:woodlands|TI|MM|92^8^0
10.2307/2399249|*Birds|D001717|1380|MH|RtM via: Aves;Forced Non-Leaf Node Lookup:birds|TI|MM|1074^5^0
10.2307/2399249|Great Lakes Region|D006114|135|MH|RtM via: Great Lakes Region|TI|MM|1151^18^0
10.2307/2399249|California|D002140|99|MH|RtM via: California|TI|MM|1956^10^0
40035755|Humans|D006801|24871081|CT|Forced Humans: families|TI|MM
40035755|Female|D005260|24871081|CT|Ovary;CT Treecode Lookup: A05.360.319 (Ovary)|TI|MM
40035755|*Ovule|D056771|2028768|MH|RtM via: Plant Ovule;Forced Leaf Node Lookup:ovules|TI|MM;RC|1208^5^0;387^6^0
40035755|*Asclepias|D031108|2012712|MH|RtM via: Asclepias;Forced Leaf Node Lookup:asclepias;checkForceMH Boosted|TI|MM|78^9^0
40035755|*Apocynum|D030010|2009154|MH|RtM via: Apocynum;Forced Leaf Node Lookup:apocynums;checkForceMH Boosted|TI|MM|651^8^0
40035755|*Ovary|D010053|2007663|MH|RtM via: Both ovaries;RtM via: Ovary;Forced Leaf Node Lookup:ovaries;Forced Leaf Node Lookup:ovary|TI|MM|1363^7^0;1061^5^0
40035755|*Apocynaceae|D029062|1025130|MH|RtM via: Apocynoideae;RtM via: Asclepiadoideae;RtM via: Periplocoideae;RtM via: Rauvolfioideae;RtM via: Secamonoideae;RtM via: Apocynaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:apocynaceae|TI|MM;RC|1094^12^0;1389^15^0;946^15^0;1115^14^0;744^14^0;1041^14^0;1134^13^0;854^13^0;474^11^0;166^11^0
40035755|*Pollen Tube|D053205|1021392|MH|RtM via: Pollen Tube;Forced Leaf Node Lookup:pollen tubes|TI|MM;RC|1342^12^0
40035755|*Angiosperm|D019684|1013310|ET|Entry Term Replacement for "Magnoliopsida";RtM via: Angiosperm;RtM via: Magnoliopsida;checkForceMH Boosted;Forced Non-Leaf Node Lookup:angiosperms|TI|MM;RC|1588^10^0
40035755|*Fruit|D005638|1005741|MH|RtM via: Fruit;Forced Leaf Node Lookup:fruits|TI|MM;RC|315^6^0
40035755|*Waxes|D014885|1004022|MH|RtM via: Waxes;checkForceMH Boosted|TI|MM|998^4^0
40035755|*Adaptation, Physiological|D000222|24390|MH|RtM via: Adaptation|TI|MM|496^11^0
40035755|*Pollen|D011058|14019|MH|RtM via: Pollen;Forced Non-Leaf Node Lookup:pollen|TI|MM;RC|1530^6^0;1296^6^0;614^6^0;569^6^0;253^6^0;359^6^0
40035755|*Fertilization|D005306|3984|MH|RtM via: fertilized|TI|MM;RC|376^10^0
40035755|*Clip|D013525|666|ET|Entry Term Replacement for "Surgical Instruments";RtM via: Clip;RtM via: scoop instrument;Forced Non-Leaf Node Lookup:clip|TI|MM|882^4^0;796^5^0
40035755|*Agglutination|D000371|3|MH|RtM via: agglutination;Forced Non-Leaf Node Lookup:agglutination|TI|MM|597^13^0
10.2307/2394924|*Tribulus|D032444|14613|MH|RtM via: Tribulus (plant);Forced Leaf Node Lookup:tribulus;checkForceMH Boosted|TI|MM;RC|77^8^0
10.2307/2394924|Ecuador|D004484|660|MH|RtM via: Galapagos Islands;Forced Leaf Node Lookup:galapagos islands|TI|MM;RC|172^17^0
10.2307/2394924|*Hybridization, Genetic|D006824|1266|MH|RtM via: Crossbreeding|TI|MM;RC|259^13^0
10.2307/2394924|*Species Specificity|D013045|552|MH|RtM via: Species Specificity|TI|MM;RC|109^16^0
10.2307/2394924|*Nucleic Acid Hybridization|D009693|273|MH|RtM via: Nucleic acid hybridization procedure|TI|MM|259^13^0
10.2307/2399628|*Trees|D014197|10812|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM;RC|513^5^0
10.2307/2399628|Hawaii|D006254|6777|MH|RtM via: Hawaii;RtM via: Hawaiian population;Forced Leaf Node Lookup:hawaiian|TI|MM;RC|336^6^0;1206^8^0;401^8^0
10.2307/2399628|*Asteraceae|D019659|13449|MH|RtM via: Carlquistia muirii;RtM via: Kyhosia bolanderi;RtM via: Madia;RtM via: Madiinae|TI|MM;RC|1099^21^0;1125^15^0;688^8^0;376^8^0;248^8^0;40^8^0;1005^8^0;905^8^0;50^8^0
10.2307/2399628|*Geraniaceae|D031314|9693|MH|RtM via: California (plant)|TI|MM|321^10^0
10.2307/2399628|*Diversity, Biological|D044822|7737|ET|Entry Term Replacement for "Biodiversity";RtM via: Biodiversity;Forced Non-Leaf Node Lookup:biological diversity|TI|MM;RC|348^20^0
10.2307/2399628|*Chromosome|D002875|1923|ET|Entry Term Replacement for "Chromosomes";RtM via: Chromosome number;RtM via: Chromosomes;Forced Non-Leaf Node Lookup:chromosome|TI|MM|880^17^0;706^10^0
10.2307/2399628|*Attention|D001288|78|MH|RtM via: Attention;Forced Non-Leaf Node Lookup:attention|TI|MM|74^9^0
10.2307/2399628|California|D002140|1119|MH|RtM via: California|TI|MM|321^10^0
10.2307/2399626|Humans|D006801|47525200|CT|Forced Humans: individuals|TI|MM
10.2307/2399626|Hawaii|D006254|5836035|MH|RtM via: Hawaii;RtM via: Hawaiian population;Forced Leaf Node Lookup:hawaiian;Forced Leaf Node Lookup:maui|TI|MM;RC|546^6^0;105^8^0;1075^4^0
10.2307/2399626|*Sympatry|D061350|3929831|MH|RtM via: Sympatric Species;RtM via: Sympatry;Forced Leaf Node Lookup:sympatric species;Forced Leaf Node Lookup:sympatry|TI|MM;RC|1017^17^0;488^17^0;1049^8^0;520^8^0
10.2307/2399626|*Trees|D014197|3912602|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM;RC|787^5^0
10.2307/2399626|*Wetlands|D053833|1945339|MH|Forced Leaf Node Lookup:bog|TI|MM|440^3^0
10.2307/2399626|Species Specificity|D013045|393910|MH|||RC
10.2307/2399626|*Habitats|D017753|12927|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM;RC|351^8^0
10.2307/2399626|*Asteraceae|D019659|12600|MH|RtM via: Wilkesia;RtM via: Dubautia;RtM via: Argyroxiphium|TI|MM;RC|231^8^0;864^8^0;217^8^0;202^13^0
10.2307/2399626|*Genomics|D023281|12252|MH|RtM via: Genomics;Forced Non-Leaf Node Lookup:genomics|TI|MM|1291^7^0
10.2307/2399626|*Woodland|D065928|9675|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:woodlands;Forced Non-Leaf Node Lookup:forests|TI|MM|411^6^0;387^8^0
10.2307/2399626|*Plant Leaves|D018515|3876|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaf|TI|MM;RC|832^4^0;917^4^0
10.2307/2399626|*Islands|D062312|6438|MH|RtM via: Islands|TI|MM|1065^6^0;536^6^0
40035729|*Wind|D014919|1358|MH|RtM via: Environmental Wind;Forced Leaf Node Lookup:winds|TI|MM|1294^4^0;343^5^0;396^5^0
40035729|*Islands|D062312|1306|MH|RtM via: Islands;Forced Leaf Node Lookup:islands|TI|MM|1054^6^0;517^7^0
40035729|*Global Warming|D057232|979|MH|RtM via: Global Warming;Forced Leaf Node Lookup:global warming|TI|MM|303^14^0
40035729|*Cyclonic Storms|D055867|898|MH|RtM via: Hurricanes;Forced Leaf Node Lookup:hurricanes|TI|MM|239^9^0
40035729|South America|D013020|1893|MH|RtM via: South America;Forced Non-Leaf Node Lookup:south america|TI|MM|962^13^0;409^13^0
