42606754|Humans|D006801|3619|CT|Community Involvement;CT Treecode Lookup: N02.421.143 (Community Involvement)||MM;RC
42606948|*Culture Media|D003470|678|MH|RtM via: Culture Media|TI|MM|1093^6^0
42606948|*Cyclophosphamide|D003520|615|MH|RtM via: cisplatin/cyclophosphamide/doxorubicin/teniposide protocol|TI|MM|2120^4^0
42604866|*Forest|D065928|11562|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM;RC|62^6^0
42604866|Trees|D014197|1244|MH|||RC
42608008|Humans|D006801|53015896|CT|Forced Humans: individuals;Forced Humans: families|TI|MM;RC
42608008|Male|D008297|53015896|CT|Forced Lookup:male;CT Text Lookup: male;CT Text Lookup: males;Forced Non-Leaf Node Lookup:males|TI|MM;RC|571^4^0;1362^5^0
42608008|*Trees|D014197|6364215|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM|691^5^0;546^4^0;305^5^0;750^5^0
42608008|*Cola|D030221|4242562|MH|RtM via: Genus Cola;Forced Leaf Node Lookup:cola;checkForceMH Boosted|TI|MM|1854^4^0
42608008|*Inflorescence|D056626|2121806|MH|RtM via: Inflorescence;Forced Leaf Node Lookup:inflorescences|TI|MM|1347^14^0
42608008|*Altitude|D000531|2121797|MH|RtM via: Altitude;Forced Leaf Node Lookup:altitudes|TI|MM|985^9^0
42608008|Belize|D001531|2121233|MH|RtM via: Belize;Forced Leaf Node Lookup:belize|TI|MM|1786^6^0;1013^6^0;256^6^0
42608008|*Retinal Rod Photoreceptor Cells|D017948|2181|MH|RtM via: Rod Photoreceptors|TI|MM|1528^4^0
42608008|*Retinal Cone Photoreceptor Cells|D017949|1425|MH|RtM via: Retinal Cone|TI|MM|1257^5^0;536^5^0;444^4^0
42608008|*Reproduction|D012098|1149|MH|RtM via: flowering|TI|MM|678^9^0
42608008|*Biological Phenomena|D001686|945|MH|RtM via: Tissue Growth|TI|MM|174^6^0
42603688|Animals|D000818|4990|CT|Insect;CT Treecode Lookup: B01.050.500.131 (Insect)||MM;RC
42603688|*Meliaceae|D029582|3990|MH|RtM via: Meliaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:meliaceae|TI|MM;RC|108^9^0
42603688|*Insecticides|D007306|2796|MH|RtM via: Insecticides;Forced Leaf Node Lookup:insecticides;checkForceMH Boosted|TI|MM|544^12^0
42603688|*Rainforest|D065947|2625|MH|RtM via: Rainforest;Forced Leaf Node Lookup:rain forests|TI|MM|262^11^0
42603688|*Fruit|D005638|1167|MH|RtM via: Fruit;Forced Leaf Node Lookup:fruits|TI|MM|163^6^0
42603688|Nigeria|D009549|828|MH|RtM via: Nigeria;Forced Leaf Node Lookup:nigeria|TI|MM;RC|373^7^0;49^7^0
42603688|*Plant Bark|D024301|786|MH|Forced Leaf Node Lookup:bark|TI|MM;RC|174^4^0
42603688|*Grassland|D065948|735|MH|Forced Leaf Node Lookup:savannas|TI|MM|193^7^0
42603688|*Forest|D065928|2853|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|182^6^0
42603688|*Insect|D007313|2445|ET|Entry Term Replacement for "Insecta";RtM via: Insecta;Forced Non-Leaf Node Lookup:insects|TI|MM|363^6^0
42603688|*Flowers|D035264|1767|MH|RtM via: Flowers;Forced Non-Leaf Node Lookup:flowers|TI|MM;RC|229^7^0
42603688|Biology|D001695|1000|MH|Forced Non-Leaf Node Lookup:biology||MM|347^7^0
42603688|India|D007194|3|MH|RtM via: India|TI|MM|431^5^0
43737718|Humans|D006801|3217|CT|African Americans;CT Treecode Lookup: M01.686 (African Americans);Ethnic Groups;CT Treecode Lookup: M01.686 (Ethnic Groups)||MM;RC
43737718|Jamaica|D007563|1345|MH|RtM via: Jamaica;Forced Leaf Node Lookup:jamaica|TI|MM|1342^7^0;95^7^0
43737718|Colombia|D003105|1264|MH|RtM via: Colombia;Forced Leaf Node Lookup:colombia|TI|MM;RC|1562^8^0
43737718|*Pinus|D028223|1225|MH|RtM via: Pinus caribaea;checkForceMH Boosted;Forced Non-Leaf Node Lookup:pinus|TI|MM|1707^14^0;1075^14^0;412^14^0
43737718|*Cyclonic Storms|D055867|1072|MH|RtM via: Hurricanes;Forced Leaf Node Lookup:hurricanes|TI|MM|590^9^0;44^9^0
43737718|British Columbia|D001955|757|MH|RtM via: British Columbia;Forced Leaf Node Lookup:british columbia|TI|MM|279^16^0
43737718|*African Americans|D001741|2217|MH|RtM via: Jamaican|TI|MM|379^8^0
43737718|*Ethnic Groups|D005006|1395|MH|RtM via: british|TI|MM|1554^7^0
43737718|*Islands|D062312|1179|MH|RtM via: Islands|TI|MM|85^6^0
43737718|West Indies|D014900|1020|MH|RtM via: Caribbean Islands;Forced Non-Leaf Node Lookup:west indies|TI|MM|110^11^0
43737718|*United Nations|D014480|726|MH|RtM via: United Nations;Forced Non-Leaf Node Lookup:united nations|TI|MM|1582^2^0;189^14^0
43737718|*Forests|D065928|324|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|1786^5^0;1143^5^0;1102^6^0;454^6^0;388^7^0;127^7^0
42604307|Animals|D000818|1300|CT|Weevils;CT Treecode Lookup: B01.050.500.131 (Weevils)||MM;RC
42604307|Fiji|D005367|127|MH|RtM via: Fiji;Forced Leaf Node Lookup:fiji|TI|MM;RC|105^4^0
42604307|*Weevils|D048889|300|MH|RtM via: Scolytinae|TI|MM|35^10^0
42604307|Australia|D001315|243|MH|RtM via: Australia;Forced Non-Leaf Node Lookup:australia|TI|MM;RC|150^9^0
42604307|*Physical Phenomena|D055585|12|MH|RtM via: Affinity|TI|MM|125^10^0
42608659|*Trees|D014197|1784|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:tree;checkForceMH Boosted|TI|MM|646^4^0;319^4^0
42608659|*Automobiles|D001336|661|MH|Forced Leaf Node Lookup:car|TI|MM|1106^3^0
42608659|*Developing Countries|D003906|661|MH|Forced Leaf Node Lookup:developing countries|TI|MM|217^20^0
42608659|Plant Breeding|D000069600|1981|MH|Replacement of Breeding Plants Found||MM
42608659|ETS translocation variant 6 protein|C087043|1756|NM|RtM via: ETV6 protein, human|TI|MM|1037^4^0
42608659|*Proto-Oncogene Proteins c-ets|D050783|1755|HM|RtM via: ETV6 protein, human|TI|MM|1037^4^0
42608659|*Rural Development|D012939|1515|ET|Entry Term Replacement for "Social Planning";RtM via: Rural Development;Forced Non-Leaf Node Lookup:rural developments|TI|MM|389^17^0
42608659|*Industry|D007221|1305|MH|RtM via: Industry|TI|MM|2079^10^0;374^10^0
42608659|*Repressor Proteins|D012097|318|HM|RtM via: ETV6 protein, human|TI|MM|1037^4^0
42608659|*Structure, Genetic|D040342|1386|ET|Entry Term Replacement for "Genetic Structures";RtM via: Genetic Structures;Forced Non-Leaf Node Lookup:genetic structures|TI|MM|599^17^0
42608659|*Seed|D012639|828|ET|Entry Term Replacement for "Seeds";RtM via: Plant seeds;Forced Non-Leaf Node Lookup:seed|TI|MM|207^4^0
42608659|*Manpower|D000078329|747|ET|Entry Term Replacement for "Workforce";RtM via: Workforce - population group;Forced Non-Leaf Node Lookup:manpowers|TI|MM|565^8^0
42608659|*Clones|D002999|384|ET|Entry Term Replacement for "Clone Cells";RtM via: Clone Cells;Forced Non-Leaf Node Lookup:clones|TI|MM|2431^6^0
42608659|*Certification|D002568|336|MH|RtM via: Certification;Forced Non-Leaf Node Lookup:certifications|TI|MM|827^13^0;48^13^0
42608659|*Documentation|D004282|309|MH|RtM via: Documentation;Forced Non-Leaf Node Lookup:documentations|TI|MM|1644^13^0;759^13^0
42608659|Perception|D010465|1000|MH|Forced Non-Leaf Node Lookup:perception||MM|1331^10^0
42608659|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|1875^3^0;2114^3^0
42606387|Humans|D006801|3518|CT|Nurseries, Infant;CT Treecode Lookup: N02.421.143 (Nurseries, Infant)||MM;RC
42606387|Infant|D007223|3518|CT|Nurseries, Infant;CT Treecode Lookup: J03.160.500 (Nurseries, Infant);Nurseries, Infant;CT Treecode Lookup: N02.278.617 (Nurseries, Infant);Nurseries, Infant;CT Treecode Lookup: N02.421.143.098.500 (Nurseries, Infant)||MM;RC
42606387|*Forestry|D016468|2518|MH|RtM via: Forestry;Forced Leaf Node Lookup:forestry|TI|MM|41^8^0
42606387|*Altitude|D000531|1642|MH|RtM via: Altitude;Forced Leaf Node Lookup:altitudes|TI|MM|721^9^0
42606387|*Conservation of Natural Resources|D003247|841|MH|Forced Leaf Node Lookup:deforestation|TI|MM|124^13^0
42606387|Nepal|D009390|841|MH|RtM via: Nepal;Forced Leaf Node Lookup:nepal|TI|MM|627^5^0;25^5^0
42606387|*Nurseries, Infant|D009724|841|MH|Forced Leaf Node Lookup:nurseries|TI|MM|280^9^0
42606387|VMBP protocol|C036046|1273|NM|RtM via: VMBP protocol|TI|MM|1217^4^0
42606387|*Vincristine|D014750|1272|HM|RtM via: VMBP protocol|TI|MM|1217^4^0
42606387|*Herpes Zoster|D006562|1062|MH|RtM via: Herpes zoster disease|TI|MM|712^5^0
42606387|*Antineoplastic Combined Chemotherapy Protocols|D000971|273|HM|RtM via: VMBP protocol|TI|MM|1217^4^0
42606387|*Bleomycin|D001761|501|HM|RtM via: VMBP protocol|TI|MM|1217^4^0
42606387|*Cisplatin|D002945|906|HM|RtM via: VMBP protocol|TI|MM|1217^4^0
42606387|*Methotrexate|D008727|897|HM|RtM via: VMBP protocol|TI|MM|1217^4^0
42606387|*Forest|D065928|696|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|198^6^0
42606387|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|870^3^0;1090^3^0
42608627|*Forestry|D016468|20467|MH|RtM via: Forestry;Forced Leaf Node Lookup:forestry|TI|MM;RC|707^8^0
42608627|*Developing Countries|D003906|3049|MH|Forced Leaf Node Lookup:developing country|TI|MM;RC|43^18^0
42608627|Papua New Guinea|D010219|2980|MH|RtM via: Papua New Guinea;Forced Leaf Node Lookup:papua new guinea|TI|MM;RC|802^16^0;21^16^0
42608627|*Government|D006076|11910|MH|RtM via: Government;Forced Non-Leaf Node Lookup:governments|TI|MM;RC|426^10^0
42608627|*Natural Resources|D000067936|10644|MH|RtM via: Natural Resources;Forced Non-Leaf Node Lookup:natural resources|TI|MM|238^17^0
42608627|*Forest|D065928|7323|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM;RC|91^6^0
42608627|*Industry|D007221|6033|MH|RtM via: Industry|TI|MM;RC|912^8^0;208^8^0
42608627|*Policy|D057766|4239|MH|RtM via: Policy;Forced Non-Leaf Node Lookup:policy|TI|MM|479^6^0
42608627|*Schools|D012574|867|MH|RtM via: School;Forced Non-Leaf Node Lookup:schools|TI|MM|157^7^0
42603047|Humans|D006801|3034213|CT|Forced Humans: university|TI|MM;RC
42603047|Male|D008297|3034213|CT|CT Text Lookup: he|TI|MM;RC|208^2^0
42603047|*Forestry|D016468|122379|MH|RtM via: Forestry;Forced Leaf Node Lookup:forestry|TI|MM;RC|121^8^0
42603047|*Universities|D014495|122352|MH|RtM via: Universities;Forced Leaf Node Lookup:university|TI|MM;RC|252^10^0
42603047|*Employment|D004651|1152|MH|RtM via: Employment;Forced Non-Leaf Node Lookup:employment|TI|MM;RC|97^10^0
42603047|Career Choice|D002321|100|MH|||RC
42603047|Running|D012420|1000|MH|Forced Non-Leaf Node Lookup:runnings||MM|299^7^0
42603047|Forests|D065928|1000|MH|Forced Non-Leaf Node Lookup:forests||MM|231^6^0
43737707|*Trees|D014197|10119|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM;RC|582^5^0;447^4^0;236^5^0
43737707|*Wood|D014934|8730|MH|RtM via: Wood material;Forced Leaf Node Lookup:wood|TI|MM;RC|280^4^0
43737707|*Pinus|D028223|6555|MH|RtM via: Pinus caribaea;checkForceMH Boosted;Forced Non-Leaf Node Lookup:pinus|TI|MM;RC|80^14^0
43737707|*Plant Bark|D024301|1079|MH|Forced Leaf Node Lookup:bark|TI|MM;RC|432^4^0
43737707|Tanzania|D013636|1017|MH|RtM via: Tanzania;Forced Leaf Node Lookup:tanzania|TI|MM|128^8^0
43737707|*Biological Phenomena|D001686|1095|MH|RtM via: Tissue Growth|TI|MM|95^5^0
43737707|*Basidiomycota|D001487|891|MH|RtM via: Kondoa|TI|MM|112^6^0
43737707|*Computers|D003201|111|MH|RtM via: Processor Core|TI|MM|138^5^0
43737707|*Data Collection|D003625|75|MH|RtM via: Standard deviation|TI|MM|333^18^0
42604899|*Forestry|D016468|11001|MH|RtM via: Forestry;Forced Leaf Node Lookup:forestry|TI|MM;RC|50^8^0
42604899|*Private Sector|D017149|6507|MH|RtM via: Private Sector;Forced Leaf Node Lookup:private sector|TI|MM;RC|220^14^0
42604899|*Reading|D011932|1128|MH|RtM via: Reading (activity);Forced Leaf Node Lookup:reading|TI|MM|522^7^0
42604899|*Forests|D065928|5019|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM;RC|123^7^0
42604899|Public Sector|D017150|712|MH|||RC
42604899|*Research|D012106|288|MH|RtM via: Study Branch|TI|MM|30^12^0
42604446|*Trees|D014197|203|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM|1244^5^0
42604446|*Bias|D015982|270|MH|RtM via: Bias (Epidemiology)|TI|MM|882^4^0
42604446|*Publications|D011642|96|MH|RtM via: Scientific Publication|TI|MM|467^9^0
42604446|*Histological Techniques|D006652|78|MH|RtM via: Sectioning technique|TI|MM|913^8^0
42604446|*Text Messaging|D060145|45|MH|RtM via: Text Messages|TI|MM|664^5^0
42607066|*Trees|D014197|2469|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM|348^4^0;192^5^0;30^4^0
42607066|*Forestry|D016468|2449|MH|RtM via: Forestry;Forced Leaf Node Lookup:forestry|TI|MM|550^8^0;261^8^0
42607066|*Plants, Genetically Modified|D030821|1673|MH|RtM via: Plants, Transgenic;Forced Leaf Node Lookup:transgenic plants;checkForceMH Boosted|TI|MM|428^17^0
42607066|relacin|C580565|1251|NM|Forced SCR Leaf Node Lookup:relacin|TI|MM|2284^7^0
42607066|*Introduced Species|D058865|958|MH|RtM via: Introduced Species;checkForceMH Boosted|TI|MM|711^21^0;236^21^0
42607066|*Dipeptides|D004151|1250|HM|RtM via: relacin|TI|MM|2284^7^0
42607066|*Policies|D057766|750|ET|Entry Term Replacement for "Policy";RtM via: Policy;Forced Non-Leaf Node Lookup:policies|TI|MM|388^8^0
42607066|*Deoxyguanosine|D003849|670|HM|RtM via: relacin|TI|MM|2284^7^0
42607066|*Seed|D012639|462|ET|Entry Term Replacement for "Seeds";RtM via: Plant seeds;Forced Non-Leaf Node Lookup:seed|TI|MM|35^4^0
42607066|Risk Assessment|D018570|1000|MH|Forced Non-Leaf Node Lookup:benefits and risks||MM|131^18^0
42606597|*Trees|D014197|2427|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM;RC|604^5^0;233^5^0;327^5^0;387^5^0;661^5^0;734^5^0
42606597|*Pinus|D028223|1560|MH|RtM via: Pinus tecunumanii;checkForceMH Boosted;Forced Non-Leaf Node Lookup:pinus|TI|MM|2436^17^0;1306^17^0;267^17^0
42606597|*Terpene|D013729|1179|ET|Entry Term Replacement for "Terpenes";RtM via: Terpenes;checkForceMH Boosted;Forced Non-Leaf Node Lookup:terpenes|TI|MM|162^7^0
42606597|relacin|C580565|1135|NM|Forced SCR Leaf Node Lookup:relacin|TI|MM|2977^7^0
42606597|*Needles|D009339|954|MH|RtM via: Needle device;Forced Leaf Node Lookup:needles|TI|MM|144^7^0
42606597|Guatemala|D006166|501|MH|RtM via: Guatemala;Forced Leaf Node Lookup:guatemala|TI|MM|2473^9^0;1345^9^0;306^9^0
42606597|*Environment|D004777|1575|MH|RtM via: Oaxaca;RtM via: Chiapas;RtM via: Para (geographic area)|TI|MM|2808^6^0;650^6^0;2860^7^0;1766^7^0;703^7^0;3222^4^0;2505^4^0
42606597|*Dipeptides|D004151|1134|HM|RtM via: relacin|TI|MM|2977^7^0
42606597|*Resins, Plant|D012116|834|MH|RtM via: Resins, Plant|TI|MM|2567^6^0;2366^6^0;409^5^0;190^5^0
42606597|*Phenotype|D010641|717|MH|RtM via: Trait|TI|MM|80^6^0
42606597|*Deoxyguanosine|D003849|612|HM|RtM via: relacin|TI|MM|2977^7^0
42606597|*Communication|D003142|525|MH|RtM via: Communication;Forced Non-Leaf Node Lookup:communication|TI|MM|1037^13^0
42606597|*Seeds|D012639|456|MH|RtM via: Plant seeds;Forced Non-Leaf Node Lookup:seeds|TI|MM|106^5^0
42606597|Chromatography|D002845|1000|MH|Forced Non-Leaf Node Lookup:chromatographies||MM|437^15^0
42606597|Mexico|D008800|267|MH|RtM via: Mexican|TI|MM|515^7^0
42608573|Animals|D000818|5671|CT|Scrapie;CT Treecode Lookup: C10.228.228.800.717 (Scrapie);Scrapie;CT Treecode Lookup: C10.574.843.850 (Scrapie);Scrapie;CT Treecode Lookup: C22 (Scrapie);Scrapie;CT Treecode Lookup: C22.836.799 (Scrapie)|TI|MM
42608573|Humans|D006801|1000|CT|Forced Humans:D Farmers||MM
42608573|*Germination|D018525|4671|MH|RtM via: Germination;Forced Leaf Node Lookup:germinations|TI|MM|1708^11^0;676^9^0
42608573|*Trees|D014197|2226|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:trees;checkForceMH Boosted|TI|MM|139^5^0
42608573|*Melia|D031585|1461|MH|RtM via: Melia volkensii;checkForceMH Boosted;Forced Non-Leaf Node Lookup:melias|TI|MM|2037^15^0;1876^15^0;1321^15^0;1089^15^0;948^15^0
42608573|*Farmers|D000067565|1251|MH|RtM via: Farmers;Forced Leaf Node Lookup:farmers|TI|MM|21^7^0
42608573|*Scrapie|D012608|819|MH|RtM via: Scrapie;Forced Leaf Node Lookup:rida|TI|MM|1943^4^0
42608573|Kenya|D007630|792|MH|RtM via: Kenya;Forced Leaf Node Lookup:kenya|TI|MM|1951^5^0;875^5^0;50^5^0
42608573|*Seed|D012639|2118|ET|Entry Term Replacement for "Seeds";RtM via: Plant seeds;Forced Non-Leaf Node Lookup:seed|TI|MM|660^4^0
42608573|*Crops, Agricultural|D018556|1824|MH|RtM via: Agricultural Crops;Forced Non-Leaf Node Lookup:cropland|TI|MM|579^5^0;284^5^0;173^8^0
42608573|*Fruit|D005638|1302|MH|RtM via: Prunes|TI|MM|320^7^0
42608573|*Fodder|D000821|954|ET|Entry Term Replacement for "Animal Feed";RtM via: Fodder;Forced Non-Leaf Node Lookup:fodders|TI|MM|497^6^0
42608573|Nuclear Family|D009679|1000|MH|Forced Non-Leaf Node Lookup:son||MM|2452^3^0
42606309|*Trees|D014197|1654|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:tree;checkForceMH Boosted|TI|MM|186^4^0
42606309|*Federal Government|D035082|1553|MH|RtM via: Federal Government;Forced Leaf Node Lookup:national government|TI|MM|308^19^0
42606309|*Educational Status|D004522|2799|MH|RtM via: Educational Status|TI|MM|237^9^0
42606309|*Environment|D004777|366|MH|RtM via: Para (geographic area)|TI|MM|944^4^0
42606309|*Mass Spectrometry|D013058|93|MH|RtM via: MS3 Mass Spectrometry|TI|MM|911^2^1;932^2^1;949^2^1
42608539|*Eucalyptus|D005052|1618|MH|RtM via: Eucalyptus rubida;RtM via: Eucalyptus globulus;Forced Leaf Node Lookup:eucalyptus;checkForceMH Boosted|TI|MM|83^17^0;1716^10^0;891^10^0
42608539|Lesotho|D007927|458|MH|RtM via: Lesotho;Forced Leaf Node Lookup:lesotho|TI|MM|919^7^0;112^7^0
42608539|*Biological Phenomena|D001686|999|MH|RtM via: Tissue Growth|TI|MM|101^7^0
42608539|*Health Services|D006296|534|MH|RtM via: Test Method|TI|MM|695^6^0;468^6^0
42608539|*Research Design|D012107|534|MH|RtM via: Test Method|TI|MM|695^6^0;468^6^0
42608539|*Environment|D004777|507|MH|RtM via: Para (geographic area)|TI|MM|1765^4^0;1711^4^0
42606360|*Wind|D014919|1542|MH|RtM via: Environmental Wind;Forced Leaf Node Lookup:winds|TI|MM|678^4^0;71^5^0
42606360|*Forestry|D016468|1065|MH|RtM via: Forestry;Forced Leaf Node Lookup:forestry|TI|MM|2351^3^0;1301^8^0;306^8^0
42606360|*Cyclonic Storms|D055867|1035|MH|RtM via: Hurricanes;Forced Leaf Node Lookup:hurricanes|TI|MM|29^9^0
42606360|*Pinus|D028223|1017|MH|RtM via: Pinus caribaea;RtM via: Pinus <genus>;RtM via: Pinus oocarpa;checkForceMH Boosted;Forced Non-Leaf Node Lookup:pinus|TI|MM|2592^14^0;2169^14^0;1139^14^0;155^14^0;264^4^0;2626^7^1;174^13^0;2186^5^0
42606360|*Cola|D030221|993|MH|RtM via: Genus Cola;Forced Leaf Node Lookup:cola;checkForceMH Boosted|TI|MM|2757^4^0
42606360|Puerto Rico|D011647|417|MH|RtM via: Puerto Rico;Forced Leaf Node Lookup:puerto rico|TI|MM|2020^11^0;1179^11^0;209^11^0
42606360|*Rains|D011891|1152|ET|Entry Term Replacement for "Rain";RtM via: Rain;Forced Non-Leaf Node Lookup:rains|TI|MM|56^5^0
42606360|*Academies and Institutes|D000047|687|MH|RtM via: Institutes|TI|MM|2351^3^0;1310^9^0;315^9^0
42606360|*Islands|D062312|684|MH|RtM via: Islands|TI|MM|432^6^0
42606360|*Research|D012106|528|MH|RtM via: Study Branch|TI|MM|1841^8^0;804^6^0
42606360|England|D004739|3|MH|RtM via: England|TI|MM|342^7^0
42606943|Humans|D006801|13417059|CT|Forced Humans: human;Forced Leaf Node Lookup:humans;checkForceMH Boosted|TI|MM;RC|640^5^0
42606943|*Soil|D012987|501190|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soil|TI|MM|339^4^0
42606943|*Conservation of Water Resources|D000074067|500509|MH|RtM via: Conservation of Water Resources;Forced Leaf Node Lookup:water conservation|TI|MM|348^18^0
42606943|*Grassland|D065948|497893|MH|Forced Leaf Node Lookup:grasslands|TI|MM|187^10^0
42606943|Sri Lanka|D013188|497893|MH|RtM via: Sri Lanka;Forced Leaf Node Lookup:sri lanka|TI|MM|1748^9^0;890^9^0;69^9^0
42606943|*Islands|D062312|3366|MH|RtM via: Islands|TI|MM|130^6^0
42606943|*Development, Agricultural|D000383|3048|ET|Entry Term Replacement for "Agriculture";RtM via: Agricultural Development (occupation);Forced Non-Leaf Node Lookup:agricultural development|TI|MM|611^24^0
42606943|*Forests|D065928|3018|MH|RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|590^6^0;462^6^0;290^6^0;138^7^0;161^7^0;53^6^0;409^6^0
42606943|*Diversity, Biological|D044822|1791|ET|Entry Term Replacement for "Biodiversity";RtM via: Biodiversity;Forced Non-Leaf Node Lookup:biological diversity|TI|MM|384^20^0
42606943|*Community Involvement|D003256|1530|ET|Entry Term Replacement for "Community Participation";RtM via: Community Participation;Forced Non-Leaf Node Lookup:community involvements|TI|MM|763^21^0
42607087|Animals|D000818|3226|CT|Animals, Wild;CT Treecode Lookup: B01.050.050 (Animals, Wild)|TI|MM
42607087|Humans|D006801|1000|CT|Forced Humans:D Friends||MM
42607087|*Friends|D033062|1531|MH|RtM via: friend;Forced Leaf Node Lookup:friends|TI|MM|663^7^0
42607087|*Animals, Wild|D000835|1358|MH|RtM via: Animals, Wild;Forced Leaf Node Lookup:wildlife;checkForceMH Boosted|TI|MM|721^8^0;674^8^0;263^8^0;253^8^0
42607087|*Alchemy|D000422|805|MH|RtM via: Alchemy;Forced Leaf Node Lookup:alchemy|TI|MM|812^7^0
42607087|*World War II|D047789|799|MH|RtM via: World War II;Forced Leaf Node Lookup:second world wars|TI|MM|325^16^0
42607087|*Food|D005502|999|MH|RtM via: Food|TI|MM|306^4^0
42607087|India|D007194|942|MH|RtM via: India;Forced Non-Leaf Node Lookup:india|TI|MM;RC|2053^5^0;21^5^0
42607087|*Geography|D005843|924|MH|RtM via: Geography|TI|MM|29^12^0
42607087|*Policy|D057766|843|MH|RtM via: Policy;Forced Non-Leaf Node Lookup:policy|TI|MM|211^6^0
