42901758|Animals|D000818|6458|CT|Predatory Behavior;CT Treecode Lookup: F01.145.113.111 (Predatory Behavior);Predatory Behavior;CT Treecode Lookup: F01.145.113.252 (Predatory Behavior)|TI|MM
42901100|*Ficus|D030681|879198|MH|RtM via: Ficus carica;Forced Leaf Node Lookup:ficus;checkForceMH Boosted|TI|MM|2505^12^0;760^12^0
42901100|*Myrica|D031641|878970|MH|Forced Leaf Node Lookup:myricas;checkForceMH Boosted|TI|MM|3449^6^0
42901100|*Myricaceae|D029590|443430|MH|RtM via: Myricaceae;RtM via: Morella faya;checkForceMH Boosted;Forced Non-Leaf Node Lookup:myricaceae|TI|MM|3462^10^0;1631^10^0;3449^11^0
42901100|*Germination|D018525|442476|MH|RtM via: Germination;Forced Leaf Node Lookup:germinations|TI|MM|3027^11^0;2690^11^0;1229^11^0;989^11^0
42901100|*Cupressaceae|D029779|441087|MH|RtM via: Cupressaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:cupressaceae|TI|MM|3364^12^0;1532^12^0
42901100|*Rubiaceae|D019666|440868|MH|RtM via: Rubiaceae;RtM via: Plocama pendula;checkForceMH Boosted;Forced Non-Leaf Node Lookup:rubiaceae|TI|MM|3318^9^0;1485^9^0;3301^15^0;1468^15^0
42901100|*Altitude|D000531|440832|MH|RtM via: Altitude;Forced Leaf Node Lookup:altitudes|TI|MM|449^8^0;2166^8^0
42901100|*Solanaceae|D019657|440532|MH|RtM via: Solanaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:solanaceae|TI|MM|3235^10^0;1401^10^0
42901100|*Liliaceae|D019668|440067|MH|RtM via: Liliaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:liliaceae|TI|MM|3435^9^0;1603^9^0
42901100|Spain|D013030|439647|MH|RtM via: Canary Islands;Forced Leaf Node Lookup:canary islands|TI|MM|119^14^0
42901100|*Infertility|D007246|2619|MH|RtM via: Infertility;RtM via: Nonfertile|TI|MM|750^9^0
42901100|*Islands|D062312|1983|MH|RtM via: Islands|TI|MM|330^7^0;191^7^0
42901100|*Seeds|D012639|1224|MH|RtM via: Plant seeds;Forced Non-Leaf Node Lookup:seeds|TI|MM|1100^5^0;716^5^0;533^5^0;219^5^0;80^4^0;773^5^0;1152^5^0;1162^5^0
42901100|*Habitat|D017753|1020|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM|3114^8^0;2552^8^0;2272^8^0;860^7^0;908^8^0;547^8^0;2380^8^0;2641^8^0
42901575|*Grassland|D065948|628|MH|Forced Leaf Node Lookup:prairies;Forced Leaf Node Lookup:meadows|TI|MM|1530^7^0;134^6^0
42901575|*Linear Models|D016014|482|MH|RtM via: Linear Models;Forced Leaf Node Lookup:linear models|TI|MM|308^13^0
42901575|Tibet|D018609|314|MH|Forced Leaf Node Lookup:tibetan plateau|TI|MM|165^15^0
42901575|*Data Management|D000079803|3198|MH|RtM via: Databases|TI|MM|93^8^0
42901575|*Family Members|D005190|573|ET|Entry Term Replacement for "Family";RtM via: Family member|TI|MM|1054^17^0;611^17^0;262^17^0
42901575|*Cyclophosphamide|D003520|471|MH|RtM via: cisplatin/cyclophosphamide/doxorubicin/teniposide protocol|TI|MM|2849^4^0;2081^4^0;2009^4^0
42901575|*Databases, Factual|D016208|423|MH|RtM via: Databases|TI|MM|93^8^0
42901575|*Seed|D012639|30|ET|Entry Term Replacement for "Seeds";RtM via: Plant seeds;Forced Non-Leaf Node Lookup:seed|TI|MM|1284^4^0;1161^4^0;990^4^0;823^4^0;593^4^0;376^4^0;197^4^0;78^4^0
42901508|Animals|D000818|9283|CT|Beetles;CT Treecode Lookup: B01.050.500.131 (Beetles);Invertebrates;CT Treecode Lookup: B01.050.500 (Invertebrates)|TI|MM
42901508|*Trees|D014197|5849|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:tree;checkForceMH Boosted|TI|MM|160^4^0
42901508|*Beetles|D001517|2617|ET|Entry Term Replacement for "Coleoptera";RtM via: Carabidae;RtM via: Order Coleoptera;checkForceMH Boosted;Forced Non-Leaf Node Lookup:beetles|TI|MM|1486^9^0;98^9^0;986^6^0;89^7^0
42901508|*Rotation|D012399|1591|MH|RtM via: Musculoskeletal rotation;Forced Leaf Node Lookup:rotation|TI|MM|1324^8^0;1191^8^0
42901508|*Forest|D065928|2970|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|1260^8^0;770^6^0;483^6^0;124^6^0
42901508|*Habitat|D017753|1431|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM|797^7^0;510^7^0
42901508|*Wilderness|D055814|1362|MH|RtM via: Wilderness|TI|MM|301^10^0
42901508|*Invertebrates|D007448|1305|MH|RtM via: Invertebrates;Forced Non-Leaf Node Lookup:invertebrates|TI|MM|385^13^0
42901508|*Plant Leaves|D018515|450|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaf|TI|MM|689^4^0
42901808|*Fertilizers|D005308|3358|MH|RtM via: Fertilizers;Forced Leaf Node Lookup:fertilisers;checkForceMH Boosted|TI|MM|1956^10^0
42901808|*Phylogeny|D010802|2246|MH|RtM via: Phylogenetic Analysis;Forced Lookup:phylogenetic|TI|MM|590^12^0
42901808|*Longevity|D008136|2000|MH|RtM via: Life Span;RtM via: Longevity;Forced Leaf Node Lookup:lifespans|TI|MM|388^8^0
42901808|*Soil|D012987|1676|MH|RtM via: Soil;checkForceMH Boosted;Forced Non-Leaf Node Lookup:soil|TI|MM|1167^4^0
42901808|Ontario|D009864|1214|MH|RtM via: Ontario;Forced Leaf Node Lookup:ontario|TI|MM|2167^7^0;544^7^0
42901808|*Fruit|D005638|1154|MH|RtM via: Fruit;Forced Leaf Node Lookup:fruits|TI|MM|2076^6^0;452^6^0
42901808|N-(4-isothiocyanatophenethyl)spiperone|C068824|966|NM|Forced SCR Leaf Node Lookup:nips|TI|MM|232^4^0;536^4^0;726^4^0;975^4^0;1378^4^0;1727^4^0;2130^4^0;2395^4^0;2673^4^0;3186^4^0
42901808|*Motivation|D009042|965|MH|Forced Leaf Node Lookup:expectations|TI|MM|1435^12^0
42901808|*Life History Traits|D000071421|4014|MH|RtM via: Life History Traits|TI|MM|804^19^0
42901808|*Biological Evolution|D005075|2472|MH|RtM via: Biological Evolution|TI|MM|698^12^0
42901808|*Self-Fertilizations|D057945|1542|ET|Entry Term Replacement for "Self-Fertilization";RtM via: Self-Fertilization|TI|MM|364^14^0
42901808|*Climate|D002980|1359|MH|RtM via: Climate|TI|MM|344^7^0
42901808|Europe|D005060|1122|MH|RtM via: Europe|TI|MM|1046^6^0
42900976|Animals|D000818|3205|CT|Sable;CT Treecode Lookup: B01.050.150.900.649.313.750 (Sable)|TI|MM
42900976|Humans|D006801|1000|CT|Forced Humans:D Single Parent||MM
42900976|*Sand|D000080463|2205|MH|RtM via: Sand;Forced Leaf Node Lookup:sand;checkForceMH Boosted|TI|MM|328^4^0
42900976|*Nitrification|D058465|2085|MH|RtM via: Nitrification;Forced Leaf Node Lookup:nitrifications|TI|MM|2420^13^0;825^13^0
42900976|*Rivers|D045483|1485|MH|RtM via: Rivers;Forced Leaf Node Lookup:rivers|TI|MM|288^5^0
42900976|*Ecosystem|D017753|1329|MH|RtM via: Ecosystem;Forced Lookup:ecosystem|TI|MM|73^9^0
42900976|*Nitrogen|D009584|1239|MH|RtM via: nitrogen;checkForceMH Boosted;Forced Non-Leaf Node Lookup:nitrogen|TI|MM|442^8^0
42900976|*Single Parent|D015406|888|MH|RtM via: Single Parent;Forced Leaf Node Lookup:single parents|TI|MM|176^13^0
42900976|*Water|D014867|771|MH|RtM via: water;checkForceMH Boosted;Forced Non-Leaf Node Lookup:water|TI|MM|1079^5^0;897^5^0;459^5^0
42900976|*Sable|D045969|729|ET|Entry Term Replacement for "Mustelidae";RtM via: Sables;checkForceMH Boosted;Forced Non-Leaf Node Lookup:sables|TI|MM|1776^5^0
42900976|*Confusion|D003221|810|MH|RtM via: Clouded consciousness;RtM via: Confusion|TI|MM|1626^9^0
42900976|*Mycobacterium avium Complex|D015269|552|MH|RtM via: Mycobacterium avium Complex|TI|MM|2412^4^0;1513^4^0
42900976|*Biological Phenomena|D001686|546|MH|RtM via: Pathologic mineralization;RtM via: establishment and maintenance of localization|TI|MM|761^14^0;1666^12^0
42900976|*Cyclophosphamide|D003520|504|MH|RtM via: cisplatin/cyclophosphamide/doxorubicin/teniposide protocol|TI|MM|2366^4^0;1636^4^0
42900976|Plants|D010944|1000|MH|Forced Non-Leaf Node Lookup:herbaceous||MM|519^10^0
42901262|Animals|D000818|2933|CT|Forced Lookup:odocoileus;Forced Lookup:deer;checkForceMH Boosted|TI|MM|234^10^0;1942^10^0;228^4^0;366^4^0;434^4^0;1589^4^0
42901262|*Seasons|D012621|1933|MH|RtM via: Summer;RtM via: Seasons;Forced Leaf Node Lookup:seasons|TI|MM|1510^6^0;1073^6^0;1716^6^0;766^6^0;555^6^0;40^7^0
42901262|*Nitrogen|D009584|935|MH|RtM via: nitrogen;checkForceMH Boosted;Forced Non-Leaf Node Lookup:nitrogen|TI|MM|970^8^0;108^8^0
42901262|*Deer|D003670|591|MH|RtM via: Odocoileus virginianus;Forced Lookup:odocoileus;Forced Lookup:deer|TI|MM|1942^22^0;1576^17^0;234^22^0;215^17^0;228^4^0;366^4^0;434^4^0;1589^4^0
42901262|*Forest|D065928|1467|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|729^6^0
42901262|*Woods|D014934|660|ET|Entry Term Replacement for "Wood";RtM via: Wood material|TI|MM|141^5^0
42901262|*Biological Phenomena|D001686|594|MH|RtM via: Tissue Growth|TI|MM|1708^7^0;1442^7^0;758^7^0;547^7^0;32^7^0
42901262|*Cyclophosphamide|D003520|495|MH|RtM via: cisplatin/cyclophosphamide/doxorubicin/teniposide protocol|TI|MM|2229^4^0
42901262|*Plants|D010944|816|MH|RtM via: Plants, Cultivated;Forced Non-Leaf Node Lookup:herbaceous|TI|MM|681^17^0;1329^5^0;880^5^0;736^6^0;187^6^0;157^10^0
42902504|Animals|D000818|4426|CT|Parasites;CT Treecode Lookup: B01.050.500.714 (Parasites);Songbirds;CT Treecode Lookup: B01.050.150.900.248 (Songbirds);Birds;CT Treecode Lookup: B01.050.150.900.248 (Birds)|TI|MM
42902504|Humans|D006801|1000|CT|Forced Humans:D Siblings||MM
42902504|*Ankle|D000842|2551|MH|RtM via: Ankle;Forced Leaf Node Lookup:tarsus|TI|MM|1194^6^0;1091^6^0
42902504|*Parasites|D010271|2486|MH|RtM via: Parasites;Forced Leaf Node Lookup:parasites;checkForceMH Boosted|TI|MM|1731^9^0;140^9^0
42902504|*Maternal Inheritance|D000072741|2032|MH|RtM via: Maternal Inheritance;Forced Leaf Node Lookup:maternal effects|TI|MM|246^16^0
42902504|*Heat Shock Protein|D006360|1873|ET|Entry Term Replacement for "Heat-Shock Proteins";RtM via: Heat shock proteins;checkForceMH Boosted;Forced Non-Leaf Node Lookup:heat-shock protein|TI|MM|2579^3^0;2256^3^0;531^18^0
42902504|*Siblings|D035781|1639|MH|RtM via: Sibling;Forced Leaf Node Lookup:siblings|TI|MM|98^7^0
42902504|*Lymphocytes|D008214|3426|MH|RtM via: Lymphocyte;Forced Non-Leaf Node Lookup:lymphocytes|TI|MM|2098^11^0;1441^3^0;1307^3^0;1152^3^0;891^3^0;769^3^0;427^10^0
42902504|*Neutrophils|D009504|3300|MH|RtM via: Heterophil;RtM via: neutrophil|TI|MM|1441^3^0;1307^3^0;1152^3^0;891^3^0;769^3^0;416^10^0;2078^12^0
42902504|*Biological Phenomena|D001686|1689|MH|RtM via: biological adaptation to stress;RtM via: Tissue Growth|TI|MM|514^15^0;710^7^0;401^7^0;217^6^0;21^7^0
42902504|*Leukocytes|D007962|1539|MH|RtM via: Leukocytes|TI|MM|2067^10^0
42902504|*Songbirds|D020308|1404|MH|RtM via: Ficedula hypoleuca;RtM via: Arses kaupi;Forced Non-Leaf Node Lookup:flycatchers|TI|MM|2449^18^0;736^18^0;718^16^0;723^11^0
42902504|*Counts, Cell|D002452|567|ET|Entry Term Replacement for "Cell Count";RtM via: Cell Count;Forced Non-Leaf Node Lookup:cell counts|TI|MM|778^11^0
42901938|Animals|D000818|6079|CT|Forced Non-Leaf Node Lookup:animals||MM|100^6^0
42901938|*Genetic Drift|D040961|5079|MH|RtM via: Genetic Drift;Forced Leaf Node Lookup:genetic drift|TI|MM|1177^13^0
42901938|*Population Density|D011156|2649|MH|RtM via: Population Size;Forced Leaf Node Lookup:population sizes|TI|MM|920^15^0
42901938|*Polymorphism, Genetic|D011110|3207|MH|RtM via: Genetic Polymorphism|TI|MM|1034^12^0
42901938|*Genetics, Population|D005828|1965|MH|RtM via: Genetics, Population;Forced Non-Leaf Node Lookup:population genetics|TI|MM|177^18^0
42901938|*Urbanizations|D014507|954|ET|Entry Term Replacement for "Urbanization";RtM via: Urbanization|TI|MM|255^9^0
42901938|*Alleles|D000483|834|MH|RtM via: Alleles|TI|MM|774^7^0
42901938|*Ranidae|D011898|381|MH|RtM via: Rana dalmatina;Forced Non-Leaf Node Lookup:rana|TI|MM|1589^14^0;370^14^0
42901938|*Habitat|D017753|195|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM|1211^8^0;21^7^0
42901130|Bees|D001516|7316|CT|RtM via: Apis mellifera;RtM via: Genus Apis (organism);Forced Leaf Node Lookup:honey bees|TI|MM|460^10^0
42901130|Animals|D000818|7316|CT|RtM via: Apis mellifera|TI|MM|460^10^0
42901130|*Pollination|D054817|6316|MH|RtM via: Pollination;Forced Leaf Node Lookup:pollination|TI|MM|258^10^0;108^11^0
42901130|*Lythrum|D031561|5379|MH|RtM via: Lythrum virgatum;RtM via: Lythrum salicaria;Forced Leaf Node Lookup:purple loosestrifes;Forced Leaf Node Lookup:lythrum salicaria;checkForceMH Boosted|TI|MM|59^18^0;980^17^0;861^17^0;699^17^0;511^17^0;441^17^0;79^17^0
42901130|*Flowering Plant|D019684|2956|ET|Entry Term Replacement for "Magnoliopsida";RtM via: Angiosperm;RtM via: Magnoliopsida;checkForceMH Boosted;Forced Non-Leaf Node Lookup:flowering plant|TI|MM|151^15^0
42901130|*Impatiens|D029069|2612|MH|RtM via: Impatiens capensis;Forced Leaf Node Lookup:impatiens;checkForceMH Boosted|TI|MM|1136^18^0;816^18^0;176^18^0
42901130|*Eupatorium|D036602|2588|MH|RtM via: Eupatorium perfoliatum;Forced Leaf Node Lookup:eupatoriums;checkForceMH Boosted|TI|MM|1162^22^0;632^22^0;202^22^0;232^10^0;727^10^0
42901130|*Fruit|D005638|2429|MH|RtM via: Fruit;Forced Leaf Node Lookup:fruits|TI|MM|1912^6^0;1372^6^0;803^5^0;332^5^0
42901130|*Wetlands|D053833|1327|MH|RtM via: Wetlands;Forced Leaf Node Lookup:wetlands|TI|MM|909^7^0
42901130|*Pollen|D011058|2088|MH|RtM via: Pollen;Forced Non-Leaf Node Lookup:pollen|TI|MM|1746^6^0;1288^6^0;717^6^0;318^6^0
42901130|*Social Stigma|D057545|975|MH|RtM via: Social stigmata|TI|MM|748^7^0;308^9^0
42901130|*Seed|D012639|945|ET|Entry Term Replacement for "Seeds";RtM via: Plant seeds;Forced Non-Leaf Node Lookup:seed|TI|MM|613^4^0;342^4^0
42901130|*Asteraceae|D019659|789|MH|RtM via: Eutrochium maculatum|TI|MM|727^20^0;232^20^0
42901967|*Mosses|D044002|4691|ET|Entry Term Replacement for "Bryophyta";RtM via: Mosses;checkForceMH Boosted;Forced Non-Leaf Node Lookup:mosses|TI|MM|983^6^0
42901967|*Lichens|D008011|4624|MH|RtM via: Lichen - organism;Forced Leaf Node Lookup:lichens;checkForceMH Boosted|TI|MM|2482^7^0;795^7^0
42901967|*Populus|D032107|2011|MH|RtM via: Populus tremuloides;Forced Leaf Node Lookup:populus;checkForceMH Boosted|TI|MM|1598^19^0;88^19^0
42901967|*Trees|D014197|1846|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:tree;checkForceMH Boosted|TI|MM|518^4^0;207^4^0
42901967|British Columbia|D001955|1319|MH|RtM via: British Columbia;Forced Leaf Node Lookup:british columbia|TI|MM|160^16^0
42901967|Caloplaca cerina|C000664894|774|NM|Forced New Lookup:caloplaca cerina|TI|MM|846^16^0;2548^16^0
42901967|*Multidimensional Scaling Analysis|D000084142|773|MH|RtM via: Multidimensional Scaling Analysis;Forced New Lookup:multidimensional scaling|TI|MM|399^24^0
42901967|*Plant Bark|D024301|773|MH|Forced Leaf Node Lookup:bark|TI|MM|528^4^0;594^4^0
42901967|*Bryopsida|D019068|2778|MH|RtM via: Eurhynchiastrum pulchellum;RtM via: Pylaisia polyantha;RtM via: Brachythecium|TI|MM|2807^22^0;1076^22^0;2782^21^0;1049^21^0;2762^13^0;1029^13^0
42901967|*Pruritus|D011537|918|MH|RtM via: Lichen disease|TI|MM|2482^7^0;795^7^0
42901967|*Ascomycota|D001203|915|MH|RtM via: Caloplaca cerina;RtM via: Catillaria|TI|MM|2548^16^0;846^16^0;2582^10^0;882^10^0
42901967|*Biological Phenomena|D001686|798|MH|RtM via: cellular entity retention|TI|MM|1411^9^0
42901967|*Cations|D002412|126|MH|RtM via: Cations;Forced Non-Leaf Node Lookup:cations|TI|MM|2172^7^0;533^6^0
42901145|Male|D008297|8318|CT|Forced Lookup:male;CT Text Lookup: male;CT Text Lookup: males;Forced Non-Leaf Node Lookup:males|TI|MM;RC|791^4^0;937^4^0;899^5^0
42901145|Female|D005260|8318|CT|Forced Lookup:female;CT Text Lookup: female;CT Text Lookup: females;Forced Non-Leaf Node Lookup:females|TI|MM;RC|603^6^0;702^6^0;782^6^0;988^6^0
42901145|Animals|D000818|8318|CT|Hares;CT Treecode Lookup: B01.050.150.900.649.313.968 (Hares);Homing Behavior;CT Treecode Lookup: F01.145.113.646 (Homing Behavior);Predatory Behavior;CT Treecode Lookup: F01.145.113.111 (Predatory Behavior);Predatory Behavior;CT Treecode Lookup: F01.145.113.252 (Predatory Behavior)|TI|MM
42901145|*Hares|D034621|7318|MH|RtM via: Hares (mammal);RtM via: Lepus americanus;Forced Leaf Node Lookup:hares;Forced Leaf Node Lookup:lepus;checkForceMH Boosted|TI|MM|942^5^0;796^5^0;610^5^0;510^5^0;466^4^0;1785^16^0;1388^14^0;258^16^0;242^14^0;251^5^0;538^5^0;572^5^0;1397^5^0;486^4^0
42901145|*Homing Behavior|D006702|3716|MH|RtM via: Home Range;Forced Leaf Node Lookup:home ranges|TI|MM|878^11^0;636^10^0
42901145|*Seasons|D012621|3517|MH|RtM via: Seasons;RtM via: Winter;RtM via: Summer;Forced Leaf Node Lookup:seasons|TI|MM|858^7^0;655^6^0;745^6^0
42901145|*Food Additive|D005503|2203|ET|Entry Term Replacement for "Food Additives";RtM via: Food Additives;checkForceMH Boosted|TI|MM|384^13^0
42901145|*Predatory Behavior|D011235|2125|MH|RtM via: Predatory Behavior;Forced Leaf Node Lookup:predation|TI|MM|1360^9^0;1209^9^0;83^9^0
42901145|Yukon Territory|D015874|1747|MH|RtM via: Yukon Territory;Forced Leaf Node Lookup:yukon|TI|MM|1827^5^0;342^5^0
42901145|*Sex|D012723|4965|MH|RtM via: sex|TI|MM|2820^5^0;1153^3^0;1009^3^0
42901145|*Reproduction|D012098|2544|MH|RtM via: Reproduction;Forced Non-Leaf Node Lookup:reproduction|TI|MM|1636^12^0;134^12^0
42901145|ETS translocation variant 6 protein|C087043|1915|NM|RtM via: ETV6 protein, human|TI|MM|1583^4^0
42901145|*Proto-Oncogene Proteins c-ets|D050783|1914|HM|RtM via: ETV6 protein, human|TI|MM|1583^4^0
42901145|*Repressor Proteins|D012097|360|HM|RtM via: ETV6 protein, human|TI|MM|1583^4^0
42901145|*Food Supply|D005523|1365|MH|RtM via: Food Supply;Forced Non-Leaf Node Lookup:food supply|TI|MM|449^11^0;67^11^0
42906506|Humans|D006801|10486009|CT|Forced Humans: families|TI|MM;RC
42906506|Animals|D000818|10486009|CT|Arthropods;CT Treecode Lookup: B01.050.500.131 (Arthropods)|TI|MM
42906506|rayon, purified|C012024|841382|NM|RtM via: Rayon;Forced SCR Leaf Node Lookup:rayon|TI|MM|3149^5^0
42906506|*Arthropods|D001181|422261|MH|RtM via: Arthropods;checkForceMH Boosted;Forced Non-Leaf Node Lookup:arthropods|TI|MM|1341^9^0;1168^9^0;984^10^0;854^9^0;785^9^0;666^10^0;404^9^0;283^10^0;21^10^0;1053^10^0
42906506|*Farms|D000072480|422108|MH|RtM via: Farming environment;Forced Leaf Node Lookup:farms|TI|MM|303^7^0;121^5^0
42906506|Ontario|D009864|421589|MH|RtM via: Ontario;Forced Leaf Node Lookup:ontario|TI|MM|153^7^0;1825^7^0
42906506|*Radius|D011884|420593|MH|RtM via: Bone structure of radius;Forced Leaf Node Lookup:radius|TI|MM|1293^6^0
42906506|*Cellulose|D002482|841381|HM|RtM via: Rayon|TI|MM|3149^5^0
42906506|*Biodiversity|D044822|3180|MH|RtM via: Biodiversity;Forced Non-Leaf Node Lookup:biodiversity|TI|MM|1641^12^0
42906506|*Habitats|D017753|3018|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM|3019^8^0;1191^8^0
42901455|Animals|D000818|7516|CT|Ants;CT Treecode Lookup: B01.050.500.131 (Ants)|TI|MM
42901455|*Ants|D001000|6516|MH|RtM via: Acromyrmex lobicornis;RtM via: Atta colombica;RtM via: Ants;Forced Leaf Node Lookup:ants;checkForceMH Boosted|TI|MM|1491^21^0;454^21^0;1358^14^0;305^14^0;903^3^0;801^4^0;79^3^0;136^4^0;201^4^0;973^3^0
42901455|*Herbivory|D060434|2460|MH|RtM via: Herbivory;Forced Leaf Node Lookup:herbivory|TI|MM|99^9^0
42901455|*Symbiosis|D013559|1698|MH|RtM via: Symbiotic|TI|MM|216^9^0
42901455|*Fungus|D005658|1308|ET|Entry Term Replacement for "Fungi";RtM via: Fungi;Forced Non-Leaf Node Lookup:fungus|TI|MM|981^6^0;226^6^0
42901455|*Health Services|D006296|1002|MH|RtM via: Test Method|TI|MM|755^6^0
42901455|*Biological Phenomena|D001686|879|MH|RtM via: biological control|TI|MM|765^18^0
42901478|Male|D008297|5864|CT|Forced Lookup:male;CT Text Lookup: male;Forced Non-Leaf Node Lookup:male|TI|MM;RC|917^4^0
42901478|Female|D005260|5864|CT|Forced Lookup:female;CT Text Lookup: female;Forced Non-Leaf Node Lookup:females|TI|MM;RC|923^6^0
42901478|*Nyssa|D031655|4864|MH|RtM via: Nyssa sylvatica;RtM via: Nyssa aquatica;Forced Leaf Node Lookup:nyssa;checkForceMH Boosted|TI|MM|2061^15^0;749^15^0;2214^14^0;2078^14^0;766^14^0;873^5^0
42901478|*Trees|D014197|2101|MH|RtM via: Trees (plant);Forced Leaf Node Lookup:tree;checkForceMH Boosted|TI|MM|868^4^0
42901478|*Fraxinus|D031661|1750|MH|RtM via: Fraxinus caroliniana;Forced Leaf Node Lookup:fraxinus;checkForceMH Boosted|TI|MM|2039^20^0;727^20^0
42901478|*Taxodium|D032489|1186|MH|RtM via: Taxodium;Forced Leaf Node Lookup:taxodiums;checkForceMH Boosted|TI|MM|2094^8^0;782^8^0
42901478|*Dihydroergotamine|D004087|868|MH|Forced Leaf Node Lookup:agit;checkForceMH Boosted|TI|MM|1941^4^0
42901478|*Wetlands|D053833|815|MH|RtM via: Swamp;Forced Leaf Node Lookup:swamps|TI|MM|686^5^0
42901478|*Rotation|D012399|449|MH|RtM via: Musculoskeletal rotation;Forced Leaf Node Lookup:rotation|TI|MM|1068^8^0
42901478|*Random Allocation|D011897|434|MH|Forced Leaf Node Lookup:randomization|TI|MM|1024^13^0
42901478|*Forest|D065928|1728|ET|Entry Term Replacement for "Forests";RtM via: Forests;Forced Non-Leaf Node Lookup:forests|TI|MM|692^6^0
42901478|*Disease Susceptibility|D004198|255|MH|RtM via: Susceptible|TI|MM|1199^11^0
42901478|*Cluster Analysis|D016000|162|MH|RtM via: Single Linkage Cluster Analysis|TI|MM|364^16^0;346^16^0;238^16^0
42901478|*Social Segregation|D000072699|159|MH|RtM via: Racial Segregation|TI|MM|658^11^0;29^11^0
42900771|Animals|D000818|4429|CT|Sigmodontinae;CT Treecode Lookup: B01.050.150.900.649.313.992 (Sigmodontinae);Rodent;CT Treecode Lookup: B01.050.150.900.649.313.992 (Rodent);CT Text Lookup: animal|TI|MM;RC|542^6^0;1484^6^0
42900771|*Rodent|D012377|1076|ET|Entry Term Replacement for "Rodentia";RtM via: Rodent;checkForceMH Boosted|TI|MM|132^6^0
42900771|*Environment|D004777|3429|MH|RtM via: Natural environment|TI|MM;RC|274^19^0
42900771|*Habitat|D017753|1437|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat;Forced Non-Leaf Node Lookup:habitats|TI|MM|1617^7^0;1244^7^0
42900771|*Sigmodontinae|D016205|1344|MH|RtM via: Akodon longipilis;RtM via: Eligmodontia morgani;RtM via: Akodon xanthorhinus|TI|MM|170^20^0;1127^20^0;148^20^0;1149^9^1;1183^12^1;195^22^0
42900771|*Food|D005502|903|MH|RtM via: Food|TI|MM|510^4^0
42901456|Animals|D000818|3597|CT|Vole;CT Treecode Lookup: B01.050.150.900.649.313.992 (Vole)|TI|MM
42901456|*Betula|D029662|2597|MH|RtM via: Betula Genus;Forced Leaf Node Lookup:birchs;checkForceMH Boosted|TI|MM|802^5^0;705^5^0;515^5^0
42901456|*Seedlings|D036226|2151|MH|RtM via: Seedlings;Forced Leaf Node Lookup:seedlings;checkForceMH Boosted|TI|MM|1121^9^0;925^8^0;808^9^0;711^9^0;521^9^0
