10.2307/1216548|Animals|C0003062|1825|CT|Mustelidae;CT Treecode Lookup: B01.050.150.900.649.313.750 (Mustelidae)||MM;RC
taxon.62.2.249|*Habitats|C0871648|51717|ET|Entry Term Replacement for "Ecosystem";RtM via: Habitat|TI|MM;RC|507^8^0
taxon.62.2.249|Asia|C0003980|555|MH|RtM via: Asia|TI|MM|1053^4^0
taxon.62.2.267|Phylogeny|C0031797|17|MH|||RC
taxon.62.2.267|RNA, Ribosomal, 16S|C0035702|17|MH|||RC
taxon.62.2.281|Phylogeny|C0031797|53|MH|||RC
taxon.62.2.281|Sequence Analysis, DNA|C0162802|32|MH|||RC
[2487]: *** ERROR *** ERROR *** ERROR ***
taxon.62.2.316|*Euphorbia|C0949864|11390|MH|RtM via: Euphorbia <genus>;RtM via: Spurge;RtM via: Euphorbia kansui;Forced Leaf Node Lookup:spurges;checkForceMH Boosted|TI|MM|37^7^0
taxon.62.2.316|*Plant Leaves|C0242724|2283|MH|RtM via: Plant Leaves|TI|MM;RC|31^5^0
taxon.62.2.316|Vegetables|C0042440|54|MH|||RC
[2489]: *** ERROR *** ERROR *** ERROR ***
taxon.62.2.357|Phylogeny|C0031797|17|MH|||RC
taxon.62.2.357|RNA, Ribosomal, 16S|C0035702|17|MH|||RC
taxon.62.2.375|*Lamiaceae|C0524904|4209|MH|RtM via: Lamiaceae;RtM via: Gomphostemmateae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:lamiaceae|TI|MM;RC|76^9^0;58^16^0
taxon.62.2.375|Phylogeny|C0031797|74|MH|||RC
[2492]: *** ERROR *** ERROR *** ERROR ***
taxon.62.2.391|Phylogeny|C0031797|54|MH|||RC
taxon.62.2.394|||||||
[2495]: *** ERROR *** ERROR *** ERROR ***
taxon.62.3.458|Phylogeny|C0031797|36|MH|||RC
taxon.62.3.458|Polymorphism, Genetic|C0032529|27|MH|||RC
taxon.62.3.473|*Cannabaceae|C0446240|22501|MH|RtM via: Hemp family;checkForceMH Boosted;Forced Non-Leaf Node Lookup:cannabaceae|TI|MM|27^11^0
taxon.62.3.473|*Phylogeny|C0031797|19141|MH|RtM via: Phylogeny;Forced Lookup:phylogenetic|TI|MM;RC|314^12^0;216^12^0
taxon.62.3.473|*Plastid|C0206524|41916|ET|Entry Term Replacement for "Plastids";RtM via: Plastids;Forced Non-Leaf Node Lookup:plastids|TI|MM;RC|347^7^0
taxon.62.3.473|DNA, Chloroplast|C0242962|2247|MH|||RC
taxon.62.3.473|*Temperance|C0039475|759|MH|RtM via: Temperance|TI|MM|102^9^0
taxon.62.3.486|Animals|C0003062|5435|CT|Drosophila;CT Treecode Lookup: B01.050.500.131 (Drosophila)||RC
taxon.62.3.486|*Cactus|C0330340|4435|ET|Entry Term Replacement for "Cactaceae";RtM via: Cactaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:cactus|TI|MM;RC|31^6^0
taxon.62.3.486|Drosophila Proteins|C0949989|244|MH|||RC
taxon.62.3.486|Drosophila|C0013138|208|MH|||RC
taxon.62.3.498|*Phylogeny|C0031797|180|MH|Forced Lookup:phylogenetic|TI|MM;RC|27^12^0
taxon.62.3.498|*Research Design|C0035171|69|MH|RtM via: Phylogenetic Analysis|TI|MM|27^21^0
taxon.62.3.498|Sequence Analysis, DNA|C0162802|40|MH|||RC
taxon.62.3.505|||||||
taxon.62.3.525|*Asteraceae|C0446228|18641|MH|RtM via: Asteraceae;RtM via: Mutisieae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:asteraceae|TI|MM;RC|89^10^0;73^9^0
taxon.62.3.525|*Phylogeny|C0031797|9734|MH|RtM via: Phylogeny;Forced Lookup:phylogenetic|TI|MM;RC|39^12^0
taxon.62.3.525|*Chloroplast|C0008266|14232|ET|Entry Term Replacement for "Chloroplasts";RtM via: Chloroplasts;Forced Non-Leaf Node Lookup:chloroplasts|TI|MM;RC|125^11^0
taxon.62.3.525|Genome, Chloroplast|C1955992|3955|MH|||RC
taxon.62.3.537|Humans|C0086418|5836|CT|African Continental Ancestry Group;CT Treecode Lookup: M01.686 (African Continental Ancestry Group)|TI|MM
taxon.62.3.537|*Phylogeny|C0031797|4836|MH|RtM via: Phylogeny;Forced Leaf Node Lookup:phylogeny|TI|MM;RC|39^9^0
taxon.62.3.537|Sequence Alignment|C0080143|254|MH|||RC
taxon.62.3.537|*African Continental Ancestry Group|C1257891|96|MH|RtM via: South African|TI|MM|63^13^0
taxon.62.3.550|*Islands|C0022130|51859|MH|RtM via: Islands;Forced Leaf Node Lookup:islands|TI|MM;RC|168^7^0
taxon.62.3.550|*Oceans|C0028814|23901|ET|Entry Term Replacement for "Oceans and Seas";RtM via: Oceans|TI|MM;RC|160^7^0
taxon.62.3.550|*Biological Evolution|C0015219|10710|MH|RtM via: Biological Evolution|TI|MM;RC|77^12^0
taxon.62.3.565|*Freshwater|C0016710|2082|ET|Entry Term Replacement for "Fresh Water";RtM via: Fresh Water;Forced Non-Leaf Node Lookup:freshwaters|TI|MM;RC|62^10^0
taxon.62.3.565|*Plant Leaves|C0242724|1062|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves|TI|MM;RC|27^6^0
taxon.62.3.565|England|C0014282|9|MH|RtM via: England|TI|MM|90^7^0
taxon.62.3.591|*Lichens|C0023657|3949|MH|RtM via: Lichen - organism;Forced Leaf Node Lookup:lichens;checkForceMH Boosted|TI|MM|77^7^0
taxon.62.3.591|*Phylogeny|C0031797|2339|MH|RtM via: Phylogeny;Forced Lookup:phylogenetic|TI|MM;RC|377^12^0
taxon.62.3.591|*Names|C0027365|1644|MH|RtM via: Name;RtM via: Established Drug Name;RtM via: Person Name|TI|MM;RC|632^5^0;336^5^0;98^5^0;642^14^0
taxon.62.3.591|*Abstracting and Indexing|C0000858|1212|MH|RtM via: Index|TI|MM|503^5^0
taxon.62.3.591|*Databases, Factual|C0079199|945|MH|RtM via: Databases|TI|MM;RC|451^9^0;213^8^0
taxon.62.3.591|*Data Management|C0596404|162|MH|RtM via: Databases|TI|MM|451^9^0;213^8^0
taxon.62.3.604|*Lichens|C0023657|721|MH|RtM via: Lichen - organism;Forced Leaf Node Lookup:lichens;checkForceMH Boosted|TI|MM|68^6^0
taxon.62.3.604|*Name|C0027365|6936|ET|Entry Term Replacement for "Names";RtM via: Name;RtM via: Person Name|TI|MM;RC|55^4^0
taxon.62.3.604|*Language|C0023008|591|MH|RtM via: spelling|TI|MM;RC|39^8^0
taxon.62.3.604|*Exanthema|C0015230|60|MH|RtM via: Lichen disease|TI|MM|68^6^0
taxon.62.3.606|*Name|C0027365|4338|ET|Entry Term Replacement for "Names";RtM via: Name;RtM via: Person Name|TI|MM;RC|81^4^0
taxon.62.3.606|*Language|C0023008|153|MH|RtM via: spelling|TI|MM|59^8^0
taxon.62.3.609|Animals|C0003062|1042|CT|Coleoptera;CT Treecode Lookup: B01.050.500.131 (Coleoptera)||RC
taxon.62.3.609|Coleoptera|C0009276|42|MH|||RC
[2509]: *** ERROR *** ERROR *** ERROR ***
taxon.62.4.673|||||||
taxon.62.4.688|*Fern|C0331729|9826|ET|Entry Term Replacement for "Ferns";RtM via: Ferns;checkForceMH Boosted;Forced Non-Leaf Node Lookup:fern|TI|MM;RC|88^4^0
taxon.62.4.688|Phylogeny|C0031797|201|MH|||RC
taxon.62.4.688|Evolution, Molecular|C0282688|121|MH|||RC
taxon.62.4.701|Databases, Factual|C0079199|3|MH|||RC
taxon.62.4.713|Phylogeny|C0031797|68|MH|||RC
taxon.62.4.713|Models, Genetic|C0026343|32|MH|||RC
taxon.62.4.723|Phylogeny|C0031797|17|MH|||RC
taxon.62.4.723|RNA, Ribosomal, 16S|C0035702|17|MH|||RC
taxon.62.4.733|*Refugium|C4042836|8737|MH|RtM via: Refugium;Forced Leaf Node Lookup:refugium|TI|MM|119^8^0
taxon.62.4.733|*Ice|C0020746|1040|MH|Forced Leaf Node Lookup:ice;checkForceMH Boosted|TI|MM|111^3^0
taxon.62.4.733|*Plants|C0032098|2316|MH|RtM via: Plants|TI|MM;RC|175^6^0
taxon.62.4.733|*Research|C0035168|411|MH|RtM via: Study|TI|MM|138^7^0
taxon.62.4.746|Animals|C0003062|56513|CT|Hydrozoa;CT Treecode Lookup: B01.050.500.308 (Hydrozoa)||MM;RC
taxon.62.4.746|*DNA, Ribosomal|C0012933|55513|MH|RtM via: DNA, Ribosomal;checkForceMH Boosted;Forced Non-Leaf Node Lookup:ribosomal dna|TI|MM;RC|202^13^0
taxon.62.4.746|*Phylogeny|C0031797|26716|MH|RtM via: Phylogeny;Forced Leaf Node Lookup:phylogeny|TI|MM;RC|158^9^0
taxon.62.4.746|*Sapotaceae|C0949976|14461|MH|RtM via: Sapotaceae;RtM via: Chrysophylloideae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:sapotaceae|TI|MM;RC|78^10^0;59^17^0
taxon.62.4.746|*Consensus|C0376298|5635|MH|RtM via: Consensus;Forced Leaf Node Lookup:consensus|TI|MM|396^9^0
taxon.62.4.746|*Ribosomes|C0035553|11547|MH|RtM via: Ribosomes|TI|MM|202^9^0
taxon.62.4.746|*Cell Nucleus|C0007610|6102|MH|RtM via: Nuclear (nucleus)|TI|MM;RC|194^7^0
taxon.62.4.746|*Hydrozoa|C0178442|5010|MH|RtM via: Oceania <genus>|TI|MM|95^7^0
taxon.62.4.746|Southeast Asia|C0003983|108|ET|Entry Term Replacement for "Asia, Southeastern";RtM via: Asia, Southeastern;Forced Non-Leaf Node Lookup:southeast asia|TI|MM|107^14^0
taxon.62.4.746|Oceania|C0282279|183|MH|RtM via: Oceania|TI|MM|95^7^0
taxon.62.4.771|Phylogeny|C0031797|45|MH|||RC
taxon.62.4.771|RNA, Ribosomal, 16S|C0035702|42|MH|||RC
taxon.62.4.779|*DNA, Ancient|C3272455|76058|MH|RtM via: DNA, Ancient;Forced Leaf Node Lookup:ancient dna;checkForceMH Boosted|TI|MM;RC|814^4^0;376^4^0;228^11^0
taxon.62.4.779|*Hordeum|C0004755|29180|MH|RtM via: Hordeum;RtM via: Hordeum vulgare;RtM via: Barley (Dietary);Forced Leaf Node Lookup:barley;checkForceMH Boosted|TI|MM|807^6^0
taxon.62.4.779|*Domestication|C0175819|25897|MH|RtM via: Domestication;Forced Leaf Node Lookup:domestication|TI|MM|190^13^0
taxon.62.4.779|*DNA, Ribosomal|C0012933|23158|MH|RtM via: DNA, Ribosomal;checkForceMH Boosted;Forced Non-Leaf Node Lookup:ribosomal dna|TI|MM|512^13^0
taxon.62.4.779|*Polymorphism, Single Nucleotide|C0752046|22517|MH|RtM via: Single Nucleotide Polymorphism;Forced Leaf Node Lookup:single nucleotide polymorphisms;Forced Leaf Node Lookup:snps|TI|MM;RC|891^4^0;689^31^0;722^4^0
taxon.62.4.779|*Genotype|C0017431|8282|MH|Forced Lookup:genotyping|TI|MM;RC|675^10^0
taxon.62.4.779|*Simple Sequence Repeats|C1519302|22440|ET|Entry Term Replacement for "Microsatellite Repeats";RtM via: Short Tandem Repeat;Forced Non-Leaf Node Lookup:simple sequence repeats|TI|MM|608^23^0
taxon.62.4.779|*Specimen Handling|C0037793|3315|MH|RtM via: Semen specimen collection|TI|MM;RC|91^16^0
taxon.62.4.779|Seeds|C0036563|1000|MH|Forced Non-Leaf Node Lookup:seed||MM|91^4^0
taxon.62.4.790|*Silica Gel|C2936385|16607|MH|RtM via: Silica Gel;Forced Leaf Node Lookup:silica gel;checkForceMH Boosted|TI|MM|580^10^0
taxon.62.4.790|*Microwaves|C0026051|15436|MH|RtM via: microwave electromagnetic radiation;Forced Leaf Node Lookup:microwaves|TI|MM;RC|986^9^0;422^9^0;27^9^0;170^9^0;493^9^0;620^9^0;765^9^0;1014^9^0
taxon.62.4.790|*Matched-Pair Analysis|C0085145|12007|MH|RtM via: Paired Comparisons;Forced Leaf Node Lookup:paired comparisons|TI|MM|951^17^0
taxon.62.4.790|*Silica|C0037098|5629|ET|Entry Term Replacement for "Silicon Dioxide";RtM via: Silicon Dioxide;checkForceMH Boosted;Forced Non-Leaf Node Lookup:silica|TI|MM|972^6^0;450^6^0;1007^6^0
taxon.62.4.790|*Desiccation|C0011682|21933|MH|RtM via: Desiccation|TI|MM;RC|630^6^0;37^6^0
taxon.62.4.790|*Chloroplast|C0008266|12747|ET|Entry Term Replacement for "Chloroplasts";RtM via: Chloroplasts;Forced Non-Leaf Node Lookup:chloroplasts|TI|MM|704^11^0
taxon.62.4.790|*Plant Leaves|C0242724|5349|MH|RtM via: Plant Leaves;Forced Non-Leaf Node Lookup:leaves|TI|MM;RC|1032^6^0
taxon.62.4.790|*Ribosomes|C0035553|4116|MH|RtM via: Ribosomes|TI|MM|725^9^0
taxon.62.4.790|*Nucleic Acids|C0028606|3804|MH|RtM via: Nucleic Acids;Forced Non-Leaf Node Lookup:nucleic acids|TI|MM|815^13^0
taxon.62.4.790|*PCR|C0032520|2037|ET|Entry Term Replacement for "Polymerase Chain Reaction";RtM via: Polymerase Chain Reaction;Forced Non-Leaf Node Lookup:pcr|TI|MM|672^3^0
taxon.62.4.790|*DNA|C0012854|1614|MH|RtM via: Genomic DNA;Forced Non-Leaf Node Lookup:dna|TI|MM|381^11^0;389^3^0;941^3^0
taxon.62.4.790|Genomics|C0887950|1000|MH|Forced Non-Leaf Node Lookup:genomics||MM|381^7^0;933^7^0
taxon.62.4.798|*Language|C0023008|6976|MH|RtM via: Languages;Forced Leaf Node Lookup:languages|TI|MM|700^9^0
taxon.62.4.798|*Access to Information|C0949571|3643|MH|Forced Leaf Node Lookup:open access|TI|MM;RC|730^11^0
taxon.62.4.798|Periodicals as Topic|C1956227|1000|MH|Forced as Topic||MM
taxon.62.4.798|*Publishing|C0034037|27219|MH|RtM via: Publishing;Forced Non-Leaf Node Lookup:publishing|TI|MM;RC|216^11^0;30^10^0
taxon.62.4.798|*Publications|C0034036|17139|MH|RtM via: Publications;RtM via: Scientific Publication|TI|MM|520^12^0;216^11^0
taxon.62.4.798|*Fungi|C0016832|10521|MH|RtM via: Fungi;Forced Non-Leaf Node Lookup:fungi|TI|MM;RC|69^5^0
taxon.62.4.798|*Plants|C0032098|9801|MH|RtM via: Plants;RtM via: Algae|TI|MM;RC|80^6^0;62^5^0
taxon.62.4.798|China|C0008115|18|MH|RtM via: China|TI|MM|346^5^0
taxon.62.4.801|*Names|C0027365|3159|MH|RtM via: Name;RtM via: Person Name|TI|MM;RC|119^5^0
taxon.62.4.801|*Internet|C0282111|504|MH|RtM via: Internet;Forced Non-Leaf Node Lookup:internet|TI|MM|80^8^0
taxon.62.4.807|*Names|C0027365|201|MH|RtM via: Name;RtM via: Person Name|TI|MM;RC|40^5^0
taxon.62.4.807|Phylogeny|C0031797|21|MH|||RC
taxon.62.4.809|||||||
taxon.62.4.814|||||||
taxon.62.4.819|*Name|C0027365|36|ET|Entry Term Replacement for "Names";RtM via: Name;RtM via: Person Name|TI|MM|61^4^0
taxon.62.4.821|||||||
taxon.62.4.827|*Names|C0027365|216|MH|RtM via: Name;RtM via: Person Name|TI|MM;RC|61^5^0
taxon.62.4.827|Phylogeny|C0031797|11|MH|||RC
taxon.62.5.1009|||||||
taxon.62.5.1019|*Language|C0023008|2424|MH|RtM via: spelling|TI|MM;RC|32^8^0
taxon.62.5.1019|Phonetics|C0031579|204|MH|||RC
taxon.62.5.1025|Humans|C0086418|1046|CT|Chinese;CT Treecode Lookup: M01.686 (Chinese)||MM;RC
taxon.62.5.1025|Chromatography, High Pressure Liquid|C0008562|46|MH|||RC
taxon.62.5.1025|Drugs, Chinese Herbal|C0013229|42|MH|||RC
taxon.62.5.1025|*Chinese|C0152035|12|ET|Entry Term Replacement for "Asian Continental Ancestry Group";RtM via: Chinese People|TI|MM|50^7^0
taxon.62.5.1032|*Inflorescence|C2697680|8158|MH|RtM via: Inflorescence;Forced Leaf Node Lookup:inflorescences|TI|MM;RC|55^13^0
taxon.62.5.1032|Models, Biological|C0026339|20|MH|||RC
taxon.62.5.1037|*Name|C0027365|120|ET|Entry Term Replacement for "Names";RtM via: Name;RtM via: Person Name|TI|MM;RC|61^4^0
taxon.62.5.1041|*Names|C0027365|135|MH|RtM via: Name;RtM via: Person Name|TI|MM|40^5^0
taxon.62.5.1046|*Names|C0027365|156|MH|RtM via: Name;RtM via: Person Name|TI|MM|71^5^0
taxon.62.5.1046|Phylogeny|C0031797|40|MH|||RC
taxon.62.5.1050|Drugs, Generic|C0085155|192|MH|||RC
taxon.62.5.1050|*Names|C0027365|18|MH|RtM via: Generic Name|TI|MM|34^12^0
taxon.62.5.1052|*Fossils|C0016614|16139|MH|RtM via: Fossils;Forced Leaf Node Lookup:fossils|TI|MM;RC|69^6^0
taxon.62.5.1052|Biological Evolution|C0015219|454|MH|||RC
taxon.62.5.1052|Phylogeny|C0031797|141|MH|||RC
taxon.62.5.876|*Phylogeny|C0031797|55789|MH|RtM via: Phylogeny;Forced Lookup:phylogenetic;Forced Leaf Node Lookup:phylogeny|TI|MM;RC|1351^12^0;466^9^0
taxon.62.5.876|*Base Sequence|C0004793|38999|MH|RtM via: DNA Sequence;RtM via: Restriction Site;Forced Leaf Node Lookup:dna sequences|TI|MM;RC|920^13^0;874^16^0
taxon.62.5.876|*Gene Transfer, Horizontal|C0887912|21047|MH|RtM via: Gene Transfer, Horizontal;Forced Leaf Node Lookup:lateral gene transfers|TI|MM|1683^21^0
taxon.62.5.876|*Isoenzymes|C0022173|11504|MH|RtM via: Alloenzymes;Forced Leaf Node Lookup:allozymes|TI|MM|854^9^0
taxon.62.5.876|*Bayes Theorem|C0004870|11061|MH|Forced Lookup:bayesian|TI|MM;RC|1585^8^0
taxon.62.5.876|*Nucleic Acid Hybridization|C1300517|42798|MH|RtM via: Nucleic acid hybridization procedure|TI|MM;RC|1740^14^0
taxon.62.5.876|*Biological Evolution|C0015219|26562|MH|RtM via: Biological Evolution|TI|MM;RC|1089^12^0;558^12^0;246^12^0
taxon.62.5.876|*Genomics|C0887950|23604|MH|RtM via: Genomics;Forced Non-Leaf Node Lookup:genomics|TI|MM;RC|977^8^0
taxon.62.5.876|*Polyploidy|C0032578|23004|MH|RtM via: Polyploidy;Forced Non-Leaf Node Lookup:polyploidy|TI|MM|1716^10^0
taxon.62.5.876|*Algorithms|C0002045|5514|MH|RtM via: algorithm;Forced Non-Leaf Node Lookup:algorithms|TI|MM|1975^10^0;1426^10^0
taxon.62.5.876|*DNA|C0012854|3909|MH|RtM via: DNA;Forced Non-Leaf Node Lookup:dna|TI|MM|870^3^0
taxon.62.5.912|*Phylogeography|C2936603|245963|MH|RtM via: Phylogeography;Forced Leaf Node Lookup:phylogeography|TI|MM;RC|2168^14^0;1247^15^0
taxon.62.5.912|*Ecosystem|C0162358|214973|MH|RtM via: Ecosystem;RtM via: Niche, Ecological;Forced Lookup:ecosystems|TI|MM;RC|2129^10^0;2187^16^0
taxon.62.5.912|*Phylogeny|C0031797|213270|MH|RtM via: Phylogeny;Forced Lookup:phylogenetic;Forced Leaf Node Lookup:phylogenomics;Forced Leaf Node Lookup:phylogenies|TI|MM;RC|1542^12^0;1132^11^0;1230^12^0;836^12^0
taxon.62.5.912|*Islands|C0022130|128204|MH|RtM via: Islands;Forced Leaf Node Lookup:islands|TI|MM|2047^7^0
taxon.62.5.912|*Paleontology|C0030224|110627|MH|RtM via: Paleontology;Forced Leaf Node Lookup:paleontology|TI|MM|192^12^0
taxon.62.5.912|*Computational Biology|C0376528|74912|MH|RtM via: Bio-Informatics;Forced Leaf Node Lookup:bioinformatics|TI|MM|1826^14^0
taxon.62.5.912|*Meteorology|C0025595|60446|MH|RtM via: Climatology;Forced Leaf Node Lookup:climatology|TI|MM|210^11^0
taxon.62.5.912|*Specialization|C0037776|49136|MH|RtM via: Hospital specialist;Forced Leaf Node Lookup:specialists|TI|MM|1811^11^0
taxon.62.5.912|*Ecology|C0013546|211413|MH|RtM via: Ecology|TI|MM;RC|183^7^0
taxon.62.5.912|*Biodiversity|C0282469|145056|MH|RtM via: Biodiversity;Forced Non-Leaf Node Lookup:biodiversity|TI|MM;RC|1987^12^0;1702^12^0
taxon.62.5.912|*Genomics|C0887950|63351|MH|RtM via: Genomics;Forced Non-Leaf Node Lookup:genomics|TI|MM;RC|1289^7^0
taxon.62.5.912|*Biological Evolution|C0015219|55266|MH|RtM via: Biological Evolution|TI|MM;RC|258^20^0
taxon.62.5.912|*Data Mining|C1328866|19581|MH|RtM via: Data Mining;Forced Non-Leaf Node Lookup:data mining|TI|MM|1402^11^0
taxon.62.5.928|*Lichens|C0023657|24469|MH|RtM via: Lichen - organism;Forced Leaf Node Lookup:lichens;checkForceMH Boosted|TI|MM;RC|31^6^0
taxon.62.5.928|Ascomycota|C0003965|491|MH|||RC
taxon.62.5.940|*Phylogeny|C0031797|4252|MH|RtM via: Phylogeny;Forced Lookup:phylogenetic|TI|MM;RC|45^12^0
taxon.62.5.940|DNA, Mitochondrial|C0012929|202|MH|||RC
taxon.62.5.940|*Correlation of Data|C0010100|45|MH|RtM via: Statistical Test|TI|MM|76^17^0
taxon.62.5.972|*Phylogeny|C0031797|6983|MH|RtM via: Phylogeny;Forced Lookup:phylogenetic|TI|MM;RC|27^12^0
taxon.62.5.972|*Sapotaceae|C0949976|2276|MH|RtM via: Sapotaceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:sapotaceae|TI|MM|74^10^0
taxon.62.5.972|Evolution, Molecular|C0282688|693|MH|||RC
taxon.62.5.972|Sequence Analysis, DNA|C0162802|160|MH|||RC
taxon.62.5.984|*Compositae|C0446228|23098|ET|Entry Term Replacement for "Asteraceae";RtM via: Asteraceae;checkForceMH Boosted;Forced Non-Leaf Node Lookup:compositae|TI|MM;RC|42^10^0
taxon.62.5.984|Patch Tests|C0030646|769|MH|||RC
taxon.62.5.984|Sesquiterpenes|C0036847|418|MH|||RC
taxon.62.5.997|*Fossils|C0016614|18808|MH|RtM via: Fossils;Forced Leaf Node Lookup:fossils|TI|MM;RC|55^6^0
taxon.62.5.997|*Plant Leaves|C0242724|5934|MH|RtM via: Plant Leaves|TI|MM;RC|191^4^0
taxon.62.5.997|*Seeds|C0036563|4698|MH|RtM via: Class Liliopsida;RtM via: Monocotyledon|TI|MM;RC|62^13^0;118^8^0
taxon.62.6.1105|*Red Algae|C0002033|2265|ET|Entry Term Replacement for "Rhodophyta";RtM via: Rhodophyta;Forced Non-Leaf Node Lookup:red algae|TI|MM;RC|53^9^0
taxon.62.6.1117|Phylogeny|C0031797|17|MH|||RC
taxon.62.6.1117|RNA, Ribosomal, 16S|C0035702|17|MH|||RC
taxon.62.6.1133|*Bryophyta|C0282635|4314|MH|RtM via: Mosses|TI|MM|263^4^0;93^10^0
taxon.62.6.1133|Phylogeny|C0031797|238|MH|||RC
taxon.62.6.1133|*Research|C0035168|129|MH|RtM via: Study|TI|MM|184^7^0
taxon.62.6.1153|*Fern|C0331729|10068|ET|Entry Term Replacement for "Ferns";RtM via: Ferns;checkForceMH Boosted;Forced Non-Leaf Node Lookup:fern|TI|MM;RC|77^4^0
taxon.62.6.1153|Phylogeny|C0031797|174|MH|||RC
taxon.62.6.1153|Evolution, Molecular|C0282688|155|MH|||RC
taxon.62.6.1161|*Multivariate Analyses|C0026777|2358|ET|Entry Term Replacement for "Multivariate Analysis";RtM via: Multivariate Analysis|TI|MM;RC|131^12^1;158^8^1
taxon.62.6.1161|Phylogeny|C0031797|31|MH|||RC
[2550]: *** ERROR *** ERROR *** ERROR ***
taxon.62.6.1200|*Leguminosae|C0023263|27074|ET|Entry Term Replacement for "Fabaceae";RtM via: Fabaceae;RtM via: Ingeae;RtM via: mimosoid clade;checkForceMH Boosted;Forced Non-Leaf Node Lookup:leguminosae|TI|MM;RC|75^11^0;113^6^0;95^11^0
taxon.62.6.1200|*Phylogeny|C0031797|21749|MH|RtM via: Phylogeny;Forced Lookup:phylogenetic|TI|MM;RC|45^12^0
taxon.62.6.1200|*Plastid|C0206524|66885|ET|Entry Term Replacement for "Plastids";RtM via: Plastids;Forced Non-Leaf Node Lookup:plastids|TI|MM;RC|180^7^0
taxon.62.6.1200|*Cell Nucleus|C0007610|9729|MH|RtM via: Nuclear (nucleus)|TI|MM;RC|149^7^0
taxon.62.6.1220|*Phylogeny|C0031797|4004|MH|RtM via: Phylogeny;Forced Leaf Node Lookup:phylogeny|TI|MM;RC|42^9^0
taxon.62.6.1220|Evolution, Molecular|C0282688|366|MH|||RC
taxon.62.6.1220|Models, Genetic|C0026343|165|MH|||RC
taxon.62.6.1235|Humans|C0086418|1081|CT|Chinese;CT Treecode Lookup: M01.686 (Chinese)||MM;RC
taxon.62.6.1235|*Chinese|C0152035|81|ET|Entry Term Replacement for "Asian Continental Ancestry Group";RtM via: Chinese People|TI|MM|32^7^0
taxon.62.6.1248|*Information Dissemination|C0021417|31387|MH|RtM via: Data Sharing;Forced Leaf Node Lookup:data sharings|TI|MM;RC|666^12^0
taxon.62.6.1248|*Goals|C0018017|4231|MH|Forced Leaf Node Lookup:goal|TI|MM|1704^4^0
taxon.62.6.1248|*Record|C0034869|17850|ET|Entry Term Replacement for "Records";RtM via: Records|TI|MM|1275^6^0
taxon.62.6.1248|*System, Online|C0029038|17799|ET|Entry Term Replacement for "Online Systems";RtM via: Online Systems|TI|MM|607^6^1;625^6^1
taxon.62.6.1248|*Documentation|C0920316|9174|MH|RtM via: Documentation;Forced Non-Leaf Node Lookup:documentations|TI|MM|683^13^0
taxon.62.6.1248|*Internet|C0282111|7227|MH|RtM via: Internet;Forced Non-Leaf Node Lookup:internet|TI|MM|587^8^0
taxon.62.6.1248|*Quality Control|C0034378|6621|MH|RtM via: quality control;Forced Non-Leaf Node Lookup:quality controls|TI|MM;RC|363^15^0
taxon.62.6.1259|*Desiccation|C0011682|8778|MH|RtM via: Desiccation|TI|MM;RC|627^6^0;314^6^0
taxon.62.6.1259|*Suggestions|C0038659|7440|ET|Entry Term Replacement for "Suggestion";RtM via: therapeutic suggestion|TI|MM|790^11^0
taxon.62.6.1259|*Plant|C0032098|3417|ET|Entry Term Replacement for "Plants";RtM via: Plants|TI|MM;RC|478^5^0;57^5^0
taxon.62.6.1259|*Preservation, Biological|C0033085|3024|MH|RtM via: Biologic Preservation|TI|MM|859^9^0
taxon.62.6.1259|*Rehydration|C0034997|456|ET|Entry Term Replacement for "Fluid Therapy";RtM via: Rehydration;Forced Non-Leaf Node Lookup:rehydrations|TI|MM|882^11^0
taxon.62.6.1266|*Names|C0027365|57|MH|RtM via: Name;RtM via: Person Name|TI|MM|40^5^0
taxon.62.6.1266|Animal Distribution|C3494412|29|MH|||RC
taxon.62.6.1275|Spain|C0037747|39|MH|RtM via: Canary Islands;Forced Leaf Node Lookup:canary islands|TI|MM;RC|52^13^0
taxon.62.6.1275|Arecaceae|C0682477|45|MH|||RC
taxon.62.6.1275|Phylogeny|C0031797|43|MH|||RC
taxon.62.6.1275|*Hand|C0018563|15|MH|RtM via: Palm of hand;RtM via: Palmar surface|TI|MM|74^4^0
